"";"finessGeoDP";"annee";"baria_t";"redo";"n";"TOT_y";"TOT";"AVER"
"1";"010000024";2020;"SLE";0;6;6;54;14
"2";"010000024";2021;"ABL";1;1;26;54;14
"3";"010000024";2021;"BPG";0;2;26;54;14
"4";"010000024";2021;"REV";1;1;26;54;14
"5";"010000024";2021;"SLE";0;22;26;54;14
"6";"010000024";2022;"SLE";0;16;16;54;14
"7";"010000024";2023;"BPG";0;1;6;54;14
"8";"010000024";2023;"SLE";0;5;6;54;14
"9";"010000032";2020;"ABL";1;1;7;49;10
"10";"010000032";2020;"SLE";0;6;7;49;10
"11";"010000032";2021;"REV";1;1;10;49;10
"12";"010000032";2021;"SLE";0;9;10;49;10
"13";"010000032";2022;"ABL";1;2;16;49;10
"14";"010000032";2022;"SLE";0;13;16;49;10
"15";"010000032";2022;"SLE";1;1;16;49;10
"16";"010000032";2023;"ABL";1;3;11;49;10
"17";"010000032";2023;"SLE";0;8;11;49;10
"18";"010000032";2024;"SLE";0;4;5;49;10
"19";"010000032";2024;"SLE";1;1;5;49;10
"20";"010780195";2020;"ABL";1;6;65;405;81
"21";"010780195";2020;"ANN";1;1;65;405;81
"22";"010780195";2020;"BPG";0;26;65;405;81
"23";"010780195";2020;"BPG";1;9;65;405;81
"24";"010780195";2020;"REV";1;3;65;405;81
"25";"010780195";2020;"SLE";0;19;65;405;81
"26";"010780195";2020;"SLE";1;1;65;405;81
"27";"010780195";2021;"ABL";1;3;88;405;81
"28";"010780195";2021;"BPG";0;45;88;405;81
"29";"010780195";2021;"BPG";1;20;88;405;81
"30";"010780195";2021;"GVC";1;1;88;405;81
"31";"010780195";2021;"REV";1;1;88;405;81
"32";"010780195";2021;"SLE";0;18;88;405;81
"33";"010780195";2022;"ABL";1;1;75;405;81
"34";"010780195";2022;"ANN";1;1;75;405;81
"35";"010780195";2022;"BPG";0;38;75;405;81
"36";"010780195";2022;"BPG";1;13;75;405;81
"37";"010780195";2022;"REV";1;10;75;405;81
"38";"010780195";2022;"SLE";0;12;75;405;81
"39";"010780195";2023;"ABL";1;8;94;405;81
"40";"010780195";2023;"BPG";0;44;94;405;81
"41";"010780195";2023;"BPG";1;20;94;405;81
"42";"010780195";2023;"GVC";1;1;94;405;81
"43";"010780195";2023;"REV";1;6;94;405;81
"44";"010780195";2023;"SLE";0;15;94;405;81
"45";"010780195";2024;"ABL";1;5;83;405;81
"46";"010780195";2024;"BPG";0;42;83;405;81
"47";"010780195";2024;"BPG";1;15;83;405;81
"48";"010780195";2024;"REV";0;1;83;405;81
"49";"010780195";2024;"REV";1;5;83;405;81
"50";"010780195";2024;"SLE";0;15;83;405;81
"51";"010780203";2020;"ABL";1;21;65;558;112
"52";"010780203";2020;"ANN";0;5;65;558;112
"53";"010780203";2020;"ANN";1;3;65;558;112
"54";"010780203";2020;"BPG";0;9;65;558;112
"55";"010780203";2020;"BPG";1;7;65;558;112
"56";"010780203";2020;"SLE";0;18;65;558;112
"57";"010780203";2020;"SLE";1;2;65;558;112
"58";"010780203";2021;"ABL";1;18;104;558;112
"59";"010780203";2021;"ANN";0;4;104;558;112
"60";"010780203";2021;"BPG";0;18;104;558;112
"61";"010780203";2021;"BPG";1;16;104;558;112
"62";"010780203";2021;"REV";1;2;104;558;112
"63";"010780203";2021;"SLE";0;43;104;558;112
"64";"010780203";2021;"SLE";1;3;104;558;112
"65";"010780203";2022;"ABL";1;17;123;558;112
"66";"010780203";2022;"ANN";0;1;123;558;112
"67";"010780203";2022;"ANN";1;1;123;558;112
"68";"010780203";2022;"BPG";0;26;123;558;112
"69";"010780203";2022;"BPG";1;31;123;558;112
"70";"010780203";2022;"REV";1;5;123;558;112
"71";"010780203";2022;"SLE";0;41;123;558;112
"72";"010780203";2022;"SLE";1;1;123;558;112
"73";"010780203";2023;"ABL";1;21;153;558;112
"74";"010780203";2023;"ANN";0;1;153;558;112
"75";"010780203";2023;"ANN";1;1;153;558;112
"76";"010780203";2023;"BPG";0;47;153;558;112
"77";"010780203";2023;"BPG";1;33;153;558;112
"78";"010780203";2023;"REV";1;9;153;558;112
"79";"010780203";2023;"SLE";0;40;153;558;112
"80";"010780203";2023;"SLE";1;1;153;558;112
"81";"010780203";2024;"ABL";1;11;113;558;112
"82";"010780203";2024;"ANN";1;2;113;558;112
"83";"010780203";2024;"BPG";0;33;113;558;112
"84";"010780203";2024;"BPG";1;22;113;558;112
"85";"010780203";2024;"REV";1;9;113;558;112
"86";"010780203";2024;"SLE";0;35;113;558;112
"87";"010780203";2024;"SLE";1;1;113;558;112
"88";"020000162";2020;"ABL";1;1;60;321;64
"89";"020000162";2020;"BPG";0;5;60;321;64
"90";"020000162";2020;"BPG";1;2;60;321;64
"91";"020000162";2020;"SLE";0;51;60;321;64
"92";"020000162";2020;"SLE";1;1;60;321;64
"93";"020000162";2021;"ABL";1;4;70;321;64
"94";"020000162";2021;"BPG";0;6;70;321;64
"95";"020000162";2021;"BPG";1;4;70;321;64
"96";"020000162";2021;"DBP";0;1;70;321;64
"97";"020000162";2021;"REV";1;2;70;321;64
"98";"020000162";2021;"SLE";0;46;70;321;64
"99";"020000162";2021;"SLE";1;7;70;321;64
"100";"020000162";2022;"ABL";1;5;68;321;64
"101";"020000162";2022;"BPG";0;8;68;321;64
"102";"020000162";2022;"BPG";1;2;68;321;64
"103";"020000162";2022;"REV";1;1;68;321;64
"104";"020000162";2022;"SLE";0;51;68;321;64
"105";"020000162";2022;"SLE";1;1;68;321;64
"106";"020000162";2023;"ABL";1;4;63;321;64
"107";"020000162";2023;"BPG";0;2;63;321;64
"108";"020000162";2023;"BPG";1;2;63;321;64
"109";"020000162";2023;"REV";1;2;63;321;64
"110";"020000162";2023;"SLE";0;52;63;321;64
"111";"020000162";2023;"SLE";1;1;63;321;64
"112";"020000162";2024;"ABL";1;2;60;321;64
"113";"020000162";2024;"BPG";0;5;60;321;64
"114";"020000162";2024;"BPG";1;3;60;321;64
"115";"020000162";2024;"SLE";0;50;60;321;64
"116";"020000360";2021;"ABL";1;1;4;23;6
"117";"020000360";2021;"SLE";0;3;4;23;6
"118";"020000360";2022;"ABL";1;6;15;23;6
"119";"020000360";2022;"SLE";0;6;15;23;6
"120";"020000360";2022;"SLE";1;3;15;23;6
"121";"020000360";2023;"ABL";1;1;2;23;6
"122";"020000360";2023;"SLE";0;1;2;23;6
"123";"020000360";2024;"ABL";1;2;2;23;6
"124";"020000394";2020;"ABL";1;16;48;311;62
"125";"020000394";2020;"BPG";1;1;48;311;62
"126";"020000394";2020;"REV";1;6;48;311;62
"127";"020000394";2020;"SLE";0;17;48;311;62
"128";"020000394";2020;"SLE";1;8;48;311;62
"129";"020000394";2021;"ABL";1;21;70;311;62
"130";"020000394";2021;"BPG";1;5;70;311;62
"131";"020000394";2021;"REV";1;6;70;311;62
"132";"020000394";2021;"SLE";0;30;70;311;62
"133";"020000394";2021;"SLE";1;8;70;311;62
"134";"020000394";2022;"ABL";1;11;68;311;62
"135";"020000394";2022;"BPG";1;3;68;311;62
"136";"020000394";2022;"REV";1;4;68;311;62
"137";"020000394";2022;"SLE";0;43;68;311;62
"138";"020000394";2022;"SLE";1;7;68;311;62
"139";"020000394";2023;"ABL";1;19;59;311;62
"140";"020000394";2023;"BPG";1;1;59;311;62
"141";"020000394";2023;"REV";1;5;59;311;62
"142";"020000394";2023;"SLE";0;30;59;311;62
"143";"020000394";2023;"SLE";1;4;59;311;62
"144";"020000394";2024;"ABL";1;15;66;311;62
"145";"020000394";2024;"BPG";1;5;66;311;62
"146";"020000394";2024;"REV";1;4;66;311;62
"147";"020000394";2024;"SLE";0;35;66;311;62
"148";"020000394";2024;"SLE";1;7;66;311;62
"149";"020000519";2020;"REV";1;2;18;225;45
"150";"020000519";2020;"SLE";0;14;18;225;45
"151";"020000519";2020;"SLE";1;2;18;225;45
"152";"020000519";2021;"ABL";1;2;23;225;45
"153";"020000519";2021;"BPG";1;2;23;225;45
"154";"020000519";2021;"SLE";0;19;23;225;45
"155";"020000519";2022;"ABL";1;1;58;225;45
"156";"020000519";2022;"BPG";0;4;58;225;45
"157";"020000519";2022;"BPG";1;3;58;225;45
"158";"020000519";2022;"REV";1;2;58;225;45
"159";"020000519";2022;"SLE";0;44;58;225;45
"160";"020000519";2022;"SLE";1;4;58;225;45
"161";"020000519";2023;"ABL";1;2;55;225;45
"162";"020000519";2023;"BPG";0;4;55;225;45
"163";"020000519";2023;"BPG";1;1;55;225;45
"164";"020000519";2023;"SLE";0;46;55;225;45
"165";"020000519";2023;"SLE";1;2;55;225;45
"166";"020000519";2024;"ABL";1;4;71;225;45
"167";"020000519";2024;"BPG";0;1;71;225;45
"168";"020000519";2024;"BPG";1;5;71;225;45
"169";"020000519";2024;"REV";1;1;71;225;45
"170";"020000519";2024;"SLE";0;56;71;225;45
"171";"020000519";2024;"SLE";1;4;71;225;45
"172";"020000535";2020;"ABL";1;1;1;3;2
"173";"020000535";2022;"ABL";1;2;2;3;2
"174";"020001061";2020;"REV";1;1;2;2;2
"175";"020001061";2020;"SLE";0;1;2;2;2
"176";"020010047";2020;"ABL";1;1;71;377;75
"177";"020010047";2020;"ANN";0;5;71;377;75
"178";"020010047";2020;"BPG";0;8;71;377;75
"179";"020010047";2020;"BPG";1;6;71;377;75
"180";"020010047";2020;"REV";1;2;71;377;75
"181";"020010047";2020;"SLE";0;49;71;377;75
"182";"020010047";2021;"ABL";1;6;87;377;75
"183";"020010047";2021;"ANN";0;3;87;377;75
"184";"020010047";2021;"BPG";0;14;87;377;75
"185";"020010047";2021;"BPG";1;8;87;377;75
"186";"020010047";2021;"SLE";0;56;87;377;75
"187";"020010047";2022;"ABL";1;2;88;377;75
"188";"020010047";2022;"ANN";0;1;88;377;75
"189";"020010047";2022;"BPG";0;8;88;377;75
"190";"020010047";2022;"BPG";1;7;88;377;75
"191";"020010047";2022;"SLE";0;68;88;377;75
"192";"020010047";2022;"SLE";1;2;88;377;75
"193";"020010047";2023;"ABL";1;4;60;377;75
"194";"020010047";2023;"BPG";0;2;60;377;75
"195";"020010047";2023;"BPG";1;7;60;377;75
"196";"020010047";2023;"SLE";0;47;60;377;75
"197";"020010047";2024;"ABL";1;3;71;377;75
"198";"020010047";2024;"ANN";0;1;71;377;75
"199";"020010047";2024;"BPG";0;10;71;377;75
"200";"020010047";2024;"BPG";1;5;71;377;75
"201";"020010047";2024;"REV";1;1;71;377;75
"202";"020010047";2024;"SLE";0;51;71;377;75
"203";"030000061";2020;"BPG";0;1;7;17;8
"204";"030000061";2020;"REV";1;1;7;17;8
"205";"030000061";2020;"SLE";0;5;7;17;8
"206";"030000061";2021;"ABL";1;2;10;17;8
"207";"030000061";2021;"BPG";1;1;10;17;8
"208";"030000061";2021;"SLE";0;7;10;17;8
"209";"030000079";2021;"ABL";1;1;1;4;1
"210";"030000079";2022;"REV";0;1;2;4;1
"211";"030000079";2022;"REV";1;1;2;4;1
"212";"030000079";2023;"ABL";1;1;1;4;1
"213";"030000087";2020;"ABL";1;6;15;99;20
"214";"030000087";2020;"SLE";0;9;15;99;20
"215";"030000087";2021;"ABL";1;1;8;99;20
"216";"030000087";2021;"BPG";1;1;8;99;20
"217";"030000087";2021;"SLE";0;5;8;99;20
"218";"030000087";2021;"SLE";1;1;8;99;20
"219";"030000087";2022;"ABL";1;2;32;99;20
"220";"030000087";2022;"BPG";0;1;32;99;20
"221";"030000087";2022;"BPG";1;2;32;99;20
"222";"030000087";2022;"DBP";0;1;32;99;20
"223";"030000087";2022;"SLE";0;24;32;99;20
"224";"030000087";2022;"SLE";1;2;32;99;20
"225";"030000087";2023;"ABL";1;2;27;99;20
"226";"030000087";2023;"BPG";1;6;27;99;20
"227";"030000087";2023;"SLE";0;19;27;99;20
"228";"030000087";2024;"ABL";1;3;17;99;20
"229";"030000087";2024;"BPG";0;1;17;99;20
"230";"030000087";2024;"BPG";1;3;17;99;20
"231";"030000087";2024;"SLE";0;10;17;99;20
"232";"030781116";2020;"ABL";1;2;22;264;53
"233";"030781116";2020;"BPG";0;2;22;264;53
"234";"030781116";2020;"SLE";0;17;22;264;53
"235";"030781116";2020;"SLE";1;1;22;264;53
"236";"030781116";2021;"ABL";1;3;66;264;53
"237";"030781116";2021;"BPG";0;2;66;264;53
"238";"030781116";2021;"BPG";1;3;66;264;53
"239";"030781116";2021;"SLE";0;53;66;264;53
"240";"030781116";2021;"SLE";1;5;66;264;53
"241";"030781116";2022;"BPG";0;1;44;264;53
"242";"030781116";2022;"BPG";1;3;44;264;53
"243";"030781116";2022;"SLE";0;40;44;264;53
"244";"030781116";2023;"ABL";1;5;65;264;53
"245";"030781116";2023;"BPG";0;3;65;264;53
"246";"030781116";2023;"BPG";1;4;65;264;53
"247";"030781116";2023;"REV";1;1;65;264;53
"248";"030781116";2023;"SLE";0;52;65;264;53
"249";"030781116";2024;"ABL";1;6;67;264;53
"250";"030781116";2024;"BPG";0;3;67;264;53
"251";"030781116";2024;"BPG";1;2;67;264;53
"252";"030781116";2024;"REV";1;2;67;264;53
"253";"030781116";2024;"SLE";0;54;67;264;53
"254";"040000093";2020;"ABL";1;2;29;152;30
"255";"040000093";2020;"BPG";0;6;29;152;30
"256";"040000093";2020;"BPG";1;7;29;152;30
"257";"040000093";2020;"REV";1;4;29;152;30
"258";"040000093";2020;"SLE";0;9;29;152;30
"259";"040000093";2020;"SLE";1;1;29;152;30
"260";"040000093";2021;"BPG";0;5;15;152;30
"261";"040000093";2021;"BPG";1;3;15;152;30
"262";"040000093";2021;"SLE";0;7;15;152;30
"263";"040000093";2022;"BPG";0;10;36;152;30
"264";"040000093";2022;"BPG";1;7;36;152;30
"265";"040000093";2022;"REV";1;2;36;152;30
"266";"040000093";2022;"SLE";0;16;36;152;30
"267";"040000093";2022;"SLE";1;1;36;152;30
"268";"040000093";2023;"ABL";1;1;41;152;30
"269";"040000093";2023;"BPG";0;6;41;152;30
"270";"040000093";2023;"BPG";1;12;41;152;30
"271";"040000093";2023;"REV";1;3;41;152;30
"272";"040000093";2023;"SLE";0;19;41;152;30
"273";"040000093";2024;"ABL";1;1;31;152;30
"274";"040000093";2024;"BPG";0;7;31;152;30
"275";"040000093";2024;"BPG";1;3;31;152;30
"276";"040000093";2024;"DBP";1;1;31;152;30
"277";"040000093";2024;"REV";1;5;31;152;30
"278";"040000093";2024;"SLE";0;12;31;152;30
"279";"040000093";2024;"SLE";1;2;31;152;30
"280";"040780470";2021;"ABL";1;1;1;3;1
"281";"040780470";2022;"ABL";1;1;1;3;1
"282";"040780470";2023;"ABL";1;1;1;3;1
"283";"050000231";2024;"ABL";1;1;1;1;1
"284";"050000348";2020;"ABL";1;2;49;238;48
"285";"050000348";2020;"BPG";0;2;49;238;48
"286";"050000348";2020;"BPG";1;4;49;238;48
"287";"050000348";2020;"SLE";0;39;49;238;48
"288";"050000348";2020;"SLE";1;2;49;238;48
"289";"050000348";2021;"ABL";1;2;54;238;48
"290";"050000348";2021;"BPG";0;2;54;238;48
"291";"050000348";2021;"BPG";1;6;54;238;48
"292";"050000348";2021;"SLE";0;42;54;238;48
"293";"050000348";2021;"SLE";1;2;54;238;48
"294";"050000348";2022;"ABL";1;1;49;238;48
"295";"050000348";2022;"ANN";0;1;49;238;48
"296";"050000348";2022;"BPG";0;4;49;238;48
"297";"050000348";2022;"BPG";1;4;49;238;48
"298";"050000348";2022;"SLE";0;38;49;238;48
"299";"050000348";2022;"SLE";1;1;49;238;48
"300";"050000348";2023;"ABL";1;2;33;238;48
"301";"050000348";2023;"BPG";0;4;33;238;48
"302";"050000348";2023;"BPG";1;1;33;238;48
"303";"050000348";2023;"SLE";0;25;33;238;48
"304";"050000348";2023;"SLE";1;1;33;238;48
"305";"050000348";2024;"ABL";1;2;53;238;48
"306";"050000348";2024;"BPG";0;9;53;238;48
"307";"050000348";2024;"BPG";1;6;53;238;48
"308";"050000348";2024;"SLE";0;35;53;238;48
"309";"050000348";2024;"SLE";1;1;53;238;48
"310";"060000478";2020;"ABL";1;1;12;140;28
"311";"060000478";2020;"BPG";0;3;12;140;28
"312";"060000478";2020;"BPG";1;1;12;140;28
"313";"060000478";2020;"REV";1;1;12;140;28
"314";"060000478";2020;"SLE";0;6;12;140;28
"315";"060000478";2021;"BPG";0;5;37;140;28
"316";"060000478";2021;"BPG";1;1;37;140;28
"317";"060000478";2021;"SLE";0;29;37;140;28
"318";"060000478";2021;"SLE";1;2;37;140;28
"319";"060000478";2022;"ABL";1;1;29;140;28
"320";"060000478";2022;"BPG";0;9;29;140;28
"321";"060000478";2022;"BPG";1;1;29;140;28
"322";"060000478";2022;"SLE";0;18;29;140;28
"323";"060000478";2023;"ABL";1;1;35;140;28
"324";"060000478";2023;"BPG";0;10;35;140;28
"325";"060000478";2023;"BPG";1;4;35;140;28
"326";"060000478";2023;"SLE";0;19;35;140;28
"327";"060000478";2023;"SLE";1;1;35;140;28
"328";"060000478";2024;"BPG";0;4;27;140;28
"329";"060000478";2024;"BPG";1;1;27;140;28
"330";"060000478";2024;"REV";1;2;27;140;28
"331";"060000478";2024;"SLE";0;20;27;140;28
"332";"060000510";2020;"ABL";1;1;59;462;92
"333";"060000510";2020;"BPG";0;48;59;462;92
"334";"060000510";2020;"BPG";1;2;59;462;92
"335";"060000510";2020;"REV";1;2;59;462;92
"336";"060000510";2020;"SLE";0;3;59;462;92
"337";"060000510";2020;"SLE";1;3;59;462;92
"338";"060000510";2021;"ABL";1;1;124;462;92
"339";"060000510";2021;"BPG";0;92;124;462;92
"340";"060000510";2021;"BPG";1;5;124;462;92
"341";"060000510";2021;"REV";1;4;124;462;92
"342";"060000510";2021;"SLE";0;17;124;462;92
"343";"060000510";2021;"SLE";1;5;124;462;92
"344";"060000510";2022;"ABL";1;1;110;462;92
"345";"060000510";2022;"BPG";0;82;110;462;92
"346";"060000510";2022;"BPG";1;3;110;462;92
"347";"060000510";2022;"REV";1;1;110;462;92
"348";"060000510";2022;"SLE";0;20;110;462;92
"349";"060000510";2022;"SLE";1;3;110;462;92
"350";"060000510";2023;"BPG";0;55;81;462;92
"351";"060000510";2023;"BPG";1;1;81;462;92
"352";"060000510";2023;"REV";1;2;81;462;92
"353";"060000510";2023;"SLE";0;19;81;462;92
"354";"060000510";2023;"SLE";1;4;81;462;92
"355";"060000510";2024;"BPG";0;69;88;462;92
"356";"060000510";2024;"BPG";1;5;88;462;92
"357";"060000510";2024;"SLE";0;12;88;462;92
"358";"060000510";2024;"SLE";1;2;88;462;92
"359";"060000544";2022;"REV";1;1;1;5;2
"360";"060000544";2023;"SLE";0;1;1;5;2
"361";"060000544";2024;"REV";1;3;3;5;2
"362";"060002102";2021;"SLE";0;2;2;30;8
"363";"060002102";2022;"SLE";0;4;5;30;8
"364";"060002102";2022;"SLE";1;1;5;30;8
"365";"060002102";2023;"ABL";1;1;12;30;8
"366";"060002102";2023;"REV";1;1;12;30;8
"367";"060002102";2023;"SLE";0;10;12;30;8
"368";"060002102";2024;"ABL";1;3;11;30;8
"369";"060002102";2024;"SLE";0;7;11;30;8
"370";"060002102";2024;"SLE";1;1;11;30;8
"371";"060021417";2020;"BPG";0;27;48;391;78
"372";"060021417";2020;"BPG";1;1;48;391;78
"373";"060021417";2020;"REV";1;1;48;391;78
"374";"060021417";2020;"SLE";0;19;48;391;78
"375";"060021417";2021;"ABL";1;1;80;391;78
"376";"060021417";2021;"ANN";1;1;80;391;78
"377";"060021417";2021;"BPG";0;40;80;391;78
"378";"060021417";2021;"BPG";1;1;80;391;78
"379";"060021417";2021;"REV";1;2;80;391;78
"380";"060021417";2021;"SLE";0;34;80;391;78
"381";"060021417";2021;"SLE";1;1;80;391;78
"382";"060021417";2022;"ABL";1;1;80;391;78
"383";"060021417";2022;"BPG";0;37;80;391;78
"384";"060021417";2022;"BPG";1;3;80;391;78
"385";"060021417";2022;"REV";1;4;80;391;78
"386";"060021417";2022;"SLE";0;35;80;391;78
"387";"060021417";2023;"ABL";1;2;96;391;78
"388";"060021417";2023;"BPG";0;42;96;391;78
"389";"060021417";2023;"BPG";1;2;96;391;78
"390";"060021417";2023;"REV";1;1;96;391;78
"391";"060021417";2023;"SLE";0;46;96;391;78
"392";"060021417";2023;"SLE";1;3;96;391;78
"393";"060021417";2024;"ANN";0;1;87;391;78
"394";"060021417";2024;"ANN";1;1;87;391;78
"395";"060021417";2024;"BPG";0;35;87;391;78
"396";"060021417";2024;"BPG";1;3;87;391;78
"397";"060021417";2024;"REV";1;3;87;391;78
"398";"060021417";2024;"SLE";0;43;87;391;78
"399";"060021417";2024;"SLE";1;1;87;391;78
"400";"060780491";2020;"ABL";1;5;98;478;96
"401";"060780491";2020;"ANN";0;1;98;478;96
"402";"060780491";2020;"BPG";0;13;98;478;96
"403";"060780491";2020;"BPG";1;1;98;478;96
"404";"060780491";2020;"DBP";1;2;98;478;96
"405";"060780491";2020;"REV";1;9;98;478;96
"406";"060780491";2020;"SLE";0;63;98;478;96
"407";"060780491";2020;"SLE";1;4;98;478;96
"408";"060780491";2021;"ABL";1;4;101;478;96
"409";"060780491";2021;"ANN";0;1;101;478;96
"410";"060780491";2021;"BPG";0;16;101;478;96
"411";"060780491";2021;"BPG";1;2;101;478;96
"412";"060780491";2021;"DBP";1;2;101;478;96
"413";"060780491";2021;"REV";1;4;101;478;96
"414";"060780491";2021;"SLE";0;71;101;478;96
"415";"060780491";2021;"SLE";1;1;101;478;96
"416";"060780491";2022;"ABL";1;5;99;478;96
"417";"060780491";2022;"BPG";0;39;99;478;96
"418";"060780491";2022;"BPG";1;6;99;478;96
"419";"060780491";2022;"REV";1;7;99;478;96
"420";"060780491";2022;"SLE";0;40;99;478;96
"421";"060780491";2022;"SLE";1;2;99;478;96
"422";"060780491";2023;"ABL";1;2;78;478;96
"423";"060780491";2023;"BPG";0;41;78;478;96
"424";"060780491";2023;"BPG";1;3;78;478;96
"425";"060780491";2023;"REV";1;13;78;478;96
"426";"060780491";2023;"SLE";0;18;78;478;96
"427";"060780491";2023;"SLE";1;1;78;478;96
"428";"060780491";2024;"ANN";1;1;102;478;96
"429";"060780491";2024;"BPG";0;48;102;478;96
"430";"060780491";2024;"BPG";1;7;102;478;96
"431";"060780491";2024;"DBP";0;1;102;478;96
"432";"060780491";2024;"REV";0;1;102;478;96
"433";"060780491";2024;"REV";1;5;102;478;96
"434";"060780491";2024;"SLE";0;38;102;478;96
"435";"060780491";2024;"SLE";1;1;102;478;96
"436";"060780517";2020;"ABL";1;1;2;8;2
"437";"060780517";2020;"REV";1;1;2;8;2
"438";"060780517";2021;"REV";1;2;2;8;2
"439";"060780517";2022;"ABL";1;1;3;8;2
"440";"060780517";2022;"REV";1;2;3;8;2
"441";"060780517";2024;"REV";1;1;1;8;2
"442";"060780590";2020;"ABL";1;7;95;336;67
"443";"060780590";2020;"BPG";0;20;95;336;67
"444";"060780590";2020;"REV";1;2;95;336;67
"445";"060780590";2020;"SLE";0;59;95;336;67
"446";"060780590";2020;"SLE";1;7;95;336;67
"447";"060780590";2021;"ABL";1;2;84;336;67
"448";"060780590";2021;"ANN";1;1;84;336;67
"449";"060780590";2021;"BPG";0;33;84;336;67
"450";"060780590";2021;"REV";1;1;84;336;67
"451";"060780590";2021;"SLE";0;45;84;336;67
"452";"060780590";2021;"SLE";1;2;84;336;67
"453";"060780590";2022;"BPG";0;23;63;336;67
"454";"060780590";2022;"BPG";1;4;63;336;67
"455";"060780590";2022;"REV";1;1;63;336;67
"456";"060780590";2022;"SLE";0;31;63;336;67
"457";"060780590";2022;"SLE";1;4;63;336;67
"458";"060780590";2023;"ABL";1;3;37;336;67
"459";"060780590";2023;"BPG";0;22;37;336;67
"460";"060780590";2023;"BPG";1;3;37;336;67
"461";"060780590";2023;"REV";1;1;37;336;67
"462";"060780590";2023;"SLE";0;7;37;336;67
"463";"060780590";2023;"SLE";1;1;37;336;67
"464";"060780590";2024;"ABL";1;2;57;336;67
"465";"060780590";2024;"BPG";0;27;57;336;67
"466";"060780590";2024;"BPG";1;7;57;336;67
"467";"060780590";2024;"REV";1;4;57;336;67
"468";"060780590";2024;"SLE";0;14;57;336;67
"469";"060780590";2024;"SLE";1;3;57;336;67
"470";"060780715";2020;"ABL";1;1;63;351;70
"471";"060780715";2020;"BPG";0;4;63;351;70
"472";"060780715";2020;"BPG";1;3;63;351;70
"473";"060780715";2020;"REV";1;4;63;351;70
"474";"060780715";2020;"SLE";0;51;63;351;70
"475";"060780715";2021;"ABL";1;3;89;351;70
"476";"060780715";2021;"BPG";0;4;89;351;70
"477";"060780715";2021;"BPG";1;1;89;351;70
"478";"060780715";2021;"REV";1;2;89;351;70
"479";"060780715";2021;"SLE";0;78;89;351;70
"480";"060780715";2021;"SLE";1;1;89;351;70
"481";"060780715";2022;"ABL";1;2;75;351;70
"482";"060780715";2022;"BPG";0;3;75;351;70
"483";"060780715";2022;"REV";1;4;75;351;70
"484";"060780715";2022;"SLE";0;66;75;351;70
"485";"060780715";2023;"BPG";0;7;77;351;70
"486";"060780715";2023;"BPG";1;5;77;351;70
"487";"060780715";2023;"REV";1;6;77;351;70
"488";"060780715";2023;"SLE";0;59;77;351;70
"489";"060780715";2024;"ABL";1;1;47;351;70
"490";"060780715";2024;"BPG";0;6;47;351;70
"491";"060780715";2024;"BPG";1;1;47;351;70
"492";"060780715";2024;"DBP";0;1;47;351;70
"493";"060780715";2024;"DBP";1;1;47;351;70
"494";"060780715";2024;"REV";1;4;47;351;70
"495";"060780715";2024;"SLE";0;33;47;351;70
"496";"060780723";2020;"ABL";1;1;1;5;1
"497";"060780723";2022;"REV";1;2;2;5;1
"498";"060780723";2023;"REV";1;1;1;5;1
"499";"060780723";2024;"REV";1;1;1;5;1
"500";"060780756";2021;"SLE";0;1;1;1;1
"501";"060781200";2020;"REV";1;3;22;50;25
"502";"060781200";2020;"SLE";0;19;22;50;25
"503";"060781200";2021;"REV";1;4;28;50;25
"504";"060781200";2021;"SLE";0;24;28;50;25
"505";"060785003";2021;"REV";0;1;2;12;4
"506";"060785003";2021;"REV";1;1;2;12;4
"507";"060785003";2023;"BPG";0;1;5;12;4
"508";"060785003";2023;"REV";1;1;5;12;4
"509";"060785003";2023;"SLE";0;3;5;12;4
"510";"060785003";2024;"BPG";0;2;5;12;4
"511";"060785003";2024;"REV";1;2;5;12;4
"512";"060785003";2024;"SLE";0;1;5;12;4
"513";"060789195";2020;"ABL";1;8;213;977;195
"514";"060789195";2020;"BPG";0;51;213;977;195
"515";"060789195";2020;"BPG";1;21;213;977;195
"516";"060789195";2020;"REV";1;3;213;977;195
"517";"060789195";2020;"SLE";0;127;213;977;195
"518";"060789195";2020;"SLE";1;3;213;977;195
"519";"060789195";2021;"ABL";1;5;205;977;195
"520";"060789195";2021;"BPG";0;39;205;977;195
"521";"060789195";2021;"BPG";1;25;205;977;195
"522";"060789195";2021;"REV";1;4;205;977;195
"523";"060789195";2021;"SLE";0;129;205;977;195
"524";"060789195";2021;"SLE";1;3;205;977;195
"525";"060789195";2022;"ABL";1;5;228;977;195
"526";"060789195";2022;"BPG";0;55;228;977;195
"527";"060789195";2022;"BPG";1;37;228;977;195
"528";"060789195";2022;"REV";1;2;228;977;195
"529";"060789195";2022;"SLE";0;126;228;977;195
"530";"060789195";2022;"SLE";1;3;228;977;195
"531";"060789195";2023;"ABL";1;5;196;977;195
"532";"060789195";2023;"BPG";0;56;196;977;195
"533";"060789195";2023;"BPG";1;34;196;977;195
"534";"060789195";2023;"REV";1;3;196;977;195
"535";"060789195";2023;"SLE";0;96;196;977;195
"536";"060789195";2023;"SLE";1;2;196;977;195
"537";"060789195";2024;"ABL";1;5;135;977;195
"538";"060789195";2024;"BPG";0;24;135;977;195
"539";"060789195";2024;"BPG";1;14;135;977;195
