"";"finessGeoDP";"trimestre";"n";"comp";"taux";"taux_glissant";"moyenne_nationale";"trimestre_date";"se";"ic_low";"ic_high"
"1";"010000024";"2020T1";5;0;0;0,083;0,053;2020-01-01;0,123;0;0,32408
"2";"010000024";"2020T4";1;0;0;0,083;0,045;2020-10-01;0,276;0;0,62396
"3";"010000024";"2021T1";6;0;0;0,083;0,061;2021-01-01;0,113;0;0,30448
"4";"010000024";"2021T2";6;0;0;0;0,055;2021-04-01;0;0;0
"5";"010000024";"2021T3";5;0;0;0;0,052;2021-07-01;0;0;0
"6";"010000024";"2021T4";9;1;0,111;0,028;0,053;2021-10-01;0,055;0;0,1358
"7";"010000024";"2022T1";4;0;0;0,028;0,053;2022-01-01;0,082;0;0,18872
"8";"010000024";"2022T2";6;0;0;0,028;0,042;2022-04-01;0,067;0;0,15932
"9";"010000024";"2022T3";4;0;0;0,028;0,046;2022-07-01;0,082;0;0,18872
"10";"010000024";"2022T4";2;0;0;0;0,056;2022-10-01;0;0;0
"11";"010000024";"2023T1";5;0;0;0;0,061;2023-01-01;0;0;0
"12";"010000024";"2023T2";1;0;0;0;0,048;2023-04-01;0;0;0
"13";"010000032";"2020T1";4;0;0;0;0,053;2020-01-01;0;0;0
"14";"010000032";"2020T3";1;0;0;0;0,059;2020-07-01;0;0;0
"15";"010000032";"2020T4";2;0;0;0;0,045;2020-10-01;0;0;0
"16";"010000032";"2021T2";1;0;0;0;0,055;2021-04-01;0;0;0
"17";"010000032";"2021T4";9;0;0;0;0,053;2021-10-01;0;0;0
"18";"010000032";"2022T1";6;0;0;0;0,053;2022-01-01;0;0;0
"19";"010000032";"2022T2";6;0;0;0;0,042;2022-04-01;0;0;0
"20";"010000032";"2022T3";2;0;0;0;0,046;2022-07-01;0;0;0
"21";"010000032";"2022T4";2;0;0;0;0,056;2022-10-01;0;0;0
"22";"010000032";"2023T1";3;0;0;0;0,061;2023-01-01;0;0;0
"23";"010000032";"2023T2";4;0;0;0;0,048;2023-04-01;0;0;0
"24";"010000032";"2023T3";2;0;0;0;0,052;2023-07-01;0;0;0
"25";"010000032";"2023T4";2;0;0;0;0,054;2023-10-01;0;0;0
"26";"010000032";"2024T2";2;0;0;0;0,053;2024-04-01;0;0;0
"27";"010000032";"2024T3";2;0;0;0;0,046;2024-07-01;0;0;0
"28";"010000032";"2024T4";1;1;1;0,25;0,046;2024-10-01;0,433;0;1
"29";"010780195";"2020T1";14;0;0;0,027;0,053;2020-01-01;0,043;0;0,11128
"30";"010780195";"2020T2";10;0;0;0,018;0,078;2020-04-01;0,042;0;0,10032
"31";"010780195";"2020T3";32;1;0,031;0,016;0,059;2020-07-01;0,022;0;0,05912
"32";"010780195";"2020T4";9;0;0;0,008;0,045;2020-10-01;0,03;0;0,0668
"33";"010780195";"2021T1";25;0;0;0,008;0,061;2021-01-01;0,018;0;0,04328
"34";"010780195";"2021T2";22;0;0;0,008;0,055;2021-04-01;0,019;0;0,04524
"35";"010780195";"2021T3";24;1;0,042;0,011;0,052;2021-07-01;0,021;0;0,05216
"36";"010780195";"2021T4";17;1;0,059;0,025;0,053;2021-10-01;0,038;0;0,09948
"37";"010780195";"2022T1";18;2;0,111;0,053;0,053;2022-01-01;0,053;0;0,15688
"38";"010780195";"2022T2";19;1;0,053;0,066;0,042;2022-04-01;0,057;0;0,17772
"39";"010780195";"2022T3";18;0;0;0,056;0,046;2022-07-01;0,054;0;0,16184
"40";"010780195";"2022T4";20;2;0,1;0,066;0,056;2022-10-01;0,056;0;0,17576
"41";"010780195";"2023T1";25;0;0;0,038;0,061;2023-01-01;0,038;0;0,11248
"42";"010780195";"2023T2";19;0;0;0,025;0,048;2023-04-01;0,036;0;0,09556
"43";"010780195";"2023T3";22;1;0,045;0,036;0,052;2023-07-01;0,04;0;0,1144
"44";"010780195";"2023T4";28;0;0;0,011;0,054;2023-10-01;0,02;0;0,0502
"45";"010780195";"2024T1";34;2;0,059;0,026;0,048;2024-01-01;0,027;0;0,07892
"46";"010780195";"2024T2";21;0;0;0,026;0,053;2024-04-01;0,035;0;0,0946
"47";"010780195";"2024T3";17;0;0;0,015;0,046;2024-07-01;0,029;0;0,07184
"48";"010780195";"2024T4";11;0;0;0,015;0,046;2024-10-01;0,037;0;0,08752
"49";"010780203";"2020T1";27;1;0,037;0,055;0,053;2020-01-01;0,044;0;0,14124
"50";"010780203";"2020T2";6;0;0;0,045;0,078;2020-04-01;0,085;0;0,2116
"51";"010780203";"2020T3";18;0;0;0,027;0,059;2020-07-01;0,038;0;0,10148
"52";"010780203";"2020T4";14;0;0;0,009;0,045;2020-10-01;0,025;0;0,058
"53";"010780203";"2021T1";30;1;0,033;0,008;0,061;2021-01-01;0,016;0;0,03936
"54";"010780203";"2021T2";26;0;0;0,008;0,055;2021-04-01;0,017;0;0,04132
"55";"010780203";"2021T3";20;1;0,05;0,021;0,052;2021-07-01;0,032;0;0,08372
"56";"010780203";"2021T4";29;1;0,034;0,029;0,053;2021-10-01;0,031;0;0,08976
"57";"010780203";"2022T1";37;2;0,054;0,034;0,053;2022-01-01;0,03;0;0,0928
"58";"010780203";"2022T2";14;0;0;0,034;0,042;2022-04-01;0,048;0;0,12808
"59";"010780203";"2022T3";36;1;0,028;0,029;0,046;2022-07-01;0,028;0;0,08388
"60";"010780203";"2022T4";35;0;0;0,02;0,056;2022-10-01;0,024;0;0,06704
"61";"010780203";"2023T1";48;4;0,083;0,028;0,061;2023-01-01;0,024;0;0,07504
"62";"010780203";"2023T2";38;2;0,053;0,041;0,048;2023-04-01;0,032;0;0,10372
"63";"010780203";"2023T3";27;1;0,037;0,043;0,052;2023-07-01;0,039;0;0,11944
"64";"010780203";"2023T4";40;0;0;0,043;0,054;2023-10-01;0,032;0;0,10572
"65";"010780203";"2024T1";29;4;0,138;0,057;0,048;2024-01-01;0,043;0;0,14128
"66";"010780203";"2024T2";26;1;0,038;0,053;0,053;2024-04-01;0,044;0;0,13924
"67";"010780203";"2024T3";35;3;0,086;0,066;0,046;2024-07-01;0,042;0;0,14832
"68";"010780203";"2024T4";23;0;0;0,066;0,046;2024-10-01;0,052;0;0,16792
"69";"020000162";"2020T1";18;0;0;0;0,053;2020-01-01;0;0;0
"70";"020000162";"2020T2";9;0;0;0;0,078;2020-04-01;0;0;0
"71";"020000162";"2020T3";18;0;0;0;0,059;2020-07-01;0;0;0
"72";"020000162";"2020T4";15;0;0;0;0,045;2020-10-01;0;0;0
"73";"020000162";"2021T1";11;0;0;0;0,061;2021-01-01;0;0;0
"74";"020000162";"2021T2";24;0;0;0;0,055;2021-04-01;0;0;0
"75";"020000162";"2021T3";18;0;0;0;0,052;2021-07-01;0;0;0
"76";"020000162";"2021T4";17;3;0,176;0,044;0,053;2021-10-01;0,05;0;0,142
"77";"020000162";"2022T1";24;0;0;0,044;0,053;2022-01-01;0,042;0;0,12632
"78";"020000162";"2022T2";20;1;0,05;0,056;0,042;2022-04-01;0,051;0;0,15596
"79";"020000162";"2022T3";12;2;0,167;0,098;0,046;2022-07-01;0,086;0;0,26656
"80";"020000162";"2022T4";11;1;0,091;0,077;0,056;2022-10-01;0,08;0;0,2338
"81";"020000162";"2023T1";23;1;0,043;0,088;0,061;2023-01-01;0,059;0;0,20364
"82";"020000162";"2023T2";9;1;0,111;0,103;0,048;2023-04-01;0,101;0;0,30096
"83";"020000162";"2023T3";15;0;0;0,061;0,052;2023-07-01;0,062;0;0,18252
"84";"020000162";"2023T4";16;2;0,125;0,07;0,054;2023-10-01;0,064;0;0,19544
"85";"020000162";"2024T1";13;1;0,077;0,078;0,048;2024-01-01;0,074;0;0,22304
"86";"020000162";"2024T2";19;1;0,053;0,064;0,053;2024-04-01;0,056;0;0,17376
"87";"020000162";"2024T3";13;0;0;0,064;0,046;2024-07-01;0,068;0;0,19728
"88";"020000162";"2024T4";15;0;0;0,032;0,046;2024-10-01;0,045;0;0,1202
"89";"020000360";"2021T4";4;0;0;NA;0,053;2021-10-01;NA;NA;NA
"90";"020000360";"2022T1";3;0;0;NA;0,053;2022-01-01;NA;NA;NA
"91";"020000360";"2022T2";5;0;0;NA;0,042;2022-04-01;NA;NA;NA
"92";"020000360";"2022T3";4;0;0;0;0,046;2022-07-01;0;0;0
"93";"020000360";"2022T4";3;1;0,333;0,083;0,056;2022-10-01;0,159;0;0,39464
"94";"020000360";"2023T1";1;0;0;0,083;0,061;2023-01-01;0,276;0;0,62396
"95";"020000360";"2023T2";1;0;0;0,083;0,048;2023-04-01;0,276;0;0,62396
"96";"020000360";"2024T1";1;0;0;0,083;0,048;2024-01-01;0,276;0;0,62396
"97";"020000360";"2024T2";1;0;0;0;0,053;2024-04-01;0;0;0
"98";"020000394";"2020T1";13;0;0;0,038;0,053;2020-01-01;0,053;0;0,14188
"99";"020000394";"2020T2";9;1;0,111;0,044;0,078;2020-04-01;0,068;0;0,17728
"100";"020000394";"2020T3";18;1;0,056;0,042;0,059;2020-07-01;0,047;0;0,13412
"101";"020000394";"2020T4";8;0;0;0,042;0,045;2020-10-01;0,071;0;0,18116
"102";"020000394";"2021T1";26;1;0,038;0,051;0,061;2021-01-01;0,043;0;0,13528
"103";"020000394";"2021T2";16;0;0;0,024;0,055;2021-04-01;0,038;0;0,09848
"104";"020000394";"2021T3";11;0;0;0,01;0,052;2021-07-01;0,03;0;0,0688
"105";"020000394";"2021T4";17;0;0;0,01;0,053;2021-10-01;0,024;0;0,05704
"106";"020000394";"2022T1";18;1;0,056;0,014;0,053;2022-01-01;0,028;0;0,06888
"107";"020000394";"2022T2";13;0;0;0,014;0,042;2022-04-01;0,033;0;0,07868
"108";"020000394";"2022T3";20;2;0,1;0,039;0,046;2022-07-01;0,043;0;0,12328
"109";"020000394";"2022T4";17;0;0;0,039;0,056;2022-10-01;0,047;0;0,13112
"110";"020000394";"2023T1";18;1;0,056;0,039;0,061;2023-01-01;0,046;0;0,12916
"111";"020000394";"2023T2";10;0;0;0,039;0,048;2023-04-01;0,061;0;0,15856
"112";"020000394";"2023T3";12;0;0;0,014;0,052;2023-07-01;0,034;0;0,08064
"113";"020000394";"2023T4";19;1;0,053;0,027;0,054;2023-10-01;0,037;0;0,09952
"114";"020000394";"2024T1";21;0;0;0,013;0,048;2024-01-01;0,025;0;0,062
"115";"020000394";"2024T2";19;0;0;0,013;0,053;2024-04-01;0,026;0;0,06396
"116";"020000394";"2024T3";12;0;0;0,013;0,046;2024-07-01;0,033;0;0,07768
"117";"020000394";"2024T4";14;0;0;0;0,046;2024-10-01;0;0;0
"118";"020000519";"2020T1";6;0;0;0,054;0,053;2020-01-01;0,092;0;0,23432
"119";"020000519";"2020T2";2;0;0;0,031;0,078;2020-04-01;0,123;0;0,27208
"120";"020000519";"2020T3";4;1;0,25;0,094;0,059;2020-07-01;0,146;0;0,38016
"121";"020000519";"2020T4";6;0;0;0,062;0,045;2020-10-01;0,098;0;0,25408
"122";"020000519";"2021T1";3;0;0;0,062;0,061;2021-01-01;0,139;0;0,33444
"123";"020000519";"2021T2";2;0;0;0,062;0,055;2021-04-01;0,171;0;0,39716
"124";"020000519";"2021T3";8;0;0;0;0,052;2021-07-01;0;0;0
"125";"020000519";"2021T4";10;3;0,3;0,075;0,053;2021-10-01;0,083;0;0,23768
"126";"020000519";"2022T1";11;1;0,091;0,098;0,053;2022-01-01;0,09;0;0,2744
"127";"020000519";"2022T2";16;2;0,125;0,129;0,042;2022-04-01;0,084;0;0,29364
"128";"020000519";"2022T3";5;0;0;0,129;0,046;2022-07-01;0,15;0;0,423
"129";"020000519";"2022T4";26;0;0;0,054;0,056;2022-10-01;0,044;0;0,14024
"130";"020000519";"2023T1";18;0;0;0,031;0,061;2023-01-01;0,041;0;0,11136
"131";"020000519";"2023T2";15;2;0,133;0,033;0,048;2023-04-01;0,046;0;0,12316
"132";"020000519";"2023T3";10;0;0;0,033;0,052;2023-07-01;0,056;0;0,14276
"133";"020000519";"2023T4";12;0;0;0,033;0,054;2023-10-01;0,052;0;0,13492
"134";"020000519";"2024T1";15;1;0,067;0,05;0,048;2024-01-01;0,056;0;0,15976
"135";"020000519";"2024T2";21;0;0;0,017;0,053;2024-04-01;0,028;0;0,07188
"136";"020000519";"2024T3";13;0;0;0,017;0,046;2024-07-01;0,036;0;0,08756
"137";"020000519";"2024T4";22;1;0,045;0,028;0,046;2024-10-01;0,035;0;0,0966
"138";"020000535";"2020T1";1;0;0;NA;0,053;2020-01-01;NA;NA;NA
"139";"020000535";"2022T2";2;0;0;0;0,042;2022-04-01;0;0;0
"140";"020001061";"2020T1";1;0;0;NA;0,053;2020-01-01;NA;NA;NA
"141";"020010047";"2020T1";24;0;0;0;0,053;2020-01-01;0;0;0
"142";"020010047";"2020T2";1;0;0;0;0,078;2020-04-01;0;0;0
"143";"020010047";"2020T3";22;1;0,045;0,011;0,059;2020-07-01;0,022;0;0,05412
"144";"020010047";"2020T4";24;0;0;0,011;0,045;2020-10-01;0,021;0;0,05216
"145";"020010047";"2021T1";26;0;0;0,011;0,061;2021-01-01;0,02;0;0,0502
"146";"020010047";"2021T2";15;0;0;0,011;0,055;2021-04-01;0,027;0;0,06392
"147";"020010047";"2021T3";20;0;0;0;0,052;2021-07-01;0;0;0
"148";"020010047";"2021T4";26;0;0;0;0,053;2021-10-01;0;0;0
"149";"020010047";"2022T1";37;0;0;0;0,053;2022-01-01;0;0;0
"150";"020010047";"2022T2";26;0;0;0;0,042;2022-04-01;0;0;0
"151";"020010047";"2022T3";12;0;0;0;0,046;2022-07-01;0;0;0
"152";"020010047";"2022T4";13;0;0;0;0,056;2022-10-01;0;0;0
"153";"020010047";"2023T1";18;0;0;0;0,061;2023-01-01;0;0;0
"154";"020010047";"2023T2";11;0;0;0;0,048;2023-04-01;0;0;0
"155";"020010047";"2023T3";17;0;0;0;0,052;2023-07-01;0;0;0
"156";"020010047";"2023T4";14;0;0;0;0,054;2023-10-01;0;0;0
"157";"020010047";"2024T1";14;0;0;0;0,048;2024-01-01;0;0;0
"158";"020010047";"2024T2";21;0;0;0;0,053;2024-04-01;0;0;0
"159";"020010047";"2024T3";20;1;0,05;0,013;0,046;2024-07-01;0,025;0;0,062
"160";"020010047";"2024T4";16;0;0;0,013;0,046;2024-10-01;0,028;0;0,06788
"161";"030000061";"2020T1";6;1;0,167;0,18;0,053;2020-01-01;0,157;0;0,48772
"162";"030000061";"2020T2";1;1;1;0,414;0,078;2020-04-01;0,493;0;1
"163";"030000061";"2021T1";1;0;0;0,392;0,061;2021-01-01;0,488;0;1
"164";"030000061";"2021T2";3;1;0,333;0,375;0,055;2021-04-01;0,28;0;0,9238
"165";"030000061";"2021T3";5;0;0;0,333;0,052;2021-07-01;0,211;0;0,74656
"166";"030000061";"2021T4";1;0;0;0,083;0,053;2021-10-01;0,276;0;0,62396
"167";"030000079";"2021T3";1;0;0;0;0,052;2021-07-01;0;0;0
"168";"030000079";"2022T1";2;0;0;0;0,053;2022-01-01;0;0;0
"169";"030000079";"2023T2";1;0;0;0;0,048;2023-04-01;0;0;0
"170";"030000087";"2020T1";4;0;0;0,036;0,053;2020-01-01;0,093;0;0,21828
"171";"030000087";"2020T2";1;0;0;0;0,078;2020-04-01;0;0;0
"172";"030000087";"2020T3";4;0;0;0;0,059;2020-07-01;0;0;0
"173";"030000087";"2020T4";6;1;0,167;0,042;0,045;2020-10-01;0,082;0;0,20272
"174";"030000087";"2021T1";2;1;0,5;0,167;0,061;2021-01-01;0,264;0;0,68444
"175";"030000087";"2021T2";2;0;0;0,167;0,055;2021-04-01;0,264;0;0,68444
"176";"030000087";"2021T3";1;0;0;0,167;0,052;2021-07-01;0,373;0;0,89808
"177";"030000087";"2021T4";3;0;0;0,125;0,053;2021-10-01;0,191;0;0,49936
"178";"030000087";"2022T1";8;0;0;0;0,053;2022-01-01;0;0;0
"179";"030000087";"2022T2";8;0;0;0;0,042;2022-04-01;0;0;0
"180";"030000087";"2022T3";7;1;0,143;0,036;0,046;2022-07-01;0,07;0;0,1732
"181";"030000087";"2022T4";9;0;0;0,036;0,056;2022-10-01;0,062;0;0,15752
"182";"030000087";"2023T1";7;1;0,143;0,072;0,061;2023-01-01;0,098;0;0,26408
"183";"030000087";"2023T2";6;1;0,167;0,113;0,048;2023-04-01;0,129;0;0,36584
"184";"030000087";"2023T3";7;0;0;0,078;0,052;2023-07-01;0,101;0;0,27596
"185";"030000087";"2023T4";7;0;0;0,078;0,054;2023-10-01;0,101;0;0,27596
"186";"030000087";"2024T1";7;2;0,286;0,113;0,048;2024-01-01;0,12;0;0,3482
"187";"030000087";"2024T2";5;0;0;0,072;0,053;2024-04-01;0,116;0;0,29936
"188";"030000087";"2024T4";5;1;0,2;0,122;0,046;2024-10-01;0,146;0;0,40816
"189";"030781116";"2020T1";9;0;0;0;0,053;2020-01-01;0;0;0
"190";"030781116";"2020T2";3;0;0;0;0,078;2020-04-01;0;0;0
"191";"030781116";"2020T3";9;0;0;0;0,059;2020-07-01;0;0;0
"192";"030781116";"2020T4";1;0;0;0;0,045;2020-10-01;0;0;0
"193";"030781116";"2021T1";26;1;0,038;0,01;0,061;2021-01-01;0,02;0;0,0492
"194";"030781116";"2021T2";12;1;0,083;0,03;0,055;2021-04-01;0,049;0;0,12604
"195";"030781116";"2021T3";14;0;0;0,03;0,052;2021-07-01;0,046;0;0,12016
"196";"030781116";"2021T4";14;0;0;0,03;0,053;2021-10-01;0,046;0;0,12016
"197";"030781116";"2022T1";8;0;0;0,021;0,053;2022-01-01;0,051;0;0,12096
"198";"030781116";"2022T2";8;0;0;0;0,042;2022-04-01;0;0;0
"199";"030781116";"2022T3";11;2;0,182;0,046;0,046;2022-07-01;0,063;0;0,16948
"200";"030781116";"2022T4";17;0;0;0,046;0,056;2022-10-01;0,051;0;0,14596
"201";"030781116";"2023T1";18;1;0,056;0,06;0,061;2023-01-01;0,056;0;0,16976
"202";"030781116";"2023T2";20;2;0,1;0,084;0,048;2023-04-01;0,062;0;0,20552
"203";"030781116";"2023T3";8;0;0;0,039;0,052;2023-07-01;0,068;0;0,17228
"204";"030781116";"2023T4";19;0;0;0,039;0,054;2023-10-01;0,044;0;0,12524
"205";"030781116";"2024T1";13;0;0;0,025;0,048;2024-01-01;0,043;0;0,10928
"206";"030781116";"2024T2";22;0;0;0;0,053;2024-04-01;0;0;0
"207";"030781116";"2024T3";15;0;0;0;0,046;2024-07-01;0;0;0
"208";"030781116";"2024T4";17;0;0;0;0,046;2024-10-01;0;0;0
"209";"040000093";"2020T1";8;1;0,125;0,07;0,053;2020-01-01;0,09;0;0,2464
"210";"040000093";"2020T2";7;3;0,429;0,138;0,078;2020-04-01;0,13;0;0,3928
"211";"040000093";"2020T3";7;5;0,714;0,317;0,059;2020-07-01;0,176;0;0,66196
"212";"040000093";"2020T4";7;0;0;0,317;0,045;2020-10-01;0,176;0;0,66196
"213";"040000093";"2021T1";1;0;0;0,286;0,061;2021-01-01;0,452;0;1
"214";"040000093";"2021T2";3;0;0;0,178;0,055;2021-04-01;0,221;0;0,61116
"215";"040000093";"2021T3";7;0;0;0;0,052;2021-07-01;0;0;0
"216";"040000093";"2021T4";4;0;0;0;0,053;2021-10-01;0;0;0
"217";"040000093";"2022T1";9;1;0,111;0,028;0,053;2022-01-01;0,055;0;0,1358
"218";"040000093";"2022T2";13;1;0,077;0,047;0,042;2022-04-01;0,059;0;0,16264
"219";"040000093";"2022T3";6;0;0;0,047;0,046;2022-07-01;0,086;0;0,21556
"220";"040000093";"2022T4";8;1;0,125;0,078;0,056;2022-10-01;0,095;0;0,2642
"221";"040000093";"2023T1";10;1;0,1;0,076;0,061;2023-01-01;0,084;0;0,24064
"222";"040000093";"2023T2";10;0;0;0,056;0,048;2023-04-01;0,073;0;0,19908
"223";"040000093";"2023T3";10;3;0,3;0,131;0,052;2023-07-01;0,107;0;0,34072
"224";"040000093";"2023T4";11;0;0;0,1;0,054;2023-10-01;0,09;0;0,2764
"225";"040000093";"2024T1";7;0;0;0,075;0,048;2024-01-01;0,1;0;0,271
"226";"040000093";"2024T2";10;1;0,1;0,1;0,053;2024-04-01;0,095;0;0,2862
"227";"040000093";"2024T3";5;1;0,2;0,075;0,046;2024-07-01;0,118;0;0,30628
"228";"040000093";"2024T4";9;1;0,111;0,103;0,046;2024-10-01;0,101;0;0,30096
"229";"040780470";"2021T2";1;0;0;NA;0,055;2021-04-01;NA;NA;NA
"230";"040780470";"2022T1";1;0;0;NA;0,053;2022-01-01;NA;NA;NA
"231";"040780470";"2023T3";1;0;0;NA;0,052;2023-07-01;NA;NA;NA
"232";"050000231";"2024T3";1;0;0;NA;0,046;2024-07-01;NA;NA;NA
"233";"050000348";"2020T1";16;2;0,125;0,072;0,053;2020-01-01;0,065;0;0,1994
"234";"050000348";"2020T2";8;1;0,125;0,103;0,078;2020-04-01;0,107;0;0,31272
"235";"050000348";"2020T3";14;0;0;0,09;0,059;2020-07-01;0,076;0;0,23896
"236";"050000348";"2020T4";11;0;0;0,062;0,045;2020-10-01;0,073;0;0,20508
"237";"050000348";"2021T1";15;1;0,067;0,048;0,061;2021-01-01;0,055;0;0,1558
"238";"050000348";"2021T2";12;1;0,083;0,038;0,055;2021-04-01;0,055;0;0,1458
"239";"050000348";"2021T3";15;1;0,067;0,054;0,052;2021-07-01;0,058;0;0,16768
"240";"050000348";"2021T4";12;2;0,167;0,096;0,053;2021-10-01;0,085;0;0,2626
"241";"050000348";"2022T1";14;1;0,071;0,097;0,053;2022-01-01;0,079;0;0,25184
"242";"050000348";"2022T2";20;1;0,05;0,089;0,042;2022-04-01;0,064;0;0,21444
"243";"050000348";"2022T3";9;0;0;0,072;0,046;2022-07-01;0,086;0;0,24056
"244";"050000348";"2022T4";6;0;0;0,03;0,056;2022-10-01;0,07;0;0,1672
"245";"050000348";"2023T1";12;3;0,25;0,075;0,061;2023-01-01;0,076;0;0,22396
"246";"050000348";"2023T2";8;1;0,125;0,094;0,048;2023-04-01;0,103;0;0,29588
"247";"050000348";"2023T3";4;0;0;0,094;0,052;2023-07-01;0,146;0;0,38016
"248";"050000348";"2023T4";9;0;0;0,094;0,054;2023-10-01;0,097;0;0,28412
"249";"050000348";"2024T1";14;0;0;0,031;0,048;2024-01-01;0,046;0;0,12116
"250";"050000348";"2024T2";8;0;0;0;0,053;2024-04-01;0;0;0
"251";"050000348";"2024T3";20;2;0,1;0,025;0,046;2024-07-01;0,035;0;0,0936
"252";"050000348";"2024T4";11;0;0;0,025;0,046;2024-10-01;0,047;0;0,11712
"253";"060000478";"2020T1";2;0;0;0;0,053;2020-01-01;0;0;0
"254";"060000478";"2020T2";2;0;0;0;0,078;2020-04-01;0;0;0
"255";"060000478";"2020T3";5;0;0;0;0,059;2020-07-01;0;0;0
"256";"060000478";"2020T4";3;0;0;0;0,045;2020-10-01;0;0;0
"257";"060000478";"2021T1";13;2;0,154;0,038;0,061;2021-01-01;0,053;0;0,14188
"258";"060000478";"2021T2";6;2;0,333;0,122;0,055;2021-04-01;0,134;0;0,38464
"259";"060000478";"2021T3";13;0;0;0,122;0,052;2021-07-01;0,091;0;0,30036
"260";"060000478";"2021T4";5;1;0,2;0,172;0,053;2021-10-01;0,169;0;0,50324
"261";"060000478";"2022T1";11;2;0,182;0,179;0,053;2022-01-01;0,116;0;0,40636
"262";"060000478";"2022T2";9;0;0;0,096;0,042;2022-04-01;0,098;0;0,28808
"263";"060000478";"2022T3";6;1;0,167;0,137;0,046;2022-07-01;0,14;0;0,4114
"264";"060000478";"2022T4";3;0;0;0,087;0,056;2022-10-01;0,163;0;0,40648
"265";"060000478";"2023T1";8;0;0;0,042;0,061;2023-01-01;0,071;0;0,18116
"266";"060000478";"2023T2";12;1;0,083;0,062;0,048;2023-04-01;0,07;0;0,1992
"267";"060000478";"2023T3";9;0;0;0,021;0,052;2023-07-01;0,048;0;0,11508
"268";"060000478";"2023T4";6;0;0;0,021;0,054;2023-10-01;0,059;0;0,13664
"269";"060000478";"2024T1";4;0;0;0,021;0,048;2024-01-01;0,072;0;0,16212
"270";"060000478";"2024T2";8;0;0;0;0,053;2024-04-01;0;0;0
"271";"060000478";"2024T3";7;0;0;0;0,046;2024-07-01;0;0;0
"272";"060000478";"2024T4";8;0;0;0;0,046;2024-10-01;0;0;0
"273";"060000510";"2020T1";25;3;0,12;0,071;0,053;2020-01-01;0,051;0;0,17096
"274";"060000510";"2020T3";8;0;0;0,05;0,059;2020-07-01;0,077;0;0,20092
"275";"060000510";"2020T4";24;1;0,042;0,046;0,045;2020-10-01;0,043;0;0,13028
"276";"060000510";"2021T1";45;1;0,022;0,046;0,061;2021-01-01;0,031;0;0,10676
"277";"060000510";"2021T2";35;0;0;0,016;0,055;2021-04-01;0,021;0;0,05716
"278";"060000510";"2021T3";25;2;0,08;0,036;0,052;2021-07-01;0,037;0;0,10852
"279";"060000510";"2021T4";19;0;0;0,026;0,053;2021-10-01;0,037;0;0,09852
"280";"060000510";"2022T1";27;0;0;0,02;0,053;2022-01-01;0,027;0;0,07292
"281";"060000510";"2022T2";41;0;0;0,02;0,042;2022-04-01;0,022;0;0,06312
"282";"060000510";"2022T3";13;0;0;0;0,046;2022-07-01;0;0;0
"283";"060000510";"2022T4";29;0;0;0;0,056;2022-10-01;0;0;0
"284";"060000510";"2023T1";25;0;0;0;0,061;2023-01-01;0;0;0
"285";"060000510";"2023T2";23;0;0;0;0,048;2023-04-01;0;0;0
"286";"060000510";"2023T3";17;0;0;0;0,052;2023-07-01;0;0;0
"287";"060000510";"2023T4";16;0;0;0;0,054;2023-10-01;0;0;0
"288";"060000510";"2024T1";31;3;0,097;0,024;0,048;2024-01-01;0,027;0;0,07692
"289";"060000510";"2024T2";20;0;0;0,024;0,053;2024-04-01;0,034;0;0,09064
"290";"060000510";"2024T3";18;0;0;0,024;0,046;2024-07-01;0,036;0;0,09456
"291";"060000510";"2024T4";19;0;0;0,024;0,046;2024-10-01;0,035;0;0,0926
"292";"060000544";"2022T1";1;0;0;NA;0,053;2022-01-01;NA;NA;NA
"293";"060000544";"2023T1";1;0;0;NA;0,061;2023-01-01;NA;NA;NA
"294";"060000544";"2024T3";1;0;0;NA;0,046;2024-07-01;NA;NA;NA
"295";"060000544";"2024T4";2;2;1;0,25;0,046;2024-10-01;0,306;0;0,84976
"296";"060002102";"2021T2";1;0;0;NA;0,055;2021-04-01;NA;NA;NA
"297";"060002102";"2021T3";1;0;0;NA;0,052;2021-07-01;NA;NA;NA
"298";"060002102";"2022T1";1;0;0;NA;0,053;2022-01-01;NA;NA;NA
"299";"060002102";"2022T3";3;0;0;0;0,046;2022-07-01;0;0;0
"300";"060002102";"2022T4";1;0;0;0;0,056;2022-10-01;0;0;0
"301";"060002102";"2023T1";4;0;0;0;0,061;2023-01-01;0;0;0
"302";"060002102";"2023T2";5;0;0;0;0,048;2023-04-01;0;0;0
"303";"060002102";"2023T3";2;0;0;0;0,052;2023-07-01;0;0;0
"304";"060002102";"2023T4";1;1;1;0,25;0,054;2023-10-01;0,433;0;1
"305";"060002102";"2024T1";2;1;0,5;0,375;0,048;2024-01-01;0,342;0;1
"306";"060002102";"2024T2";3;0;0;0,375;0,053;2024-04-01;0,28;0;0,9238
"307";"060002102";"2024T3";4;1;0,25;0,438;0,046;2024-07-01;0,248;0;0,92408
"308";"060002102";"2024T4";2;0;0;0,188;0,046;2024-10-01;0,276;0;0,72896
"309";"060021417";"2020T1";6;1;0,167;0,108;0,053;2020-01-01;0,127;0;0,35692
"310";"060021417";"2020T2";7;2;0,286;0,159;0,078;2020-04-01;0,138;0;0,42948
"311";"060021417";"2020T3";17;0;0;0,159;0,059;2020-07-01;0,089;0;0,33344
"312";"060021417";"2020T4";18;1;0,056;0,127;0,045;2020-10-01;0,078;0;0,27988
