"";"finessGeoDP";"trimestre";"n";"comp";"taux";"taux_glissant";"moyenne_nationale";"trimestre_date";"se";"ic_low";"ic_high"
"3980";"560029068";"2020T3";12;0;0;0,013;0,059;2020-07-01;0,033;0;0,07768
"3981";"560029068";"2020T4";7;0;0;0;0,045;2020-10-01;0;0;0
"3982";"560029068";"2021T1";12;0;0;0;0,061;2021-01-01;0;0;0
"3983";"560029068";"2021T2";13;0;0;0;0,055;2021-04-01;0;0;0
"3984";"560029068";"2021T3";9;0;0;0;0,052;2021-07-01;0;0;0
"3985";"560029068";"2021T4";13;0;0;0;0,053;2021-10-01;0;0;0
"3986";"560029068";"2022T1";16;0;0;0;0,053;2022-01-01;0;0;0
"3987";"560029068";"2022T2";11;0;0;0;0,042;2022-04-01;0;0;0
"3988";"560029068";"2022T3";6;1;0,167;0,042;0,046;2022-07-01;0,082;0;0,20272
"3989";"560029068";"2022T4";7;0;0;0,042;0,056;2022-10-01;0,076;0;0,19096
"3990";"560029068";"2023T1";8;0;0;0,042;0,061;2023-01-01;0,071;0;0,18116
"3991";"560029068";"2023T2";11;1;0,091;0,064;0,048;2023-04-01;0,074;0;0,20904
"3992";"560029068";"2023T3";9;0;0;0,023;0,052;2023-07-01;0,05;0;0,121
"3993";"560029068";"2023T4";12;0;0;0,023;0,054;2023-10-01;0,043;0;0,10728
"3994";"560029068";"2024T1";10;0;0;0,023;0,048;2024-01-01;0,047;0;0,11512
"3995";"560029068";"2024T2";4;0;0;0;0,053;2024-04-01;0;0;0
"3996";"560029068";"2024T3";6;0;0;0;0,046;2024-07-01;0;0;0
"3997";"560029068";"2024T4";5;0;0;0;0,046;2024-10-01;0;0;0
"3998";"570000059";"2020T1";24;1;0,042;0,071;0,053;2020-01-01;0,052;0;0,17292
"3999";"570000059";"2020T2";12;0;0;0,053;0,078;2020-04-01;0,065;0;0,1804
"4000";"570000059";"2020T3";39;2;0,051;0,044;0,059;2020-07-01;0,033;0;0,10868
"4001";"570000059";"2020T4";46;1;0,022;0,029;0,045;2020-10-01;0,025;0;0,078
"4002";"570000059";"2021T1";39;4;0,103;0,044;0,061;2021-01-01;0,033;0;0,10868
"4003";"570000059";"2021T2";39;2;0,051;0,057;0,055;2021-04-01;0,037;0;0,12952
"4004";"570000059";"2021T3";24;2;0,083;0,065;0,052;2021-07-01;0,05;0;0,163
"4005";"570000059";"2021T4";26;0;0;0,059;0,053;2021-10-01;0,046;0;0,14916
"4006";"570000059";"2022T1";31;2;0,065;0,05;0,053;2022-01-01;0,039;0;0,12644
"4007";"570000059";"2022T2";28;0;0;0,037;0,042;2022-04-01;0,036;0;0,10756
"4008";"570000059";"2022T3";26;0;0;0,016;0,046;2022-07-01;0,025;0;0,065
"4009";"570000059";"2022T4";35;1;0,029;0,023;0,056;2022-10-01;0,025;0;0,072
"4010";"570000059";"2023T1";29;2;0,069;0,024;0,061;2023-01-01;0,028;0;0,07888
"4011";"570000059";"2023T2";19;1;0,053;0,038;0,048;2023-04-01;0,044;0;0,12424
"4012";"570000059";"2023T3";33;2;0,061;0,053;0,052;2023-07-01;0,039;0;0,12944
"4013";"570000059";"2023T4";17;0;0;0,046;0,054;2023-10-01;0,051;0;0,14596
"4014";"570000059";"2024T1";23;2;0,087;0,05;0,048;2024-01-01;0,045;0;0,1382
"4015";"570000059";"2024T2";11;0;0;0,037;0,053;2024-04-01;0,057;0;0,14872
"4016";"570000059";"2024T3";24;1;0,042;0,032;0,046;2024-07-01;0,036;0;0,10256
"4017";"570000059";"2024T4";10;0;0;0,032;0,046;2024-10-01;0,056;0;0,14176
"4018";"570000083";"2020T1";23;0;0;0,015;0,053;2020-01-01;0,025;0;0,064
"4019";"570000083";"2020T2";9;0;0;0,015;0,078;2020-04-01;0,041;0;0,09536
"4020";"570000083";"2020T3";30;0;0;0,007;0,059;2020-07-01;0,015;0;0,0364
"4021";"570000083";"2020T4";33;2;0,061;0,015;0,045;2020-10-01;0,021;0;0,05616
"4022";"570000083";"2021T1";44;1;0,023;0,021;0,061;2021-01-01;0,022;0;0,06412
"4023";"570000083";"2021T2";49;2;0,041;0,031;0,055;2021-04-01;0,025;0;0,08
"4024";"570000083";"2021T3";30;1;0,033;0,04;0,052;2021-07-01;0,036;0;0,11056
"4025";"570000083";"2021T4";37;0;0;0,024;0,053;2021-10-01;0,025;0;0,073
"4026";"570000083";"2022T1";34;0;0;0,019;0,053;2022-01-01;0,023;0;0,06408
"4027";"570000083";"2022T2";25;0;0;0,008;0,042;2022-04-01;0,018;0;0,04328
"4028";"570000083";"2022T3";38;2;0,053;0,013;0,046;2022-07-01;0,018;0;0,04828
"4029";"570000083";"2022T4";30;1;0,033;0,022;0,056;2022-10-01;0,027;0;0,07492
"4030";"570000083";"2023T1";40;0;0;0,022;0,061;2023-01-01;0,023;0;0,06708
"4031";"570000083";"2023T2";31;1;0,032;0,03;0,048;2023-04-01;0,031;0;0,09076
"4032";"570000083";"2023T3";32;0;0;0,016;0,052;2023-07-01;0,022;0;0,05912
"4033";"570000083";"2023T4";11;0;0;0,008;0,054;2023-10-01;0,027;0;0,06092
"4034";"570000083";"2024T1";34;0;0;0,008;0,048;2024-01-01;0,015;0;0,0374
"4035";"570000083";"2024T2";30;1;0,033;0,008;0,053;2024-04-01;0,016;0;0,03936
"4036";"570000083";"2024T3";16;0;0;0,008;0,046;2024-07-01;0,022;0;0,05112
"4037";"570000083";"2024T4";22;1;0,045;0,02;0,046;2024-10-01;0,03;0;0,0788
"4038";"570000216";"2022T4";1;1;1;NA;0,056;2022-10-01;NA;NA;NA
"4039";"570000349";"2020T1";18;4;0,222;0,086;0,053;2020-01-01;0,066;0;0,21536
"4040";"570000349";"2020T2";3;0;0;0,078;0,078;2020-04-01;0,155;0;0,3818
"4041";"570000349";"2020T3";12;0;0;0,064;0,059;2020-07-01;0,071;0;0,20316
"4042";"570000349";"2020T4";10;0;0;0,056;0,045;2020-10-01;0,073;0;0,19908
"4043";"570000349";"2021T1";4;0;0;0;0,061;2021-01-01;0;0;0
"4044";"570000349";"2021T2";9;0;0;0;0,055;2021-04-01;0;0;0
"4045";"570000349";"2021T3";7;0;0;0;0,052;2021-07-01;0;0;0
"4046";"570000349";"2021T4";20;1;0,05;0,013;0,053;2021-10-01;0,025;0;0,062
"4047";"570000349";"2022T1";12;0;0;0,013;0,053;2022-01-01;0,033;0;0,07768
"4048";"570000349";"2022T2";22;0;0;0,013;0,042;2022-04-01;0,024;0;0,06004
"4049";"570000349";"2022T3";14;1;0,071;0,03;0,046;2022-07-01;0,046;0;0,12016
"4050";"570000349";"2022T4";16;0;0;0,018;0,056;2022-10-01;0,033;0;0,08268
"4051";"570000349";"2023T1";16;0;0;0,018;0,061;2023-01-01;0,033;0;0,08268
"4052";"570000349";"2023T2";9;1;0,111;0,046;0,048;2023-04-01;0,07;0;0,1832
"4053";"570000349";"2023T3";16;0;0;0,028;0,052;2023-07-01;0,041;0;0,10836
"4054";"570000349";"2023T4";19;0;0;0,028;0,054;2023-10-01;0,038;0;0,10248
"4055";"570000349";"2024T1";18;0;0;0,028;0,048;2024-01-01;0,039;0;0,10444
"4056";"570000349";"2024T3";13;0;0;0;0,046;2024-07-01;0;0;0
"4057";"570000349";"2024T4";10;0;0;0;0,046;2024-10-01;0;0;0
"4058";"570000356";"2020T1";1;0;0;NA;0,053;2020-01-01;NA;NA;NA
"4059";"570000356";"2022T4";1;0;0;NA;0,056;2022-10-01;NA;NA;NA
"4060";"570000356";"2023T1";2;0;0;NA;0,061;2023-01-01;NA;NA;NA
"4061";"570000356";"2023T2";7;2;0,286;0,072;0,048;2023-04-01;0,098;0;0,26408
"4062";"570000356";"2023T3";7;0;0;0,072;0,052;2023-07-01;0,098;0;0,26408
"4063";"570000356";"2023T4";9;1;0,111;0,099;0,054;2023-10-01;0,1;0;0,295
"4064";"570000356";"2024T1";13;0;0;0,099;0,048;2024-01-01;0,083;0;0,26168
"4065";"570000356";"2024T2";6;0;0;0,028;0,053;2024-04-01;0,067;0;0,15932
"4066";"570000356";"2024T3";7;0;0;0,028;0,046;2024-07-01;0,062;0;0,14952
"4067";"570000356";"2024T4";16;1;0,062;0,016;0,046;2024-10-01;0,031;0;0,07676
"4068";"570000364";"2022T3";1;0;0;NA;0,046;2022-07-01;NA;NA;NA
"4069";"570000364";"2023T2";1;0;0;NA;0,048;2023-04-01;NA;NA;NA
"4070";"570000646";"2020T1";12;0;0;0;0,053;2020-01-01;0;0;0
"4071";"570000646";"2020T2";9;0;0;0;0,078;2020-04-01;0;0;0
"4072";"570000646";"2020T3";11;0;0;0;0,059;2020-07-01;0;0;0
"4073";"570000646";"2020T4";17;0;0;0;0,045;2020-10-01;0;0;0
"4074";"570000646";"2021T1";18;0;0;0;0,061;2021-01-01;0;0;0
"4075";"570000646";"2021T2";24;0;0;0;0,055;2021-04-01;0;0;0
"4076";"570000646";"2021T3";22;0;0;0;0,052;2021-07-01;0;0;0
"4077";"570000646";"2021T4";22;1;0,045;0,011;0,053;2021-10-01;0,022;0;0,05412
"4078";"570000646";"2022T1";21;0;0;0,011;0,053;2022-01-01;0,023;0;0,05608
"4079";"570000646";"2022T2";19;0;0;0,011;0,042;2022-04-01;0,024;0;0,05804
"4080";"570000646";"2022T3";23;0;0;0,011;0,046;2022-07-01;0,022;0;0,05412
"4081";"570000646";"2022T4";21;0;0;0;0,056;2022-10-01;0;0;0
"4082";"570000646";"2023T1";34;0;0;0;0,061;2023-01-01;0;0;0
"4083";"570000646";"2023T2";31;1;0,032;0,008;0,048;2023-04-01;0,016;0;0,03936
"4084";"570000646";"2023T3";24;0;0;0,008;0,052;2023-07-01;0,018;0;0,04328
"4085";"570000646";"2023T4";28;1;0,036;0,017;0,054;2023-10-01;0,024;0;0,06404
"4086";"570000646";"2024T1";22;1;0,045;0,028;0,048;2024-01-01;0,035;0;0,0966
"4087";"570000646";"2024T2";19;0;0;0,02;0,053;2024-04-01;0,032;0;0,08272
"4088";"570000646";"2024T3";14;1;0,071;0,038;0,046;2024-07-01;0,051;0;0,13796
"4089";"570000646";"2024T4";23;1;0,043;0,04;0,046;2024-10-01;0,041;0;0,12036
"4090";"570026252";"2020T1";16;1;0,062;0,016;0,053;2020-01-01;0,031;0;0,07676
"4091";"570026252";"2020T2";3;0;0;0,016;0,078;2020-04-01;0,072;0;0,15712
"4092";"570026252";"2020T3";16;0;0;0,016;0,059;2020-07-01;0,031;0;0,07676
"4093";"570026252";"2020T4";12;0;0;0,016;0,045;2020-10-01;0,036;0;0,08656
"4094";"570026252";"2021T1";4;0;0;0;0,061;2021-01-01;0;0;0
"4095";"570026252";"2021T2";22;2;0,091;0,023;0,055;2021-04-01;0,032;0;0,08572
"4096";"570026252";"2021T3";26;1;0,038;0,032;0,052;2021-07-01;0,035;0;0,1006
"4097";"570026252";"2021T4";15;0;0;0,032;0,053;2021-10-01;0,045;0;0,1202
"4098";"570026252";"2022T1";16;0;0;0,032;0,053;2022-01-01;0,044;0;0,11824
"4099";"570026252";"2022T2";21;0;0;0,01;0,042;2022-04-01;0,022;0;0,05312
"4100";"570026252";"2022T3";11;0;0;0;0,046;2022-07-01;0;0;0
"4101";"570026252";"2022T4";25;0;0;0;0,056;2022-10-01;0;0;0
"4102";"570026252";"2023T1";27;1;0,037;0,009;0,061;2023-01-01;0,018;0;0,04428
"4103";"570026252";"2023T2";29;3;0,103;0,035;0,048;2023-04-01;0,034;0;0,10164
"4104";"570026252";"2023T3";15;0;0;0,035;0,052;2023-07-01;0,047;0;0,12712
"4105";"570026252";"2023T4";21;2;0,095;0,059;0,054;2023-10-01;0,051;0;0,15896
"4106";"570026252";"2024T1";22;2;0,091;0,072;0,048;2024-01-01;0,055;0;0,1798
"4107";"570026252";"2024T2";21;2;0,095;0,07;0,053;2024-04-01;0,056;0;0,17976
"4108";"570026252";"2024T3";16;0;0;0,07;0,046;2024-07-01;0,064;0;0,19544
"4109";"570026252";"2024T4";13;0;0;0,046;0,046;2024-10-01;0,058;0;0,15968
"4110";"570026682";"2020T1";16;0;0;0;0,053;2020-01-01;0;0;0
"4111";"570026682";"2020T2";2;0;0;0;0,078;2020-04-01;0;0;0
"4112";"570026682";"2020T3";5;0;0;0;0,059;2020-07-01;0;0;0
"4113";"570026682";"2020T4";7;0;0;0;0,045;2020-10-01;0;0;0
"4114";"570026682";"2021T1";5;0;0;0;0,061;2021-01-01;0;0;0
"4115";"570026682";"2021T2";9;1;0,111;0,028;0,055;2021-04-01;0,055;0;0,1358
"4116";"570026682";"2021T3";24;2;0,083;0,048;0,052;2021-07-01;0,044;0;0,13424
"4117";"570026682";"2021T4";16;0;0;0,048;0,053;2021-10-01;0,053;0;0,15188
"4118";"570026682";"2022T1";20;4;0,2;0,098;0,053;2022-01-01;0,066;0;0,22736
"4119";"570026682";"2022T2";31;2;0,065;0,087;0,042;2022-04-01;0,051;0;0,18696
"4120";"570026682";"2022T3";14;1;0,071;0,084;0,046;2022-07-01;0,074;0;0,22904
"4121";"570026682";"2022T4";23;0;0;0,084;0,056;2022-10-01;0,058;0;0,19768
"4122";"570026682";"2023T1";20;3;0,15;0,072;0,061;2023-01-01;0,058;0;0,18568
"4123";"570026682";"2023T2";16;1;0,062;0,071;0,048;2023-04-01;0,064;0;0,19644
"4124";"570026682";"2023T3";10;1;0,1;0,078;0,052;2023-07-01;0,085;0;0,2446
"4125";"570026682";"2023T4";11;0;0;0,078;0,054;2023-10-01;0,081;0;0,23676
"4126";"570026682";"2024T1";13;1;0,077;0,06;0,048;2024-01-01;0,066;0;0,18936
"4127";"570026682";"2024T2";15;0;0;0,044;0,053;2024-04-01;0,053;0;0,14788
"4128";"570026682";"2024T3";14;2;0,143;0,055;0,046;2024-07-01;0,061;0;0,17456
"4129";"570026682";"2024T4";14;0;0;0,055;0,046;2024-10-01;0,061;0;0,17456
"4130";"580972693";"2020T3";1;0;0;NA;0,059;2020-07-01;NA;NA;NA
"4131";"580972693";"2024T3";1;0;0;NA;0,046;2024-07-01;NA;NA;NA
"4132";"590000121";"2023T2";10;2;0,2;NA;0,048;2023-04-01;NA;NA;NA
"4133";"590000121";"2023T3";4;0;0;NA;0,052;2023-07-01;NA;NA;NA
"4134";"590000121";"2023T4";8;0;0;NA;0,054;2023-10-01;NA;NA;NA
"4135";"590000121";"2024T1";6;0;0;0,05;0,048;2024-01-01;0,089;0;0,22444
"4136";"590000121";"2024T2";7;1;0,143;0,036;0,053;2024-04-01;0,07;0;0,1732
"4137";"590000121";"2024T3";2;0;0;0,036;0,046;2024-07-01;0,132;0;0,29472
"4138";"590000121";"2024T4";2;0;0;0,036;0,046;2024-10-01;0,132;0;0,29472
"4139";"590000337";"2020T1";6;0;0;0,048;0,053;2020-01-01;0,087;0;0,21852
"4140";"590000337";"2020T3";8;0;0;0,025;0,059;2020-07-01;0,055;0;0,1328
"4141";"590000337";"2020T4";2;0;0;0;0,045;2020-10-01;0;0;0
"4142";"590000337";"2021T1";8;0;0;0;0,061;2021-01-01;0;0;0
"4143";"590000337";"2021T2";13;0;0;0;0,055;2021-04-01;0;0;0
"4144";"590000337";"2021T3";7;0;0;0;0,052;2021-07-01;0;0;0
"4145";"590000337";"2021T4";6;0;0;0;0,053;2021-10-01;0;0;0
"4146";"590000337";"2022T1";6;0;0;0;0,053;2022-01-01;0;0;0
"4147";"590000337";"2022T2";15;0;0;0;0,042;2022-04-01;0;0;0
"4148";"590000337";"2022T3";10;0;0;0;0,046;2022-07-01;0;0;0
"4149";"590000337";"2022T4";7;0;0;0;0,056;2022-10-01;0;0;0
"4150";"590000337";"2023T1";6;0;0;0;0,061;2023-01-01;0;0;0
"4151";"590000337";"2023T2";5;0;0;0;0,048;2023-04-01;0;0;0
"4152";"590000337";"2023T3";5;0;0;0;0,052;2023-07-01;0;0;0
"4153";"590000337";"2023T4";8;0;0;0;0,054;2023-10-01;0;0;0
"4154";"590000337";"2024T1";11;1;0,091;0,023;0,048;2024-01-01;0,045;0;0,1112
"4155";"590000337";"2024T2";12;0;0;0,023;0,053;2024-04-01;0,043;0;0,10728
"4156";"590000337";"2024T3";6;0;0;0,023;0,046;2024-07-01;0,061;0;0,14256
"4157";"590000337";"2024T4";22;1;0,045;0,034;0,046;2024-10-01;0,039;0;0,11044
"4158";"590000428";"2020T1";17;1;0,059;0,024;0,053;2020-01-01;0,037;0;0,09652
"4159";"590000428";"2020T2";1;1;1;0,274;0,078;2020-04-01;0,446;0;1
"4160";"590000428";"2021T1";1;0;0;0,265;0,061;2021-01-01;0,441;0;1
"4161";"590000428";"2021T3";6;0;0;0,265;0,052;2021-07-01;0,18;0;0,6178
"4162";"590000428";"2021T4";10;0;0;0,25;0,053;2021-10-01;0,137;0;0,51852
"4163";"590000428";"2022T1";13;0;0;0;0,053;2022-01-01;0;0;0
"4164";"590000428";"2022T2";11;2;0,182;0,046;0,042;2022-04-01;0,063;0;0,16948
"4165";"590000428";"2022T3";7;0;0;0,046;0,046;2022-07-01;0,079;0;0,20084
"4166";"590000428";"2022T4";14;0;0;0,046;0,056;2022-10-01;0,056;0;0,15576
"4167";"590000428";"2023T1";20;1;0,05;0,058;0,061;2023-01-01;0,052;0;0,15992
"4168";"590000428";"2023T2";12;0;0;0,013;0,048;2023-04-01;0,033;0;0,07768
"4169";"590000428";"2023T3";14;1;0,071;0,03;0,052;2023-07-01;0,046;0;0,12016
"4170";"590000428";"2023T4";20;1;0,05;0,043;0,054;2023-10-01;0,045;0;0,1312
"4171";"590000428";"2024T1";22;0;0;0,03;0,048;2024-01-01;0,036;0;0,10056
"4172";"590000428";"2024T2";11;0;0;0,03;0,053;2024-04-01;0,051;0;0,12996
"4173";"590000428";"2024T3";9;0;0;0,013;0,046;2024-07-01;0,038;0;0,08748
"4174";"590000428";"2024T4";17;0;0;0;0,046;2024-10-01;0;0;0
"4175";"590000469";"2021T1";1;1;1;NA;0,061;2021-01-01;NA;NA;NA
"4176";"590000535";"2020T1";5;1;0,2;0,075;0,053;2020-01-01;0,118;0;0,30628
"4177";"590000535";"2020T3";2;0;0;0,05;0,059;2020-07-01;0,154;0;0,35184
"4178";"590000535";"2021T1";7;0;0;0,05;0,061;2021-01-01;0,082;0;0,21072
"4179";"590000535";"2021T2";4;1;0,25;0,112;0,055;2021-04-01;0,158;0;0,42168
"4180";"590000535";"2021T3";2;1;0,5;0,188;0,052;2021-07-01;0,276;0;0,72896
"4181";"590000535";"2021T4";6;0;0;0,188;0,053;2021-10-01;0,16;0;0,5016
"4182";"590000535";"2023T3";1;0;0;0,188;0,052;2023-07-01;0,391;0;0,95436
"4183";"590000535";"2024T1";1;0;0;0,125;0,048;2024-01-01;0,331;0;0,77376
"4184";"590000535";"2024T2";1;0;0;0;0,053;2024-04-01;0;0;0
"4185";"590000592";"2020T1";17;0;0;0;0,053;2020-01-01;0;0;0
"4186";"590000592";"2020T2";3;0;0;0;0,078;2020-04-01;0;0;0
"4187";"590000592";"2020T3";20;0;0;0;0,059;2020-07-01;0;0;0
"4188";"590000592";"2020T4";7;1;0,143;0,036;0,045;2020-10-01;0,07;0;0,1732
"4189";"590000592";"2021T1";37;3;0,081;0,056;0,061;2021-01-01;0,038;0;0,13048
"4190";"590000592";"2021T2";25;0;0;0,056;0,055;2021-04-01;0,046;0;0,14616
"4191";"590000592";"2021T3";32;0;0;0,056;0,052;2021-07-01;0,041;0;0,13636
"4192";"590000592";"2021T4";29;0;0;0,02;0,053;2021-10-01;0,026;0;0,07096
"4193";"590000592";"2022T1";19;0;0;0;0,053;2022-01-01;0;0;0
"4194";"590000592";"2022T2";26;0;0;0;0,042;2022-04-01;0;0;0
"4195";"590000592";"2022T3";19;0;0;0;0,046;2022-07-01;0;0;0
"4196";"590000592";"2022T4";19;1;0,053;0,013;0,056;2022-10-01;0,026;0;0,06396
"4197";"590000592";"2023T1";23;0;0;0,013;0,061;2023-01-01;0,024;0;0,06004
"4198";"590000592";"2023T2";18;0;0;0,013;0,048;2023-04-01;0,027;0;0,06592
"4199";"590000592";"2023T3";26;0;0;0,013;0,052;2023-07-01;0,022;0;0,05612
"4200";"590000592";"2023T4";25;0;0;0;0,054;2023-10-01;0;0;0
"4201";"590000592";"2024T1";24;3;0,125;0,031;0,048;2024-01-01;0,035;0;0,0996
"4202";"590000592";"2024T2";21;1;0,048;0,043;0,053;2024-04-01;0,044;0;0,12924
"4203";"590000592";"2024T3";9;0;0;0,043;0,046;2024-07-01;0,068;0;0,17628
"4204";"590000592";"2024T4";7;0;0;0,043;0,046;2024-10-01;0,077;0;0,19392
"4205";"590000618";"2020T1";32;0;0;0,008;0,053;2020-01-01;0,016;0;0,03936
"4206";"590000618";"2020T2";3;0;0;0,008;0,078;2020-04-01;0,051;0;0,10796
"4207";"590000618";"2020T3";40;1;0,025;0,006;0,059;2020-07-01;0,012;0;0,02952
"4208";"590000618";"2020T4";8;0;0;0,006;0,045;2020-10-01;0,027;0;0,05892
"4209";"590000618";"2021T1";26;1;0,038;0,016;0,061;2021-01-01;0,025;0;0,065
"4210";"590000618";"2021T2";34;0;0;0,016;0,055;2021-04-01;0,022;0;0,05912
"4211";"590000618";"2021T3";44;0;0;0,01;0,052;2021-07-01;0,015;0;0,0394
"4212";"590000618";"2021T4";25;1;0,04;0,02;0,053;2021-10-01;0,028;0;0,07488
"4213";"590000618";"2022T1";37;0;0;0,01;0,053;2022-01-01;0,016;0;0,04136
"4214";"590000618";"2022T2";25;1;0,04;0,02;0,042;2022-04-01;0,028;0;0,07488
"4215";"590000618";"2022T3";25;1;0,04;0,03;0,046;2022-07-01;0,034;0;0,09664
"4216";"590000618";"2022T4";31;0;0;0,02;0,056;2022-10-01;0,025;0;0,069
"4217";"590000618";"2023T1";37;1;0,027;0,027;0,061;2023-01-01;0,027;0;0,07992
"4218";"590000618";"2023T2";22;0;0;0,017;0,048;2023-04-01;0,028;0;0,07188
"4219";"590000618";"2023T3";25;0;0;0,007;0,052;2023-07-01;0,017;0;0,04032
"4220";"590000618";"2023T4";33;2;0,061;0,022;0,054;2023-10-01;0,026;0;0,07296
"4221";"590000618";"2024T1";33;2;0,061;0,03;0,048;2024-01-01;0,03;0;0,0888
"4222";"590000618";"2024T2";25;0;0;0,03;0,053;2024-04-01;0,034;0;0,09664
"4223";"590000618";"2024T3";20;0;0;0,03;0,046;2024-07-01;0,038;0;0,10448
"4224";"590000618";"2024T4";25;0;0;0,015;0,046;2024-10-01;0,024;0;0,06204
"4225";"590000758";"2020T1";1;0;0;NA;0,053;2020-01-01;NA;NA;NA
"4226";"590000758";"2021T3";2;0;0;0;0,052;2021-07-01;0;0;0
"4227";"590000758";"2021T4";2;0;0;0;0,053;2021-10-01;0;0;0
"4228";"590000758";"2022T2";1;0;0;0;0,042;2022-04-01;0;0;0
"4229";"590000758";"2022T3";1;0;0;0;0,046;2022-07-01;0;0;0
"4230";"590000758";"2023T1";5;0;0;0;0,061;2023-01-01;0;0;0
"4231";"590000758";"2023T2";6;0;0;0;0,048;2023-04-01;0;0;0
"4232";"590000758";"2023T3";2;0;0;0;0,052;2023-07-01;0;0;0
"4233";"590000758";"2023T4";1;0;0;0;0,054;2023-10-01;0;0;0
"4234";"590000758";"2024T1";1;0;0;0;0,048;2024-01-01;0;0;0
"4235";"590000758";"2024T2";1;0;0;0;0,053;2024-04-01;0;0;0
"4236";"590000758";"2024T3";1;0;0;0;0,046;2024-07-01;0;0;0
"4237";"590000774";"2020T1";4;0;0;0,083;0,053;2020-01-01;0,138;0;0,35348
"4238";"590000774";"2020T3";2;0;0;0,083;0,059;2020-07-01;0,195;0;0,4652
"4239";"590000774";"2020T4";2;0;0;0,083;0,045;2020-10-01;0,195;0;0,4652
"4240";"590000774";"2021T1";3;0;0;0;0,061;2021-01-01;0;0;0
"4241";"590000774";"2021T2";3;0;0;0;0,055;2021-04-01;0;0;0
"4242";"590000774";"2021T3";4;0;0;0;0,052;2021-07-01;0;0;0
"4243";"590000774";"2021T4";2;0;0;0;0,053;2021-10-01;0;0;0
"4244";"590000774";"2022T1";9;0;0;0;0,053;2022-01-01;0;0;0
"4245";"590000774";"2022T2";7;0;0;0;0,042;2022-04-01;0;0;0
"4246";"590000774";"2022T3";1;0;0;0;0,046;2022-07-01;0;0;0
"4247";"590000774";"2022T4";7;0;0;0;0,056;2022-10-01;0;0;0
"4248";"590000774";"2023T1";9;0;0;0;0,061;2023-01-01;0;0;0
"4249";"590000774";"2023T2";8;0;0;0;0,048;2023-04-01;0;0;0
"4250";"590000774";"2023T4";6;0;0;0;0,054;2023-10-01;0;0;0
"4251";"590000774";"2024T1";6;0;0;0;0,048;2024-01-01;0;0;0
"4252";"590000774";"2024T2";7;0;0;0;0,053;2024-04-01;0;0;0
"4253";"590000774";"2024T3";2;0;0;0;0,046;2024-07-01;0;0;0
"4254";"590000774";"2024T4";5;0;0;0;0,046;2024-10-01;0;0;0
"4255";"590001004";"2020T1";8;0;0;0;0,053;2020-01-01;0;0;0
"4256";"590001004";"2020T2";1;0;0;0;0,078;2020-04-01;0;0;0
"4257";"590001004";"2020T3";4;0;0;0;0,059;2020-07-01;0;0;0
"4258";"590001004";"2020T4";1;0;0;0;0,045;2020-10-01;0;0;0
"4259";"590001004";"2021T1";9;0;0;0;0,061;2021-01-01;0;0;0
"4260";"590001004";"2021T2";3;0;0;0;0,055;2021-04-01;0;0;0
"4261";"590001004";"2021T3";5;0;0;0;0,052;2021-07-01;0;0;0
"4262";"590001004";"2021T4";2;0;0;0;0,053;2021-10-01;0;0;0
"4263";"590001004";"2022T1";3;0;0;0;0,053;2022-01-01;0;0;0
"4264";"590001004";"2022T2";3;0;0;0;0,042;2022-04-01;0;0;0
"4265";"590001004";"2022T3";5;0;0;0;0,046;2022-07-01;0;0;0
"4266";"590001004";"2022T4";2;0;0;0;0,056;2022-10-01;0;0;0
"4267";"590001004";"2023T1";8;1;0,125;0,031;0,061;2023-01-01;0,061;0;0,15056
"4268";"590001004";"2023T2";7;0;0;0,031;0,048;2023-04-01;0,066;0;0,16036
"4269";"590001004";"2023T3";9;0;0;0,031;0,052;2023-07-01;0,058;0;0,14468
"4270";"590001004";"2023T4";7;0;0;0,031;0,054;2023-10-01;0,066;0;0,16036
"4271";"590001004";"2024T1";12;0;0;0;0,048;2024-01-01;0;0;0
"4272";"590001004";"2024T2";10;0;0;0;0,053;2024-04-01;0;0;0
"4273";"590001004";"2024T3";9;1;0,111;0,028;0,046;2024-07-01;0,055;0;0,1358
"4274";"590001004";"2024T4";12;0;0;0,028;0,046;2024-10-01;0,048;0;0,12208
"4275";"590006896";"2020T1";5;0;0;0,036;0,053;2020-01-01;0,083;0;0,19868
"4276";"590006896";"2020T3";9;0;0;0,036;0,059;2020-07-01;0,062;0;0,15752
"4277";"590006896";"2020T4";5;0;0;0;0,045;2020-10-01;0;0;0
"4278";"590006896";"2021T1";12;0;0;0;0,061;2021-01-01;0;0;0
"4279";"590006896";"2021T2";7;0;0;0;0,055;2021-04-01;0;0;0
"4280";"590006896";"2021T3";13;0;0;0;0,052;2021-07-01;0;0;0
"4281";"590006896";"2021T4";16;0;0;0;0,053;2021-10-01;0;0;0
"4282";"590006896";"2022T1";12;0;0;0;0,053;2022-01-01;0;0;0
"4283";"590006896";"2022T2";10;0;0;0;0,042;2022-04-01;0;0;0
"4284";"590006896";"2022T3";9;0;0;0;0,046;2022-07-01;0;0;0
"4285";"590006896";"2022T4";16;0;0;0;0,056;2022-10-01;0;0;0
"4286";"590006896";"2023T1";13;1;0,077;0,019;0,061;2023-01-01;0,038;0;0,09348
"4287";"590006896";"2023T2";18;0;0;0,019;0,048;2023-04-01;0,032;0;0,08172
"4288";"590006896";"2023T3";8;0;0;0,019;0,052;2023-07-01;0,048;0;0,11308
