"";"finessGeoDP";"codeGeo";"nb";"TOT";"PCT";"PCT_CUM"
"2351";"690022959";"69150";11;275;4;20,7
"2352";"690023239";"69100";183;2200;8,3;8,3
"2353";"690023239";"69008";84;2200;3,8;12,1
"2354";"690023239";"69200";78;2200;3,5;15,6
"2355";"690023239";"69330";69;2200;3,1;18,7
"2356";"690023239";"69120";67;2200;3;21,7
"2357";"690023239";"69800";59;2200;2,7;24,4
"2358";"690023239";"69003";55;2200;2,5;26,9
"2359";"690023239";"69007";43;2200;2;28,9
"2360";"690023239";"38200";34;2200;1,5;30,4
"2361";"690023239";"69500";28;2200;1,3;31,7
"2362";"690023239";"38230";27;2200;1,2;32,9
"2363";"690023239";"38300";27;2200;1,2;34,1
"2364";"690023239";"69140";27;2200;1,2;35,3
"2365";"690023239";"69700";27;2200;1,2;36,5
"2366";"690023239";"38460";26;2200;1,2;37,7
"2367";"690023239";"69009";26;2200;1,2;38,9
"2368";"690023239";"69150";25;2200;1,1;40
"2369";"690023239";"38000";23;2200;1;41
"2370";"690023239";"69360";23;2200;1;42
"2371";"690023239";"69190";19;2200;0,9;42,9
"2372";"690023239";"38550";18;2200;0,8;43,7
"2373";"690023239";"42C07";18;2200;0,8;44,5
"2374";"690023239";"38090";17;2200;0,8;45,3
"2375";"690023239";"38150";17;2200;0,8;46,1
"2376";"690023239";"38260";17;2200;0,8;46,9
"2377";"690023239";"69320";17;2200;0,8;47,7
"2378";"690023239";"01700";16;2200;0,7;48,4
"2379";"690023239";"38080";16;2200;0,7;49,1
"2380";"690023239";"42400";16;2200;0,7;49,8
"2381";"690023239";"69006";15;2200;0,7;50,5
"2382";"690023239";"69720";15;2200;0,7;51,2
"2383";"690023239";"69780";15;2200;0,7;51,9
"2384";"690023239";"69600";14;2200;0,6;52,5
"2385";"690023239";"38290";13;2200;0,6;53,1
"2386";"690023239";"38780";13;2200;0,6;53,7
"2387";"690023239";"69520";13;2200;0,6;54,3
"2388";"690023239";"01120";12;2200;0,5;54,8
"2389";"690023239";"38140";12;2200;0,5;55,3
"2390";"690023239";"42800";12;2200;0,5;55,8
"2391";"690023239";"69001";12;2200;0,5;56,3
"2392";"690023239";"69230";12;2200;0,5;56,8
"2393";"690023239";"69380";12;2200;0,5;57,3
"2394";"690023239";"69390";12;2200;0,5;57,8
"2395";"690023239";"01360";11;2200;0,5;58,3
"2396";"690023239";"01800";11;2200;0,5;58,8
"2397";"690023239";"38510";11;2200;0,5;59,3
"2398";"690023239";"42300";11;2200;0,5;59,8
"2399";"690023239";"69002";11;2200;0,5;60,3
"2400";"690023239";"69005";11;2200;0,5;60,8
"2401";"690023239";"69300";11;2200;0,5;61,3
"2402";"690023239";"69740";11;2200;0,5;61,8
"2403";"690023411";"69100";44;570;7,7;7,7
"2404";"690023411";"69008";40;570;7;14,7
"2405";"690023411";"69800";26;570;4,6;19,3
"2406";"690023411";"69200";20;570;3,5;22,8
"2407";"690023411";"69330";19;570;3,3;26,1
"2408";"690023411";"69007";18;570;3,2;29,3
"2409";"690023411";"69003";17;570;3;32,3
"2410";"690023411";"69120";14;570;2,5;34,8
"2411";"690023411";"69150";14;570;2,5;37,3
"2412";"690023411";"69500";13;570;2,3;39,6
"2413";"690023411";"69009";11;570;1,9;41,5
"2414";"690041124";"69100";114;492;23,2;23,2
"2415";"690041124";"69120";51;492;10,4;33,6
"2416";"690041124";"69330";29;492;5,9;39,5
"2417";"690041124";"69150";26;492;5,3;44,8
"2418";"690041124";"69003";23;492;4,7;49,5
"2419";"690041124";"69006";13;492;2,6;52,1
"2420";"690054713";"69200";13;77;16,9;16,9
"2421";"690780390";"69140";72;856;8,4;8,4
"2422";"690780390";"01120";38;856;4,4;12,8
"2423";"690780390";"69100";31;856;3,6;16,4
"2424";"690780390";"01700";27;856;3,2;19,6
"2425";"690780390";"01800";19;856;2,2;21,8
"2426";"690780390";"69120";19;856;2,2;24
"2427";"690780390";"01330";14;856;1,6;25,6
"2428";"690780390";"01390";13;856;1,5;27,1
"2429";"690780390";"01360";11;856;1,3;28,4
"2430";"690780390";"01600";11;856;1,3;29,7
"2431";"690780390";"69200";11;856;1,3;31
"2432";"690780390";"69330";11;856;1,3;32,3
"2433";"690780416";"69200";63;315;20;20
"2434";"690780416";"69190";28;315;8,9;28,9
"2435";"690780416";"69320";18;315;5,7;34,6
"2436";"690780416";"69008";17;315;5,4;40
"2437";"690780416";"69360";14;315;4,4;44,4
"2438";"690780416";"69800";11;315;3,5;47,9
"2439";"690780648";"69009";197;5115;3,9;3,9
"2440";"690780648";"69100";167;5115;3,3;7,2
"2441";"690780648";"69210";105;5115;2,1;9,3
"2442";"690780648";"69200";96;5115;1,9;11,2
"2443";"690780648";"69120";92;5115;1,8;13
"2444";"690780648";"38300";87;5115;1,7;14,7
"2445";"690780648";"69330";80;5115;1,6;16,3
"2446";"690780648";"69005";79;5115;1,5;17,8
"2447";"690780648";"69290";78;5115;1,5;19,3
"2448";"690780648";"69007";76;5115;1,5;20,8
"2449";"690780648";"69008";74;5115;1,4;22,2
"2450";"690780648";"69380";69;5115;1,3;23,5
"2451";"690780648";"69400";68;5115;1,3;24,8
"2452";"690780648";"69700";63;5115;1,2;26
"2453";"690780648";"38550";56;5115;1,1;27,1
"2454";"690780648";"69003";55;5115;1,1;28,2
"2455";"690780648";"38000";53;5115;1;29,2
"2456";"690780648";"38230";53;5115;1;30,2
"2457";"690780648";"69800";49;5115;1;31,2
"2458";"690780648";"69600";48;5115;0,9;32,1
"2459";"690780648";"69130";46;5115;0,9;33
"2460";"690780648";"38090";43;5115;0,8;33,8
"2461";"690780648";"38110";40;5115;0,8;34,6
"2462";"690780648";"38150";40;5115;0,8;35,4
"2463";"690780648";"69360";39;5115;0,8;36,2
"2464";"690780648";"69140";38;5115;0,7;36,9
"2465";"690780648";"69500";38;5115;0,7;37,6
"2466";"690780648";"69150";37;5115;0,7;38,3
"2467";"690780648";"01600";36;5115;0,7;39
"2468";"690780648";"01200";35;5115;0,7;39,7
"2469";"690780648";"42800";34;5115;0,7;40,4
"2470";"690780648";"38200";31;5115;0,6;41
"2471";"690780648";"69160";31;5115;0,6;41,6
"2472";"690780648";"69220";31;5115;0,6;42,2
"2473";"690780648";"69230";31;5115;0,6;42,8
"2474";"690780648";"69170";30;5115;0,6;43,4
"2475";"690780648";"69190";30;5115;0,6;44
"2476";"690780648";"38080";29;5115;0,6;44,6
"2477";"690780648";"69320";29;5115;0,6;45,2
"2478";"690780648";"38260";28;5115;0,5;45,7
"2479";"690780648";"69530";28;5115;0,5;46,2
"2480";"690780648";"01700";27;5115;0,5;46,7
"2481";"690780648";"69250";27;5115;0,5;47,2
"2482";"690780648";"69410";27;5115;0,5;47,7
"2483";"690780648";"38490";26;5115;0,5;48,2
"2484";"690780648";"38690";26;5115;0,5;48,7
"2485";"690780648";"38C06";26;5115;0,5;49,2
"2486";"690780648";"69510";26;5115;0,5;49,7
"2487";"690780648";"69690";26;5115;0,5;50,2
"2488";"690780648";"07100";25;5115;0,5;50,7
"2489";"690780648";"69110";25;5115;0,5;51,2
"2490";"690780648";"26140";24;5115;0,5;51,7
"2491";"690780648";"69300";24;5115;0,5;52,2
"2492";"690780648";"69570";24;5115;0,5;52,7
"2493";"690780648";"69620";24;5115;0,5;53,2
"2494";"690780648";"01120";23;5115;0,4;53,6
"2495";"690780648";"38270";23;5115;0,4;54
"2496";"690780648";"42C07";23;5115;0,4;54,4
"2497";"690780648";"74C02";23;5115;0,4;54,8
"2498";"690780648";"38130";22;5115;0,4;55,2
"2499";"690780648";"42300";22;5115;0,4;55,6
"2500";"690780648";"69001";22;5115;0,4;56
"2501";"690780648";"69310";22;5115;0,4;56,4
"2502";"690780648";"69490";22;5115;0,4;56,8
"2503";"690780648";"69670";22;5115;0,4;57,2
"2504";"690780648";"01150";21;5115;0,4;57,6
"2505";"690780648";"01480";21;5115;0,4;58
"2506";"690780648";"38140";21;5115;0,4;58,4
"2507";"690780648";"38400";21;5115;0,4;58,8
"2508";"690780648";"69002";21;5115;0,4;59,2
"2509";"690780648";"69390";21;5115;0,4;59,6
"2510";"690780648";"69480";21;5115;0,4;60
"2511";"690780648";"69520";21;5115;0,4;60,4
"2512";"690780648";"73000";21;5115;0,4;60,8
"2513";"690780648";"38500";20;5115;0,4;61,2
"2514";"690780648";"69340";20;5115;0,4;61,6
"2515";"690780648";"01800";19;5115;0,4;62
"2516";"690780648";"38510";19;5115;0,4;62,4
"2517";"690780648";"69440";19;5115;0,4;62,8
"2518";"690780648";"07340";18;5115;0,4;63,2
"2519";"690780648";"69370";18;5115;0,4;63,6
"2520";"690780648";"69550";18;5115;0,4;64
"2521";"690780648";"69720";18;5115;0,4;64,4
"2522";"690780648";"38440";17;5115;0,3;64,7
"2523";"690780648";"38590";17;5115;0,3;65
"2524";"690780648";"69006";17;5115;0,3;65,3
"2525";"690780648";"69780";17;5115;0,3;65,6
"2526";"690780648";"38460";16;5115;0,3;65,9
"2527";"690780648";"39C03";16;5115;0,3;66,2
"2528";"690780648";"69280";16;5115;0,3;66,5
"2529";"690780648";"69680";16;5115;0,3;66,8
"2530";"690780648";"26000";15;5115;0,3;67,1
"2531";"690780648";"26210";15;5115;0,3;67,4
"2532";"690780648";"69126";15;5115;0,3;67,7
"2533";"690780648";"69580";15;5115;0,3;68
"2534";"690780648";"69590";15;5115;0,3;68,3
"2535";"690780648";"69610";15;5115;0,3;68,6
"2536";"690780648";"38540";14;5115;0,3;68,9
"2537";"690780648";"38630";14;5115;0,3;69,2
"2538";"690780648";"69004";14;5115;0,3;69,5
"2539";"690780648";"69240";14;5115;0,3;69,8
"2540";"690780648";"69260";14;5115;0,3;70,1
"2541";"690780648";"69540";14;5115;0,3;70,4
"2542";"690780648";"69740";14;5115;0,3;70,7
"2543";"690780648";"01170";13;5115;0,3;71
"2544";"690780648";"26240";13;5115;0,3;71,3
"2545";"690780648";"38120";13;5115;0,3;71,6
"2546";"690780648";"38370";13;5115;0,3;71,9
"2547";"690780648";"69270";13;5115;0,3;72,2
"2548";"690780648";"69470";13;5115;0,3;72,5
"2549";"690780648";"69930";13;5115;0,3;72,8
"2550";"690780648";"69960";13;5115;0,3;73,1
"2551";"690780648";"71000";13;5115;0,3;73,4
"2552";"690780648";"01000";12;5115;0,2;73,6
"2553";"690780648";"01360";12;5115;0,2;73,8
"2554";"690780648";"01390";12;5115;0,2;74
"2555";"690780648";"26100";12;5115;0,2;74,2
"2556";"690780648";"26120";12;5115;0,2;74,4
"2557";"690780648";"38390";12;5115;0,2;74,6
"2558";"690780648";"38790";12;5115;0,2;74,8
"2559";"690780648";"38210";11;5115;0,2;75
"2560";"690780648";"38290";11;5115;0,2;75,2
"2561";"690780648";"39200";11;5115;0,2;75,4
"2562";"690780648";"74150";11;5115;0,2;75,6
"2563";"690780655";"69800";129;1483;8,7;8,7
"2564";"690780655";"69100";59;1483;4;12,7
"2565";"690780655";"69780";54;1483;3,6;16,3
"2566";"690780655";"69200";53;1483;3,6;19,9
"2567";"690780655";"69330";48;1483;3,2;23,1
"2568";"690780655";"38230";43;1483;2,9;26
"2569";"690780655";"69120";41;1483;2,8;28,8
"2570";"690780655";"38300";39;1483;2,6;31,4
"2571";"690780655";"38090";38;1483;2,6;34
"2572";"690780655";"69150";35;1483;2,4;36,4
"2573";"690780655";"69500";31;1483;2,1;38,5
"2574";"690780655";"69700";30;1483;2;40,5
"2575";"690780655";"69360";29;1483;2;42,5
"2576";"690780655";"38110";28;1483;1,9;44,4
"2577";"690780655";"38540";28;1483;1,9;46,3
"2578";"690780655";"38080";27;1483;1,8;48,1
"2579";"690780655";"38200";27;1483;1,8;49,9
"2580";"690780655";"69008";26;1483;1,8;51,7
"2581";"690780655";"38460";24;1483;1,6;53,3
"2582";"690780655";"38290";19;1483;1,3;54,6
"2583";"690780655";"69740";19;1483;1,3;55,9
"2584";"690780655";"69720";18;1483;1,2;57,1
"2585";"690780655";"69960";18;1483;1,2;58,3
"2586";"690780655";"38690";15;1483;1;59,3
"2587";"690780655";"69003";14;1483;0,9;60,2
"2588";"690780655";"69007";14;1483;0,9;61,1
"2589";"690780655";"38070";13;1483;0,9;62
"2590";"690780655";"38510";13;1483;0,9;62,9
"2591";"690780655";"69230";12;1483;0,8;63,7
"2592";"690780655";"01120";11;1483;0,7;64,4
"2593";"690780655";"38150";11;1483;0,7;65,1
"2594";"690780655";"38440";11;1483;0,7;65,8
"2595";"690780655";"69190";11;1483;0,7;66,5
"2596";"690780655";"69520";11;1483;0,7;67,2
"2597";"690780663";"38150";11;78;14,1;14,1
"2598";"690783154";"69100";50;813;6,2;6,2
"2599";"690783154";"69003";24;813;3;9,2
"2600";"690783154";"69200";24;813;3;12,2
"2601";"690783154";"69008";23;813;2,8;15
"2602";"690783154";"69700";21;813;2,6;17,6
"2603";"690783154";"69007";16;813;2;19,6
"2604";"690783154";"38300";15;813;1,8;21,4
"2605";"690783154";"69330";13;813;1,6;23
"2606";"690783154";"69800";13;813;1,6;24,6
"2607";"690783154";"38200";12;813;1,5;26,1
"2608";"690783154";"69540";12;813;1,5;27,6
"2609";"690783154";"38110";11;813;1,4;29
"2610";"690783154";"69009";11;813;1,4;30,4
"2611";"690783154";"69120";11;813;1,4;31,8
"2612";"690783154";"69310";11;813;1,4;33,2
"2613";"690793468";"69300";42;634;6,6;6,6
"2614";"690793468";"69100";38;634;6;12,6
"2615";"690793468";"69004";22;634;3,5;16,1
"2616";"690793468";"69200";20;634;3,2;19,3
"2617";"690793468";"69009";18;634;2,8;22,1
"2618";"690793468";"69270";18;634;2,8;24,9
"2619";"690793468";"69140";16;634;2,5;27,4
"2620";"690793468";"01600";15;634;2,4;29,8
"2621";"690793468";"69003";15;634;2,4;32,2
"2622";"690793468";"69580";15;634;2,4;34,6
"2623";"690793468";"69008";14;634;2,2;36,8
"2624";"690793468";"69006";12;634;1,9;38,7
"2625";"690793468";"69005";11;634;1,7;40,4
"2626";"690793468";"69400";11;634;1,7;42,1
"2627";"690805361";"69007";27;219;12,3;12,3
"2628";"690805361";"69100";22;219;10;22,3
"2629";"690805361";"69008";17;219;7,8;30,1
"2630";"690805361";"69003";11;219;5;35,1
"2631";"690807367";"69400";47;283;16,6;16,6
"2632";"690807367";"69220";27;283;9,5;26,1
"2633";"690807367";"01480";25;283;8,8;34,9
"2634";"690807367";"01090";18;283;6,4;41,3
"2635";"690807367";"69480";14;283;4,9;46,2
"2636";"690807367";"69640";14;283;4,9;51,1
"2637";"690807367";"01600";13;283;4,6;55,7
"2638";"700000029";"70000";27;101;26,7;26,7
"2639";"700000029";"70200";18;101;17,8;44,5
"2640";"710006859";"71000";55;410;13,4;13,4
"2641";"710006859";"01C01";32;410;7,8;21,2
"2642";"710006859";"71260";25;410;6,1;27,3
"2643";"710006859";"01190";17;410;4,1;31,4
"2644";"710006859";"01380";17;410;4,1;35,5
"2645";"710006859";"71570";16;410;3,9;39,4
"2646";"710006859";"01340";15;410;3,7;43,1
"2647";"710006859";"01570";14;410;3,4;46,5
"2648";"710006859";"71850";14;410;3,4;49,9
"2649";"710006859";"71960";13;410;3,2;53,1
"2650";"710006859";"69220";11;410;2,7;55,8
"2651";"710006859";"71250";11;410;2,7;58,5
"2652";"710010067";"71600";27;187;14,4;14,4
"2653";"710010067";"71160";16;187;8,6;23
"2654";"710010067";"71110";13;187;7;30
"2655";"710010067";"71130";12;187;6,4;36,4
"2656";"710010067";"71800";12;187;6,4;42,8
"2657";"710010067";"71300";11;187;5,9;48,7
"2658";"710780917";"71100";104;525;19,8;19,8
"2659";"710780917";"71300";27;525;5,1;24,9
"2660";"710780917";"71530";25;525;4,8;29,7
"2661";"710780917";"71380";19;525;3,6;33,3
"2662";"710780917";"71880";19;525;3,6;36,9
"2663";"710780917";"71370";16;525;3;39,9
"2664";"710780917";"71400";16;525;3;42,9
"2665";"710780917";"71240";15;525;2,9;45,8
"2666";"710780917";"71150";14;525;2,7;48,5
"2667";"710780917";"71200";14;525;2,7;51,2
"2668";"710780917";"71210";14;525;2,7;53,9
"2669";"710780917";"71500";14;525;2,7;56,6
"2670";"710780917";"71620";12;525;2,3;58,9
"2671";"710978263";"71100";67;293;22,9;22,9
"2672";"710978263";"71240";17;293;5,8;28,7
"2673";"710978263";"71380";16;293;5,5;34,2
"2674";"710978263";"71530";13;293;4,4;38,6
"2675";"710978263";"71370";12;293;4,1;42,7
"2676";"710978263";"71500";11;293;3,8;46,5
"2677";"710978289";"71000";67;313;21,4;21,4
"2678";"710978289";"01C01";26;313;8,3;29,7
"2679";"710978289";"71260";22;313;7;36,7
"2680";"710978289";"71570";18;313;5,8;42,5
"2681";"710978289";"01190";13;313;4,2;46,7
"2682";"710978289";"71850";12;313;3,8;50,5
"2683";"710978347";"71300";16;95;16,8;16,8
"2684";"710978347";"71200";15;95;15,8;32,6
"2685";"710978347";"71210";11;95;11,6;44,2
"2686";"720000033";"72000";30;100;30;30
"2687";"720000199";"72000";86;419;20,5;20,5
"2688";"720000199";"72700";25;419;6;26,5
"2689";"720000199";"72210";17;419;4,1;30,6
"2690";"720000199";"72220";17;419;4,1;34,7
"2691";"720000199";"72230";14;419;3,3;38
"2692";"720000199";"72380";12;419;2,9;40,9
"2693";"720000199";"72650";11;419;2,6;43,5
"2694";"720017748";"72000";56;235;23,8;23,8
"2695";"720017748";"72220";16;235;6,8;30,6
"2696";"720017748";"72110";14;235;6;36,6
"2697";"730000031";"73000";66;341;19,4;19,4
"2698";"730000031";"73100";22;341;6,5;25,9
"2699";"730000031";"73800";15;341;4,4;30,3
"2700";"730000031";"73160";13;341;3,8;34,1
"2701";"730000031";"01300";12;341;3,5;37,6
"2702";"730000031";"73490";12;341;3,5;41,1
"2703";"730000031";"73200";11;341;3,2;44,3
"2704";"730004298";"73000";27;214;12,6;12,6
"2705";"730004298";"73100";18;214;8,4;21
"2706";"730004298";"73200";18;214;8,4;29,4
"2707";"740014345";"74100";72;501;14,4;14,4
"2708";"740014345";"74200";45;501;9;23,4
"2709";"740014345";"74500";27;501;5,4;28,8
"2710";"740014345";"74140";25;501;5;33,8
"2711";"740014345";"74300";23;501;4,6;38,4
"2712";"740014345";"74800";22;501;4,4;42,8
"2713";"740014345";"74380";18;501;3,6;46,4
"2714";"740014345";"74890";17;501;3,4;49,8
"2715";"740014345";"74950";16;501;3,2;53
"2716";"740014345";"74130";15;501;3;56
"2717";"740014345";"01630";14;501;2,8;58,8
"2718";"740014345";"74700";13;501;2,6;61,4
"2719";"740014345";"74250";12;501;2,4;63,8
"2720";"740014345";"01200";11;501;2,2;66
"2721";"740014345";"74160";11;501;2,2;68,2
"2722";"740014345";"74240";11;501;2,2;70,4
"2723";"740780424";"74C02";179;530;33,8;33,8
"2724";"740780424";"74150";63;530;11,9;45,7
"2725";"740780424";"74210";29;530;5,5;51,2
"2726";"740780424";"73100";16;530;3;54,2
"2727";"740780424";"74270";14;530;2,6;56,8
"2728";"740780424";"73200";13;530;2,5;59,3
"2729";"740780424";"74540";13;530;2,5;61,8
"2730";"740780424";"01200";11;530;2,1;63,9
"2731";"740781141";"74200";76;754;10,1;10,1
"2732";"740781141";"74100";68;754;9;19,1
"2733";"740781141";"74300";66;754;8,8;27,9
"2734";"740781141";"74800";51;754;6,8;34,7
"2735";"740781141";"74700";41;754;5,4;40,1
"2736";"740781141";"74500";37;754;4,9;45
"2737";"740781141";"74130";32;754;4,2;49,2
"2738";"740781141";"74140";26;754;3,4;52,6
"2739";"740781141";"69001";19;754;2,5;55,1
"2740";"740781141";"74380";19;754;2,5;57,6
"2741";"740781141";"74950";19;754;2,5;60,1
"2742";"740781141";"74930";18;754;2,4;62,5
"2743";"740781141";"74420";16;754;2,1;64,6
"2744";"740781141";"69100";15;754;2;66,6
"2745";"740781141";"74460";15;754;2;68,6
"2746";"740781141";"74C02";14;754;1,9;70,5
"2747";"740781141";"01170";13;754;1,7;72,2
"2748";"740781141";"74890";13;754;1,7;73,9
"2749";"740781141";"74970";13;754;1,7;75,6
"2750";"740781141";"74440";12;754;1,6;77,2
"2751";"740781141";"74160";11;754;1,5;78,7
"2752";"750000523";"75014";23;322;7,1;7,1
"2753";"750000523";"75015";17;322;5,3;12,4
"2754";"750000523";"75013";13;322;4;16,4
"2755";"750100125";"75013";37;663;5,6;5,6
"2756";"750100125";"75020";21;663;3,2;8,8
"2757";"750100125";"94400";19;663;2,9;11,7
"2758";"750100125";"75012";15;663;2,3;14
"2759";"750100125";"75019";12;663;1,8;15,8
"2760";"750100125";"94200";12;663;1,8;17,6
"2761";"750100232";"75018";52;1072;4,9;4,9
"2762";"750100232";"75019";44;1072;4,1;9
"2763";"750100232";"92110";35;1072;3,3;12,3
"2764";"750100232";"51100";34;1072;3,2;15,5
"2765";"750100232";"75017";27;1072;2,5;18
"2766";"750100232";"93400";23;1072;2,1;20,1
"2767";"750100232";"75020";21;1072;2;22,1
"2768";"750100232";"93200";19;1072;1,8;23,9
"2769";"750100232";"92600";18;1072;1,7;25,6
"2770";"750100232";"95100";17;1072;1,6;27,2
"2771";"750100232";"75011";13;1072;1,2;28,4
"2772";"750100232";"75013";13;1072;1,2;29,6
"2773";"750100232";"92230";13;1072;1,2;30,8
"2774";"750100232";"93300";13;1072;1,2;32
"2775";"750100232";"93800";13;1072;1,2;33,2
"2776";"750100232";"75015";12;1072;1,1;34,3
"2777";"750100232";"94200";11;1072;1;35,3
"2778";"750150104";"75014";18;743;2,4;2,4
"2779";"750150104";"75015";18;743;2,4;4,8
"2780";"750150104";"75013";17;743;2,3;7,1
"2781";"750150104";"94800";15;743;2;9,1
"2782";"750150104";"92220";13;743;1,7;10,8
"2783";"750150104";"91200";12;743;1,6;12,4
"2784";"750150237";"75020";66;456;14,5;14,5
"2785";"750150237";"93100";29;456;6,4;20,9
"2786";"750150237";"75019";19;456;4,2;25,1
"2787";"750150237";"75012";16;456;3,5;28,6
"2788";"750300071";"75019";49;1825;2,7;2,7
"2789";"750300071";"75020";47;1825;2,6;5,3
"2790";"750300071";"75013";43;1825;2,4;7,7
"2791";"750300071";"75015";36;1825;2;9,7
"2792";"750300071";"94800";28;1825;1,5;11,2
"2793";"750300071";"94000";24;1825;1,3;12,5
"2794";"750300071";"94400";24;1825;1,3;13,8
"2795";"750300071";"75016";22;1825;1,2;15
"2796";"750300071";"75018";22;1825;1,2;16,2
"2797";"750300071";"75014";21;1825;1,2;17,4
"2798";"750300071";"75017";21;1825;1,2;18,6
"2799";"750300071";"75011";19;1825;1;19,6
"2800";"750300071";"75012";19;1825;1;20,6
"2801";"750300071";"93160";19;1825;1;21,6
"2802";"750300071";"94200";18;1825;1;22,6
"2803";"750300071";"75010";17;1825;0,9;23,5
"2804";"750300071";"75005";16;1825;0,9;24,4
"2805";"750300071";"93100";16;1825;0,9;25,3
"2806";"750300071";"93200";16;1825;0,9;26,2
"2807";"750300071";"92000";15;1825;0,8;27
"2808";"750300071";"92100";15;1825;0,8;27,8
"2809";"750300071";"92220";15;1825;0,8;28,6
"2810";"750300071";"92700";15;1825;0,8;29,4
"2811";"750300071";"93600";15;1825;0,8;30,2
"2812";"750300071";"93700";15;1825;0,8;31
"2813";"750300071";"92200";13;1825;0,7;31,7
"2814";"750300071";"92130";12;1825;0,7;32,4
"2815";"750300071";"93500";12;1825;0,7;33,1
"2816";"750300071";"77500";11;1825;0,6;33,7
"2817";"750300071";"92230";11;1825;0,6;34,3
"2818";"750300071";"92600";11;1825;0,6;34,9
"2819";"750300071";"93260";11;1825;0,6;35,5
"2820";"750300154";"75020";31;1030;3;3
"2821";"750300154";"75017";30;1030;2,9;5,9
"2822";"750300154";"75015";23;1030;2,2;8,1
"2823";"750300154";"75019";22;1030;2,1;10,2
"2824";"750300154";"75010";19;1030;1,8;12
"2825";"750300154";"75018";19;1030;1,8;13,8
"2826";"750300154";"75016";18;1030;1,7;15,5
"2827";"750300154";"93200";18;1030;1,7;17,2
"2828";"750300154";"75013";16;1030;1,6;18,8
"2829";"750300154";"93400";16;1030;1,6;20,4
"2830";"750300154";"75012";14;1030;1,4;21,8
"2831";"750300154";"95100";14;1030;1,4;23,2
"2832";"750300154";"93230";12;1030;1,2;24,4
"2833";"750300154";"93300";12;1030;1,2;25,6
"2834";"750300154";"75009";11;1030;1,1;26,7
"2835";"750300154";"75014";11;1030;1,1;27,8
"2836";"750300154";"92110";11;1030;1,1;28,9
"2837";"750300360";"75013";59;1057;5,6;5,6
"2838";"750300360";"75019";26;1057;2,5;8,1
"2839";"750300360";"94500";23;1057;2,2;10,3
"2840";"750300360";"75014";22;1057;2,1;12,4
"2841";"750300360";"94400";22;1057;2,1;14,5
"2842";"750300360";"75020";19;1057;1,8;16,3
"2843";"750300360";"94000";17;1057;1,6;17,9
"2844";"750300360";"94800";17;1057;1,6;19,5
"2845";"750300360";"75015";15;1057;1,4;20,9
"2846";"750300360";"94110";14;1057;1,3;22,2
"2847";"750300360";"94200";14;1057;1,3;23,5
"2848";"750300360";"94250";14;1057;1,3;24,8
"2849";"750300360";"93100";13;1057;1,2;26
"2850";"750300360";"75011";12;1057;1,1;27,1
"2851";"750300360";"91200";11;1057;1;28,1
"2852";"750300360";"92100";11;1057;1;29,1
"2853";"750300360";"94430";11;1057;1;30,1
"2854";"750300766";"75016";28;560;5;5
"2855";"750300766";"75019";24;560;4,3;9,3
"2856";"750300766";"75017";20;560;3,6;12,9
"2857";"750300766";"93260";16;560;2,9;15,8
"2858";"750300766";"93230";14;560;2,5;18,3
"2859";"750300766";"94160";12;560;2,1;20,4
"2860";"750300881";"92000";27;933;2,9;2,9
"2861";"750300881";"10000";24;933;2,6;5,5
"2862";"750300881";"51300";21;933;2,3;7,8
"2863";"750300881";"52100";17;933;1,8;9,6
"2864";"750300881";"10120";16;933;1,7;11,3
"2865";"750300881";"75019";14;933;1,5;12,8
"2866";"750300881";"10800";13;933;1,4;14,2
"2867";"750300881";"75016";13;933;1,4;15,6
"2868";"750300881";"92300";13;933;1,4;17
"2869";"750300881";"75017";12;933;1,3;18,3
"2870";"750300881";"10440";11;933;1,2;19,5
"2871";"750300881";"75020";11;933;1,2;20,7
"2872";"750300881";"92100";11;933;1,2;21,9
"2873";"750300881";"92400";11;933;1,2;23,1
"2874";"750300915";"75017";28;825;3,4;3,4
"2875";"750300915";"75019";20;825;2,4;5,8
"2876";"750300915";"75018";16;825;1,9;7,7
"2877";"750300915";"75015";15;825;1,8;9,5
"2878";"750300915";"75016";15;825;1,8;11,3
"2879";"750300915";"92100";13;825;1,6;12,9
"2880";"750300915";"75020";12;825;1,5;14,4
"2881";"750300915";"92600";12;825;1,5;15,9
"2882";"750300915";"93600";12;825;1,5;17,4
"2883";"750300915";"92110";11;825;1,3;18,7
"2884";"750300915";"95100";11;825;1,3;20
"2885";"750301145";"75019";31;991;3,1;3,1
"2886";"750301145";"75020";30;991;3;6,1
"2887";"750301145";"75011";22;991;2,2;8,3
"2888";"750301145";"93100";17;991;1,7;10
"2889";"750301145";"93300";17;991;1,7;11,7
"2890";"750301145";"92600";16;991;1,6;13,3
"2891";"750301145";"75013";15;991;1,5;14,8
"2892";"750301145";"75012";13;991;1,3;16,1
"2893";"750301145";"75018";13;991;1,3;17,4
"2894";"750301145";"93200";12;991;1,2;18,6
"2895";"750301145";"94000";12;991;1,2;19,8
"2896";"750301145";"95100";12;991;1,2;21
"2897";"750301145";"95C04";12;991;1,2;22,2
"2898";"750301145";"93110";11;991;1,1;23,3
"2899";"750301145";"94190";11;991;1,1;24,4
"2900";"750301145";"94450";11;991;1,1;25,5
"2901";"750803447";"75015";53;748;7,1;7,1
"2902";"750803447";"75016";29;748;3,9;11
"2903";"750803447";"75014";23;748;3,1;14,1
"2904";"750803447";"92130";14;748;1,9;16
