"";"finessGeoDP";"codeGeo";"nb";"TOT";"PCT";"PCT_CUM"
"1791";"590780268";"59840";11;477;2,3;35
"1792";"590780284";"59C05";76;640;11,9;11,9
"1793";"590780284";"59190";40;640;6,2;18,1
"1794";"590780284";"59280";35;640;5,5;23,6
"1795";"590780284";"59320";23;640;3,6;27,2
"1796";"590780284";"59840";19;640;3;30,2
"1797";"590780284";"59270";18;640;2,8;33
"1798";"590780284";"59930";13;640;2;35
"1799";"590780284";"59116";12;640;1,9;36,9
"1800";"590780284";"59130";12;640;1,9;38,8
"1801";"590780284";"59560";12;640;1,9;40,7
"1802";"590780284";"59660";12;640;1,9;42,6
"1803";"590780284";"59890";11;640;1,7;44,3
"1804";"590780284";"62840";11;640;1,7;46
"1805";"590780383";"59200";218;1766;12,3;12,3
"1806";"590780383";"59100";141;1766;8;20,3
"1807";"590780383";"59C05";138;1766;7,8;28,1
"1808";"590780383";"59150";83;1766;4,7;32,8
"1809";"590780383";"59250";53;1766;3;35,8
"1810";"590780383";"59491";51;1766;2,9;38,7
"1811";"590780383";"59700";36;1766;2;40,7
"1812";"590780383";"59223";34;1766;1,9;42,6
"1813";"590780383";"59390";31;1766;1,8;44,4
"1814";"590780383";"59560";29;1766;1,6;46
"1815";"590780383";"59290";28;1766;1,6;47,6
"1816";"590780383";"59120";26;1766;1,5;49,1
"1817";"590780383";"59170";26;1766;1,5;50,6
"1818";"590780383";"59320";26;1766;1,5;52,1
"1819";"590780383";"59790";26;1766;1,5;53,6
"1820";"590780383";"59280";25;1766;1,4;55
"1821";"590780383";"59155";22;1766;1,2;56,2
"1822";"590780383";"59110";20;1766;1,1;57,3
"1823";"590780383";"59960";19;1766;1,1;58,4
"1824";"590780383";"59370";18;1766;1;59,4
"1825";"590780383";"59510";18;1766;1;60,4
"1826";"590780383";"59420";15;1766;0,8;61,2
"1827";"590780383";"59520";15;1766;0,8;62
"1828";"590780383";"62840";15;1766;0,8;62,8
"1829";"590780383";"59115";14;1766;0,8;63,6
"1830";"590780383";"59780";14;1766;0,8;64,4
"1831";"590780383";"59113";13;1766;0,7;65,1
"1832";"590780383";"59139";13;1766;0,7;65,8
"1833";"590780383";"59480";13;1766;0,7;66,5
"1834";"590780383";"59117";12;1766;0,7;67,2
"1835";"590780383";"59270";12;1766;0,7;67,9
"1836";"590780383";"59890";12;1766;0,7;68,6
"1837";"590780383";"62220";12;1766;0,7;69,3
"1838";"590780383";"59810";11;1766;0,6;69,9
"1839";"590780383";"62138";11;1766;0,6;70,5
"1840";"590782553";"59491";19;134;14,2;14,2
"1841";"590782553";"59100";16;134;11,9;26,1
"1842";"590788964";"59600";11;45;24,4;24,4
"1843";"590801106";"59100";52;176;29,5;29,5
"1844";"590801106";"59200";22;176;12,5;42
"1845";"590801106";"59150";20;176;11,4;53,4
"1846";"590801106";"59390";11;176;6,2;59,6
"1847";"590811279";"59C05";126;1377;9,2;9,2
"1848";"590811279";"59200";41;1377;3;12,2
"1849";"590811279";"59320";35;1377;2,5;14,7
"1850";"590811279";"59100";31;1377;2,3;17
"1851";"590811279";"59491";29;1377;2,1;19,1
"1852";"590811279";"59C04";29;1377;2,1;21,2
"1853";"590811279";"59130";27;1377;2;23,2
"1854";"590811279";"59120";24;1377;1,7;24,9
"1855";"590811279";"62100";19;1377;1,4;26,3
"1856";"590811279";"59150";18;1377;1,3;27,6
"1857";"590811279";"59280";15;1377;1,1;28,7
"1858";"590811279";"59139";14;1377;1;29,7
"1859";"590811279";"59500";13;1377;0,9;30,6
"1860";"590811279";"59790";13;1377;0,9;31,5
"1861";"590811279";"62220";13;1377;0,9;32,4
"1862";"590811279";"59113";12;1377;0,9;33,3
"1863";"590811279";"59310";12;1377;0,9;34,2
"1864";"590811279";"59700";12;1377;0,9;35,1
"1865";"590811279";"62138";12;1377;0,9;36
"1866";"590811279";"62300";12;1377;0,9;36,9
"1867";"590811279";"02100";11;1377;0,8;37,7
"1868";"590811279";"59110";11;1377;0,8;38,5
"1869";"590811279";"59112";11;1377;0,8;39,3
"1870";"590811279";"62160";11;1377;0,8;40,1
"1871";"590813507";"59600";61;248;24,6;24,6
"1872";"590813507";"59330";32;248;12,9;37,5
"1873";"590813507";"59680";21;248;8,5;46
"1874";"590813507";"59620";15;248;6;52
"1875";"590813507";"59460";14;248;5,6;57,6
"1876";"590813507";"59750";13;248;5,2;62,8
"1877";"590815056";"59C04";223;919;24,3;24,3
"1878";"590815056";"62100";92;919;10;34,3
"1879";"590815056";"59C06";71;919;7,7;42
"1880";"590815056";"59210";67;919;7,3;49,3
"1881";"590815056";"59760";64;919;7;56,3
"1882";"590815056";"59470";38;919;4,1;60,4
"1883";"590815056";"62370";37;919;4;64,4
"1884";"590815056";"59820";34;919;3,7;68,1
"1885";"590815056";"59180";29;919;3,2;71,3
"1886";"590815056";"59630";27;919;2,9;74,2
"1887";"590815056";"62730";27;919;2,9;77,1
"1888";"590815056";"59122";22;919;2,4;79,5
"1889";"590816310";"59500";55;363;15,2;15,2
"1890";"590816310";"59553";20;363;5,5;20,7
"1891";"590816310";"59450";17;363;4,7;25,4
"1892";"590816310";"59167";16;363;4,4;29,8
"1893";"590816310";"62117";13;363;3,6;33,4
"1894";"590816310";"59119";11;363;3;36,4
"1895";"590817458";"59200";87;355;24,5;24,5
"1896";"590817458";"59100";58;355;16,3;40,8
"1897";"590817458";"59150";46;355;13;53,8
"1898";"590817458";"59250";14;355;3,9;57,7
"1899";"590817458";"59C05";12;355;3,4;61,1
"1900";"600000467";"60100";26;267;9,7;9,7
"1901";"600000467";"60180";17;267;6,4;16,1
"1902";"600000467";"60870";12;267;4,5;20,6
"1903";"600010862";"60100";13;153;8,5;8,5
"1904";"600010862";"60180";12;153;7,8;16,3
"1905";"600100754";"60200";108;1544;7;7
"1906";"600100754";"02600";62;1544;4;11
"1907";"600100754";"60700";57;1544;3,7;14,7
"1908";"600100754";"60400";54;1544;3,5;18,2
"1909";"600100754";"60600";53;1544;3,4;21,6
"1910";"600100754";"02200";52;1544;3,4;25
"1911";"600100754";"60190";50;1544;3,2;28,2
"1912";"600100754";"60350";48;1544;3,1;31,3
"1913";"600100754";"60100";43;1544;2,8;34,1
"1914";"600100754";"60800";39;1544;2,5;36,6
"1915";"600100754";"60180";37;1544;2,4;39
"1916";"600100754";"60280";35;1544;2,3;41,3
"1917";"600100754";"60410";35;1544;2,3;43,6
"1918";"600100754";"60140";34;1544;2,2;45,8
"1919";"600100754";"60290";34;1544;2,2;48
"1920";"600100754";"60320";33;1544;2,1;50,1
"1921";"600100754";"60490";32;1544;2,1;52,2
"1922";"600100754";"60870";29;1544;1,9;54,1
"1923";"600100754";"60150";28;1544;1,8;55,9
"1924";"600100754";"60130";27;1544;1,7;57,6
"1925";"600100754";"60160";26;1544;1,7;59,3
"1926";"600100754";"60170";26;1544;1,7;61
"1927";"600100754";"02290";24;1544;1,6;62,6
"1928";"600100754";"60420";23;1544;1,5;64,1
"1929";"600100754";"60620";20;1544;1,3;65,4
"1930";"600100754";"60440";19;1544;1,2;66,6
"1931";"600100754";"60880";19;1544;1,2;67,8
"1932";"600100754";"60250";17;1544;1,1;68,9
"1933";"600100754";"60310";17;1544;1,1;70
"1934";"600100754";"60840";17;1544;1,1;71,1
"1935";"600100754";"60610";14;1544;0,9;72
"1936";"600100754";"60117";12;1544;0,8;72,8
"1937";"600100754";"60550";12;1544;0,8;73,6
"1938";"600100754";"60710";12;1544;0,8;74,4
"1939";"600100754";"60330";11;1544;0,7;75,1
"1940";"600100754";"60500";11;1544;0,7;75,8
"1941";"600100754";"60740";11;1544;0,7;76,5
"1942";"600100754";"80500";11;1544;0,7;77,2
"1943";"600110175";"60000";126;502;25,1;25,1
"1944";"600110175";"60510";29;502;5,8;30,9
"1945";"600110175";"60130";21;502;4,2;35,1
"1946";"600110175";"60650";18;502;3,6;38,7
"1947";"600110175";"60430";17;502;3,4;42,1
"1948";"600110175";"60480";17;502;3,4;45,5
"1949";"600110175";"60250";16;502;3,2;48,7
"1950";"600110175";"60120";15;502;3;51,7
"1951";"600110175";"60390";15;502;3;54,7
"1952";"600110175";"60112";14;502;2,8;57,5
"1953";"600110175";"60C05";13;502;2,6;60,1
"1954";"600110175";"60210";12;502;2,4;62,5
"1955";"600110175";"60370";11;502;2,2;64,7
"1956";"600110175";"60730";11;502;2,2;66,9
"1957";"600113476";"60200";61;535;11,4;11,4
"1958";"600113476";"60400";58;535;10,8;22,2
"1959";"600113476";"60150";36;535;6,7;28,9
"1960";"600113476";"60170";27;535;5;33,9
"1961";"600113476";"60190";26;535;4,9;38,8
"1962";"600113476";"60280";20;535;3,7;42,5
"1963";"600113476";"60310";19;535;3,6;46,1
"1964";"600113476";"60350";19;535;3,6;49,7
"1965";"600113476";"60700";17;535;3,2;52,9
"1966";"600113476";"60410";13;535;2,4;55,3
"1967";"600113476";"60490";13;535;2,4;57,7
"1968";"600113476";"60420";12;535;2,2;59,9
"1969";"600113476";"60800";12;535;2,2;62,1
"1970";"610000051";"61000";20;98;20,4;20,4
"1971";"610000069";"61200";43;269;16;16
"1972";"610000069";"61C05";19;269;7,1;23,1
"1973";"610000069";"61570";13;269;4,8;27,9
"1974";"610000069";"61000";12;269;4,5;32,4
"1975";"610000069";"61120";12;269;4,5;36,9
"1976";"610000069";"61300";12;269;4,5;41,4
"1977";"610000069";"61500";12;269;4,5;45,9
"1978";"610000119";"61C03";61;206;29,6;29,6
"1979";"610000119";"61700";15;206;7,3;36,9
"1980";"610000119";"14110";13;206;6,3;43,2
"1981";"610000119";"61C04";13;206;6,3;49,5
"1982";"610000119";"61440";12;206;5,8;55,3
"1983";"620000034";"62000";15;97;15,5;15,5
"1984";"620000034";"62217";11;97;11,3;26,8
"1985";"620000224";"62400";13;170;7,6;7,6
"1986";"620000323";"62100";25;59;42,4;42,4
"1987";"620000349";"62500";24;120;20;20
"1988";"620000349";"62120";13;120;10,8;30,8
"1989";"620000653";"62200";77;341;22,6;22,6
"1990";"620000653";"62230";25;341;7,3;29,9
"1991";"620000653";"62360";24;341;7;36,9
"1992";"620000653";"62100";19;341;5,6;42,5
"1993";"620000653";"62240";18;341;5,3;47,8
"1994";"620000653";"62480";18;341;5,3;53,1
"1995";"620000653";"62280";16;341;4,7;57,8
"1996";"620003202";"62140";30;254;11,8;11,8
"1997";"620003202";"62600";27;254;10,6;22,4
"1998";"620003202";"62170";21;254;8,3;30,7
"1999";"620003202";"80120";18;254;7,1;37,8
"2000";"620003202";"62180";17;254;6,7;44,5
"2001";"620003202";"62630";17;254;6,7;51,2
"2002";"620003376";"62300";36;531;6,8;6,8
"2003";"620003376";"62800";36;531;6,8;13,6
"2004";"620003376";"62110";33;531;6,2;19,8
"2005";"620003376";"62880";32;531;6;25,8
"2006";"620003376";"62440";24;531;4,5;30,3
"2007";"620003376";"62320";23;531;4,3;34,6
"2008";"620003376";"62220";21;531;4;38,6
"2009";"620003376";"62710";19;531;3,6;42,2
"2010";"620003376";"62970";19;531;3,6;45,8
"2011";"620003376";"62138";17;531;3,2;49
"2012";"620003376";"62210";16;531;3;52
"2013";"620003376";"62590";16;531;3;55
"2014";"620003376";"62640";16;531;3;58
"2015";"620003376";"62680";16;531;3;61
"2016";"620003376";"62410";15;531;2,8;63,8
"2017";"620003376";"62160";11;531;2,1;65,9
"2018";"620003376";"62420";11;531;2,1;68
"2019";"620006049";"62120";33;289;11,4;11,4
"2020";"620006049";"62380";27;289;9,3;20,7
"2021";"620006049";"62500";25;289;8,7;29,4
"2022";"620006049";"62510";16;289;5,5;34,9
"2023";"620006049";"62129";15;289;5,2;40,1
"2024";"620006049";"59173";12;289;4,2;44,3
"2025";"620006049";"62370";12;289;4,2;48,5
"2026";"620006049";"62910";12;289;4,2;52,7
"2027";"620100099";"62000";48;293;16,4;16,4
"2028";"620100099";"62217";19;293;6,5;22,9
"2029";"620100099";"62223";15;293;5,1;28
"2030";"620100099";"62580";11;293;3,8;31,8
"2031";"620100750";"62400";88;1120;7,9;7,9
"2032";"620100750";"62700";77;1120;6,9;14,8
"2033";"620100750";"62190";50;1120;4,5;19,3
"2034";"620100750";"62138";48;1120;4,3;23,6
"2035";"620100750";"62260";45;1120;4;27,6
"2036";"620100750";"62160";44;1120;3,9;31,5
"2037";"620100750";"62232";36;1120;3,2;34,7
"2038";"620100750";"62290";35;1120;3,1;37,8
"2039";"620100750";"62150";33;1120;2,9;40,7
"2040";"620100750";"62620";33;1120;2,9;43,6
"2041";"620100750";"62300";28;1120;2,5;46,1
"2042";"620100750";"62540";27;1120;2,4;48,5
"2043";"620100750";"62470";26;1120;2,3;50,8
"2044";"620100750";"62800";24;1120;2,1;52,9
"2045";"620100750";"62980";24;1120;2,1;55
"2046";"620100750";"62670";21;1120;1,9;56,9
"2047";"620100750";"62330";19;1120;1,7;58,6
"2048";"620100750";"62114";18;1120;1,6;60,2
"2049";"620100750";"62120";18;1120;1,6;61,8
"2050";"620100750";"62460";18;1120;1,6;63,4
"2051";"620100750";"62920";18;1120;1,6;65
"2052";"620100750";"62113";16;1120;1,4;66,4
"2053";"620100750";"62410";16;1120;1,4;67,8
"2054";"620100750";"62550";16;1120;1,4;69,2
"2055";"620100750";"62350";15;1120;1,3;70,5
"2056";"620100750";"62940";15;1120;1,3;71,8
"2057";"620100750";"62122";12;1120;1,1;72,9
"2058";"620100750";"62131";12;1120;1,1;74
"2059";"620100750";"62130";11;1120;1;75
"2060";"620100750";"62210";11;1120;1;76
"2061";"620100750";"62217";11;1120;1;77
"2062";"620101311";"62100";56;171;32,7;32,7
"2063";"620101311";"62730";18;171;10,5;43,2
"2064";"620101501";"62300";43;437;9,8;9,8
"2065";"620101501";"62210";31;437;7,1;16,9
"2066";"620101501";"62800";22;437;5;21,9
"2067";"620101501";"62110";20;437;4,6;26,5
"2068";"620101501";"62160";18;437;4,1;30,6
"2069";"620101501";"62320";17;437;3,9;34,5
"2070";"620101501";"62680";15;437;3,4;37,9
"2071";"620101501";"62440";14;437;3,2;41,1
"2072";"620101501";"62880";14;437;3,2;44,3
"2073";"620101501";"62221";13;437;3;47,3
"2074";"620101501";"62710";13;437;3;50,3
"2075";"620101501";"62410";12;437;2,7;53
"2076";"620101501";"62640";12;437;2,7;55,7
"2077";"620101501";"62590";11;437;2,5;58,2
"2078";"620118513";"62200";37;258;14,3;14,3
"2079";"620118513";"62100";23;258;8,9;23,2
"2080";"620118513";"62230";18;258;7;30,2
"2081";"620118513";"62240";14;258;5,4;35,6
"2082";"620118513";"62280";14;258;5,4;41
"2083";"620118513";"62830";13;258;5;46
"2084";"630780211";"63000";13;152;8,6;8,6
"2085";"630780369";"63000";55;302;18,2;18,2
"2086";"630780369";"63500";12;302;4;22,2
"2087";"630780369";"63430";11;302;3,6;25,8
"2088";"630781268";"63000";34;307;11,1;11,1
"2089";"630781839";"63000";32;232;13,8;13,8
"2090";"640000162";"64100";56;427;13,1;13,1
"2091";"640000162";"64600";44;427;10,3;23,4
"2092";"640000162";"64240";26;427;6,1;29,5
"2093";"640000162";"64C03";24;427;5,6;35,1
"2094";"640000162";"64200";20;427;4,7;39,8
"2095";"640000162";"64990";20;427;4,7;44,5
"2096";"640000162";"40220";19;427;4,4;48,9
"2097";"640000162";"40230";16;427;3,7;52,6
"2098";"640000162";"64310";13;427;3;55,6
"2099";"640000162";"64500";13;427;3;58,6
"2100";"640000162";"64340";12;427;2,8;61,4
"2101";"640000162";"40300";11;427;2,6;64
"2102";"640000162";"64210";11;427;2,6;66,6
"2103";"640000600";"64000";25;168;14,9;14,9
"2104";"640000600";"64140";13;168;7,7;22,6
"2105";"640000600";"64230";13;168;7,7;30,3
"2106";"640018206";"64100";59;488;12,1;12,1
"2107";"640018206";"40230";42;488;8,6;20,7
"2108";"640018206";"64600";25;488;5,1;25,8
"2109";"640018206";"40300";23;488;4,7;30,5
"2110";"640018206";"64990";20;488;4,1;34,6
"2111";"640018206";"40180";19;488;3,9;38,5
"2112";"640018206";"64340";17;488;3,5;42
"2113";"640018206";"40100";15;488;3,1;45,1
"2114";"640018206";"40220";15;488;3,1;48,2
"2115";"640018206";"40390";15;488;3,1;51,3
"2116";"640018206";"64200";15;488;3,1;54,4
"2117";"640018206";"40990";13;488;2,7;57,1
"2118";"640018206";"40140";12;488;2,5;59,6
"2119";"640018206";"64250";12;488;2,5;62,1
"2120";"640018206";"40170";11;488;2,3;64,4
"2121";"640018206";"64480";11;488;2,3;66,7
"2122";"640780748";"64C03";15;46;32,6;32,6
"2123";"640780748";"64310";11;46;23,9;56,5
"2124";"640780946";"64000";97;842;11,5;11,5
"2125";"640780946";"64140";67;842;8;19,5
"2126";"640780946";"64230";53;842;6,3;25,8
"2127";"640780946";"64800";34;842;4;29,8
"2128";"640780946";"64C02";29;842;3,4;33,2
"2129";"640780946";"64160";27;842;3,2;36,4
"2130";"640780946";"65000";24;842;2,9;39,3
"2131";"640780946";"64150";23;842;2,7;42
"2132";"640780946";"64110";22;842;2,6;44,6
"2133";"640780946";"64300";20;842;2,4;47
"2134";"640780946";"64170";18;842;2,1;49,1
"2135";"640780946";"64510";18;842;2,1;51,2
"2136";"640780946";"64410";17;842;2;53,2
"2137";"640780946";"64370";16;842;1,9;55,1
"2138";"640780946";"64420";16;842;1,9;57
"2139";"640780946";"65100";16;842;1,9;58,9
"2140";"640780946";"64360";15;842;1,8;60,7
"2141";"640780946";"40800";14;842;1,7;62,4
"2142";"640780946";"64320";14;842;1,7;64,1
"2143";"640780946";"64290";13;842;1,5;65,6
"2144";"640780946";"65C05";13;842;1,5;67,1
"2145";"640780946";"64350";12;842;1,4;68,5
"2146";"640780946";"64130";11;842;1,3;69,8
"2147";"640780946";"64190";11;842;1,3;71,1
"2148";"640780946";"64260";11;842;1,3;72,4
"2149";"650000417";"65000";26;113;23;23
"2150";"660000084";"66000";36;207;17,4;17,4
"2151";"660000084";"66600";17;207;8,2;25,6
"2152";"660000084";"66200";11;207;5,3;30,9
"2153";"660006305";"66000";67;291;23;23
"2154";"660006305";"66600";24;291;8,2;31,2
"2155";"660006305";"66300";22;291;7,6;38,8
"2156";"660006305";"66200";11;291;3,8;42,6
"2157";"660780669";"66000";162;657;24,7;24,7
"2158";"660780669";"66200";42;657;6,4;31,1
"2159";"660780669";"66380";32;657;4,9;36
"2160";"660780669";"66600";22;657;3,3;39,3
"2161";"660780669";"66140";21;657;3,2;42,5
"2162";"660780669";"66300";21;657;3,2;45,7
"2163";"660780669";"66700";20;657;3;48,7
"2164";"660780669";"66690";17;657;2,6;51,3
"2165";"660780669";"66430";16;657;2,4;53,7
"2166";"660780669";"66250";15;657;2,3;56
"2167";"660780669";"66270";14;657;2,1;58,1
"2168";"660780669";"66400";14;657;2,1;60,2
"2169";"660780669";"66170";13;657;2;62,2
"2170";"660780669";"66240";12;657;1,8;64
"2171";"660780669";"66330";12;657;1,8;65,8
"2172";"660780669";"66530";12;657;1,8;67,6
"2173";"660780669";"66740";11;657;1,7;69,3
"2174";"660780669";"66750";11;657;1,7;71
"2175";"660780784";"66000";153;611;25;25
"2176";"660780784";"66300";38;611;6,2;31,2
"2177";"660780784";"66200";34;611;5,6;36,8
"2178";"660780784";"66600";26;611;4,3;41,1
"2179";"660780784";"66250";18;611;2,9;44
"2180";"660780784";"66380";16;611;2,6;46,6
"2181";"660780784";"66330";15;611;2,5;49,1
"2182";"660780784";"66130";14;611;2,3;51,4
"2183";"660780784";"66270";14;611;2,3;53,7
"2184";"660780784";"66240";13;611;2,1;55,8
"2185";"660780784";"66670";13;611;2,1;57,9
"2186";"660780784";"66140";12;611;2;59,9
"2187";"660780784";"66370";12;611;2;61,9
"2188";"660780784";"66500";12;611;2;63,9
"2189";"660780784";"66690";11;611;1,8;65,7
"2190";"660790387";"66000";26;62;41,9;41,9
"2191";"670000025";"67000";196;976;20,1;20,1
"2192";"670000025";"67300";32;976;3,3;23,4
"2193";"670000025";"67400";28;976;2,9;26,3
"2194";"670000025";"67380";26;976;2,7;29
"2195";"670000025";"67800";25;976;2,6;31,6
"2196";"670000025";"67120";22;976;2,3;33,9
"2197";"670000025";"67150";21;976;2,2;36,1
"2198";"670000025";"67210";21;976;2,2;38,3
"2199";"670000025";"67C03";18;976;1,8;40,1
"2200";"670000025";"88100";18;976;1,8;41,9
"2201";"670000025";"67240";15;976;1,5;43,4
"2202";"670000025";"67C02";15;976;1,5;44,9
"2203";"670000025";"67230";14;976;1,4;46,3
"2204";"670000025";"67500";13;976;1,3;47,6
"2205";"670000025";"67310";11;976;1,1;48,7
"2206";"670000025";"67700";11;976;1,1;49,8
"2207";"670000165";"67700";33;262;12,6;12,6
"2208";"670000165";"57400";24;262;9,2;21,8
"2209";"670000165";"57370";22;262;8,4;30,2
"2210";"670000165";"67330";14;262;5,3;35,5
"2211";"670000165";"67320";13;262;5;40,5
"2212";"670000165";"67260";12;262;4,6;45,1
"2213";"670000165";"67290";11;262;4,2;49,3
"2214";"670018068";"67000";405;1398;29;29
"2215";"670018068";"67300";43;1398;3,1;32,1
"2216";"670018068";"67120";40;1398;2,9;35
"2217";"670018068";"67380";40;1398;2,9;37,9
"2218";"670018068";"67500";37;1398;2,6;40,5
"2219";"670018068";"67800";36;1398;2,6;43,1
"2220";"670018068";"67230";34;1398;2,4;45,5
"2221";"670018068";"67400";33;1398;2,4;47,9
"2222";"670018068";"67540";32;1398;2,3;50,2
"2223";"670018068";"67600";28;1398;2;52,2
"2224";"670018068";"67C03";28;1398;2;54,2
"2225";"670018068";"67150";27;1398;1,9;56,1
"2226";"670018068";"67210";25;1398;1,8;57,9
"2227";"670018068";"67190";24;1398;1,7;59,6
"2228";"670018068";"67140";21;1398;1,5;61,1
"2229";"670018068";"67310";20;1398;1,4;62,5
"2230";"670018068";"67C01";18;1398;1,3;63,8
"2231";"670018068";"67117";17;1398;1,2;65
"2232";"670018068";"67C02";17;1398;1,2;66,2
"2233";"670018068";"67240";16;1398;1,1;67,3
"2234";"670018068";"67270";16;1398;1,1;68,4
"2235";"670018068";"67640";15;1398;1,1;69,5
"2236";"670018068";"67110";13;1398;0,9;70,4
"2237";"670018068";"67520";13;1398;0,9;71,3
"2238";"670018068";"67114";12;1398;0,9;72,2
"2239";"670018068";"67118";12;1398;0,9;73,1
"2240";"670018068";"67201";11;1398;0,8;73,9
"2241";"670018068";"67760";11;1398;0,8;74,7
"2242";"670018068";"67860";11;1398;0,8;75,5
"2243";"670780170";"67000";212;776;27,3;27,3
"2244";"670780170";"67300";26;776;3,4;30,7
"2245";"670780170";"67800";23;776;3;33,7
"2246";"670780170";"67230";22;776;2,8;36,5
"2247";"670780170";"67120";21;776;2,7;39,2
"2248";"670780170";"67400";18;776;2,3;41,5
"2249";"670780170";"67C03";16;776;2,1;43,6
"2250";"670780170";"67150";15;776;1,9;45,5
"2251";"670780170";"67380";15;776;1,9;47,4
"2252";"670780170";"67500";15;776;1,9;49,3
"2253";"670780170";"67540";15;776;1,9;51,2
"2254";"670780170";"67C02";13;776;1,7;52,9
"2255";"670780170";"57200";11;776;1,4;54,3
"2256";"670780170";"67110";11;776;1,4;55,7
"2257";"670780170";"67310";11;776;1,4;57,1
"2258";"670780212";"67000";146;526;27,8;27,8
"2259";"670780212";"67300";38;526;7,2;35
"2260";"670780212";"67800";36;526;6,8;41,8
"2261";"670780212";"67400";16;526;3;44,8
"2262";"670780212";"67116";11;526;2,1;46,9
"2263";"670780212";"67120";11;526;2,1;49
"2264";"670780212";"67450";11;526;2,1;51,1
"2265";"670780212";"67500";11;526;2,1;53,2
"2266";"670780212";"67C02";11;526;2,1;55,3
"2267";"670780378";"67500";35;230;15,2;15,2
"2268";"670780378";"67240";27;230;11,7;26,9
"2269";"670780378";"67110";17;230;7,4;34,3
"2270";"670780378";"67360";16;230;7;41,3
"2271";"670780378";"67C03";14;230;6,1;47,4
"2272";"670780386";"67500";14;112;12,5;12,5
"2273";"670783273";"67000";28;174;16,1;16,1
"2274";"680000494";"68100";303;1675;18,1;18,1
"2275";"680000494";"68270";58;1675;3,5;21,6
"2276";"680000494";"68500";54;1675;3,2;24,8
"2277";"680000494";"68120";51;1675;3;27,8
"2278";"680000494";"68310";51;1675;3;30,8
"2279";"680000494";"68300";50;1675;3;33,8
"2280";"680000494";"68170";46;1675;2,7;36,5
"2281";"680000494";"68260";46;1675;2,7;39,2
"2282";"680000494";"68700";44;1675;2,6;41,8
"2283";"680000494";"68110";42;1675;2,5;44,3
"2284";"680000494";"68130";35;1675;2,1;46,4
"2285";"680000494";"68440";28;1675;1,7;48,1
"2286";"680000494";"68800";27;1675;1,6;49,7
"2287";"680000494";"68490";26;1675;1,6;51,3
"2288";"680000494";"68720";25;1675;1,5;52,8
"2289";"680000494";"68480";24;1675;1,4;54,2
"2290";"680000494";"25200";22;1675;1,3;55,5
"2291";"680000494";"68190";22;1675;1,3;56,8
"2292";"680000494";"68400";22;1675;1,3;58,1
"2293";"680000494";"68210";20;1675;1,2;59,3
"2294";"680000494";"68460";20;1675;1,2;60,5
"2295";"680000494";"90000";20;1675;1,2;61,7
"2296";"680000494";"68220";19;1675;1,1;62,8
"2297";"680000494";"68390";19;1675;1,1;63,9
"2298";"680000494";"68510";19;1675;1,1;65
"2299";"680000494";"68740";19;1675;1,1;66,1
"2300";"680000494";"68330";18;1675;1,1;67,2
"2301";"680000494";"68680";18;1675;1,1;68,3
"2302";"680000494";"68C04";18;1675;1,1;69,4
"2303";"680000494";"68290";17;1675;1;70,4
"2304";"680000494";"68730";16;1675;1;71,4
"2305";"680000494";"68350";15;1675;0,9;72,3
"2306";"680000494";"68850";15;1675;0,9;73,2
"2307";"680000494";"90500";14;1675;0,8;74
"2308";"680000494";"25400";13;1675;0,8;74,8
"2309";"680000494";"68128";13;1675;0,8;75,6
"2310";"680000494";"68780";13;1675;0,8;76,4
"2311";"680000494";"70400";12;1675;0,7;77,1
"2312";"680000494";"68870";11;1675;0,7;77,8
"2313";"680000684";"68C04";141;774;18,2;18,2
"2314";"680000684";"67600";50;774;6,5;24,7
"2315";"680000684";"68320";30;774;3,9;28,6
"2316";"680000684";"68600";26;774;3,4;32
"2317";"680000684";"67390";24;774;3,1;35,1
"2318";"680000684";"68500";23;774;3;38,1
"2319";"680000684";"68100";19;774;2,5;40,6
"2320";"680000684";"68740";19;774;2,5;43,1
"2321";"680000684";"67220";16;774;2,1;45,2
"2322";"680000684";"68150";16;774;2,1;47,3
"2323";"680000684";"68190";15;774;1,9;49,2
"2324";"680000684";"67140";14;774;1,8;51
"2325";"680000684";"68360";14;774;1,8;52,8
"2326";"680000684";"68280";12;774;1,6;54,4
"2327";"680000684";"68420";12;774;1,6;56
"2328";"680000684";"68C03";12;774;1,6;57,6
"2329";"680000684";"68250";11;774;1,4;59
"2330";"680000684";"68700";11;774;1,4;60,4
"2331";"680001195";"68C04";14;64;21,9;21,9
"2332";"680004546";"68100";53;217;24,4;24,4
"2333";"680004546";"68700";13;217;6;30,4
"2334";"680004546";"68270";12;217;5,5;35,9
"2335";"680004546";"68130";11;217;5,1;41
"2336";"690000575";"69400";100;452;22,1;22,1
"2337";"690000575";"69220";36;452;8;30,1
"2338";"690000575";"01480";31;452;6,9;37
"2339";"690000575";"01600";20;452;4,4;41,4
"2340";"690000575";"69170";18;452;4;45,4
"2341";"690000575";"01140";16;452;3,5;48,9
"2342";"690000575";"69480";16;452;3,5;52,4
"2343";"690000575";"69870";15;452;3,3;55,7
"2344";"690000575";"01990";13;452;2,9;58,6
"2345";"690000575";"69620";13;452;2,9;61,5
"2346";"690000575";"69430";12;452;2,7;64,2
"2347";"690000575";"69460";12;452;2,7;66,9
"2348";"690022959";"69100";21;275;7,6;7,6
"2349";"690022959";"69200";14;275;5,1;12,7
"2350";"690022959";"69008";11;275;4;16,7
