"";"finessGeoDP";"annee";"vda";"baria_t";"redo";"n";"TOT";"PCT"
"2699";"310781505";2021;"COE";"ABL";1;7;7;100
"2700";"310781505";2021;"COE";"BPG";0;11;24;45,8
"2701";"310781505";2021;"COE";"BPG";1;13;24;54,2
"2702";"310781505";2021;"COE";"SLE";0;118;119;99,2
"2703";"310781505";2021;"COE";"SLE";1;1;119;0,8
"2704";"310781505";2022;"COE";"ABL";1;6;6;100
"2705";"310781505";2022;"COE";"BPG";0;5;14;35,7
"2706";"310781505";2022;"COE";"BPG";1;9;14;64,3
"2707";"310781505";2022;"COE";"SLE";0;114;117;97,4
"2708";"310781505";2022;"COE";"SLE";1;3;117;2,6
"2709";"310781505";2022;"LAP";"REV";1;1;1;100
"2710";"310781505";2023;"COE";"ABL";1;7;7;100
"2711";"310781505";2023;"COE";"ANN";0;1;1;100
"2712";"310781505";2023;"COE";"BPG";0;4;24;16,7
"2713";"310781505";2023;"COE";"BPG";1;20;24;83,3
"2714";"310781505";2023;"COE";"REV";1;1;1;100
"2715";"310781505";2023;"COE";"SLE";0;146;151;96,7
"2716";"310781505";2023;"COE";"SLE";1;5;151;3,3
"2717";"310781505";2023;"LAP";"ABL";1;1;1;100
"2718";"310781505";2023;"LAP";"REV";1;1;1;100
"2719";"310781505";2024;"COE";"ABL";1;7;7;100
"2720";"310781505";2024;"COE";"BPG";0;12;30;40
"2721";"310781505";2024;"COE";"BPG";1;18;30;60
"2722";"310781505";2024;"COE";"REV";1;1;1;100
"2723";"310781505";2024;"COE";"SLE";0;143;145;98,6
"2724";"310781505";2024;"COE";"SLE";1;2;145;1,4
"2725";"310781505";2024;"LAP";"BPG";0;1;1;100
"2726";"310781505";2024;"LAP";"REV";1;1;1;100
"2727";"310783055";2020;"COE";"ABL";1;1;1;100
"2728";"310783055";2020;"COE";"ANN";0;1;2;50
"2729";"310783055";2020;"COE";"ANN";1;1;2;50
"2730";"310783055";2020;"COE";"BPG";0;36;44;81,8
"2731";"310783055";2020;"COE";"BPG";1;8;44;18,2
"2732";"310783055";2020;"COE";"DBP";1;1;1;100
"2733";"310783055";2020;"COE";"REV";1;9;9;100
"2734";"310783055";2020;"COE";"SLE";0;60;60;100
"2735";"310783055";2020;"LAP";"BPG";0;1;3;33,3
"2736";"310783055";2020;"LAP";"BPG";1;2;3;66,7
"2737";"310783055";2020;"LAP";"DBP";0;1;1;100
"2738";"310783055";2020;"LAP";"REV";1;2;2;100
"2739";"310783055";2020;"LAP";"SLE";0;1;1;100
"2740";"310783055";2021;"COE";"ABL";1;6;6;100
"2741";"310783055";2021;"COE";"BPG";0;34;41;82,9
"2742";"310783055";2021;"COE";"BPG";1;7;41;17,1
"2743";"310783055";2021;"COE";"NDD";1;1;1;100
"2744";"310783055";2021;"COE";"REV";1;18;18;100
"2745";"310783055";2021;"COE";"SLE";0;70;71;98,6
"2746";"310783055";2021;"COE";"SLE";1;1;71;1,4
"2747";"310783055";2021;"LAP";"REV";1;2;2;100
"2748";"310783055";2021;"LAP";"SLE";0;1;1;100
"2749";"310783055";2022;"COE";"ABL";1;6;6;100
"2750";"310783055";2022;"COE";"BPG";0;17;21;81
"2751";"310783055";2022;"COE";"BPG";1;4;21;19
"2752";"310783055";2022;"COE";"DBP";1;1;1;100
"2753";"310783055";2022;"COE";"REV";1;18;18;100
"2754";"310783055";2022;"COE";"SLE";0;60;61;98,4
"2755";"310783055";2022;"COE";"SLE";1;1;61;1,6
"2756";"310783055";2022;"LAP";"REV";1;3;3;100
"2757";"310783055";2022;"ROB";"BPG";0;13;18;72,2
"2758";"310783055";2022;"ROB";"BPG";1;5;18;27,8
"2759";"310783055";2022;"ROB";"SLE";0;23;25;92
"2760";"310783055";2022;"ROB";"SLE";1;2;25;8
"2761";"310783055";2023;"COE";"ABL";1;3;3;100
"2762";"310783055";2023;"COE";"BPG";0;20;24;83,3
"2763";"310783055";2023;"COE";"BPG";1;4;24;16,7
"2764";"310783055";2023;"COE";"REV";1;25;25;100
"2765";"310783055";2023;"COE";"SLE";0;67;69;97,1
"2766";"310783055";2023;"COE";"SLE";1;2;69;2,9
"2767";"310783055";2023;"LAP";"REV";1;3;3;100
"2768";"310783055";2023;"ROB";"BPG";0;10;11;90,9
"2769";"310783055";2023;"ROB";"BPG";1;1;11;9,1
"2770";"310783055";2023;"ROB";"SLE";0;24;24;100
"2771";"310783055";2024;"COE";"ABL";1;4;4;100
"2772";"310783055";2024;"COE";"BPG";0;19;30;63,3
"2773";"310783055";2024;"COE";"BPG";1;11;30;36,7
"2774";"310783055";2024;"COE";"DBP";1;4;4;100
"2775";"310783055";2024;"COE";"REV";1;26;26;100
"2776";"310783055";2024;"COE";"SLE";0;36;37;97,3
"2777";"310783055";2024;"COE";"SLE";1;1;37;2,7
"2778";"310783055";2024;"LAP";"ABL";1;1;1;100
"2779";"310783055";2024;"LAP";"REV";1;1;1;100
"2780";"310783055";2024;"LAP";"SLE";0;1;1;100
"2781";"310783055";2024;"ROB";"BPG";0;9;10;90
"2782";"310783055";2024;"ROB";"BPG";1;1;10;10
"2783";"310783055";2024;"ROB";"SLE";0;19;19;100
"2784";"330000340";2020;"COE";"BPG";0;21;24;87,5
"2785";"330000340";2020;"COE";"BPG";1;3;24;12,5
"2786";"330000340";2020;"COE";"SLE";0;41;42;97,6
"2787";"330000340";2020;"COE";"SLE";1;1;42;2,4
"2788";"330000340";2020;"LAP";"REV";1;1;1;100
"2789";"330000340";2020;"LAP";"SLE";0;1;1;100
"2790";"330000340";2021;"COE";"ABL";1;1;1;100
"2791";"330000340";2021;"COE";"BPG";0;35;42;83,3
"2792";"330000340";2021;"COE";"BPG";1;7;42;16,7
"2793";"330000340";2021;"COE";"REV";1;1;1;100
"2794";"330000340";2021;"COE";"SLE";0;52;52;100
"2795";"330000340";2021;"LAP";"REV";1;1;1;100
"2796";"330000340";2022;"COE";"ABL";1;4;4;100
"2797";"330000340";2022;"COE";"BPG";0;29;39;74,4
"2798";"330000340";2022;"COE";"BPG";1;10;39;25,6
"2799";"330000340";2022;"COE";"NDD";1;1;1;100
"2800";"330000340";2022;"COE";"SLE";0;53;53;100
"2801";"330000340";2022;"LAP";"SLE";0;1;1;100
"2802";"330000340";2023;"COE";"ABL";1;2;2;100
"2803";"330000340";2023;"COE";"BPG";0;17;20;85
"2804";"330000340";2023;"COE";"BPG";1;3;20;15
"2805";"330000340";2023;"COE";"SLE";0;38;38;100
"2806";"330000340";2023;"LAP";"REV";1;1;1;100
"2807";"330000340";2024;"COE";"ABL";1;2;2;100
"2808";"330000340";2024;"COE";"BPG";0;8;11;72,7
"2809";"330000340";2024;"COE";"BPG";1;3;11;27,3
"2810";"330000340";2024;"COE";"SLE";0;32;32;100
"2811";"330000340";2024;"LAP";"BPG";1;1;1;100
"2812";"330000340";2024;"ROB";"BPG";0;3;3;100
"2813";"330000340";2024;"ROB";"SLE";0;10;10;100
"2814";"330780115";2020;"COE";"ABL";1;3;3;100
"2815";"330780115";2020;"COE";"BPG";0;2;7;28,6
"2816";"330780115";2020;"COE";"BPG";1;5;7;71,4
"2817";"330780115";2020;"COE";"REV";1;1;1;100
"2818";"330780115";2020;"COE";"SLE";0;25;27;92,6
"2819";"330780115";2020;"COE";"SLE";1;2;27;7,4
"2820";"330780115";2020;"LAP";"REV";1;1;1;100
"2821";"330780115";2021;"COE";"ABL";1;6;6;100
"2822";"330780115";2021;"COE";"ANN";0;1;1;100
"2823";"330780115";2021;"COE";"BPG";0;7;16;43,8
"2824";"330780115";2021;"COE";"BPG";1;9;16;56,2
"2825";"330780115";2021;"COE";"GVC";0;5;5;100
"2826";"330780115";2021;"COE";"SLE";0;58;61;95,1
"2827";"330780115";2021;"COE";"SLE";1;3;61;4,9
"2828";"330780115";2022;"COE";"ABL";1;4;4;100
"2829";"330780115";2022;"COE";"BPG";0;1;4;25
"2830";"330780115";2022;"COE";"BPG";1;3;4;75
"2831";"330780115";2022;"COE";"SLE";0;41;44;93,2
"2832";"330780115";2022;"COE";"SLE";1;3;44;6,8
"2833";"330780115";2023;"COE";"ABL";1;1;1;100
"2834";"330780115";2023;"COE";"BPG";0;2;4;50
"2835";"330780115";2023;"COE";"BPG";1;2;4;50
"2836";"330780115";2023;"COE";"SLE";0;43;45;95,6
"2837";"330780115";2023;"COE";"SLE";1;2;45;4,4
"2838";"330780115";2024;"COE";"ABL";1;1;1;100
"2839";"330780115";2024;"COE";"ANN";0;1;1;100
"2840";"330780115";2024;"COE";"BPG";0;1;6;16,7
"2841";"330780115";2024;"COE";"BPG";1;5;6;83,3
"2842";"330780115";2024;"COE";"SLE";0;39;41;95,1
"2843";"330780115";2024;"COE";"SLE";1;2;41;4,9
"2844";"330780115";2024;"ROB";"SLE";0;1;1;100
"2845";"330780263";2020;"COE";"ABL";1;9;9;100
"2846";"330780263";2020;"COE";"ANN";0;1;1;100
"2847";"330780263";2020;"COE";"BPG";0;7;13;53,8
"2848";"330780263";2020;"COE";"BPG";1;6;13;46,2
"2849";"330780263";2020;"COE";"SLE";0;94;98;95,9
"2850";"330780263";2020;"COE";"SLE";1;4;98;4,1
"2851";"330780263";2020;"LAP";"REV";1;14;14;100
"2852";"330780263";2021;"COE";"ABL";1;1;1;100
"2853";"330780263";2021;"COE";"ANN";1;1;1;100
"2854";"330780263";2021;"COE";"BPG";0;9;16;56,2
"2855";"330780263";2021;"COE";"BPG";1;7;16;43,8
"2856";"330780263";2021;"COE";"DBP";1;2;2;100
"2857";"330780263";2021;"COE";"REV";1;2;2;100
"2858";"330780263";2021;"COE";"SLE";0;88;88;100
"2859";"330780263";2021;"LAP";"REV";1;16;16;100
"2860";"330780263";2022;"COE";"ABL";1;4;4;100
"2861";"330780263";2022;"COE";"ANN";1;1;1;100
"2862";"330780263";2022;"COE";"BPG";0;13;20;65
"2863";"330780263";2022;"COE";"BPG";1;7;20;35
"2864";"330780263";2022;"COE";"REV";1;1;1;100
"2865";"330780263";2022;"COE";"SLE";0;93;96;96,9
"2866";"330780263";2022;"COE";"SLE";1;3;96;3,1
"2867";"330780263";2022;"LAP";"REV";1;13;13;100
"2868";"330780263";2023;"COE";"ABL";1;2;2;100
"2869";"330780263";2023;"COE";"BPG";0;5;8;62,5
"2870";"330780263";2023;"COE";"BPG";1;3;8;37,5
"2871";"330780263";2023;"COE";"SLE";0;74;77;96,1
"2872";"330780263";2023;"COE";"SLE";1;3;77;3,9
"2873";"330780263";2023;"LAP";"REV";1;20;20;100
"2874";"330780263";2024;"COE";"ABL";1;2;2;100
"2875";"330780263";2024;"COE";"BPG";0;10;11;90,9
"2876";"330780263";2024;"COE";"BPG";1;1;11;9,1
"2877";"330780263";2024;"COE";"REV";1;3;3;100
"2878";"330780263";2024;"COE";"SLE";0;71;73;97,3
"2879";"330780263";2024;"COE";"SLE";1;2;73;2,7
"2880";"330780263";2024;"LAP";"REV";1;15;15;100
"2881";"330780263";2024;"ROB";"SLE";0;1;1;100
"2882";"330780479";2020;"COE";"ABL";1;2;2;100
"2883";"330780479";2020;"COE";"BPG";0;4;6;66,7
"2884";"330780479";2020;"COE";"BPG";1;2;6;33,3
"2885";"330780479";2020;"COE";"REV";1;2;2;100
"2886";"330780479";2020;"COE";"SLE";0;11;11;100
"2887";"330780479";2020;"LAP";"REV";1;1;1;100
"2888";"330780479";2020;"ROB";"BPG";0;1;1;100
"2889";"330780479";2021;"COE";"ABL";1;3;3;100
"2890";"330780479";2021;"COE";"BPG";0;13;18;72,2
"2891";"330780479";2021;"COE";"BPG";1;5;18;27,8
"2892";"330780479";2021;"COE";"DBP";1;2;2;100
"2893";"330780479";2021;"COE";"SLE";0;39;41;95,1
"2894";"330780479";2021;"COE";"SLE";1;2;41;4,9
"2895";"330780479";2022;"COE";"ABL";1;1;1;100
"2896";"330780479";2022;"COE";"BPG";0;17;22;77,3
"2897";"330780479";2022;"COE";"BPG";1;5;22;22,7
"2898";"330780479";2022;"COE";"DBP";1;1;1;100
"2899";"330780479";2022;"COE";"SLE";0;49;49;100
"2900";"330780479";2022;"LAP";"DBP";0;1;1;100
"2901";"330780479";2022;"LAP";"REV";1;3;3;100
"2902";"330780479";2022;"ROB";"BPG";0;1;1;100
"2903";"330780479";2022;"ROB";"SLE";0;1;1;100
"2904";"330780479";2023;"COE";"ABL";1;1;1;100
"2905";"330780479";2023;"COE";"BPG";0;14;17;82,4
"2906";"330780479";2023;"COE";"BPG";1;3;17;17,6
"2907";"330780479";2023;"COE";"SLE";0;36;36;100
"2908";"330780479";2023;"LAP";"REV";1;6;6;100
"2909";"330780479";2023;"ROB";"BPG";0;1;1;100
"2910";"330780479";2023;"ROB";"SLE";0;2;2;100
"2911";"330780479";2024;"COE";"BPG";0;7;12;58,3
"2912";"330780479";2024;"COE";"BPG";1;5;12;41,7
"2913";"330780479";2024;"COE";"REV";1;1;1;100
"2914";"330780479";2024;"COE";"SLE";0;39;41;95,1
"2915";"330780479";2024;"COE";"SLE";1;2;41;4,9
"2916";"330780479";2024;"ROB";"BPG";0;10;13;76,9
"2917";"330780479";2024;"ROB";"BPG";1;3;13;23,1
"2918";"330780479";2024;"ROB";"SLE";0;12;12;100
"2919";"330780511";2020;"COE";"ABL";1;1;1;100
"2920";"330780511";2020;"COE";"SLE";0;13;13;100
"2921";"330780511";2021;"COE";"SLE";0;21;21;100
"2922";"330780511";2022;"COE";"SLE";0;34;35;97,1
"2923";"330780511";2022;"COE";"SLE";1;1;35;2,9
"2924";"330780511";2023;"COE";"ABL";1;1;1;100
"2925";"330780511";2023;"COE";"SLE";0;35;35;100
"2926";"330780511";2024;"COE";"SLE";0;49;49;100
"2927";"330780529";2020;"COE";"ABL";1;7;7;100
"2928";"330780529";2020;"COE";"BPG";0;4;5;80
"2929";"330780529";2020;"COE";"BPG";1;1;5;20
"2930";"330780529";2020;"COE";"SLE";0;65;67;97
"2931";"330780529";2020;"COE";"SLE";1;2;67;3
"2932";"330780529";2020;"LAP";"REV";1;1;1;100
"2933";"330780529";2020;"ROB";"BPG";0;2;7;28,6
"2934";"330780529";2020;"ROB";"BPG";1;5;7;71,4
"2935";"330780529";2020;"ROB";"SLE";0;10;10;100
"2936";"330780529";2021;"COE";"ABL";1;3;3;100
"2937";"330780529";2021;"COE";"BPG";0;7;18;38,9
"2938";"330780529";2021;"COE";"BPG";1;11;18;61,1
"2939";"330780529";2021;"COE";"SLE";0;197;202;97,5
"2940";"330780529";2021;"COE";"SLE";1;5;202;2,5
"2941";"330780529";2021;"LAP";"REV";1;1;1;100
"2942";"330780529";2021;"ROB";"BPG";0;7;10;70
"2943";"330780529";2021;"ROB";"BPG";1;3;10;30
"2944";"330780529";2021;"ROB";"SLE";0;2;2;100
"2945";"330780529";2022;"COE";"ABL";1;7;7;100
"2946";"330780529";2022;"COE";"BPG";0;6;24;25
"2947";"330780529";2022;"COE";"BPG";1;18;24;75
"2948";"330780529";2022;"COE";"SLE";0;180;184;97,8
"2949";"330780529";2022;"COE";"SLE";1;4;184;2,2
"2950";"330780529";2022;"LAP";"BPG";1;1;1;100
"2951";"330780529";2022;"ROB";"BPG";0;3;7;42,9
"2952";"330780529";2022;"ROB";"BPG";1;4;7;57,1
"2953";"330780529";2023;"COE";"ABL";1;5;5;100
"2954";"330780529";2023;"COE";"BPG";0;6;26;23,1
"2955";"330780529";2023;"COE";"BPG";1;20;26;76,9
"2956";"330780529";2023;"COE";"SLE";0;156;158;98,7
"2957";"330780529";2023;"COE";"SLE";1;2;158;1,3
"2958";"330780529";2023;"LAP";"BPG";1;1;1;100
"2959";"330780529";2023;"LAP";"REV";1;1;1;100
"2960";"330780529";2023;"ROB";"BPG";0;13;28;46,4
"2961";"330780529";2023;"ROB";"BPG";1;15;28;53,6
"2962";"330780529";2023;"ROB";"SLE";0;2;2;100
"2963";"330780529";2024;"COE";"ABL";1;4;4;100
"2964";"330780529";2024;"COE";"BPG";0;6;29;20,7
"2965";"330780529";2024;"COE";"BPG";1;23;29;79,3
"2966";"330780529";2024;"COE";"NDD";0;1;1;100
"2967";"330780529";2024;"COE";"SLE";0;173;177;97,7
"2968";"330780529";2024;"COE";"SLE";1;4;177;2,3
"2969";"330780529";2024;"LAP";"BPG";1;1;1;100
"2970";"330780529";2024;"LAP";"REV";1;4;4;100
"2971";"330780529";2024;"LAP";"SLE";0;1;1;100
"2972";"330780529";2024;"ROB";"BPG";0;10;18;55,6
"2973";"330780529";2024;"ROB";"BPG";1;8;18;44,4
"2974";"330781402";2020;"COE";"ABL";1;8;8;100
"2975";"330781402";2020;"COE";"BPG";0;54;56;96,4
"2976";"330781402";2020;"COE";"BPG";1;2;56;3,6
"2977";"330781402";2020;"COE";"REV";1;3;3;100
"2978";"330781402";2020;"COE";"SLE";0;70;71;98,6
"2979";"330781402";2020;"COE";"SLE";1;1;71;1,4
"2980";"330781402";2020;"LAP";"REV";1;12;12;100
"2981";"330781402";2021;"COE";"ABL";1;12;12;100
"2982";"330781402";2021;"COE";"BPG";0;49;61;80,3
"2983";"330781402";2021;"COE";"BPG";1;12;61;19,7
"2984";"330781402";2021;"COE";"REV";1;1;1;100
"2985";"330781402";2021;"COE";"SLE";0;134;134;100
"2986";"330781402";2021;"LAP";"REV";1;16;16;100
"2987";"330781402";2022;"COE";"ABL";1;7;7;100
"2988";"330781402";2022;"COE";"BPG";0;77;93;82,8
"2989";"330781402";2022;"COE";"BPG";1;16;93;17,2
"2990";"330781402";2022;"COE";"REV";0;1;1;100
"2991";"330781402";2022;"COE";"SLE";0;97;98;99
"2992";"330781402";2022;"COE";"SLE";1;1;98;1
"2993";"330781402";2022;"LAP";"REV";1;12;12;100
"2994";"330781402";2023;"COE";"ABL";1;18;18;100
"2995";"330781402";2023;"COE";"BPG";0;71;81;87,7
"2996";"330781402";2023;"COE";"BPG";1;10;81;12,3
"2997";"330781402";2023;"COE";"DBP";1;1;1;100
"2998";"330781402";2023;"COE";"REV";1;1;1;100
"2999";"330781402";2023;"COE";"SLE";0;143;147;97,3
"3000";"330781402";2023;"COE";"SLE";1;4;147;2,7
"3001";"330781402";2023;"LAP";"BPG";1;1;1;100
"3002";"330781402";2023;"LAP";"REV";0;1;31;3,2
"3003";"330781402";2023;"LAP";"REV";1;30;31;96,8
"3004";"330781402";2024;"COE";"ABL";1;5;5;100
"3005";"330781402";2024;"COE";"BPG";0;75;86;87,2
"3006";"330781402";2024;"COE";"BPG";1;11;86;12,8
"3007";"330781402";2024;"COE";"SLE";0;143;143;100
"3008";"330781402";2024;"LAP";"ABL";1;1;1;100
"3009";"330781402";2024;"LAP";"BPG";1;1;1;100
"3010";"330781402";2024;"LAP";"REV";1;13;13;100
"3011";"330782582";2020;"COE";"ABL";1;2;2;100
"3012";"330782582";2020;"COE";"BPG";0;1;3;33,3
"3013";"330782582";2020;"COE";"BPG";1;2;3;66,7
"3014";"330782582";2020;"COE";"REV";1;1;1;100
"3015";"330782582";2020;"COE";"SLE";0;42;44;95,5
"3016";"330782582";2020;"COE";"SLE";1;2;44;4,5
"3017";"330782582";2020;"LAP";"REV";1;3;3;100
"3018";"330782582";2021;"COE";"ABL";1;4;4;100
"3019";"330782582";2021;"COE";"BPG";0;6;12;50
"3020";"330782582";2021;"COE";"BPG";1;6;12;50
"3021";"330782582";2021;"COE";"SLE";0;66;67;98,5
"3022";"330782582";2021;"COE";"SLE";1;1;67;1,5
"3023";"330782582";2022;"COE";"ABL";1;4;4;100
"3024";"330782582";2022;"COE";"BPG";0;6;12;50
"3025";"330782582";2022;"COE";"BPG";1;6;12;50
"3026";"330782582";2022;"COE";"SLE";0;43;43;100
"3027";"330782582";2023;"COE";"ABL";1;2;2;100
"3028";"330782582";2023;"COE";"BPG";0;5;13;38,5
"3029";"330782582";2023;"COE";"BPG";1;8;13;61,5
"3030";"330782582";2023;"COE";"SLE";0;45;45;100
"3031";"330782582";2024;"COE";"ABL";1;1;1;100
"3032";"330782582";2024;"COE";"ANN";0;1;1;100
"3033";"330782582";2024;"COE";"BPG";0;3;9;33,3
"3034";"330782582";2024;"COE";"BPG";1;6;9;66,7
"3035";"330782582";2024;"COE";"SLE";0;31;31;100
"3036";"330783648";2020;"COE";"ABL";1;12;12;100
"3037";"330783648";2020;"COE";"BPG";0;26;45;57,8
"3038";"330783648";2020;"COE";"BPG";1;19;45;42,2
"3039";"330783648";2020;"COE";"SLE";0;12;12;100
"3040";"330783648";2020;"LAP";"ABL";1;1;1;100
"3041";"330783648";2020;"LAP";"BPG";0;1;3;33,3
"3042";"330783648";2020;"LAP";"BPG";1;2;3;66,7
"3043";"330783648";2020;"LAP";"DBP";1;1;1;100
"3044";"330783648";2020;"LAP";"REV";1;7;7;100
"3045";"330783648";2021;"COE";"ABL";1;15;15;100
"3046";"330783648";2021;"COE";"ANN";0;2;3;66,7
"3047";"330783648";2021;"COE";"ANN";1;1;3;33,3
"3048";"330783648";2021;"COE";"BPG";0;39;60;65
"3049";"330783648";2021;"COE";"BPG";1;21;60;35
"3050";"330783648";2021;"COE";"DBP";0;1;1;100
"3051";"330783648";2021;"COE";"SLE";0;17;18;94,4
"3052";"330783648";2021;"COE";"SLE";1;1;18;5,6
"3053";"330783648";2021;"LAP";"BPG";0;2;6;33,3
"3054";"330783648";2021;"LAP";"BPG";1;4;6;66,7
"3055";"330783648";2021;"LAP";"REV";1;9;9;100
"3056";"330783648";2022;"COE";"ABL";1;7;7;100
"3057";"330783648";2022;"COE";"ANN";0;2;2;100
"3058";"330783648";2022;"COE";"BPG";0;10;22;45,5
"3059";"330783648";2022;"COE";"BPG";1;12;22;54,5
"3060";"330783648";2022;"COE";"REV";1;1;1;100
"3061";"330783648";2022;"COE";"SLE";0;24;25;96
"3062";"330783648";2022;"COE";"SLE";1;1;25;4
"3063";"330783648";2022;"LAP";"BPG";0;1;8;12,5
"3064";"330783648";2022;"LAP";"BPG";1;7;8;87,5
"3065";"330783648";2022;"LAP";"REV";1;4;4;100
"3066";"330783648";2022;"ROB";"BPG";0;22;35;62,9
"3067";"330783648";2022;"ROB";"BPG";1;13;35;37,1
"3068";"330783648";2022;"ROB";"SLE";0;6;6;100
"3069";"330783648";2023;"COE";"ABL";1;4;4;100
"3070";"330783648";2023;"COE";"ANN";0;1;1;100
"3071";"330783648";2023;"COE";"BPG";0;10;18;55,6
"3072";"330783648";2023;"COE";"BPG";1;8;18;44,4
"3073";"330783648";2023;"COE";"REV";1;1;1;100
"3074";"330783648";2023;"COE";"SLE";0;7;7;100
"3075";"330783648";2023;"LAP";"ABL";1;1;1;100
"3076";"330783648";2023;"LAP";"BPG";1;2;2;100
"3077";"330783648";2023;"LAP";"NDD";1;1;1;100
"3078";"330783648";2023;"LAP";"REV";1;7;7;100
"3079";"330783648";2023;"ROB";"BPG";0;23;36;63,9
"3080";"330783648";2023;"ROB";"BPG";1;13;36;36,1
"3081";"330783648";2023;"ROB";"SLE";0;5;5;100
"3082";"330783648";2024;"COE";"ABL";1;10;10;100
"3083";"330783648";2024;"COE";"ANN";0;1;2;50
"3084";"330783648";2024;"COE";"ANN";1;1;2;50
"3085";"330783648";2024;"COE";"BPG";0;8;10;80
"3086";"330783648";2024;"COE";"BPG";1;2;10;20
"3087";"330783648";2024;"COE";"DBP";0;1;1;100
"3088";"330783648";2024;"COE";"NDD";1;1;1;100
"3089";"330783648";2024;"COE";"REV";1;1;1;100
"3090";"330783648";2024;"COE";"SLE";0;6;8;75
"3091";"330783648";2024;"COE";"SLE";1;2;8;25
"3092";"330783648";2024;"LAP";"BPG";1;1;1;100
"3093";"330783648";2024;"LAP";"REV";1;1;1;100
"3094";"330783648";2024;"ROB";"BPG";0;29;45;64,4
"3095";"330783648";2024;"ROB";"BPG";1;16;45;35,6
"3096";"330783648";2024;"ROB";"SLE";0;3;3;100
"3097";"340000033";2020;"COE";"ABL";1;6;6;100
"3098";"340000033";2020;"COE";"ANN";0;1;1;100
"3099";"340000033";2020;"COE";"SLE";0;21;24;87,5
"3100";"340000033";2020;"COE";"SLE";1;3;24;12,5
"3101";"340000033";2021;"COE";"ABL";1;6;6;100
"3102";"340000033";2021;"COE";"SLE";0;50;52;96,2
"3103";"340000033";2021;"COE";"SLE";1;2;52;3,8
"3104";"340000033";2021;"ROB";"SLE";0;3;3;100
"3105";"340000033";2022;"COE";"ABL";1;6;6;100
"3106";"340000033";2022;"COE";"SLE";0;13;14;92,9
"3107";"340000033";2022;"COE";"SLE";1;1;14;7,1
"3108";"340000033";2022;"ROB";"SLE";0;44;45;97,8
"3109";"340000033";2022;"ROB";"SLE";1;1;45;2,2
"3110";"340000033";2023;"COE";"ABL";1;8;8;100
"3111";"340000033";2023;"COE";"REV";1;1;1;100
"3112";"340000033";2023;"COE";"SLE";0;1;1;100
"3113";"340000033";2023;"ROB";"BPG";0;1;1;100
"3114";"340000033";2023;"ROB";"SLE";0;71;75;94,7
"3115";"340000033";2023;"ROB";"SLE";1;4;75;5,3
"3116";"340000033";2024;"COE";"ABL";1;7;7;100
"3117";"340000033";2024;"LAP";"REV";1;1;1;100
"3118";"340000033";2024;"ROB";"BPG";1;2;2;100
"3119";"340000033";2024;"ROB";"SLE";0;63;69;91,3
"3120";"340000033";2024;"ROB";"SLE";1;6;69;8,7
"3121";"340009885";2020;"COE";"ABL";1;3;3;100
"3122";"340009885";2020;"COE";"SLE";0;18;19;94,7
"3123";"340009885";2020;"COE";"SLE";1;1;19;5,3
"3124";"340009885";2021;"COE";"ABL";1;1;1;100
"3125";"340009885";2021;"COE";"SLE";0;36;40;90
"3126";"340009885";2021;"COE";"SLE";1;4;40;10
"3127";"340009885";2021;"LAP";"REV";1;1;1;100
"3128";"340009885";2022;"COE";"ABL";1;1;1;100
"3129";"340009885";2022;"COE";"SLE";0;35;36;97,2
"3130";"340009885";2022;"COE";"SLE";1;1;36;2,8
"3131";"340009885";2023;"COE";"ABL";1;1;1;100
"3132";"340009885";2023;"COE";"BPG";0;5;10;50
"3133";"340009885";2023;"COE";"BPG";1;5;10;50
"3134";"340009885";2023;"COE";"SLE";0;32;33;97
"3135";"340009885";2023;"COE";"SLE";1;1;33;3
"3136";"340009885";2023;"LAP";"REV";1;1;1;100
"3137";"340009885";2024;"COE";"ABL";1;2;2;100
"3138";"340009885";2024;"COE";"BPG";0;5;9;55,6
"3139";"340009885";2024;"COE";"BPG";1;4;9;44,4
"3140";"340009885";2024;"COE";"SLE";0;35;36;97,2
"3141";"340009885";2024;"COE";"SLE";1;1;36;2,8
"3142";"340015502";2020;"COE";"ABL";1;5;5;100
"3143";"340015502";2020;"COE";"BPG";0;100;103;97,1
"3144";"340015502";2020;"COE";"BPG";1;3;103;2,9
"3145";"340015502";2020;"COE";"SLE";0;64;65;98,5
"3146";"340015502";2020;"COE";"SLE";1;1;65;1,5
"3147";"340015502";2020;"LAP";"BPG";0;4;15;26,7
"3148";"340015502";2020;"LAP";"BPG";1;11;15;73,3
"3149";"340015502";2020;"LAP";"DBP";0;1;1;100
"3150";"340015502";2020;"LAP";"REV";1;6;6;100
"3151";"340015502";2020;"LAP";"SLE";1;1;1;100
"3152";"340015502";2020;"ROB";"BPG";0;43;49;87,8
"3153";"340015502";2020;"ROB";"BPG";1;6;49;12,2
"3154";"340015502";2020;"ROB";"SLE";0;14;14;100
"3155";"340015502";2021;"COE";"ABL";1;7;7;100
"3156";"340015502";2021;"COE";"BPG";0;143;147;97,3
"3157";"340015502";2021;"COE";"BPG";1;4;147;2,7
"3158";"340015502";2021;"COE";"REV";0;1;3;33,3
"3159";"340015502";2021;"COE";"REV";1;2;3;66,7
"3160";"340015502";2021;"COE";"SLE";0;131;133;98,5
"3161";"340015502";2021;"COE";"SLE";1;2;133;1,5
"3162";"340015502";2021;"LAP";"BPG";0;3;29;10,3
