"finessGeoDP","annee","mois","baria_t","TOT_month_tcn","TOT_year_tcn","TOT_month","TOT_year"
"330783648",2024,6,"BPG",4,54,4,68
"330783648",2024,7,"BPG",2,54,6,68
"330783648",2024,7,"SLE",4,11,6,68
"330783648",2024,8,"BPG",5,54,5,68
"330783648",2024,9,"ANN",1,2,5,68
"330783648",2024,9,"BPG",4,54,5,68
"330783648",2024,10,"BPG",3,54,4,68
"330783648",2024,10,"SLE",1,11,4,68
"330783648",2024,11,"ANN",1,2,7,68
"330783648",2024,11,"BPG",5,54,7,68
"330783648",2024,11,"SLE",1,11,7,68
"330783648",2024,12,"BPG",7,54,8,68
"330783648",2024,12,"SLE",1,11,8,68
"330783648",2025,1,"BPG",3,31,5,42
"330783648",2025,1,"SLE",2,11,5,42
"330783648",2025,2,"BPG",6,31,8,42
"330783648",2025,2,"SLE",2,11,8,42
"330783648",2025,3,"BPG",2,31,4,42
"330783648",2025,3,"SLE",2,11,4,42
"330783648",2025,4,"BPG",6,31,9,42
"330783648",2025,4,"SLE",3,11,9,42
"330783648",2025,5,"BPG",4,31,6,42
"330783648",2025,5,"SLE",2,11,6,42
"330783648",2025,6,"BPG",6,31,6,42
"330783648",2025,7,"BPG",4,31,4,42
"440000271",2019,1,"BPG",4,54,12,144
"440000271",2019,1,"SLE",8,85,12,144
"440000271",2019,2,"ANN",1,2,6,144
"440000271",2019,2,"BPG",1,54,6,144
"440000271",2019,2,"SLE",4,85,6,144
"440000271",2019,3,"BPG",2,54,8,144
"440000271",2019,3,"SLE",6,85,8,144
"440000271",2019,4,"ANN",1,2,10,144
"440000271",2019,4,"BPG",5,54,10,144
"440000271",2019,4,"SLE",4,85,10,144
"440000271",2019,5,"BPG",3,54,13,144
"440000271",2019,5,"SLE",10,85,13,144
"440000271",2019,6,"BPG",7,54,14,144
"440000271",2019,6,"SLE",7,85,14,144
"440000271",2019,7,"BPG",7,54,12,144
"440000271",2019,7,"SLE",5,85,12,144
"440000271",2019,8,"BPG",1,54,6,144
"440000271",2019,8,"SLE",5,85,6,144
"440000271",2019,9,"BPG",9,54,19,144
"440000271",2019,9,"SLE",10,85,19,144
"440000271",2019,10,"BPG",6,54,13,144
"440000271",2019,10,"DBP",1,3,13,144
"440000271",2019,10,"SLE",6,85,13,144
"440000271",2019,11,"BPG",7,54,16,144
"440000271",2019,11,"DBP",2,3,16,144
"440000271",2019,11,"SLE",7,85,16,144
"440000271",2019,12,"BPG",2,54,15,144
"440000271",2019,12,"SLE",13,85,15,144
"440000271",2020,1,"BPG",9,47,19,104
"440000271",2020,1,"SLE",10,55,19,104
"440000271",2020,2,"BPG",4,47,16,104
"440000271",2020,2,"SLE",12,55,16,104
"440000271",2020,3,"BPG",3,47,6,104
"440000271",2020,3,"SLE",3,55,6,104
"440000271",2020,4,"DBP",1,2,2,104
"440000271",2020,4,"SLE",1,55,2,104
"440000271",2020,5,"BPG",1,47,2,104
"440000271",2020,5,"SLE",1,55,2,104
"440000271",2020,6,"BPG",4,47,8,104
"440000271",2020,6,"SLE",4,55,8,104
"440000271",2020,7,"BPG",7,47,9,104
"440000271",2020,7,"SLE",2,55,9,104
"440000271",2020,9,"BPG",2,47,6,104
"440000271",2020,9,"SLE",4,55,6,104
"440000271",2020,10,"BPG",5,47,10,104
"440000271",2020,10,"DBP",1,2,10,104
"440000271",2020,10,"SLE",4,55,10,104
"440000271",2020,11,"BPG",6,47,13,104
"440000271",2020,11,"SLE",7,55,13,104
"440000271",2020,12,"BPG",6,47,13,104
"440000271",2020,12,"SLE",7,55,13,104
"440000271",2021,1,"BPG",6,61,15,156
"440000271",2021,1,"DBP",2,4,15,156
"440000271",2021,1,"SLE",7,88,15,156
"440000271",2021,2,"BPG",2,61,12,156
"440000271",2021,2,"DBP",1,4,12,156
"440000271",2021,2,"SLE",9,88,12,156
"440000271",2021,3,"ANN",1,3,18,156
"440000271",2021,3,"BPG",3,61,18,156
"440000271",2021,3,"SLE",14,88,18,156
"440000271",2021,4,"BPG",2,61,7,156
"440000271",2021,4,"SLE",5,88,7,156
"440000271",2021,5,"BPG",5,61,9,156
"440000271",2021,5,"DBP",1,4,9,156
"440000271",2021,5,"SLE",3,88,9,156
"440000271",2021,6,"BPG",5,61,12,156
"440000271",2021,6,"SLE",7,88,12,156
"440000271",2021,7,"BPG",6,61,15,156
"440000271",2021,7,"SLE",9,88,15,156
"440000271",2021,8,"ANN",1,3,7,156
"440000271",2021,8,"BPG",5,61,7,156
"440000271",2021,8,"SLE",1,88,7,156
"440000271",2021,9,"BPG",7,61,17,156
"440000271",2021,9,"SLE",10,88,17,156
"440000271",2021,10,"BPG",4,61,13,156
"440000271",2021,10,"SLE",9,88,13,156
"440000271",2021,11,"BPG",8,61,16,156
"440000271",2021,11,"SLE",8,88,16,156
"440000271",2021,12,"ANN",1,3,15,156
"440000271",2021,12,"BPG",8,61,15,156
"440000271",2021,12,"SLE",6,88,15,156
"440000271",2022,1,"ANN",1,1,16,177
"440000271",2022,1,"BPG",5,102,16,177
"440000271",2022,1,"DBP",1,2,16,177
"440000271",2022,1,"SLE",9,72,16,177
"440000271",2022,2,"BPG",7,102,12,177
"440000271",2022,2,"SLE",5,72,12,177
"440000271",2022,3,"BPG",11,102,23,177
"440000271",2022,3,"DBP",1,2,23,177
"440000271",2022,3,"SLE",11,72,23,177
"440000271",2022,4,"BPG",7,102,9,177
"440000271",2022,4,"SLE",2,72,9,177
"440000271",2022,5,"BPG",17,102,23,177
"440000271",2022,5,"SLE",6,72,23,177
"440000271",2022,6,"BPG",7,102,11,177
"440000271",2022,6,"SLE",4,72,11,177
"440000271",2022,7,"BPG",8,102,18,177
"440000271",2022,7,"SLE",10,72,18,177
"440000271",2022,8,"BPG",3,102,7,177
"440000271",2022,8,"SLE",4,72,7,177
"440000271",2022,9,"BPG",9,102,14,177
"440000271",2022,9,"SLE",5,72,14,177
"440000271",2022,10,"BPG",15,102,21,177
"440000271",2022,10,"SLE",6,72,21,177
"440000271",2022,11,"BPG",10,102,17,177
"440000271",2022,11,"SLE",7,72,17,177
"440000271",2022,12,"BPG",3,102,6,177
"440000271",2022,12,"SLE",3,72,6,177
"440000271",2023,1,"BPG",7,82,18,126
"440000271",2023,1,"SLE",11,43,18,126
"440000271",2023,2,"BPG",4,82,5,126
"440000271",2023,2,"SLE",1,43,5,126
"440000271",2023,3,"BPG",5,82,12,126
"440000271",2023,3,"SLE",7,43,12,126
"440000271",2023,4,"BPG",7,82,10,126
"440000271",2023,4,"DBP",1,1,10,126
"440000271",2023,4,"SLE",2,43,10,126
"440000271",2023,5,"BPG",9,82,14,126
"440000271",2023,5,"SLE",5,43,14,126
"440000271",2023,6,"BPG",8,82,10,126
"440000271",2023,6,"SLE",2,43,10,126
"440000271",2023,7,"BPG",9,82,10,126
"440000271",2023,7,"SLE",1,43,10,126
"440000271",2023,8,"BPG",2,82,5,126
"440000271",2023,8,"SLE",3,43,5,126
"440000271",2023,9,"BPG",6,82,9,126
"440000271",2023,9,"SLE",3,43,9,126
"440000271",2023,10,"BPG",10,82,14,126
"440000271",2023,10,"SLE",4,43,14,126
"440000271",2023,11,"BPG",8,82,10,126
"440000271",2023,11,"SLE",2,43,10,126
"440000271",2023,12,"BPG",7,82,9,126
"440000271",2023,12,"SLE",2,43,9,126
"440000271",2024,1,"BPG",8,76,18,138
"440000271",2024,1,"SLE",10,62,18,138
"440000271",2024,2,"BPG",5,76,6,138
"440000271",2024,2,"SLE",1,62,6,138
"440000271",2024,3,"BPG",11,76,14,138
"440000271",2024,3,"SLE",3,62,14,138
"440000271",2024,4,"BPG",3,76,6,138
"440000271",2024,4,"SLE",3,62,6,138
"440000271",2024,5,"BPG",7,76,11,138
"440000271",2024,5,"SLE",4,62,11,138
"440000271",2024,6,"BPG",9,76,18,138
"440000271",2024,6,"SLE",9,62,18,138
"440000271",2024,7,"BPG",4,76,9,138
"440000271",2024,7,"SLE",5,62,9,138
"440000271",2024,8,"BPG",1,76,3,138
"440000271",2024,8,"SLE",2,62,3,138
"440000271",2024,9,"BPG",9,76,16,138
"440000271",2024,9,"SLE",7,62,16,138
"440000271",2024,10,"BPG",7,76,13,138
"440000271",2024,10,"SLE",6,62,13,138
"440000271",2024,11,"BPG",7,76,14,138
"440000271",2024,11,"SLE",7,62,14,138
"440000271",2024,12,"BPG",5,76,10,138
"440000271",2024,12,"SLE",5,62,10,138
"440000271",2025,1,"BPG",11,35,17,56
"440000271",2025,1,"SLE",6,21,17,56
"440000271",2025,2,"BPG",3,35,5,56
"440000271",2025,2,"SLE",2,21,5,56
"440000271",2025,3,"BPG",6,35,8,56
"440000271",2025,3,"SLE",2,21,8,56
"440000271",2025,4,"BPG",7,35,12,56
"440000271",2025,4,"SLE",5,21,12,56
"440000271",2025,5,"BPG",4,35,7,56
"440000271",2025,5,"SLE",3,21,7,56
"440000271",2025,6,"BPG",4,35,7,56
"440000271",2025,6,"SLE",3,21,7,56
"830100459",2019,1,"ANN",1,5,37,369
"830100459",2019,1,"BPG",2,19,37,369
"830100459",2019,1,"SLE",34,337,37,369
"830100459",2019,2,"BPG",2,19,24,369
"830100459",2019,2,"DBP",1,8,24,369
"830100459",2019,2,"SLE",21,337,24,369
"830100459",2019,3,"BPG",3,19,33,369
"830100459",2019,3,"SLE",30,337,33,369
"830100459",2019,4,"ANN",1,5,36,369
"830100459",2019,4,"BPG",2,19,36,369
"830100459",2019,4,"SLE",33,337,36,369
"830100459",2019,5,"ANN",2,5,36,369
"830100459",2019,5,"BPG",1,19,36,369
"830100459",2019,5,"DBP",2,8,36,369
"830100459",2019,5,"SLE",31,337,36,369
"830100459",2019,6,"DBP",2,8,28,369
"830100459",2019,6,"SLE",26,337,28,369
"830100459",2019,7,"BPG",1,19,39,369
"830100459",2019,7,"DBP",1,8,39,369
"830100459",2019,7,"SLE",37,337,39,369
"830100459",2019,8,"DBP",1,8,14,369
"830100459",2019,8,"SLE",13,337,14,369
"830100459",2019,9,"BPG",1,19,31,369
"830100459",2019,9,"SLE",30,337,31,369
"830100459",2019,10,"BPG",4,19,41,369
"830100459",2019,10,"SLE",37,337,41,369
"830100459",2019,11,"BPG",2,19,31,369
"830100459",2019,11,"SLE",29,337,31,369
"830100459",2019,12,"ANN",1,5,19,369
"830100459",2019,12,"BPG",1,19,19,369
"830100459",2019,12,"DBP",1,8,19,369
"830100459",2019,12,"SLE",16,337,19,369
"830100459",2020,1,"ANN",1,1,43,299
"830100459",2020,1,"BPG",5,26,43,299
"830100459",2020,1,"SLE",37,272,43,299
"830100459",2020,2,"BPG",3,26,36,299
"830100459",2020,2,"SLE",33,272,36,299
"830100459",2020,3,"BPG",3,26,12,299
"830100459",2020,3,"SLE",9,272,12,299
"830100459",2020,5,"BPG",1,26,9,299
"830100459",2020,5,"SLE",8,272,9,299
"830100459",2020,6,"BPG",4,26,32,299
"830100459",2020,6,"SLE",28,272,32,299
"830100459",2020,7,"BPG",1,26,41,299
"830100459",2020,7,"SLE",40,272,41,299
"830100459",2020,8,"BPG",1,26,25,299
"830100459",2020,8,"SLE",24,272,25,299
"830100459",2020,9,"BPG",1,26,25,299
"830100459",2020,9,"SLE",24,272,25,299
"830100459",2020,10,"BPG",2,26,29,299
"830100459",2020,10,"SLE",27,272,29,299
"830100459",2020,11,"SLE",9,272,9,299
"830100459",2020,12,"BPG",5,26,38,299
"830100459",2020,12,"SLE",33,272,38,299
"830100459",2021,1,"ANN",1,5,31,394
"830100459",2021,1,"BPG",1,42,31,394
"830100459",2021,1,"SLE",29,347,31,394
"830100459",2021,2,"BPG",2,42,27,394
"830100459",2021,2,"SLE",25,347,27,394
"830100459",2021,3,"BPG",6,42,54,394
"830100459",2021,3,"SLE",48,347,54,394
"830100459",2021,4,"BPG",5,42,27,394
"830100459",2021,4,"SLE",22,347,27,394
"830100459",2021,5,"BPG",3,42,36,394
"830100459",2021,5,"SLE",33,347,36,394
"830100459",2021,6,"BPG",7,42,42,394
"830100459",2021,6,"SLE",35,347,42,394
"830100459",2021,7,"ANN",1,5,28,394
"830100459",2021,7,"BPG",3,42,28,394
"830100459",2021,7,"SLE",24,347,28,394
"830100459",2021,8,"ANN",1,5,23,394
"830100459",2021,8,"BPG",3,42,23,394
"830100459",2021,8,"SLE",19,347,23,394
"830100459",2021,9,"BPG",4,42,31,394
"830100459",2021,9,"SLE",27,347,31,394
"830100459",2021,10,"BPG",5,42,36,394
"830100459",2021,10,"SLE",31,347,36,394
"830100459",2021,11,"ANN",1,5,38,394
"830100459",2021,11,"BPG",2,42,38,394
"830100459",2021,11,"SLE",35,347,38,394
"830100459",2021,12,"ANN",1,5,21,394
"830100459",2021,12,"BPG",1,42,21,394
"830100459",2021,12,"SLE",19,347,21,394
"830100459",2022,1,"BPG",1,27,10,312
"830100459",2022,1,"SLE",9,282,10,312
"830100459",2022,2,"ANN",1,3,34,312
"830100459",2022,2,"SLE",33,282,34,312
"830100459",2022,3,"BPG",1,27,33,312
"830100459",2022,3,"SLE",32,282,33,312
"830100459",2022,4,"BPG",2,27,26,312
"830100459",2022,4,"SLE",24,282,26,312
"830100459",2022,5,"BPG",3,27,31,312
"830100459",2022,5,"SLE",28,282,31,312
"830100459",2022,6,"ANN",2,3,28,312
"830100459",2022,6,"BPG",2,27,28,312
"830100459",2022,6,"SLE",24,282,28,312
"830100459",2022,7,"BPG",4,27,27,312
"830100459",2022,7,"SLE",23,282,27,312
"830100459",2022,8,"SLE",10,282,10,312
"830100459",2022,9,"BPG",6,27,36,312
"830100459",2022,9,"SLE",30,282,36,312
"830100459",2022,10,"BPG",2,27,32,312
"830100459",2022,10,"SLE",30,282,32,312
"830100459",2022,11,"BPG",4,27,28,312
"830100459",2022,11,"SLE",24,282,28,312
"830100459",2022,12,"BPG",2,27,17,312
"830100459",2022,12,"SLE",15,282,17,312
"830100459",2023,1,"BPG",5,49,39,305
"830100459",2023,1,"SLE",34,251,39,305
"830100459",2023,2,"ANN",1,5,25,305
"830100459",2023,2,"BPG",7,49,25,305
"830100459",2023,2,"SLE",17,251,25,305
"830100459",2023,3,"BPG",3,49,34,305
"830100459",2023,3,"SLE",31,251,34,305
"830100459",2023,4,"ANN",1,5,34,305
"830100459",2023,4,"BPG",5,49,34,305
"830100459",2023,4,"SLE",28,251,34,305
"830100459",2023,5,"ANN",2,5,24,305
"830100459",2023,5,"BPG",1,49,24,305
"830100459",2023,5,"SLE",21,251,24,305
"830100459",2023,6,"BPG",9,49,22,305
"830100459",2023,6,"SLE",13,251,22,305
"830100459",2023,7,"BPG",5,49,34,305
"830100459",2023,7,"SLE",29,251,34,305
"830100459",2023,8,"SLE",5,251,5,305
"830100459",2023,9,"ANN",1,5,24,305
"830100459",2023,9,"BPG",4,49,24,305
"830100459",2023,9,"SLE",19,251,24,305
"830100459",2023,10,"BPG",5,49,20,305
"830100459",2023,10,"SLE",15,251,20,305
"830100459",2023,11,"BPG",3,49,22,305
"830100459",2023,11,"SLE",19,251,22,305
"830100459",2023,12,"BPG",2,49,22,305
"830100459",2023,12,"SLE",20,251,22,305
"830100459",2024,1,"BPG",6,40,30,218
"830100459",2024,1,"SLE",24,173,30,218
"830100459",2024,2,"BPG",3,40,22,218
"830100459",2024,2,"SLE",19,173,22,218
"830100459",2024,3,"ANN",1,5,18,218
"830100459",2024,3,"BPG",3,40,18,218
"830100459",2024,3,"SLE",14,173,18,218
