"finessGeoDP","annee","mois","baria_t","TOT_month_tcn","TOT_year_tcn","TOT_month","TOT_year"
"830100459",2024,4,"ANN",1,5,19,218
"830100459",2024,4,"BPG",4,40,19,218
"830100459",2024,4,"SLE",14,173,19,218
"830100459",2024,5,"BPG",3,40,20,218
"830100459",2024,5,"SLE",17,173,20,218
"830100459",2024,6,"BPG",4,40,26,218
"830100459",2024,6,"SLE",22,173,26,218
"830100459",2024,7,"BPG",3,40,16,218
"830100459",2024,7,"SLE",13,173,16,218
"830100459",2024,8,"SLE",1,173,1,218
"830100459",2024,9,"BPG",3,40,13,218
"830100459",2024,9,"SLE",10,173,13,218
"830100459",2024,10,"BPG",3,40,15,218
"830100459",2024,10,"SLE",12,173,15,218
"830100459",2024,11,"BPG",2,40,21,218
"830100459",2024,11,"SLE",19,173,21,218
"830100459",2024,12,"ANN",3,5,17,218
"830100459",2024,12,"BPG",6,40,17,218
"830100459",2024,12,"SLE",8,173,17,218
"830100459",2025,1,"BPG",5,21,19,141
"830100459",2025,1,"SLE",14,118,19,141
"830100459",2025,2,"BPG",6,21,19,141
"830100459",2025,2,"SLE",13,118,19,141
"830100459",2025,3,"ANN",1,2,25,141
"830100459",2025,3,"BPG",2,21,25,141
"830100459",2025,3,"SLE",22,118,25,141
"830100459",2025,4,"BPG",2,21,23,141
"830100459",2025,4,"SLE",21,118,23,141
"830100459",2025,5,"BPG",4,21,23,141
"830100459",2025,5,"SLE",19,118,23,141
"830100459",2025,6,"BPG",1,21,14,141
"830100459",2025,6,"SLE",13,118,14,141
"830100459",2025,7,"ANN",1,2,18,141
"830100459",2025,7,"BPG",1,21,18,141
"830100459",2025,7,"SLE",16,118,18,141
"930100037",2018,9,"BPG",1,1,1,1
"930100037",2019,1,"BPG",3,30,21,141
"930100037",2019,1,"SLE",18,111,21,141
"930100037",2019,2,"SLE",13,111,13,141
"930100037",2019,3,"BPG",3,30,24,141
"930100037",2019,3,"SLE",21,111,24,141
"930100037",2019,4,"BPG",4,30,14,141
"930100037",2019,4,"SLE",10,111,14,141
"930100037",2019,5,"BPG",2,30,10,141
"930100037",2019,5,"SLE",8,111,10,141
"930100037",2019,6,"BPG",7,30,19,141
"930100037",2019,6,"SLE",12,111,19,141
"930100037",2019,7,"SLE",4,111,4,141
"930100037",2019,8,"BPG",2,30,5,141
"930100037",2019,8,"SLE",3,111,5,141
"930100037",2019,9,"BPG",3,30,12,141
"930100037",2019,9,"SLE",9,111,12,141
"930100037",2019,10,"BPG",1,30,7,141
"930100037",2019,10,"SLE",6,111,7,141
"930100037",2019,11,"BPG",3,30,8,141
"930100037",2019,11,"SLE",5,111,8,141
"930100037",2019,12,"BPG",2,30,4,141
"930100037",2019,12,"SLE",2,111,4,141
"930100037",2020,1,"BPG",2,7,7,35
"930100037",2020,1,"SLE",5,28,7,35
"930100037",2020,2,"BPG",4,7,12,35
"930100037",2020,2,"SLE",8,28,12,35
"930100037",2020,6,"SLE",1,28,1,35
"930100037",2020,7,"BPG",1,7,3,35
"930100037",2020,7,"SLE",2,28,3,35
"930100037",2020,8,"SLE",1,28,1,35
"930100037",2020,9,"SLE",3,28,3,35
"930100037",2020,10,"SLE",5,28,5,35
"930100037",2020,11,"SLE",1,28,1,35
"930100037",2020,12,"SLE",2,28,2,35
"930100037",2021,1,"SLE",7,66,7,77
"930100037",2021,2,"BPG",1,11,4,77
"930100037",2021,2,"SLE",3,66,4,77
"930100037",2021,3,"SLE",6,66,6,77
"930100037",2021,5,"BPG",1,11,4,77
"930100037",2021,5,"SLE",3,66,4,77
"930100037",2021,6,"BPG",4,11,17,77
"930100037",2021,6,"SLE",13,66,17,77
"930100037",2021,7,"SLE",5,66,5,77
"930100037",2021,8,"SLE",5,66,5,77
"930100037",2021,9,"BPG",2,11,11,77
"930100037",2021,9,"SLE",9,66,11,77
"930100037",2021,10,"BPG",1,11,13,77
"930100037",2021,10,"SLE",12,66,13,77
"930100037",2021,11,"BPG",1,11,2,77
"930100037",2021,11,"SLE",1,66,2,77
"930100037",2021,12,"BPG",1,11,3,77
"930100037",2021,12,"SLE",2,66,3,77
"930100037",2022,1,"BPG",2,27,5,154
"930100037",2022,1,"SLE",3,127,5,154
"930100037",2022,2,"BPG",5,27,12,154
"930100037",2022,2,"SLE",7,127,12,154
"930100037",2022,3,"BPG",3,27,17,154
"930100037",2022,3,"SLE",14,127,17,154
"930100037",2022,4,"BPG",2,27,11,154
"930100037",2022,4,"SLE",9,127,11,154
"930100037",2022,5,"BPG",4,27,12,154
"930100037",2022,5,"SLE",8,127,12,154
"930100037",2022,6,"BPG",2,27,14,154
"930100037",2022,6,"SLE",12,127,14,154
"930100037",2022,7,"SLE",16,127,16,154
"930100037",2022,8,"BPG",1,27,8,154
"930100037",2022,8,"SLE",7,127,8,154
"930100037",2022,9,"BPG",3,27,16,154
"930100037",2022,9,"SLE",13,127,16,154
"930100037",2022,10,"BPG",3,27,13,154
"930100037",2022,10,"SLE",10,127,13,154
"930100037",2022,11,"BPG",2,27,21,154
"930100037",2022,11,"SLE",19,127,21,154
"930100037",2022,12,"SLE",9,127,9,154
"930100037",2023,1,"BPG",2,26,12,121
"930100037",2023,1,"SLE",10,95,12,121
"930100037",2023,2,"BPG",3,26,10,121
"930100037",2023,2,"SLE",7,95,10,121
"930100037",2023,3,"BPG",2,26,14,121
"930100037",2023,3,"SLE",12,95,14,121
"930100037",2023,4,"BPG",1,26,8,121
"930100037",2023,4,"SLE",7,95,8,121
"930100037",2023,5,"BPG",4,26,12,121
"930100037",2023,5,"SLE",8,95,12,121
"930100037",2023,6,"BPG",2,26,10,121
"930100037",2023,6,"SLE",8,95,10,121
"930100037",2023,7,"SLE",14,95,14,121
"930100037",2023,8,"SLE",5,95,5,121
"930100037",2023,9,"BPG",4,26,8,121
"930100037",2023,9,"SLE",4,95,8,121
"930100037",2023,10,"BPG",3,26,9,121
"930100037",2023,10,"SLE",6,95,9,121
"930100037",2023,11,"BPG",1,26,10,121
"930100037",2023,11,"SLE",9,95,10,121
"930100037",2023,12,"BPG",4,26,9,121
"930100037",2023,12,"SLE",5,95,9,121
"930100037",2024,1,"BPG",4,50,18,140
"930100037",2024,1,"SLE",14,89,18,140
"930100037",2024,2,"BPG",7,50,9,140
"930100037",2024,2,"SLE",2,89,9,140
"930100037",2024,3,"BPG",4,50,9,140
"930100037",2024,3,"SLE",5,89,9,140
"930100037",2024,4,"BPG",6,50,14,140
"930100037",2024,4,"SLE",8,89,14,140
"930100037",2024,5,"BPG",3,50,10,140
"930100037",2024,5,"SLE",7,89,10,140
"930100037",2024,6,"BPG",2,50,10,140
"930100037",2024,6,"SLE",8,89,10,140
"930100037",2024,7,"BPG",5,50,14,140
"930100037",2024,7,"SLE",9,89,14,140
"930100037",2024,8,"BPG",1,50,12,140
"930100037",2024,8,"DBP",1,1,12,140
"930100037",2024,8,"SLE",10,89,12,140
"930100037",2024,9,"BPG",5,50,11,140
"930100037",2024,9,"SLE",6,89,11,140
"930100037",2024,10,"BPG",7,50,14,140
"930100037",2024,10,"SLE",7,89,14,140
"930100037",2024,11,"BPG",3,50,8,140
"930100037",2024,11,"SLE",5,89,8,140
"930100037",2024,12,"BPG",3,50,11,140
"930100037",2024,12,"SLE",8,89,11,140
"930100037",2025,1,"BPG",1,25,8,62
"930100037",2025,1,"SLE",7,36,8,62
"930100037",2025,2,"BPG",4,25,13,62
"930100037",2025,2,"SLE",9,36,13,62
"930100037",2025,3,"BPG",6,25,10,62
"930100037",2025,3,"SLE",4,36,10,62
"930100037",2025,4,"BPG",4,25,9,62
"930100037",2025,4,"SLE",5,36,9,62
"930100037",2025,5,"BPG",3,25,7,62
"930100037",2025,5,"DBP",1,1,7,62
"930100037",2025,5,"SLE",3,36,7,62
"930100037",2025,6,"BPG",4,25,12,62
"930100037",2025,6,"SLE",8,36,12,62
"930100037",2025,7,"BPG",3,25,3,62
"940000573",2019,1,"BPG",5,69,14,160
"940000573",2019,1,"SLE",9,84,14,160
"940000573",2019,2,"BPG",4,69,10,160
"940000573",2019,2,"DBP",1,7,10,160
"940000573",2019,2,"SLE",5,84,10,160
"940000573",2019,3,"BPG",8,69,18,160
"940000573",2019,3,"SLE",10,84,18,160
"940000573",2019,4,"BPG",4,69,12,160
"940000573",2019,4,"SLE",8,84,12,160
"940000573",2019,5,"BPG",3,69,6,160
"940000573",2019,5,"DBP",1,7,6,160
"940000573",2019,5,"SLE",2,84,6,160
"940000573",2019,6,"BPG",4,69,14,160
"940000573",2019,6,"DBP",1,7,14,160
"940000573",2019,6,"SLE",9,84,14,160
"940000573",2019,7,"BPG",8,69,16,160
"940000573",2019,7,"SLE",8,84,16,160
"940000573",2019,8,"BPG",4,69,6,160
"940000573",2019,8,"SLE",2,84,6,160
"940000573",2019,9,"BPG",5,69,12,160
"940000573",2019,9,"DBP",1,7,12,160
"940000573",2019,9,"SLE",6,84,12,160
"940000573",2019,10,"BPG",7,69,21,160
"940000573",2019,10,"DBP",1,7,21,160
"940000573",2019,10,"SLE",13,84,21,160
"940000573",2019,11,"BPG",8,69,16,160
"940000573",2019,11,"DBP",1,7,16,160
"940000573",2019,11,"SLE",7,84,16,160
"940000573",2019,12,"BPG",9,69,15,160
"940000573",2019,12,"DBP",1,7,15,160
"940000573",2019,12,"SLE",5,84,15,160
"940000573",2020,1,"BPG",7,61,10,136
"940000573",2020,1,"SLE",3,66,10,136
"940000573",2020,2,"BPG",6,61,10,136
"940000573",2020,2,"SLE",4,66,10,136
"940000573",2020,3,"BPG",3,61,7,136
"940000573",2020,3,"DBP",1,9,7,136
"940000573",2020,3,"SLE",3,66,7,136
"940000573",2020,5,"BPG",3,61,7,136
"940000573",2020,5,"SLE",4,66,7,136
"940000573",2020,6,"BPG",1,61,17,136
"940000573",2020,6,"DBP",1,9,17,136
"940000573",2020,6,"SLE",15,66,17,136
"940000573",2020,7,"BPG",8,61,17,136
"940000573",2020,7,"SLE",9,66,17,136
"940000573",2020,8,"BPG",7,61,8,136
"940000573",2020,8,"DBP",1,9,8,136
"940000573",2020,9,"BPG",11,61,21,136
"940000573",2020,9,"DBP",1,9,21,136
"940000573",2020,9,"SLE",9,66,21,136
"940000573",2020,10,"BPG",8,61,17,136
"940000573",2020,10,"DBP",3,9,17,136
"940000573",2020,10,"SLE",6,66,17,136
"940000573",2020,11,"BPG",3,61,11,136
"940000573",2020,11,"DBP",1,9,11,136
"940000573",2020,11,"SLE",7,66,11,136
"940000573",2020,12,"BPG",4,61,11,136
"940000573",2020,12,"DBP",1,9,11,136
"940000573",2020,12,"SLE",6,66,11,136
"940000573",2021,1,"BPG",11,110,21,223
"940000573",2021,1,"SLE",10,107,21,223
"940000573",2021,2,"BPG",9,110,17,223
"940000573",2021,2,"DBP",1,6,17,223
"940000573",2021,2,"SLE",7,107,17,223
"940000573",2021,3,"BPG",5,110,20,223
"940000573",2021,3,"DBP",3,6,20,223
"940000573",2021,3,"SLE",12,107,20,223
"940000573",2021,4,"BPG",12,110,22,223
"940000573",2021,4,"SLE",10,107,22,223
"940000573",2021,5,"BPG",15,110,22,223
"940000573",2021,5,"SLE",7,107,22,223
"940000573",2021,6,"BPG",14,110,22,223
"940000573",2021,6,"DBP",1,6,22,223
"940000573",2021,6,"SLE",7,107,22,223
"940000573",2021,7,"BPG",5,110,17,223
"940000573",2021,7,"SLE",12,107,17,223
"940000573",2021,8,"BPG",6,110,13,223
"940000573",2021,8,"SLE",7,107,13,223
"940000573",2021,9,"BPG",12,110,21,223
"940000573",2021,9,"DBP",1,6,21,223
"940000573",2021,9,"SLE",8,107,21,223
"940000573",2021,10,"BPG",7,110,15,223
"940000573",2021,10,"SLE",8,107,15,223
"940000573",2021,11,"BPG",6,110,17,223
"940000573",2021,11,"SLE",11,107,17,223
"940000573",2021,12,"BPG",8,110,16,223
"940000573",2021,12,"SLE",8,107,16,223
"940000573",2022,1,"BPG",10,101,16,186
"940000573",2022,1,"DBP",2,7,16,186
"940000573",2022,1,"SLE",4,78,16,186
"940000573",2022,2,"BPG",7,101,20,186
"940000573",2022,2,"DBP",1,7,20,186
"940000573",2022,2,"SLE",12,78,20,186
"940000573",2022,3,"BPG",11,101,18,186
"940000573",2022,3,"DBP",1,7,18,186
"940000573",2022,3,"SLE",6,78,18,186
"940000573",2022,4,"BPG",8,101,17,186
"940000573",2022,4,"SLE",9,78,17,186
"940000573",2022,5,"BPG",10,101,18,186
"940000573",2022,5,"SLE",8,78,18,186
"940000573",2022,6,"BPG",10,101,16,186
"940000573",2022,6,"SLE",6,78,16,186
"940000573",2022,7,"BPG",6,101,13,186
"940000573",2022,7,"SLE",7,78,13,186
"940000573",2022,8,"BPG",5,101,7,186
"940000573",2022,8,"SLE",2,78,7,186
"940000573",2022,9,"BPG",9,101,13,186
"940000573",2022,9,"SLE",4,78,13,186
"940000573",2022,10,"BPG",9,101,16,186
"940000573",2022,10,"DBP",1,7,16,186
"940000573",2022,10,"SLE",6,78,16,186
"940000573",2022,11,"BPG",9,101,18,186
"940000573",2022,11,"DBP",1,7,18,186
"940000573",2022,11,"SLE",8,78,18,186
"940000573",2022,12,"BPG",7,101,14,186
"940000573",2022,12,"DBP",1,7,14,186
"940000573",2022,12,"SLE",6,78,14,186
"940000573",2023,1,"BPG",11,78,16,159
"940000573",2023,1,"SLE",5,79,16,159
"940000573",2023,2,"BPG",8,78,11,159
"940000573",2023,2,"SLE",3,79,11,159
"940000573",2023,3,"BPG",8,78,21,159
"940000573",2023,3,"DBP",1,2,21,159
"940000573",2023,3,"SLE",12,79,21,159
"940000573",2023,4,"BPG",5,78,12,159
"940000573",2023,4,"SLE",7,79,12,159
"940000573",2023,5,"BPG",5,78,11,159
"940000573",2023,5,"SLE",6,79,11,159
"940000573",2023,6,"BPG",9,78,21,159
"940000573",2023,6,"DBP",1,2,21,159
"940000573",2023,6,"SLE",11,79,21,159
"940000573",2023,7,"BPG",5,78,9,159
"940000573",2023,7,"SLE",4,79,9,159
"940000573",2023,8,"BPG",1,78,3,159
"940000573",2023,8,"SLE",2,79,3,159
"940000573",2023,9,"BPG",9,78,17,159
"940000573",2023,9,"SLE",8,79,17,159
"940000573",2023,10,"BPG",11,78,18,159
"940000573",2023,10,"SLE",7,79,18,159
"940000573",2023,11,"BPG",4,78,11,159
"940000573",2023,11,"SLE",7,79,11,159
"940000573",2023,12,"BPG",2,78,9,159
"940000573",2023,12,"SLE",7,79,9,159
"940000573",2024,1,"BPG",4,85,13,170
"940000573",2024,1,"SLE",9,83,13,170
"940000573",2024,2,"BPG",8,85,11,170
"940000573",2024,2,"SLE",3,83,11,170
"940000573",2024,3,"BPG",5,85,10,170
"940000573",2024,3,"DBP",1,2,10,170
"940000573",2024,3,"SLE",4,83,10,170
"940000573",2024,4,"BPG",12,85,21,170
"940000573",2024,4,"SLE",9,83,21,170
"940000573",2024,5,"BPG",5,85,14,170
"940000573",2024,5,"SLE",9,83,14,170
"940000573",2024,6,"BPG",12,85,22,170
"940000573",2024,6,"SLE",10,83,22,170
"940000573",2024,7,"BPG",7,85,13,170
"940000573",2024,7,"SLE",6,83,13,170
"940000573",2024,8,"BPG",4,85,4,170
"940000573",2024,9,"BPG",3,85,12,170
"940000573",2024,9,"DBP",1,2,12,170
"940000573",2024,9,"SLE",8,83,12,170
"940000573",2024,10,"BPG",10,85,17,170
"940000573",2024,10,"SLE",7,83,17,170
"940000573",2024,11,"BPG",8,85,22,170
"940000573",2024,11,"SLE",14,83,22,170
"940000573",2024,12,"BPG",7,85,11,170
"940000573",2024,12,"SLE",4,83,11,170
"940000573",2025,1,"BPG",8,62,16,122
"940000573",2025,1,"SLE",8,60,16,122
"940000573",2025,2,"BPG",9,62,17,122
"940000573",2025,2,"SLE",8,60,17,122
"940000573",2025,3,"BPG",7,62,22,122
"940000573",2025,3,"SLE",15,60,22,122
"940000573",2025,4,"BPG",8,62,17,122
"940000573",2025,4,"SLE",9,60,17,122
"940000573",2025,5,"BPG",10,62,14,122
"940000573",2025,5,"SLE",4,60,14,122
"940000573",2025,6,"BPG",11,62,21,122
"940000573",2025,6,"SLE",10,60,21,122
"940000573",2025,7,"BPG",9,62,15,122
"940000573",2025,7,"SLE",6,60,15,122
