"finessGeoDP","annee","clav_cat_90","NB","PCT","TOT_y"
"110780483",2022,0,7,87.5,8
"110780483",2022,3,1,12.5,8
"110780483",2023,0,6,75,8
"110780483",2023,3,1,12.5,8
"110780483",2023,4,1,12.5,8
"110780483",2024,0,7,87.5,8
"110780483",2024,3,1,12.5,8
"120000039",2019,0,12,100,12
"120000039",2020,0,6,100,6
"120000039",2021,0,19,100,19
"120000039",2022,0,10,90.9,11
"120000039",2022,3,1,9.1,11
"120000039",2023,0,3,100,3
"130000409",2019,0,24,96,25
"130000409",2019,3,1,4,25
"130000409",2020,0,33,97.1,34
"130000409",2020,4,1,2.9,34
"130000409",2021,0,35,97.2,36
"130000409",2021,4,1,2.8,36
"130000409",2022,0,52,92.9,56
"130000409",2022,3,3,5.4,56
"130000409",2022,4,1,1.8,56
"130000409",2023,0,49,100,49
"130000409",2024,0,31,96.9,32
"130000409",2024,3,1,3.1,32
"130000409",2025,0,23,92,25
"130000409",2025,3,2,8,25
"130000565",2019,0,1,50,2
"130000565",2019,3,1,50,2
"130000565",2021,0,2,100,2
"130000565",2022,0,10,83.3,12
"130000565",2022,4,2,16.7,12
"130000565",2023,0,10,90.9,11
"130000565",2023,4,1,9.1,11
"130000565",2024,0,21,95.5,22
"130000565",2024,4,1,4.5,22
"130000565",2025,0,24,100,24
"130001225",2019,0,43,95.6,45
"130001225",2019,4,2,4.4,45
"130001225",2020,0,44,100,44
"130001225",2021,0,56,98.2,57
"130001225",2021,4,1,1.8,57
"130001225",2022,0,71,95.9,74
"130001225",2022,3,2,2.7,74
"130001225",2022,4,1,1.4,74
"130001225",2023,0,56,96.6,58
"130001225",2023,3,1,1.7,58
"130001225",2023,4,1,1.7,58
"130001225",2024,0,47,97.9,48
"130001225",2024,3,1,2.1,48
"130001225",2025,0,28,90.3,31
"130001225",2025,3,2,6.5,31
"130001225",2025,4,1,3.2,31
"130002215",2019,0,6,100,6
"130002215",2020,0,1,100,1
"130002215",2021,0,5,100,5
"130002215",2022,0,9,100,9
"130002215",2023,0,8,100,8
"130002835",2019,0,4,100,4
"130002835",2020,0,7,100,7
"130002835",2021,0,12,92.3,13
"130002835",2021,4,1,7.7,13
"130002835",2022,0,9,100,9
"130002835",2023,0,10,100,10
"130002835",2024,0,15,88.2,17
"130002835",2024,4,2,11.8,17
"130002835",2025,0,7,100,7
"130037922",2019,0,55,100,55
"130037922",2020,0,24,100,24
"130043664",2019,0,263,97,271
"130043664",2019,3,8,3,271
"130043664",2020,0,302,99.3,304
"130043664",2020,3,2,0.7,304
"130043664",2021,0,274,97.2,282
"130043664",2021,3,7,2.5,282
"130043664",2021,4,1,0.4,282
"130043664",2022,0,205,98.1,209
"130043664",2022,3,4,1.9,209
"130043664",2023,0,199,97.5,204
"130043664",2023,3,3,1.5,204
"130043664",2023,4,2,1,204
"130043664",2024,0,219,98.6,222
"130043664",2024,3,2,0.9,222
"130043664",2024,4,1,0.5,222
"130043664",2025,0,133,95.7,139
"130043664",2025,3,5,3.6,139
"130043664",2025,4,1,0.7,139
"130050917",2020,0,1,100,1
"130780521",2019,0,68,97.1,70
"130780521",2019,3,1,1.4,70
"130780521",2019,4,1,1.4,70
"130780521",2020,0,37,86,43
"130780521",2020,3,2,4.7,43
"130780521",2020,4,3,7,43
"130780521",2020,5,1,2.3,43
"130780521",2021,0,70,95.9,73
"130780521",2021,3,3,4.1,73
"130780521",2022,0,49,96.1,51
"130780521",2022,3,1,2,51
"130780521",2022,4,1,2,51
"130780521",2023,0,69,98.6,70
"130780521",2023,4,1,1.4,70
"130780521",2024,0,100,100,100
"130780521",2025,0,55,94.8,58
"130780521",2025,3,3,5.2,58
"130781370",2019,0,1,100,1
"130781479",2019,0,118,98.3,120
"130781479",2019,3,1,0.8,120
"130781479",2019,4,1,0.8,120
"130781479",2020,0,85,100,85
"130781479",2021,0,134,98.5,136
"130781479",2021,3,2,1.5,136
"130781479",2022,0,148,100,148
"130781479",2023,0,139,96.5,144
"130781479",2023,3,4,2.8,144
"130781479",2023,4,1,0.7,144
"130781479",2024,0,141,99.3,142
"130781479",2024,4,1,0.7,142
"130781479",2025,0,92,96.8,95
"130781479",2025,3,2,2.1,95
"130781479",2025,4,1,1.1,95
"130782071",2019,0,38,92.7,41
"130782071",2019,3,3,7.3,41
"130782071",2020,0,27,93.1,29
"130782071",2020,3,2,6.9,29
"130782147",2019,0,25,89.3,28
"130782147",2019,3,3,10.7,28
"130782147",2020,0,15,93.8,16
"130782147",2020,3,1,6.2,16
"130782147",2021,0,31,91.2,34
"130782147",2021,3,3,8.8,34
"130782147",2022,0,17,94.4,18
"130782147",2022,3,1,5.6,18
"130782147",2023,0,10,100,10
"130782147",2024,0,6,100,6
"130782147",2025,0,1,100,1
"130782162",2019,0,45,91.8,49
"130782162",2019,3,4,8.2,49
"130782162",2020,0,35,94.6,37
"130782162",2020,3,2,5.4,37
"130782162",2021,0,116,95.9,121
"130782162",2021,3,5,4.1,121
"130782162",2022,0,114,97.4,117
"130782162",2022,3,3,2.6,117
"130782162",2023,0,97,99,98
"130782162",2023,3,1,1,98
"130782162",2024,0,85,98.8,86
"130782162",2024,3,1,1.2,86
"130782162",2025,0,65,100,65
"130783236",2019,0,224,97.8,229
"130783236",2019,3,5,2.2,229
"130783236",2020,0,102,98.1,104
"130783236",2020,3,2,1.9,104
"130783236",2021,0,121,96.8,125
"130783236",2021,3,3,2.4,125
"130783236",2021,4,1,0.8,125
"130783236",2022,0,128,100,128
"130783236",2023,0,110,95.7,115
"130783236",2023,3,4,3.5,115
"130783236",2023,5,1,0.9,115
"130783236",2024,0,48,100,48
"130783236",2025,0,22,100,22
"130783327",2019,0,41,91.1,45
"130783327",2019,3,3,6.7,45
"130783327",2019,4,1,2.2,45
"130783327",2020,0,34,91.9,37
"130783327",2020,3,2,5.4,37
"130783327",2020,4,1,2.7,37
"130783327",2021,0,161,98.2,164
"130783327",2021,3,1,0.6,164
"130783327",2021,4,2,1.2,164
"130783327",2022,0,226,98.3,230
"130783327",2022,4,4,1.7,230
"130783327",2023,0,220,98.2,224
"130783327",2023,3,3,1.3,224
"130783327",2023,4,1,0.4,224
"130783327",2024,0,244,98.4,248
"130783327",2024,4,4,1.6,248
"130783327",2025,0,150,99.3,151
"130783327",2025,4,1,0.7,151
"130783665",2019,0,2,100,2
"130783665",2020,0,1,100,1
"130783665",2021,0,1,100,1
"130783723",2020,0,1,100,1
"130784051",2019,0,5,100,5
"130784051",2020,0,13,92.9,14
"130784051",2020,4,1,7.1,14
"130784051",2021,0,73,97.3,75
"130784051",2021,3,1,1.3,75
"130784051",2021,4,1,1.3,75
"130784051",2022,0,45,93.8,48
"130784051",2022,3,1,2.1,48
"130784051",2022,4,2,4.2,48
"130784051",2023,0,51,96.2,53
"130784051",2023,3,1,1.9,53
"130784051",2023,4,1,1.9,53
"130784051",2024,0,13,81.2,16
"130784051",2024,3,3,18.8,16
"130785389",2019,0,9,100,9
"130785652",2019,0,84,93.3,90
"130785652",2019,3,2,2.2,90
"130785652",2019,4,4,4.4,90
"130785652",2020,0,54,87.1,62
"130785652",2020,3,8,12.9,62
"130785652",2021,0,95,95,100
"130785652",2021,3,4,4,100
"130785652",2021,4,1,1,100
"130785652",2022,0,94,98.9,95
"130785652",2022,3,1,1.1,95
"130785652",2023,0,89,89.9,99
"130785652",2023,3,10,10.1,99
"130785652",2024,0,100,97.1,103
"130785652",2024,3,2,1.9,103
"130785652",2024,4,1,1,103
"130785652",2025,0,49,94.2,52
"130785652",2025,3,2,3.8,52
"130785652",2025,4,1,1.9,52
"130786361",2019,0,225,97.4,231
"130786361",2019,3,3,1.3,231
"130786361",2019,4,3,1.3,231
"130786361",2020,0,202,99.5,203
"130786361",2020,4,1,0.5,203
"130786361",2021,0,261,99.2,263
"130786361",2021,3,1,0.4,263
"130786361",2021,4,1,0.4,263
"130786361",2022,0,262,99.6,263
"130786361",2022,3,1,0.4,263
"130786361",2023,0,273,99.6,274
"130786361",2023,3,1,0.4,274
"130786361",2024,0,265,98.1,270
"130786361",2024,3,4,1.5,270
"130786361",2024,4,1,0.4,270
"130786361",2025,0,168,99.4,169
"130786361",2025,3,1,0.6,169
"130786742",2019,0,30,96.8,31
"130786742",2019,4,1,3.2,31
"130786742",2020,0,10,100,10
"130786742",2021,0,39,95.1,41
"130786742",2021,4,2,4.9,41
"130786742",2022,0,31,91.2,34
"130786742",2022,3,1,2.9,34
"130786742",2022,4,2,5.9,34
"130786742",2023,0,45,97.8,46
"130786742",2023,4,1,2.2,46
"130786742",2024,0,41,100,41
"130786742",2025,0,21,87.5,24
"130786742",2025,3,2,8.3,24
"130786742",2025,4,1,4.2,24
"130810740",2019,0,122,95.3,128
"130810740",2019,3,5,3.9,128
"130810740",2019,4,1,0.8,128
"130810740",2020,0,95,94.1,101
"130810740",2020,3,5,5,101
"130810740",2020,4,1,1,101
"130810740",2021,0,148,93.7,158
"130810740",2021,3,6,3.8,158
"130810740",2021,4,4,2.5,158
"130810740",2022,0,137,95.1,144
"130810740",2022,3,5,3.5,144
"130810740",2022,4,2,1.4,144
"130810740",2023,0,134,94.4,142
"130810740",2023,3,7,4.9,142
"130810740",2023,4,1,0.7,142
"130810740",2024,0,118,98.3,120
"130810740",2024,3,1,0.8,120
"130810740",2024,4,1,0.8,120
"130810740",2025,0,71,94.7,75
"130810740",2025,3,4,5.3,75
"140000027",2019,0,10,100,10
"140000027",2020,0,11,100,11
"140000027",2021,0,23,100,23
"140000027",2022,0,15,100,15
"140000027",2023,0,5,100,5
"140000209",2019,0,203,96.2,211
"140000209",2019,3,8,3.8,211
"140000209",2020,0,153,98.1,156
"140000209",2020,3,3,1.9,156
"140000209",2021,0,169,96,176
"140000209",2021,3,5,2.8,176
"140000209",2021,4,2,1.1,176
"140000209",2022,0,190,94.1,202
"140000209",2022,3,10,5,202
"140000209",2022,4,2,1,202
"140000209",2023,0,177,94.1,188
"140000209",2023,3,8,4.3,188
"140000209",2023,4,2,1.1,188
"140000209",2023,5,1,0.5,188
"140000209",2024,0,87,90.6,96
"140000209",2024,3,7,7.3,96
"140000209",2024,4,2,2.1,96
"140000209",2025,0,48,94.1,51
"140000209",2025,3,2,3.9,51
"140000209",2025,4,1,2,51
"140000290",2019,0,53,96.4,55
"140000290",2019,3,2,3.6,55
"140000290",2020,0,49,98,50
"140000290",2020,3,1,2,50
"140000290",2021,0,52,100,52
"140000290",2022,0,46,93.9,49
"140000290",2022,3,2,4.1,49
"140000290",2022,4,1,2,49
"140016759",2019,0,115,99.1,116
"140016759",2019,3,1,0.9,116
"140016759",2020,0,85,100,85
"140016759",2021,0,144,94.1,153
"140016759",2021,3,7,4.6,153
"140016759",2021,4,2,1.3,153
"140016759",2022,0,134,95.7,140
"140016759",2022,3,5,3.6,140
"140016759",2022,4,1,0.7,140
"140016759",2023,0,95,94.1,101
"140016759",2023,3,5,5,101
"140016759",2023,4,1,1,101
"140016759",2024,0,85,96.6,88
"140016759",2024,3,1,1.1,88
"140016759",2024,5,2,2.3,88
"140016759",2025,0,54,94.7,57
"140016759",2025,3,3,5.3,57
"140017237",2019,0,54,98.2,55
"140017237",2019,3,1,1.8,55
"140017237",2020,0,30,100,30
"140017237",2021,0,47,95.9,49
"140017237",2021,3,2,4.1,49
"140017237",2022,0,49,96.1,51
"140017237",2022,3,1,2,51
"140017237",2022,4,1,2,51
"140017237",2023,0,40,93,43
"140017237",2023,3,2,4.7,43
"140017237",2023,4,1,2.3,43
"140017237",2024,0,60,96.8,62
"140017237",2024,3,1,1.6,62
"140017237",2024,4,1,1.6,62
"140017237",2025,0,34,91.9,37
"140017237",2025,3,3,8.1,37
"140018730",2022,0,1,100,1
"140018730",2023,0,39,100,39
"140018730",2024,0,59,100,59
"140018730",2025,0,19,95,20
"140018730",2025,3,1,5,20
"140024886",2021,0,8,100,8
"140024886",2022,0,9,100,9
"140024886",2023,0,4,100,4
"140024886",2024,0,4,100,4
"140026709",2019,0,17,100,17
"140026709",2020,0,8,88.9,9
"140026709",2020,3,1,11.1,9
"140026709",2021,0,21,100,21
"140026709",2022,0,9,100,9
"140026709",2023,0,10,100,10
"140026709",2024,0,10,100,10
"140026709",2025,0,13,100,13
"150000040",2019,0,12,92.3,13
"150000040",2019,4,1,7.7,13
"150000040",2020,0,7,100,7
"150000040",2021,0,11,100,11
"150000040",2022,0,8,100,8
"150000040",2023,0,9,100,9
"150000040",2024,0,14,93.3,15
"150000040",2024,3,1,6.7,15
"150000040",2025,0,3,100,3
"160000253",2019,0,46,97.9,47
"160000253",2019,3,1,2.1,47
"160000253",2020,0,27,96.4,28
"160000253",2020,3,1,3.6,28
"160000253",2021,0,48,98,49
"160000253",2021,4,1,2,49
"160000253",2022,0,33,100,33
"160000253",2023,0,51,100,51
"160000253",2024,0,43,100,43
"160000253",2025,0,20,95.2,21
"160000253",2025,3,1,4.8,21
"160000279",2019,0,31,93.9,33
"160000279",2019,3,1,3,33
"160000279",2019,5,1,3,33
"160000279",2020,0,24,92.3,26
"160000279",2020,3,2,7.7,26
"160000279",2021,0,14,93.3,15
"160000279",2021,4,1,6.7,15
"160000279",2022,0,5,83.3,6
"160000279",2022,3,1,16.7,6
"160000279",2023,0,4,80,5
"160000279",2023,3,1,20,5
"160000279",2024,0,4,100,4
"160013207",2019,0,73,100,73
"160013207",2020,0,42,100,42
"160013207",2021,0,80,96.4,83
"160013207",2021,3,3,3.6,83
"160013207",2022,0,78,100,78
"160013207",2023,0,91,96.8,94
"160013207",2023,3,2,2.1,94
"160013207",2023,4,1,1.1,94
"160013207",2024,0,89,100,89
"160013207",2025,0,53,100,53
"170000038",2019,0,1,100,1
"170000038",2020,0,8,100,8
"170000038",2021,0,4,80,5
"170000038",2021,3,1,20,5
"170000038",2022,0,6,85.7,7
"170000038",2022,3,1,14.3,7
"170000038",2023,0,6,85.7,7
"170000038",2023,4,1,14.3,7
"170000038",2024,0,6,100,6
"170000087",2023,0,1,100,1
"170000095",2019,0,61,98.4,62
"170000095",2019,3,1,1.6,62
"170000095",2020,0,29,96.7,30
"170000095",2020,3,1,3.3,30
"170000095",2021,0,60,100,60
"170000095",2022,0,57,98.3,58
"170000095",2022,3,1,1.7,58
"170000095",2023,0,49,98,50
"170000095",2023,3,1,2,50
"170000095",2024,0,42,97.7,43
"170000095",2024,3,1,2.3,43
"170000103",2019,0,2,100,2
"170000103",2020,0,4,100,4
"170000103",2021,4,1,100,1
"170000103",2022,0,1,100,1
"170000103",2025,0,12,100,12
"170000152",2019,0,155,93.9,165
"170000152",2019,3,5,3,165
"170000152",2019,4,5,3,165
"170000152",2020,0,83,93.3,89
"170000152",2020,3,6,6.7,89
"170000152",2021,0,145,93.5,155
"170000152",2021,3,9,5.8,155
"170000152",2021,4,1,0.6,155
"170000152",2022,0,121,96,126
"170000152",2022,3,4,3.2,126
"170000152",2022,4,1,0.8,126
"170000152",2023,0,84,90.3,93
"170000152",2023,3,6,6.5,93
"170000152",2023,4,3,3.2,93
"170000152",2024,0,113,94.2,120
"170000152",2024,3,5,4.2,120
"170000152",2024,4,2,1.7,120
"170000152",2025,0,44,93.6,47
"170000152",2025,3,3,6.4,47
"170780563",2019,0,41,100,41
"170780563",2020,0,24,96,25
"170780563",2020,3,1,4,25
"170780563",2021,0,51,100,51
"170780563",2022,0,44,95.7,46
"170780563",2022,3,2,4.3,46
"170780563",2023,0,61,93.8,65
"170780563",2023,3,4,6.2,65
"170780563",2024,0,60,92.3,65
"170780563",2024,3,5,7.7,65
"170780563",2025,0,30,90.9,33
"170780563",2025,3,3,9.1,33
"170780613",2019,0,52,100,52
"170780613",2020,0,18,94.7,19
"170780613",2020,3,1,5.3,19
"170780662",2020,0,12,85.7,14
"170780662",2020,3,2,14.3,14
"170780662",2021,0,45,100,45
"170780662",2022,0,22,95.7,23
"170780662",2022,3,1,4.3,23
"170780662",2023,0,47,94,50
"170780662",2023,3,3,6,50
"170780662",2024,0,53,100,53
"170780662",2025,0,16,100,16
"180004145",2019,0,89,95.7,93
"180004145",2019,3,3,3.2,93
"180004145",2019,4,1,1.1,93
"180004145",2020,0,70,97.2,72
"180004145",2020,3,2,2.8,72
"180004145",2021,0,79,94,84
"180004145",2021,3,4,4.8,84
"180004145",2021,4,1,1.2,84
"180004145",2022,0,75,94.9,79
"180004145",2022,3,4,5.1,79
"180004145",2023,0,57,90.5,63
"180004145",2023,3,6,9.5,63
"180004145",2024,0,37,100,37
"180004145",2025,0,26,92.9,28
"180004145",2025,3,2,7.1,28
"190000018",2019,0,6,100,6
"190000018",2020,4,1,100,1
"190000018",2021,0,1,50,2
"190000018",2021,3,1,50,2
"190000018",2022,0,33,100,33
"190000018",2023,0,32,100,32
"190000018",2024,0,41,100,41
"190000018",2025,0,21,100,21
"190000026",2022,0,1,100,1
"190000224",2019,0,33,91.7,36
"190000224",2019,3,2,5.6,36
"190000224",2019,5,1,2.8,36
"190000224",2020,0,6,75,8
"190000224",2020,3,2,25,8
"190000224",2021,0,20,95.2,21
"190000224",2021,3,1,4.8,21
"190000224",2022,0,18,81.8,22
"190000224",2022,3,3,13.6,22
"190000224",2022,4,1,4.5,22
"190000257",2019,0,54,98.2,55
"190000257",2019,3,1,1.8,55
"190000257",2020,0,7,87.5,8
"190000257",2020,3,1,12.5,8
"190013482",2020,0,31,100,31
"190013482",2021,0,37,94.9,39
"190013482",2021,3,2,5.1,39
"190013482",2022,0,33,94.3,35
"190013482",2022,3,1,2.9,35
"190013482",2022,4,1,2.9,35
"190013482",2023,0,42,97.7,43
"190013482",2023,4,1,2.3,43
"190013482",2024,0,37,90.2,41
"190013482",2024,3,1,2.4,41
"190013482",2024,4,2,4.9,41
"190013482",2024,5,1,2.4,41
"190013482",2025,0,9,75,12
"190013482",2025,3,2,16.7,12
"190013482",2025,4,1,8.3,12
"210011847",2019,0,50,100,50
"210011847",2020,0,31,100,31
"210011847",2021,0,1,100,1
"210012670",2019,0,258,95.6,270
"210012670",2019,3,12,4.4,270
"210012670",2020,0,161,95.8,168
"210012670",2020,3,7,4.2,168
"210012670",2021,0,263,98.5,267
"210012670",2021,3,4,1.5,267
"210012670",2022,0,228,95.8,238
"210012670",2022,3,9,3.8,238
"210012670",2022,4,1,0.4,238
"210012670",2023,0,201,99.5,202
"210012670",2023,3,1,0.5,202
"210012670",2024,0,205,98.1,209
"210012670",2024,3,3,1.4,209
"210012670",2024,4,1,0.5,209
"210012670",2025,0,117,95.9,122
"210012670",2025,3,5,4.1,122
"210780789",2019,0,120,95.2,126
"210780789",2019,3,6,4.8,126
"210780789",2020,0,94,98.9,95
"210780789",2020,3,1,1.1,95
"210780789",2021,0,167,96,174
"210780789",2021,3,6,3.4,174
"210780789",2021,5,1,0.6,174
"210780789",2022,0,142,97.9,145
"210780789",2022,3,3,2.1,145
"210780789",2023,0,103,95.4,108
"210780789",2023,3,4,3.7,108
"210780789",2023,4,1,0.9,108
"210780789",2024,0,109,95.6,114
"210780789",2024,3,5,4.4,114
"210780789",2025,0,44,97.8,45
"210780789",2025,3,1,2.2,45
"210987558",2019,0,70,94.6,74
"210987558",2019,3,2,2.7,74
"210987558",2019,4,2,2.7,74
"210987558",2020,0,22,100,22
"210987558",2021,0,47,94,50
"210987558",2021,3,3,6,50
"210987558",2022,0,9,90,10
"210987558",2022,4,1,10,10
"210987558",2023,0,35,87.5,40
"210987558",2023,3,3,7.5,40
"210987558",2023,4,1,2.5,40
"210987558",2023,5,1,2.5,40
"210987558",2024,0,30,96.8,31
"210987558",2024,4,1,3.2,31
"210987558",2025,0,23,88.5,26
"210987558",2025,3,2,7.7,26
"210987558",2025,4,1,3.8,26
"210987657",2019,0,23,100,23
"210987657",2020,0,16,100,16
"210987657",2021,0,9,90,10
"210987657",2021,4,1,10,10
"210987657",2022,0,6,100,6
"210987657",2023,0,19,90.5,21
"210987657",2023,3,2,9.5,21
"210987657",2024,0,17,100,17
"210987657",2025,0,14,93.3,15
"210987657",2025,3,1,6.7,15
"220000012",2019,0,41,100,41
"220000012",2020,0,24,92.3,26
"220000012",2020,3,2,7.7,26
"220000012",2021,0,38,97.4,39
"220000012",2021,3,1,2.6,39
"220000012",2022,0,21,95.5,22
"220000012",2022,3,1,4.5,22
"220000012",2023,0,35,100,35
"220000012",2024,0,26,100,26
"220000012",2025,0,20,100,20
"220005599",2019,0,26,96.3,27
"220005599",2019,3,1,3.7,27
"220005599",2020,0,27,96.4,28
"220005599",2020,3,1,3.6,28
"220005599",2021,0,32,97,33
"220005599",2021,3,1,3,33
"220005599",2022,0,34,97.1,35
"220005599",2022,3,1,2.9,35
"220005599",2023,0,36,97.3,37
"220005599",2023,3,1,2.7,37
"220005599",2024,0,25,92.6,27
"220005599",2024,3,2,7.4,27
"220005599",2025,0,20,100,20
"220022800",2019,0,109,94,116
"220022800",2019,3,7,6,116
"220022800",2020,0,103,94.5,109
"220022800",2020,3,5,4.6,109
"220022800",2020,4,1,0.9,109
"220022800",2021,0,106,92.2,115
"220022800",2021,3,7,6.1,115
"220022800",2021,4,2,1.7,115
"220022800",2022,0,88,95.7,92
"220022800",2022,3,4,4.3,92
"220022800",2023,0,59,98.3,60
"220022800",2023,3,1,1.7,60
"220022800",2024,0,83,97.6,85
"220022800",2024,3,2,2.4,85
"220022800",2025,0,42,97.7,43
"220022800",2025,3,1,2.3,43
"230000820",2020,0,1,100,1
"230000820",2022,0,1,100,1
"240000208",2019,0,4,100,4
"240000208",2020,0,1,100,1
"240000208",2021,0,2,100,2
"240000208",2022,0,5,100,5
"240000372",2019,0,24,100,24
"240000372",2020,0,24,100,24
"240000372",2021,0,26,100,26
"240000372",2022,0,15,93.8,16
"240000372",2022,3,1,6.2,16
"240000372",2023,0,27,100,27
"240000372",2024,0,20,95.2,21
"240000372",2024,3,1,4.8,21
"240000372",2025,0,12,80,15
"240000372",2025,3,3,20,15
"240000489",2023,0,6,100,6
"240000489",2024,0,13,100,13
"240000489",2025,0,18,100,18
"250000270",2019,0,22,95.7,23
"250000270",2019,3,1,4.3,23
"250000270",2020,0,6,100,6
"250000270",2021,0,24,96,25
"250000270",2021,3,1,4,25
"250000270",2023,0,2,66.7,3
"250000270",2023,3,1,33.3,3
"250000700",2020,0,4,100,4
"250000700",2021,0,9,100,9
"250000700",2022,0,14,100,14
"250000700",2023,0,7,100,7
"250000700",2024,0,2,100,2
"250006954",2019,0,27,93.1,29
"250006954",2019,3,1,3.4,29
"250006954",2019,4,1,3.4,29
"250006954",2020,0,8,100,8
"250006954",2021,0,12,92.3,13
"250006954",2021,4,1,7.7,13
"250006954",2022,0,19,100,19
"250006954",2023,0,21,87.5,24
"250006954",2023,3,1,4.2,24
"250006954",2023,4,2,8.3,24
"250006954",2024,0,24,96,25
"250006954",2024,4,1,4,25
"250006954",2025,0,9,100,9
"250011848",2019,0,105,98.1,107
"250011848",2019,3,2,1.9,107
"250011848",2020,0,72,93.5,77
"250011848",2020,3,4,5.2,77
"250011848",2020,4,1,1.3,77
"250011848",2021,0,164,95.9,171
"250011848",2021,3,7,4.1,171
"250011848",2022,0,209,98.1,213
"250011848",2022,3,4,1.9,213
"250011848",2023,0,212,97.7,217
"250011848",2023,3,4,1.8,217
"250011848",2023,4,1,0.5,217
"250011848",2024,0,200,98,204
"250011848",2024,3,3,1.5,204
"250011848",2024,5,1,0.5,204
"250011848",2025,0,95,97.9,97
"250011848",2025,3,2,2.1,97
"260000013",2021,0,3,100,3
"260000013",2022,0,3,100,3
"260000013",2023,0,32,94.1,34
"260000013",2023,3,1,2.9,34
"260000013",2023,4,1,2.9,34
"260000013",2024,0,47,88.7,53
"260000013",2024,3,3,5.7,53
"260000013",2024,4,3,5.7,53
"260000013",2025,0,30,100,30
"260000260",2019,0,104,95.4,109
"260000260",2019,3,4,3.7,109
"260000260",2019,4,1,0.9,109
"260000260",2020,0,66,95.7,69
"260000260",2020,3,2,2.9,69
"260000260",2020,4,1,1.4,69
"260000260",2021,0,113,95,119
"260000260",2021,3,5,4.2,119
"260000260",2021,4,1,0.8,119
"260000260",2022,0,89,95.7,93
"260000260",2022,3,3,3.2,93
"260000260",2022,4,1,1.1,93
"260000260",2023,0,82,97.6,84
"260000260",2023,3,2,2.4,84
"260000260",2024,0,84,98.8,85
"260000260",2024,4,1,1.2,85
"260000260",2025,0,45,93.8,48
"260000260",2025,3,2,4.2,48
"260000260",2025,4,1,2.1,48
"260003017",2019,0,51,94.4,54
"260003017",2019,3,3,5.6,54
"260003017",2020,0,26,100,26
"260003017",2021,0,44,100,44
"260003017",2022,0,64,100,64
"260003017",2023,0,54,98.2,55
"260003017",2023,3,1,1.8,55
"260003017",2024,0,69,100,69
"260003017",2025,0,43,100,43
"270000359",2019,0,17,94.4,18
"270000359",2019,3,1,5.6,18
"270000359",2020,0,10,100,10
"270000359",2021,0,41,97.6,42
"270000359",2021,3,1,2.4,42
"270000359",2022,0,20,100,20
"270000359",2023,0,19,86.4,22
"270000359",2023,3,1,4.5,22
"270000359",2023,4,2,9.1,22
"270000359",2024,0,17,85,20
"270000359",2024,3,1,5,20
"270000359",2024,4,2,10,20
"270000359",2025,0,13,86.7,15
"270000359",2025,3,1,6.7,15
"270000359",2025,4,1,6.7,15
"280000084",2019,0,30,100,30
"280000084",2020,0,14,87.5,16
"280000084",2020,3,1,6.2,16
"280000084",2020,4,1,6.2,16
"280000084",2021,0,33,100,33
"280000084",2022,0,33,100,33
"280000084",2023,0,26,100,26
"280000084",2024,0,31,100,31
"280000084",2025,0,14,93.3,15
"280000084",2025,3,1,6.7,15
"280504267",2019,0,44,95.7,46
"280504267",2019,3,2,4.3,46
"280504267",2020,0,25,96.2,26
"280504267",2020,3,1,3.8,26
"280504267",2021,0,53,93,57
"280504267",2021,3,4,7,57
"280504267",2022,0,56,96.6,58
"280504267",2022,3,2,3.4,58
"280504267",2023,0,47,94,50
"280504267",2023,3,1,2,50
"280504267",2023,4,2,4,50
"280504267",2024,0,49,100,49
"280504267",2025,0,20,90.9,22
"280504267",2025,3,2,9.1,22
"280505777",2022,0,6,100,6
"280505777",2023,0,49,98,50
"280505777",2023,3,1,2,50
"280505777",2024,0,67,97.1,69
"280505777",2024,3,2,2.9,69
"280505777",2025,0,45,100,45
"290000025",2019,0,25,92.6,27
"290000025",2019,3,1,3.7,27
"290000025",2019,4,1,3.7,27
"290000025",2020,0,13,86.7,15
"290000025",2020,3,2,13.3,15
"290000025",2021,0,26,96.3,27
"290000025",2021,4,1,3.7,27
"290000025",2022,0,22,100,22
"290000025",2023,0,43,97.7,44
"290000025",2023,4,1,2.3,44
"290000025",2024,0,33,91.7,36
"290000025",2024,4,2,5.6,36
"290000025",2024,5,1,2.8,36
"290000025",2025,0,15,93.8,16
"290000025",2025,4,1,6.2,16
"290000215",2019,0,57,93.4,61
"290000215",2019,3,4,6.6,61
"290000215",2020,0,53,91.4,58
"290000215",2020,3,5,8.6,58
"290000215",2021,0,48,96,50
"290000215",2021,3,1,2,50
"290000215",2021,4,1,2,50
"290000215",2022,0,36,100,36
"290004324",2019,0,74,100,74
"290004324",2020,0,39,97.5,40
"290004324",2020,5,1,2.5,40
"290004324",2021,0,53,96.4,55
"290004324",2021,3,1,1.8,55
"290004324",2021,4,1,1.8,55
"290004324",2022,0,80,97.6,82
"290004324",2022,3,2,2.4,82
"290004324",2023,0,101,99,102
"290004324",2023,3,1,1,102
"290004324",2024,0,70,98.6,71
"290004324",2024,3,1,1.4,71
"290004324",2025,0,34,97.1,35
"290004324",2025,3,1,2.9,35
"290019777",2019,0,63,94,67
"290019777",2019,3,4,6,67
"290019777",2020,0,57,93.4,61
"290019777",2020,3,4,6.6,61
"290019777",2021,0,67,95.7,70
"290019777",2021,3,3,4.3,70
"290019777",2022,0,80,94.1,85
