"finessGeoDP","annee","clav_cat_90","NB","PCT","TOT_y"
"290019777",2022,3,5,5.9,85
"290019777",2023,0,76,93.8,81
"290019777",2023,3,5,6.2,81
"290019777",2024,0,68,98.6,69
"290019777",2024,3,1,1.4,69
"290019777",2025,0,42,93.3,45
"290019777",2025,3,3,6.7,45
"290023431",2019,0,8,100,8
"290023431",2020,0,1,100,1
"290023431",2022,0,13,100,13
"290023431",2023,0,28,100,28
"290023431",2024,0,30,100,30
"290023431",2025,0,27,96.4,28
"290023431",2025,3,1,3.6,28
"290036540",2022,0,22,100,22
"290036540",2023,0,48,98,49
"290036540",2023,3,1,2,49
"290036540",2024,0,34,94.4,36
"290036540",2024,3,1,2.8,36
"290036540",2024,4,1,2.8,36
"290036540",2025,0,25,92.6,27
"290036540",2025,3,2,7.4,27
"2A0000139",2019,0,40,97.6,41
"2A0000139",2019,4,1,2.4,41
"2A0000139",2020,0,24,100,24
"2A0000139",2021,0,31,100,31
"2A0000139",2022,0,29,100,29
"2A0000139",2023,0,24,100,24
"2A0000139",2024,0,20,100,20
"2A0000139",2025,0,7,100,7
"2A0000154",2019,0,5,100,5
"2A0000154",2022,0,3,100,3
"2A0000154",2023,0,9,100,9
"2A0000154",2024,0,7,100,7
"2A0000154",2025,0,2,100,2
"2B0000145",2019,0,83,98.8,84
"2B0000145",2019,3,1,1.2,84
"2B0000145",2020,0,45,95.7,47
"2B0000145",2020,3,2,4.3,47
"2B0000145",2021,0,91,93.8,97
"2B0000145",2021,3,4,4.1,97
"2B0000145",2021,4,1,1,97
"2B0000145",2021,5,1,1,97
"2B0000145",2022,0,67,90.5,74
"2B0000145",2022,3,5,6.8,74
"2B0000145",2022,4,2,2.7,74
"2B0000145",2023,0,63,92.6,68
"2B0000145",2023,3,5,7.4,68
"2B0000145",2024,0,58,90.6,64
"2B0000145",2024,3,6,9.4,64
"2B0000145",2025,0,55,96.5,57
"2B0000145",2025,3,2,3.5,57
"2B0000392",2023,0,1,100,1
"2B0000392",2024,0,1,100,1
"300000023",2019,0,19,100,19
"300000023",2020,0,8,100,8
"300000023",2021,0,37,100,37
"300000023",2022,0,41,97.6,42
"300000023",2022,3,1,2.4,42
"300000023",2023,0,20,100,20
"300000023",2024,0,29,96.7,30
"300000023",2024,4,1,3.3,30
"300000023",2025,0,27,96.4,28
"300000023",2025,3,1,3.6,28
"300000031",2019,0,37,90.2,41
"300000031",2019,3,3,7.3,41
"300000031",2019,4,1,2.4,41
"300000031",2020,0,21,95.5,22
"300000031",2020,3,1,4.5,22
"300780137",2019,0,109,99.1,110
"300780137",2019,3,1,0.9,110
"300780137",2020,0,77,98.7,78
"300780137",2020,3,1,1.3,78
"300780137",2021,0,109,98.2,111
"300780137",2021,4,2,1.8,111
"300780137",2022,0,56,98.2,57
"300780137",2022,3,1,1.8,57
"300780137",2023,0,48,98,49
"300780137",2023,3,1,2,49
"300780137",2024,0,31,91.2,34
"300780137",2024,3,2,5.9,34
"300780137",2024,4,1,2.9,34
"300780137",2025,0,13,92.9,14
"300780137",2025,3,1,7.1,14
"300780152",2021,0,1,100,1
"300780152",2023,0,11,100,11
"300780152",2024,0,17,94.4,18
"300780152",2024,4,1,5.6,18
"300780152",2025,0,9,100,9
"300782117",2019,0,230,99.1,232
"300782117",2019,3,2,0.9,232
"300782117",2020,0,144,96.6,149
"300782117",2020,3,1,0.7,149
"300782117",2020,4,4,2.7,149
"300782117",2021,0,251,96.9,259
"300782117",2021,3,6,2.3,259
"300782117",2021,4,2,0.8,259
"300782117",2022,0,210,95.5,220
"300782117",2022,3,8,3.6,220
"300782117",2022,4,2,0.9,220
"300782117",2023,0,189,96.4,196
"300782117",2023,3,5,2.6,196
"300782117",2023,4,2,1,196
"300782117",2024,0,210,98.6,213
"300782117",2024,4,3,1.4,213
"300782117",2025,0,85,97.7,87
"300782117",2025,3,2,2.3,87
"300788502",2019,0,246,96.1,256
"300788502",2019,3,4,1.6,256
"300788502",2019,4,6,2.3,256
"300788502",2020,0,195,97,201
"300788502",2020,3,6,3,201
"300788502",2021,0,234,95.9,244
"300788502",2021,3,8,3.3,244
"300788502",2021,4,2,0.8,244
"300788502",2022,0,239,98.4,243
"300788502",2022,3,4,1.6,243
"300788502",2023,0,148,96.1,154
"300788502",2023,3,5,3.2,154
"300788502",2023,4,1,0.6,154
"300788502",2024,0,101,99,102
"300788502",2024,3,1,1,102
"300788502",2025,0,72,96,75
"300788502",2025,3,3,4,75
"310026927",2019,0,23,88.5,26
"310026927",2019,3,2,7.7,26
"310026927",2019,5,1,3.8,26
"310026927",2020,0,16,100,16
"310026927",2021,0,43,93.5,46
"310026927",2021,3,3,6.5,46
"310026927",2022,0,51,98.1,52
"310026927",2022,4,1,1.9,52
"310026927",2023,0,66,97.1,68
"310026927",2023,3,2,2.9,68
"310026927",2024,0,59,96.7,61
"310026927",2024,3,1,1.6,61
"310026927",2024,4,1,1.6,61
"310026927",2025,0,29,90.6,32
"310026927",2025,3,2,6.2,32
"310026927",2025,4,1,3.1,32
"310780259",2019,0,6,100,6
"310780259",2020,0,8,100,8
"310780259",2021,0,13,92.9,14
"310780259",2021,3,1,7.1,14
"310780259",2022,0,18,100,18
"310780259",2023,0,20,95.2,21
"310780259",2023,3,1,4.8,21
"310780259",2024,0,16,100,16
"310780259",2025,0,10,100,10
"310780283",2019,0,85,98.8,86
"310780283",2019,3,1,1.2,86
"310780283",2020,0,96,98,98
"310780283",2020,3,1,1,98
"310780283",2020,4,1,1,98
"310780283",2021,0,113,100,113
"310780283",2022,0,115,100,115
"310780283",2023,0,114,97.4,117
"310780283",2023,3,2,1.7,117
"310780283",2023,4,1,0.9,117
"310780283",2024,0,104,97.2,107
"310780283",2024,3,1,0.9,107
"310780283",2024,4,2,1.9,107
"310780283",2025,0,45,100,45
"310780382",2019,0,64,98.5,65
"310780382",2019,3,1,1.5,65
"310780382",2020,0,50,100,50
"310780382",2021,0,68,95.8,71
"310780382",2021,3,3,4.2,71
"310780382",2022,0,63,98.4,64
"310780382",2022,3,1,1.6,64
"310780382",2023,0,53,98.1,54
"310780382",2023,3,1,1.9,54
"310780382",2024,0,53,98.1,54
"310780382",2024,3,1,1.9,54
"310780382",2025,0,19,95,20
"310780382",2025,3,1,5,20
"310781000",2019,0,830,98.2,845
"310781000",2019,3,11,1.3,845
"310781000",2019,4,4,0.5,845
"310781000",2020,0,504,97.5,517
"310781000",2020,3,9,1.7,517
"310781000",2020,4,4,0.8,517
"310781000",2021,0,647,97.9,661
"310781000",2021,3,10,1.5,661
"310781000",2021,4,4,0.6,661
"310781000",2022,0,704,97.8,720
"310781000",2022,3,10,1.4,720
"310781000",2022,4,6,0.8,720
"310781000",2023,0,518,97.6,531
"310781000",2023,3,9,1.7,531
"310781000",2023,4,4,0.8,531
"310781000",2024,0,463,98.1,472
"310781000",2024,3,2,0.4,472
"310781000",2024,4,6,1.3,472
"310781000",2024,5,1,0.2,472
"310781000",2025,0,176,96.7,182
"310781000",2025,3,6,3.3,182
"310781067",2019,0,34,94.4,36
"310781067",2019,3,1,2.8,36
"310781067",2019,4,1,2.8,36
"310781067",2020,0,8,88.9,9
"310781067",2020,3,1,11.1,9
"310781067",2021,0,11,100,11
"310781505",2019,0,139,94.6,147
"310781505",2019,3,3,2,147
"310781505",2019,4,5,3.4,147
"310781505",2020,0,89,97.8,91
"310781505",2020,4,2,2.2,91
"310781505",2021,0,140,98.6,142
"310781505",2021,3,1,0.7,142
"310781505",2021,4,1,0.7,142
"310781505",2022,0,130,99.2,131
"310781505",2022,4,1,0.8,131
"310781505",2023,0,169,96,176
"310781505",2023,3,1,0.6,176
"310781505",2023,4,6,3.4,176
"310781505",2024,0,168,95.5,176
"310781505",2024,4,8,4.5,176
"310781505",2025,0,66,88,75
"310781505",2025,3,1,1.3,75
"310781505",2025,4,8,10.7,75
"310783048",2019,0,8,100,8
"310783055",2019,0,151,95,159
"310783055",2019,3,8,5,159
"310783055",2020,0,109,97.3,112
"310783055",2020,3,3,2.7,112
"310783055",2021,0,110,97.3,113
"310783055",2021,3,2,1.8,113
"310783055",2021,4,1,0.9,113
"310783055",2022,0,122,96.8,126
"310783055",2022,3,3,2.4,126
"310783055",2022,4,1,0.8,126
"310783055",2023,0,124,96.9,128
"310783055",2023,3,4,3.1,128
"310783055",2024,0,101,100,101
"310783055",2025,0,70,94.6,74
"310783055",2025,3,1,1.4,74
"310783055",2025,4,3,4.1,74
"320000086",2019,0,16,100,16
"320000086",2020,0,11,100,11
"320000086",2021,0,7,100,7
"320000086",2022,0,9,100,9
"320000086",2023,0,6,100,6
"320000086",2024,0,1,100,1
"320000086",2025,0,3,100,3
"330000340",2019,0,129,95.6,135
"330000340",2019,3,5,3.7,135
"330000340",2019,4,1,0.7,135
"330000340",2020,0,62,92.5,67
"330000340",2020,3,5,7.5,67
"330000340",2021,0,88,93.6,94
"330000340",2021,3,5,5.3,94
"330000340",2021,4,1,1.1,94
"330000340",2022,0,89,95.7,93
"330000340",2022,3,3,3.2,93
"330000340",2022,4,1,1.1,93
"330000340",2023,0,55,94.8,58
"330000340",2023,3,2,3.4,58
"330000340",2023,4,1,1.7,58
"330000340",2024,0,56,98.2,57
"330000340",2024,3,1,1.8,57
"330000340",2025,0,25,78.1,32
"330000340",2025,3,6,18.8,32
"330000340",2025,4,1,3.1,32
"330000555",2019,0,4,100,4
"330000555",2020,0,7,100,7
"330000555",2021,0,11,100,11
"330000555",2022,0,5,100,5
"330000555",2023,0,7,100,7
"330000555",2024,0,6,100,6
"330000605",2021,0,2,66.7,3
"330000605",2021,4,1,33.3,3
"330000605",2022,0,23,100,23
"330000605",2023,0,18,100,18
"330000605",2024,0,25,100,25
"330780115",2019,0,46,92,50
"330780115",2019,3,3,6,50
"330780115",2019,4,1,2,50
"330780115",2020,0,31,93.9,33
"330780115",2020,3,1,3,33
"330780115",2020,4,1,3,33
"330780115",2021,0,75,96.2,78
"330780115",2021,3,3,3.8,78
"330780115",2022,0,45,93.8,48
"330780115",2022,3,1,2.1,48
"330780115",2022,4,2,4.2,48
"330780115",2023,0,48,98,49
"330780115",2023,3,1,2,49
"330780115",2024,0,48,98,49
"330780115",2024,4,1,2,49
"330780115",2025,0,15,100,15
"330780206",2019,0,5,100,5
"330780206",2020,0,11,100,11
"330780206",2021,0,12,100,12
"330780206",2022,0,7,100,7
"330780206",2023,0,8,88.9,9
"330780206",2023,3,1,11.1,9
"330780206",2024,0,17,100,17
"330780263",2019,0,128,92.1,139
"330780263",2019,3,10,7.2,139
"330780263",2019,4,1,0.7,139
"330780263",2020,0,103,92,112
"330780263",2020,3,9,8,112
"330780263",2021,0,102,95.3,107
"330780263",2021,3,5,4.7,107
"330780263",2022,0,111,94.9,117
"330780263",2022,3,6,5.1,117
"330780263",2023,0,83,97.6,85
"330780263",2023,3,2,2.4,85
"330780263",2024,0,78,91.8,85
"330780263",2024,3,5,5.9,85
"330780263",2024,4,2,2.4,85
"330780263",2025,0,34,91.9,37
"330780263",2025,3,3,8.1,37
"330780479",2019,0,22,100,22
"330780479",2020,0,18,100,18
"330780479",2021,0,60,98.4,61
"330780479",2021,3,1,1.6,61
"330780479",2022,0,73,97.3,75
"330780479",2022,4,2,2.7,75
"330780479",2023,0,55,98.2,56
"330780479",2023,3,1,1.8,56
"330780479",2024,0,75,96.2,78
"330780479",2024,3,1,1.3,78
"330780479",2024,4,1,1.3,78
"330780479",2024,5,1,1.3,78
"330780479",2025,0,33,100,33
"330780511",2019,0,20,95.2,21
"330780511",2019,3,1,4.8,21
"330780511",2020,0,12,92.3,13
"330780511",2020,4,1,7.7,13
"330780511",2021,0,20,95.2,21
"330780511",2021,3,1,4.8,21
"330780511",2022,0,35,100,35
"330780511",2023,0,34,97.1,35
"330780511",2023,3,1,2.9,35
"330780511",2024,0,47,95.9,49
"330780511",2024,3,2,4.1,49
"330780511",2025,0,16,100,16
"330780529",2019,0,204,97.6,209
"330780529",2019,3,5,2.4,209
"330780529",2020,0,87,97.8,89
"330780529",2020,3,2,2.2,89
"330780529",2021,0,223,96.1,232
"330780529",2021,3,8,3.4,232
"330780529",2021,4,1,0.4,232
"330780529",2022,0,211,97.7,216
"330780529",2022,3,5,2.3,216
"330780529",2023,0,213,99.1,215
"330780529",2023,3,2,0.9,215
"330780529",2024,0,221,97.8,226
"330780529",2024,3,4,1.8,226
"330780529",2024,4,1,0.4,226
"330780529",2025,0,129,93.5,138
"330780529",2025,3,6,4.3,138
"330780529",2025,4,3,2.2,138
"330780537",2019,0,3,100,3
"330780537",2020,0,6,100,6
"330780537",2021,0,8,100,8
"330780537",2022,0,8,100,8
"330780537",2023,0,2,100,2
"330781303",2019,0,5,100,5
"330781360",2021,4,1,100,1
"330781360",2022,0,1,100,1
"330781360",2024,0,1,100,1
"330781402",2019,0,138,98.6,140
"330781402",2019,3,2,1.4,140
"330781402",2020,0,121,96,126
"330781402",2020,3,5,4,126
"330781402",2021,0,188,96.4,195
"330781402",2021,3,7,3.6,195
"330781402",2022,0,187,97.9,191
"330781402",2022,3,4,2.1,191
"330781402",2023,0,222,96.9,229
"330781402",2023,3,6,2.6,229
"330781402",2023,4,1,0.4,229
"330781402",2024,0,224,97.4,230
"330781402",2024,3,5,2.2,230
"330781402",2024,4,1,0.4,230
"330781402",2025,0,124,96.1,129
"330781402",2025,3,5,3.9,129
"330782582",2019,0,85,94.4,90
"330782582",2019,3,5,5.6,90
"330782582",2020,0,47,100,47
"330782582",2021,0,75,94.9,79
"330782582",2021,3,2,2.5,79
"330782582",2021,4,2,2.5,79
"330782582",2022,0,54,98.2,55
"330782582",2022,4,1,1.8,55
"330782582",2023,0,56,96.6,58
"330782582",2023,3,1,1.7,58
"330782582",2023,4,1,1.7,58
"330782582",2024,0,41,100,41
"330782582",2025,0,22,88,25
"330782582",2025,3,2,8,25
"330782582",2025,4,1,4,25
"330783648",2019,0,80,93,86
"330783648",2019,3,3,3.5,86
"330783648",2019,4,3,3.5,86
"330783648",2020,0,60,98.4,61
"330783648",2020,4,1,1.6,61
"330783648",2021,0,76,86.4,88
"330783648",2021,3,8,9.1,88
"330783648",2021,4,3,3.4,88
"330783648",2021,5,1,1.1,88
"330783648",2022,0,94,95.9,98
"330783648",2022,3,3,3.1,98
"330783648",2022,4,1,1,98
"330783648",2023,0,64,95.5,67
"330783648",2023,3,1,1.5,67
"330783648",2023,4,2,3,67
"330783648",2024,0,66,94.3,70
"330783648",2024,3,1,1.4,70
"330783648",2024,4,3,4.3,70
"330783648",2025,0,38,90.5,42
"330783648",2025,3,2,4.8,42
"330783648",2025,4,2,4.8,42
"340000033",2019,0,37,100,37
"340000033",2020,0,24,96,25
"340000033",2020,3,1,4,25
"340000033",2021,0,54,98.2,55
"340000033",2021,4,1,1.8,55
"340000033",2022,0,56,94.9,59
"340000033",2022,3,3,5.1,59
"340000033",2023,0,75,97.4,77
"340000033",2023,4,2,2.6,77
"340000033",2024,0,71,100,71
"340000033",2025,0,45,97.8,46
"340000033",2025,3,1,2.2,46
"340000223",2019,0,45,95.7,47
"340000223",2019,3,1,2.1,47
"340000223",2019,4,1,2.1,47
"340000223",2020,0,13,92.9,14
"340000223",2020,4,1,7.1,14
"340000223",2021,0,23,95.8,24
"340000223",2021,4,1,4.2,24
"340000223",2022,0,14,100,14
"340000223",2023,0,14,93.3,15
"340000223",2023,4,1,6.7,15
"340000223",2024,0,16,94.1,17
"340000223",2024,3,1,5.9,17
"340000223",2025,0,10,83.3,12
"340000223",2025,4,2,16.7,12
"340009885",2019,0,32,91.4,35
"340009885",2019,3,3,8.6,35
"340009885",2020,0,18,94.7,19
"340009885",2020,3,1,5.3,19
"340009885",2021,0,39,97.5,40
"340009885",2021,3,1,2.5,40
"340009885",2022,0,34,94.4,36
"340009885",2022,3,2,5.6,36
"340009885",2023,0,42,97.7,43
"340009885",2023,3,1,2.3,43
"340009885",2024,0,44,100,44
"340009885",2025,0,30,90.9,33
"340009885",2025,3,3,9.1,33
"340015502",2019,0,329,95.6,344
"340015502",2019,3,13,3.8,344
"340015502",2019,4,2,0.6,344
"340015502",2020,0,233,94.3,247
"340015502",2020,3,10,4,247
"340015502",2020,4,4,1.6,247
"340015502",2021,0,311,94,331
"340015502",2021,3,15,4.5,331
"340015502",2021,4,5,1.5,331
"340015502",2022,0,256,95.2,269
"340015502",2022,3,9,3.3,269
"340015502",2022,4,4,1.5,269
"340015502",2023,0,229,95.8,239
"340015502",2023,3,7,2.9,239
"340015502",2023,4,3,1.3,239
"340015502",2024,0,186,97.4,191
"340015502",2024,3,4,2.1,191
"340015502",2024,5,1,0.5,191
"340015502",2025,0,95,96,99
"340015502",2025,3,4,4,99
"340015965",2019,0,153,92.2,166
"340015965",2019,3,13,7.8,166
"340015965",2020,0,126,93.3,135
"340015965",2020,3,9,6.7,135
"340015965",2021,0,167,91.3,183
"340015965",2021,3,16,8.7,183
"340015965",2022,0,142,96.6,147
"340015965",2022,3,5,3.4,147
"340015965",2023,0,151,96.2,157
"340015965",2023,3,6,3.8,157
"340015965",2024,0,138,93.2,148
"340015965",2024,3,10,6.8,148
"340015965",2025,0,63,92.6,68
"340015965",2025,3,4,5.9,68
"340015965",2025,4,1,1.5,68
"340024314",2021,0,36,81.8,44
"340024314",2021,3,1,2.3,44
"340024314",2021,4,7,15.9,44
"340024314",2022,0,48,76.2,63
"340024314",2022,3,2,3.2,63
"340024314",2022,4,13,20.6,63
"340024314",2023,0,39,78,50
"340024314",2023,4,11,22,50
"340024314",2024,0,19,61.3,31
"340024314",2024,4,12,38.7,31
"340024314",2025,0,17,85,20
"340024314",2025,3,1,5,20
"340024314",2025,4,2,10,20
"340780147",2021,0,1,100,1
"340780634",2019,0,37,97.4,38
"340780634",2019,3,1,2.6,38
"340780634",2020,0,18,78.3,23
"340780634",2020,4,5,21.7,23
"340780642",2023,0,10,100,10
"340780642",2024,0,15,100,15
"340780642",2025,0,10,83.3,12
"340780642",2025,3,2,16.7,12
"340780667",2019,0,32,88.9,36
"340780667",2019,3,3,8.3,36
"340780667",2019,4,1,2.8,36
"340780667",2020,0,24,92.3,26
"340780667",2020,3,1,3.8,26
"340780667",2020,4,1,3.8,26
"340780667",2021,0,71,98.6,72
"340780667",2021,4,1,1.4,72
"340780667",2022,0,75,97.4,77
"340780667",2022,3,2,2.6,77
"340780667",2023,0,70,95.9,73
"340780667",2023,3,3,4.1,73
"340780667",2024,0,67,97.1,69
"340780667",2024,3,1,1.4,69
"340780667",2024,4,1,1.4,69
"340780667",2025,0,35,100,35
"340780675",2019,0,68,100,68
"340780675",2020,0,75,97.4,77
"340780675",2020,3,2,2.6,77
"340780675",2021,0,102,100,102
"340780675",2022,0,111,100,111
"340780675",2023,0,121,97.6,124
"340780675",2023,3,3,2.4,124
"340780675",2024,0,131,100,131
"340780675",2025,0,25,100,25
"340780717",2019,0,15,100,15
"340780717",2020,0,9,100,9
"340780717",2021,0,21,95.5,22
"340780717",2021,3,1,4.5,22
"340780717",2022,0,18,100,18
"340780717",2023,0,8,100,8
"340780717",2024,0,9,81.8,11
"340780717",2024,3,2,18.2,11
"340780717",2025,0,1,100,1
"340780741",2019,0,33,97.1,34
"340780741",2019,3,1,2.9,34
"340780741",2020,0,23,100,23
"340780741",2021,0,48,96,50
"340780741",2021,3,2,4,50
"340780741",2022,0,39,97.5,40
"340780741",2022,3,1,2.5,40
"340780741",2023,0,39,95.1,41
