"";"finessGeoDP";"annee";"baria_t";"n";"TOT_y";"TOT";"AVER"
"1203";"330000340";2022;"SLE";54;98;383;77
"1204";"330000340";2023;"ABL";2;61;383;77
"1205";"330000340";2023;"BPG";20;61;383;77
"1206";"330000340";2023;"REV";1;61;383;77
"1207";"330000340";2023;"SLE";38;61;383;77
"1208";"330000340";2024;"ABL";2;59;383;77
"1209";"330000340";2024;"BPG";15;59;383;77
"1210";"330000340";2024;"SLE";42;59;383;77
"1211";"330780115";2020;"ABL";3;39;280;56
"1212";"330780115";2020;"BPG";7;39;280;56
"1213";"330780115";2020;"REV";2;39;280;56
"1214";"330780115";2020;"SLE";27;39;280;56
"1215";"330780115";2021;"ABL";6;89;280;56
"1216";"330780115";2021;"ANN";1;89;280;56
"1217";"330780115";2021;"BPG";16;89;280;56
"1218";"330780115";2021;"GVC";5;89;280;56
"1219";"330780115";2021;"SLE";61;89;280;56
"1220";"330780115";2022;"ABL";4;52;280;56
"1221";"330780115";2022;"BPG";4;52;280;56
"1222";"330780115";2022;"SLE";44;52;280;56
"1223";"330780115";2023;"ABL";1;50;280;56
"1224";"330780115";2023;"BPG";4;50;280;56
"1225";"330780115";2023;"SLE";45;50;280;56
"1226";"330780115";2024;"ABL";1;50;280;56
"1227";"330780115";2024;"ANN";1;50;280;56
"1228";"330780115";2024;"BPG";6;50;280;56
"1229";"330780115";2024;"SLE";42;50;280;56
"1230";"330780263";2020;"ABL";9;135;608;122
"1231";"330780263";2020;"ANN";1;135;608;122
"1232";"330780263";2020;"BPG";13;135;608;122
"1233";"330780263";2020;"REV";14;135;608;122
"1234";"330780263";2020;"SLE";98;135;608;122
"1235";"330780263";2021;"ABL";1;126;608;122
"1236";"330780263";2021;"ANN";1;126;608;122
"1237";"330780263";2021;"BPG";16;126;608;122
"1238";"330780263";2021;"DBP";2;126;608;122
"1239";"330780263";2021;"REV";18;126;608;122
"1240";"330780263";2021;"SLE";88;126;608;122
"1241";"330780263";2022;"ABL";4;135;608;122
"1242";"330780263";2022;"ANN";1;135;608;122
"1243";"330780263";2022;"BPG";20;135;608;122
"1244";"330780263";2022;"REV";14;135;608;122
"1245";"330780263";2022;"SLE";96;135;608;122
"1246";"330780263";2023;"ABL";2;107;608;122
"1247";"330780263";2023;"BPG";8;107;608;122
"1248";"330780263";2023;"REV";20;107;608;122
"1249";"330780263";2023;"SLE";77;107;608;122
"1250";"330780263";2024;"ABL";2;105;608;122
"1251";"330780263";2024;"BPG";11;105;608;122
"1252";"330780263";2024;"REV";18;105;608;122
"1253";"330780263";2024;"SLE";74;105;608;122
"1254";"330780479";2020;"ABL";2;23;309;62
"1255";"330780479";2020;"BPG";7;23;309;62
"1256";"330780479";2020;"REV";3;23;309;62
"1257";"330780479";2020;"SLE";11;23;309;62
"1258";"330780479";2021;"ABL";3;65;309;62
"1259";"330780479";2021;"BPG";18;65;309;62
"1260";"330780479";2021;"DBP";2;65;309;62
"1261";"330780479";2021;"SLE";42;65;309;62
"1262";"330780479";2022;"ABL";1;79;309;62
"1263";"330780479";2022;"BPG";23;79;309;62
"1264";"330780479";2022;"DBP";2;79;309;62
"1265";"330780479";2022;"REV";3;79;309;62
"1266";"330780479";2022;"SLE";50;79;309;62
"1267";"330780479";2023;"ABL";1;63;309;62
"1268";"330780479";2023;"BPG";18;63;309;62
"1269";"330780479";2023;"REV";6;63;309;62
"1270";"330780479";2023;"SLE";38;63;309;62
"1271";"330780479";2024;"BPG";25;79;309;62
"1272";"330780479";2024;"REV";1;79;309;62
"1273";"330780479";2024;"SLE";53;79;309;62
"1274";"330780529";2020;"ABL";7;97;1012;202
"1275";"330780529";2020;"BPG";12;97;1012;202
"1276";"330780529";2020;"REV";1;97;1012;202
"1277";"330780529";2020;"SLE";77;97;1012;202
"1278";"330780529";2021;"ABL";3;236;1012;202
"1279";"330780529";2021;"BPG";28;236;1012;202
"1280";"330780529";2021;"REV";1;236;1012;202
"1281";"330780529";2021;"SLE";204;236;1012;202
"1282";"330780529";2022;"ABL";7;223;1012;202
"1283";"330780529";2022;"BPG";32;223;1012;202
"1284";"330780529";2022;"SLE";184;223;1012;202
"1285";"330780529";2023;"ABL";5;221;1012;202
"1286";"330780529";2023;"BPG";55;221;1012;202
"1287";"330780529";2023;"REV";1;221;1012;202
"1288";"330780529";2023;"SLE";160;221;1012;202
"1289";"330780529";2024;"ABL";4;235;1012;202
"1290";"330780529";2024;"BPG";48;235;1012;202
"1291";"330780529";2024;"NDD";1;235;1012;202
"1292";"330780529";2024;"REV";4;235;1012;202
"1293";"330780529";2024;"SLE";178;235;1012;202
"1294";"330781402";2020;"ABL";8;150;1114;223
"1295";"330781402";2020;"BPG";56;150;1114;223
"1296";"330781402";2020;"REV";15;150;1114;223
"1297";"330781402";2020;"SLE";71;150;1114;223
"1298";"330781402";2021;"ABL";12;224;1114;223
"1299";"330781402";2021;"BPG";61;224;1114;223
"1300";"330781402";2021;"REV";17;224;1114;223
"1301";"330781402";2021;"SLE";134;224;1114;223
"1302";"330781402";2022;"ABL";7;211;1114;223
"1303";"330781402";2022;"BPG";93;211;1114;223
"1304";"330781402";2022;"REV";13;211;1114;223
"1305";"330781402";2022;"SLE";98;211;1114;223
"1306";"330781402";2023;"ABL";18;280;1114;223
"1307";"330781402";2023;"BPG";82;280;1114;223
"1308";"330781402";2023;"DBP";1;280;1114;223
"1309";"330781402";2023;"REV";32;280;1114;223
"1310";"330781402";2023;"SLE";147;280;1114;223
"1311";"330781402";2024;"ABL";6;249;1114;223
"1312";"330781402";2024;"BPG";87;249;1114;223
"1313";"330781402";2024;"REV";13;249;1114;223
"1314";"330781402";2024;"SLE";143;249;1114;223
"1315";"330782582";2020;"ABL";2;53;297;59
"1316";"330782582";2020;"BPG";3;53;297;59
"1317";"330782582";2020;"REV";4;53;297;59
"1318";"330782582";2020;"SLE";44;53;297;59
"1319";"330782582";2021;"ABL";4;83;297;59
"1320";"330782582";2021;"BPG";12;83;297;59
"1321";"330782582";2021;"SLE";67;83;297;59
"1322";"330782582";2022;"ABL";4;59;297;59
"1323";"330782582";2022;"BPG";12;59;297;59
"1324";"330782582";2022;"SLE";43;59;297;59
"1325";"330782582";2023;"ABL";2;60;297;59
"1326";"330782582";2023;"BPG";13;60;297;59
"1327";"330782582";2023;"SLE";45;60;297;59
"1328";"330782582";2024;"ABL";1;42;297;59
"1329";"330782582";2024;"ANN";1;42;297;59
"1330";"330782582";2024;"BPG";9;42;297;59
"1331";"330782582";2024;"SLE";31;42;297;59
"1332";"330783648";2020;"ABL";13;81;470;94
"1333";"330783648";2020;"BPG";48;81;470;94
"1334";"330783648";2020;"DBP";1;81;470;94
"1335";"330783648";2020;"REV";7;81;470;94
"1336";"330783648";2020;"SLE";12;81;470;94
"1337";"330783648";2021;"ABL";15;112;470;94
"1338";"330783648";2021;"ANN";3;112;470;94
"1339";"330783648";2021;"BPG";66;112;470;94
"1340";"330783648";2021;"DBP";1;112;470;94
"1341";"330783648";2021;"REV";9;112;470;94
"1342";"330783648";2021;"SLE";18;112;470;94
"1343";"330783648";2022;"ABL";7;110;470;94
"1344";"330783648";2022;"ANN";2;110;470;94
"1345";"330783648";2022;"BPG";65;110;470;94
"1346";"330783648";2022;"REV";5;110;470;94
"1347";"330783648";2022;"SLE";31;110;470;94
"1348";"330783648";2023;"ABL";5;83;470;94
"1349";"330783648";2023;"ANN";1;83;470;94
"1350";"330783648";2023;"BPG";56;83;470;94
"1351";"330783648";2023;"NDD";1;83;470;94
"1352";"330783648";2023;"REV";8;83;470;94
"1353";"330783648";2023;"SLE";12;83;470;94
"1354";"330783648";2024;"ABL";10;84;470;94
"1355";"330783648";2024;"ANN";2;84;470;94
"1356";"330783648";2024;"BPG";56;84;470;94
"1357";"330783648";2024;"DBP";1;84;470;94
"1358";"330783648";2024;"NDD";1;84;470;94
"1359";"330783648";2024;"REV";3;84;470;94
"1360";"330783648";2024;"SLE";11;84;470;94
"1361";"340000033";2020;"ABL";6;31;322;64
"1362";"340000033";2020;"ANN";1;31;322;64
"1363";"340000033";2020;"SLE";24;31;322;64
"1364";"340000033";2021;"ABL";6;61;322;64
"1365";"340000033";2021;"SLE";55;61;322;64
"1366";"340000033";2022;"ABL";6;65;322;64
"1367";"340000033";2022;"SLE";59;65;322;64
"1368";"340000033";2023;"ABL";8;86;322;64
"1369";"340000033";2023;"BPG";1;86;322;64
"1370";"340000033";2023;"REV";1;86;322;64
"1371";"340000033";2023;"SLE";76;86;322;64
"1372";"340000033";2024;"ABL";7;79;322;64
"1373";"340000033";2024;"BPG";2;79;322;64
"1374";"340000033";2024;"REV";1;79;322;64
"1375";"340000033";2024;"SLE";69;79;322;64
"1376";"340015502";2020;"ABL";5;259;1333;267
"1377";"340015502";2020;"BPG";167;259;1333;267
"1378";"340015502";2020;"DBP";1;259;1333;267
"1379";"340015502";2020;"REV";6;259;1333;267
"1380";"340015502";2020;"SLE";80;259;1333;267
"1381";"340015502";2021;"ABL";7;351;1333;267
"1382";"340015502";2021;"BPG";192;351;1333;267
"1383";"340015502";2021;"REV";13;351;1333;267
"1384";"340015502";2021;"SLE";139;351;1333;267
"1385";"340015502";2022;"ABL";1;277;1333;267
"1386";"340015502";2022;"BPG";176;277;1333;267
"1387";"340015502";2022;"REV";7;277;1333;267
"1388";"340015502";2022;"SLE";93;277;1333;267
"1389";"340015502";2023;"ABL";3;245;1333;267
"1390";"340015502";2023;"ANN";2;245;1333;267
"1391";"340015502";2023;"BPG";194;245;1333;267
"1392";"340015502";2023;"REV";3;245;1333;267
"1393";"340015502";2023;"SLE";43;245;1333;267
"1394";"340015502";2024;"ABL";3;201;1333;267
"1395";"340015502";2024;"BPG";143;201;1333;267
"1396";"340015502";2024;"REV";7;201;1333;267
"1397";"340015502";2024;"SLE";48;201;1333;267
"1398";"340015965";2020;"ABL";23;169;909;182
"1399";"340015965";2020;"ANN";8;169;909;182
"1400";"340015965";2020;"BPG";5;169;909;182
"1401";"340015965";2020;"REV";10;169;909;182
"1402";"340015965";2020;"SLE";123;169;909;182
"1403";"340015965";2021;"ABL";14;210;909;182
"1404";"340015965";2021;"ANN";7;210;909;182
"1405";"340015965";2021;"BPG";7;210;909;182
"1406";"340015965";2021;"REV";12;210;909;182
"1407";"340015965";2021;"SLE";170;210;909;182
"1408";"340015965";2022;"ABL";13;174;909;182
"1409";"340015965";2022;"ANN";5;174;909;182
"1410";"340015965";2022;"BPG";3;174;909;182
"1411";"340015965";2022;"REV";13;174;909;182
"1412";"340015965";2022;"SLE";140;174;909;182
"1413";"340015965";2023;"ABL";20;188;909;182
"1414";"340015965";2023;"ANN";3;188;909;182
"1415";"340015965";2023;"BPG";6;188;909;182
"1416";"340015965";2023;"REV";11;188;909;182
"1417";"340015965";2023;"SLE";148;188;909;182
"1418";"340015965";2024;"ABL";12;168;909;182
"1419";"340015965";2024;"ANN";4;168;909;182
"1420";"340015965";2024;"BPG";7;168;909;182
"1421";"340015965";2024;"REV";7;168;909;182
"1422";"340015965";2024;"SLE";138;168;909;182
"1423";"340024314";2021;"ABL";2;48;216;54
"1424";"340024314";2021;"ANN";1;48;216;54
"1425";"340024314";2021;"BPG";7;48;216;54
"1426";"340024314";2021;"REV";2;48;216;54
"1427";"340024314";2021;"SLE";36;48;216;54
"1428";"340024314";2022;"ABL";9;72;216;54
"1429";"340024314";2022;"ANN";2;72;216;54
"1430";"340024314";2022;"BPG";8;72;216;54
"1431";"340024314";2022;"SLE";53;72;216;54
"1432";"340024314";2023;"ABL";6;58;216;54
"1433";"340024314";2023;"ANN";1;58;216;54
"1434";"340024314";2023;"BPG";9;58;216;54
"1435";"340024314";2023;"REV";2;58;216;54
"1436";"340024314";2023;"SLE";40;58;216;54
"1437";"340024314";2024;"ABL";4;38;216;54
"1438";"340024314";2024;"BPG";7;38;216;54
"1439";"340024314";2024;"REV";3;38;216;54
"1440";"340024314";2024;"SLE";24;38;216;54
"1441";"340780667";2020;"ABL";2;28;339;68
"1442";"340780667";2020;"BPG";2;28;339;68
"1443";"340780667";2020;"SLE";24;28;339;68
"1444";"340780667";2021;"ABL";8;80;339;68
"1445";"340780667";2021;"BPG";4;80;339;68
"1446";"340780667";2021;"SLE";68;80;339;68
"1447";"340780667";2022;"ABL";4;84;339;68
"1448";"340780667";2022;"BPG";5;84;339;68
"1449";"340780667";2022;"REV";3;84;339;68
"1450";"340780667";2022;"SLE";72;84;339;68
"1451";"340780667";2023;"ABL";1;74;339;68
"1452";"340780667";2023;"BPG";5;74;339;68
"1453";"340780667";2023;"SLE";68;74;339;68
"1454";"340780667";2024;"ABL";2;73;339;68
"1455";"340780667";2024;"BPG";7;73;339;68
"1456";"340780667";2024;"REV";2;73;339;68
"1457";"340780667";2024;"SLE";62;73;339;68
"1458";"340780675";2020;"ABL";5;82;594;119
"1459";"340780675";2020;"ANN";1;82;594;119
"1460";"340780675";2020;"BPG";16;82;594;119
"1461";"340780675";2020;"SLE";60;82;594;119
"1462";"340780675";2021;"ABL";10;113;594;119
"1463";"340780675";2021;"ANN";3;113;594;119
"1464";"340780675";2021;"BPG";18;113;594;119
"1465";"340780675";2021;"REV";1;113;594;119
"1466";"340780675";2021;"SLE";81;113;594;119
"1467";"340780675";2022;"ABL";3;117;594;119
"1468";"340780675";2022;"ANN";1;117;594;119
"1469";"340780675";2022;"BPG";8;117;594;119
"1470";"340780675";2022;"REV";3;117;594;119
"1471";"340780675";2022;"SLE";102;117;594;119
"1472";"340780675";2023;"ABL";4;136;594;119
"1473";"340780675";2023;"BPG";10;136;594;119
"1474";"340780675";2023;"REV";8;136;594;119
"1475";"340780675";2023;"SLE";114;136;594;119
"1476";"340780675";2024;"ABL";7;146;594;119
"1477";"340780675";2024;"BPG";15;146;594;119
"1478";"340780675";2024;"REV";8;146;594;119
"1479";"340780675";2024;"SLE";116;146;594;119
"1480";"340782036";2020;"ABL";23;229;1389;278
"1481";"340782036";2020;"ANN";1;229;1389;278
"1482";"340782036";2020;"BPG";45;229;1389;278
"1483";"340782036";2020;"REV";6;229;1389;278
"1484";"340782036";2020;"SLE";154;229;1389;278
"1485";"340782036";2021;"ABL";26;274;1389;278
"1486";"340782036";2021;"BPG";47;274;1389;278
"1487";"340782036";2021;"DBP";1;274;1389;278
"1488";"340782036";2021;"GVC";3;274;1389;278
"1489";"340782036";2021;"REV";3;274;1389;278
"1490";"340782036";2021;"SLE";194;274;1389;278
"1491";"340782036";2022;"ABL";25;319;1389;278
"1492";"340782036";2022;"ANN";1;319;1389;278
"1493";"340782036";2022;"BPG";39;319;1389;278
"1494";"340782036";2022;"REV";16;319;1389;278
"1495";"340782036";2022;"SLE";238;319;1389;278
"1496";"340782036";2023;"ABL";30;304;1389;278
"1497";"340782036";2023;"BPG";52;304;1389;278
"1498";"340782036";2023;"REV";16;304;1389;278
"1499";"340782036";2023;"SLE";206;304;1389;278
"1500";"340782036";2024;"ABL";19;263;1389;278
"1501";"340782036";2024;"ANN";2;263;1389;278
"1502";"340782036";2024;"BPG";53;263;1389;278
"1503";"340782036";2024;"REV";13;263;1389;278
"1504";"340782036";2024;"SLE";176;263;1389;278
"1505";"350000121";2020;"ABL";4;316;1865;373
"1506";"350000121";2020;"BPG";143;316;1865;373
"1507";"350000121";2020;"DBP";12;316;1865;373
"1508";"350000121";2020;"REV";29;316;1865;373
"1509";"350000121";2020;"SLE";128;316;1865;373
"1510";"350000121";2021;"ABL";4;437;1865;373
"1511";"350000121";2021;"ANN";5;437;1865;373
"1512";"350000121";2021;"BPG";201;437;1865;373
"1513";"350000121";2021;"DBP";6;437;1865;373
"1514";"350000121";2021;"REV";36;437;1865;373
"1515";"350000121";2021;"SLE";185;437;1865;373
"1516";"350000121";2022;"ABL";1;365;1865;373
"1517";"350000121";2022;"ANN";3;365;1865;373
"1518";"350000121";2022;"BPG";159;365;1865;373
"1519";"350000121";2022;"DBP";6;365;1865;373
"1520";"350000121";2022;"REV";42;365;1865;373
"1521";"350000121";2022;"SLE";154;365;1865;373
"1522";"350000121";2023;"ABL";3;378;1865;373
"1523";"350000121";2023;"ANN";3;378;1865;373
"1524";"350000121";2023;"BPG";163;378;1865;373
"1525";"350000121";2023;"DBP";4;378;1865;373
"1526";"350000121";2023;"REV";39;378;1865;373
"1527";"350000121";2023;"SLE";166;378;1865;373
"1528";"350000121";2024;"ABL";4;369;1865;373
"1529";"350000121";2024;"ANN";3;369;1865;373
"1530";"350000121";2024;"BPG";173;369;1865;373
"1531";"350000121";2024;"DBP";3;369;1865;373
"1532";"350000121";2024;"NDD";1;369;1865;373
"1533";"350000121";2024;"REV";44;369;1865;373
"1534";"350000121";2024;"SLE";141;369;1865;373
"1535";"370000093";2020;"ABL";3;123;745;149
"1536";"370000093";2020;"BPG";30;123;745;149
"1537";"370000093";2020;"REV";2;123;745;149
"1538";"370000093";2020;"SLE";88;123;745;149
"1539";"370000093";2021;"ABL";3;178;745;149
"1540";"370000093";2021;"ANN";1;178;745;149
"1541";"370000093";2021;"BPG";56;178;745;149
"1542";"370000093";2021;"REV";9;178;745;149
"1543";"370000093";2021;"SLE";109;178;745;149
"1544";"370000093";2022;"ABL";5;151;745;149
"1545";"370000093";2022;"BPG";52;151;745;149
"1546";"370000093";2022;"REV";6;151;745;149
"1547";"370000093";2022;"SLE";88;151;745;149
"1548";"370000093";2023;"ABL";3;159;745;149
"1549";"370000093";2023;"BPG";59;159;745;149
"1550";"370000093";2023;"REV";1;159;745;149
"1551";"370000093";2023;"SLE";96;159;745;149
"1552";"370000093";2024;"ABL";4;134;745;149
"1553";"370000093";2024;"BPG";66;134;745;149
"1554";"370000093";2024;"REV";1;134;745;149
"1555";"370000093";2024;"SLE";63;134;745;149
"1556";"380000067";2020;"ABL";8;88;591;118
"1557";"380000067";2020;"BPG";50;88;591;118
"1558";"380000067";2020;"DBP";1;88;591;118
"1559";"380000067";2020;"REV";4;88;591;118
"1560";"380000067";2020;"SLE";25;88;591;118
"1561";"380000067";2021;"ABL";8;116;591;118
"1562";"380000067";2021;"BPG";57;116;591;118
"1563";"380000067";2021;"REV";3;116;591;118
"1564";"380000067";2021;"SLE";48;116;591;118
"1565";"380000067";2022;"ABL";10;120;591;118
"1566";"380000067";2022;"BPG";50;120;591;118
"1567";"380000067";2022;"GVC";2;120;591;118
"1568";"380000067";2022;"REV";3;120;591;118
"1569";"380000067";2022;"SLE";55;120;591;118
"1570";"380000067";2023;"ABL";7;132;591;118
"1571";"380000067";2023;"BPG";44;132;591;118
"1572";"380000067";2023;"GVC";9;132;591;118
"1573";"380000067";2023;"NDD";3;132;591;118
"1574";"380000067";2023;"REV";2;132;591;118
"1575";"380000067";2023;"SLE";67;132;591;118
"1576";"380000067";2024;"ABL";15;135;591;118
"1577";"380000067";2024;"BPG";48;135;591;118
"1578";"380000067";2024;"REV";5;135;591;118
"1579";"380000067";2024;"SLE";67;135;591;118
"1580";"380012658";2020;"ABL";4;22;330;66
"1581";"380012658";2020;"BPG";2;22;330;66
"1582";"380012658";2020;"REV";2;22;330;66
"1583";"380012658";2020;"SLE";14;22;330;66
"1584";"380012658";2021;"ABL";3;83;330;66
"1585";"380012658";2021;"BPG";8;83;330;66
"1586";"380012658";2021;"REV";2;83;330;66
"1587";"380012658";2021;"SLE";70;83;330;66
"1588";"380012658";2022;"ABL";8;102;330;66
"1589";"380012658";2022;"BPG";16;102;330;66
"1590";"380012658";2022;"DBP";1;102;330;66
"1591";"380012658";2022;"REV";1;102;330;66
"1592";"380012658";2022;"SLE";76;102;330;66
"1593";"380012658";2023;"ABL";4;73;330;66
"1594";"380012658";2023;"BPG";22;73;330;66
"1595";"380012658";2023;"NDD";1;73;330;66
"1596";"380012658";2023;"SLE";46;73;330;66
"1597";"380012658";2024;"ABL";2;50;330;66
"1598";"380012658";2024;"BPG";9;50;330;66
"1599";"380012658";2024;"SLE";39;50;330;66
"1600";"380780197";2020;"ABL";4;45;378;76
"1601";"380780197";2020;"SLE";41;45;378;76
"1602";"380780197";2021;"ABL";5;92;378;76
"1603";"380780197";2021;"BPG";2;92;378;76
"1604";"380780197";2021;"SLE";85;92;378;76
"1605";"380780197";2022;"ABL";3;58;378;76
"1606";"380780197";2022;"BPG";2;58;378;76
"1607";"380780197";2022;"SLE";53;58;378;76
"1608";"380780197";2023;"ABL";7;72;378;76
"1609";"380780197";2023;"BPG";2;72;378;76
"1610";"380780197";2023;"SLE";63;72;378;76
"1611";"380780197";2024;"ABL";4;111;378;76
"1612";"380780197";2024;"BPG";9;111;378;76
"1613";"380780197";2024;"SLE";98;111;378;76
"1614";"380785956";2020;"ABL";21;96;1263;253
"1615";"380785956";2020;"BPG";40;96;1263;253
"1616";"380785956";2020;"REV";1;96;1263;253
"1617";"380785956";2020;"SLE";34;96;1263;253
"1618";"380785956";2021;"ABL";33;373;1263;253
"1619";"380785956";2021;"BPG";105;373;1263;253
"1620";"380785956";2021;"DBP";2;373;1263;253
"1621";"380785956";2021;"REV";5;373;1263;253
"1622";"380785956";2021;"SLE";228;373;1263;253
"1623";"380785956";2022;"ABL";18;282;1263;253
"1624";"380785956";2022;"BPG";69;282;1263;253
"1625";"380785956";2022;"REV";11;282;1263;253
"1626";"380785956";2022;"SLE";184;282;1263;253
"1627";"380785956";2023;"ABL";15;273;1263;253
"1628";"380785956";2023;"BPG";51;273;1263;253
"1629";"380785956";2023;"REV";13;273;1263;253
"1630";"380785956";2023;"SLE";194;273;1263;253
"1631";"380785956";2024;"ABL";19;239;1263;253
"1632";"380785956";2024;"ANN";1;239;1263;253
"1633";"380785956";2024;"BPG";25;239;1263;253
"1634";"380785956";2024;"REV";11;239;1263;253
"1635";"380785956";2024;"SLE";183;239;1263;253
"1636";"400000105";2020;"ABL";5;59;496;99
"1637";"400000105";2020;"BPG";48;59;496;99
"1638";"400000105";2020;"REV";1;59;496;99
"1639";"400000105";2020;"SLE";5;59;496;99
"1640";"400000105";2021;"ABL";7;101;496;99
"1641";"400000105";2021;"BPG";77;101;496;99
"1642";"400000105";2021;"REV";5;101;496;99
"1643";"400000105";2021;"SLE";12;101;496;99
"1644";"400000105";2022;"ABL";6;103;496;99
"1645";"400000105";2022;"BPG";85;103;496;99
"1646";"400000105";2022;"REV";3;103;496;99
"1647";"400000105";2022;"SLE";9;103;496;99
"1648";"400000105";2023;"ABL";4;102;496;99
"1649";"400000105";2023;"BPG";83;102;496;99
"1650";"400000105";2023;"REV";6;102;496;99
"1651";"400000105";2023;"SLE";9;102;496;99
"1652";"400000105";2024;"ABL";5;131;496;99
"1653";"400000105";2024;"BPG";115;131;496;99
"1654";"400000105";2024;"REV";5;131;496;99
"1655";"400000105";2024;"SLE";6;131;496;99
"1656";"410000020";2020;"ABL";6;43;266;53
"1657";"410000020";2020;"BPG";5;43;266;53
"1658";"410000020";2020;"DBP";4;43;266;53
"1659";"410000020";2020;"REV";1;43;266;53
"1660";"410000020";2020;"SLE";27;43;266;53
"1661";"410000020";2021;"ABL";2;56;266;53
"1662";"410000020";2021;"BPG";10;56;266;53
"1663";"410000020";2021;"SLE";44;56;266;53
"1664";"410000020";2022;"ABL";2;57;266;53
"1665";"410000020";2022;"BPG";10;57;266;53
"1666";"410000020";2022;"DBP";8;57;266;53
"1667";"410000020";2022;"SLE";37;57;266;53
"1668";"410000020";2023;"ABL";3;65;266;53
"1669";"410000020";2023;"BPG";20;65;266;53
"1670";"410000020";2023;"SLE";42;65;266;53
"1671";"410000020";2024;"ABL";2;45;266;53
"1672";"410000020";2024;"BPG";13;45;266;53
"1673";"410000020";2024;"REV";2;45;266;53
"1674";"410000020";2024;"SLE";28;45;266;53
"1675";"420010050";2020;"ABL";12;159;1282;256
"1676";"420010050";2020;"ANN";4;159;1282;256
"1677";"420010050";2020;"BPG";50;159;1282;256
"1678";"420010050";2020;"REV";2;159;1282;256
"1679";"420010050";2020;"SLE";91;159;1282;256
"1680";"420010050";2021;"ABL";23;329;1282;256
"1681";"420010050";2021;"ANN";1;329;1282;256
"1682";"420010050";2021;"BPG";89;329;1282;256
"1683";"420010050";2021;"REV";8;329;1282;256
"1684";"420010050";2021;"SLE";208;329;1282;256
"1685";"420010050";2022;"ABL";25;306;1282;256
"1686";"420010050";2022;"ANN";5;306;1282;256
"1687";"420010050";2022;"BPG";72;306;1282;256
"1688";"420010050";2022;"REV";12;306;1282;256
"1689";"420010050";2022;"SLE";192;306;1282;256
"1690";"420010050";2023;"ABL";17;244;1282;256
"1691";"420010050";2023;"ANN";3;244;1282;256
"1692";"420010050";2023;"BPG";70;244;1282;256
"1693";"420010050";2023;"REV";8;244;1282;256
"1694";"420010050";2023;"SLE";146;244;1282;256
"1695";"420010050";2024;"ABL";14;244;1282;256
"1696";"420010050";2024;"ANN";2;244;1282;256
"1697";"420010050";2024;"BPG";75;244;1282;256
"1698";"420010050";2024;"REV";17;244;1282;256
"1699";"420010050";2024;"SLE";136;244;1282;256
"1700";"420011413";2020;"ABL";22;118;1032;206
"1701";"420011413";2020;"ANN";7;118;1032;206
"1702";"420011413";2020;"BPG";35;118;1032;206
"1703";"420011413";2020;"REV";6;118;1032;206
"1704";"420011413";2020;"SLE";48;118;1032;206
"1705";"420011413";2021;"ABL";24;214;1032;206
"1706";"420011413";2021;"ANN";6;214;1032;206
"1707";"420011413";2021;"BPG";81;214;1032;206
"1708";"420011413";2021;"REV";15;214;1032;206
"1709";"420011413";2021;"SLE";88;214;1032;206
"1710";"420011413";2022;"ABL";17;227;1032;206
"1711";"420011413";2022;"ANN";10;227;1032;206
"1712";"420011413";2022;"BPG";97;227;1032;206
"1713";"420011413";2022;"REV";13;227;1032;206
"1714";"420011413";2022;"SLE";90;227;1032;206
"1715";"420011413";2023;"ABL";27;231;1032;206
"1716";"420011413";2023;"ANN";3;231;1032;206
"1717";"420011413";2023;"BPG";94;231;1032;206
"1718";"420011413";2023;"REV";16;231;1032;206
"1719";"420011413";2023;"SLE";91;231;1032;206
"1720";"420011413";2024;"ABL";24;242;1032;206
"1721";"420011413";2024;"ANN";4;242;1032;206
"1722";"420011413";2024;"BPG";90;242;1032;206
"1723";"420011413";2024;"REV";15;242;1032;206
"1724";"420011413";2024;"SLE";109;242;1032;206
"1725";"420785354";2020;"ABL";3;36;332;66
"1726";"420785354";2020;"BPG";14;36;332;66
"1727";"420785354";2020;"REV";3;36;332;66
"1728";"420785354";2020;"SLE";16;36;332;66
"1729";"420785354";2021;"ABL";11;74;332;66
"1730";"420785354";2021;"ANN";1;74;332;66
"1731";"420785354";2021;"BPG";19;74;332;66
"1732";"420785354";2021;"REV";4;74;332;66
"1733";"420785354";2021;"SLE";39;74;332;66
"1734";"420785354";2022;"ABL";6;88;332;66
"1735";"420785354";2022;"BPG";19;88;332;66
"1736";"420785354";2022;"REV";4;88;332;66
"1737";"420785354";2022;"SLE";59;88;332;66
"1738";"420785354";2023;"ABL";2;63;332;66
"1739";"420785354";2023;"BPG";16;63;332;66
"1740";"420785354";2023;"REV";2;63;332;66
"1741";"420785354";2023;"SLE";43;63;332;66
"1742";"420785354";2024;"ABL";3;71;332;66
"1743";"420785354";2024;"BPG";20;71;332;66
"1744";"420785354";2024;"REV";3;71;332;66
"1745";"420785354";2024;"SLE";45;71;332;66
"1746";"440000271";2020;"ABL";4;115;753;151
"1747";"440000271";2020;"BPG";48;115;753;151
"1748";"440000271";2020;"DBP";2;115;753;151
"1749";"440000271";2020;"REV";6;115;753;151
"1750";"440000271";2020;"SLE";55;115;753;151
"1751";"440000271";2021;"ABL";7;165;753;151
"1752";"440000271";2021;"ANN";3;165;753;151
"1753";"440000271";2021;"BPG";60;165;753;151
"1754";"440000271";2021;"DBP";4;165;753;151
"1755";"440000271";2021;"NDD";1;165;753;151
"1756";"440000271";2021;"REV";2;165;753;151
