"";"finessGeoDP";"annee";"baria_t";"n";"TOT_y";"TOT";"AVER"
"1";"010780195";2020;"ABL";6;65;405;81
"2";"010780195";2020;"ANN";1;65;405;81
"3";"010780195";2020;"BPG";35;65;405;81
"4";"010780195";2020;"REV";3;65;405;81
"5";"010780195";2020;"SLE";20;65;405;81
"6";"010780195";2021;"ABL";3;88;405;81
"7";"010780195";2021;"BPG";65;88;405;81
"8";"010780195";2021;"GVC";1;88;405;81
"9";"010780195";2021;"REV";1;88;405;81
"10";"010780195";2021;"SLE";18;88;405;81
"11";"010780195";2022;"ABL";1;75;405;81
"12";"010780195";2022;"ANN";1;75;405;81
"13";"010780195";2022;"BPG";51;75;405;81
"14";"010780195";2022;"REV";10;75;405;81
"15";"010780195";2022;"SLE";12;75;405;81
"16";"010780195";2023;"ABL";8;94;405;81
"17";"010780195";2023;"BPG";64;94;405;81
"18";"010780195";2023;"GVC";1;94;405;81
"19";"010780195";2023;"REV";6;94;405;81
"20";"010780195";2023;"SLE";15;94;405;81
"21";"010780195";2024;"ABL";5;83;405;81
"22";"010780195";2024;"BPG";57;83;405;81
"23";"010780195";2024;"REV";6;83;405;81
"24";"010780195";2024;"SLE";15;83;405;81
"25";"010780203";2020;"ABL";21;65;558;112
"26";"010780203";2020;"ANN";8;65;558;112
"27";"010780203";2020;"BPG";16;65;558;112
"28";"010780203";2020;"SLE";20;65;558;112
"29";"010780203";2021;"ABL";18;104;558;112
"30";"010780203";2021;"ANN";4;104;558;112
"31";"010780203";2021;"BPG";34;104;558;112
"32";"010780203";2021;"REV";2;104;558;112
"33";"010780203";2021;"SLE";46;104;558;112
"34";"010780203";2022;"ABL";17;123;558;112
"35";"010780203";2022;"ANN";2;123;558;112
"36";"010780203";2022;"BPG";57;123;558;112
"37";"010780203";2022;"REV";5;123;558;112
"38";"010780203";2022;"SLE";42;123;558;112
"39";"010780203";2023;"ABL";21;153;558;112
"40";"010780203";2023;"ANN";2;153;558;112
"41";"010780203";2023;"BPG";80;153;558;112
"42";"010780203";2023;"REV";9;153;558;112
"43";"010780203";2023;"SLE";41;153;558;112
"44";"010780203";2024;"ABL";11;113;558;112
"45";"010780203";2024;"ANN";2;113;558;112
"46";"010780203";2024;"BPG";55;113;558;112
"47";"010780203";2024;"REV";9;113;558;112
"48";"010780203";2024;"SLE";36;113;558;112
"49";"020000162";2020;"ABL";1;60;321;64
"50";"020000162";2020;"BPG";7;60;321;64
"51";"020000162";2020;"SLE";52;60;321;64
"52";"020000162";2021;"ABL";4;70;321;64
"53";"020000162";2021;"BPG";10;70;321;64
"54";"020000162";2021;"DBP";1;70;321;64
"55";"020000162";2021;"REV";2;70;321;64
"56";"020000162";2021;"SLE";53;70;321;64
"57";"020000162";2022;"ABL";5;68;321;64
"58";"020000162";2022;"BPG";10;68;321;64
"59";"020000162";2022;"REV";1;68;321;64
"60";"020000162";2022;"SLE";52;68;321;64
"61";"020000162";2023;"ABL";4;63;321;64
"62";"020000162";2023;"BPG";4;63;321;64
"63";"020000162";2023;"REV";2;63;321;64
"64";"020000162";2023;"SLE";53;63;321;64
"65";"020000162";2024;"ABL";2;60;321;64
"66";"020000162";2024;"BPG";8;60;321;64
"67";"020000162";2024;"SLE";50;60;321;64
"68";"020000394";2020;"ABL";16;48;311;62
"69";"020000394";2020;"BPG";1;48;311;62
"70";"020000394";2020;"REV";6;48;311;62
"71";"020000394";2020;"SLE";25;48;311;62
"72";"020000394";2021;"ABL";21;70;311;62
"73";"020000394";2021;"BPG";5;70;311;62
"74";"020000394";2021;"REV";6;70;311;62
"75";"020000394";2021;"SLE";38;70;311;62
"76";"020000394";2022;"ABL";11;68;311;62
"77";"020000394";2022;"BPG";3;68;311;62
"78";"020000394";2022;"REV";4;68;311;62
"79";"020000394";2022;"SLE";50;68;311;62
"80";"020000394";2023;"ABL";19;59;311;62
"81";"020000394";2023;"BPG";1;59;311;62
"82";"020000394";2023;"REV";5;59;311;62
"83";"020000394";2023;"SLE";34;59;311;62
"84";"020000394";2024;"ABL";15;66;311;62
"85";"020000394";2024;"BPG";5;66;311;62
"86";"020000394";2024;"REV";4;66;311;62
"87";"020000394";2024;"SLE";42;66;311;62
"88";"020010047";2020;"ABL";1;71;377;75
"89";"020010047";2020;"ANN";5;71;377;75
"90";"020010047";2020;"BPG";14;71;377;75
"91";"020010047";2020;"REV";2;71;377;75
"92";"020010047";2020;"SLE";49;71;377;75
"93";"020010047";2021;"ABL";6;87;377;75
"94";"020010047";2021;"ANN";3;87;377;75
"95";"020010047";2021;"BPG";22;87;377;75
"96";"020010047";2021;"SLE";56;87;377;75
"97";"020010047";2022;"ABL";2;88;377;75
"98";"020010047";2022;"ANN";1;88;377;75
"99";"020010047";2022;"BPG";15;88;377;75
"100";"020010047";2022;"SLE";70;88;377;75
"101";"020010047";2023;"ABL";4;60;377;75
"102";"020010047";2023;"BPG";9;60;377;75
"103";"020010047";2023;"SLE";47;60;377;75
"104";"020010047";2024;"ABL";3;71;377;75
"105";"020010047";2024;"ANN";1;71;377;75
"106";"020010047";2024;"BPG";15;71;377;75
"107";"020010047";2024;"REV";1;71;377;75
"108";"020010047";2024;"SLE";51;71;377;75
"109";"030781116";2020;"ABL";2;22;264;53
"110";"030781116";2020;"BPG";2;22;264;53
"111";"030781116";2020;"SLE";18;22;264;53
"112";"030781116";2021;"ABL";3;66;264;53
"113";"030781116";2021;"BPG";5;66;264;53
"114";"030781116";2021;"SLE";58;66;264;53
"115";"030781116";2022;"BPG";4;44;264;53
"116";"030781116";2022;"SLE";40;44;264;53
"117";"030781116";2023;"ABL";5;65;264;53
"118";"030781116";2023;"BPG";7;65;264;53
"119";"030781116";2023;"REV";1;65;264;53
"120";"030781116";2023;"SLE";52;65;264;53
"121";"030781116";2024;"ABL";6;67;264;53
"122";"030781116";2024;"BPG";5;67;264;53
"123";"030781116";2024;"REV";2;67;264;53
"124";"030781116";2024;"SLE";54;67;264;53
"125";"060000510";2020;"ABL";1;59;462;92
"126";"060000510";2020;"BPG";50;59;462;92
"127";"060000510";2020;"REV";2;59;462;92
"128";"060000510";2020;"SLE";6;59;462;92
"129";"060000510";2021;"ABL";1;124;462;92
"130";"060000510";2021;"BPG";97;124;462;92
"131";"060000510";2021;"REV";4;124;462;92
"132";"060000510";2021;"SLE";22;124;462;92
"133";"060000510";2022;"ABL";1;110;462;92
"134";"060000510";2022;"BPG";85;110;462;92
"135";"060000510";2022;"REV";1;110;462;92
"136";"060000510";2022;"SLE";23;110;462;92
"137";"060000510";2023;"BPG";56;81;462;92
"138";"060000510";2023;"REV";2;81;462;92
"139";"060000510";2023;"SLE";23;81;462;92
"140";"060000510";2024;"BPG";74;88;462;92
"141";"060000510";2024;"SLE";14;88;462;92
"142";"060021417";2020;"BPG";28;48;391;78
"143";"060021417";2020;"REV";1;48;391;78
"144";"060021417";2020;"SLE";19;48;391;78
"145";"060021417";2021;"ABL";1;80;391;78
"146";"060021417";2021;"ANN";1;80;391;78
"147";"060021417";2021;"BPG";41;80;391;78
"148";"060021417";2021;"REV";2;80;391;78
"149";"060021417";2021;"SLE";35;80;391;78
"150";"060021417";2022;"ABL";1;80;391;78
"151";"060021417";2022;"BPG";40;80;391;78
"152";"060021417";2022;"REV";4;80;391;78
"153";"060021417";2022;"SLE";35;80;391;78
"154";"060021417";2023;"ABL";2;96;391;78
"155";"060021417";2023;"BPG";44;96;391;78
"156";"060021417";2023;"REV";1;96;391;78
"157";"060021417";2023;"SLE";49;96;391;78
"158";"060021417";2024;"ANN";2;87;391;78
"159";"060021417";2024;"BPG";38;87;391;78
"160";"060021417";2024;"REV";3;87;391;78
"161";"060021417";2024;"SLE";44;87;391;78
"162";"060780491";2020;"ABL";5;98;478;96
"163";"060780491";2020;"ANN";1;98;478;96
"164";"060780491";2020;"BPG";14;98;478;96
"165";"060780491";2020;"DBP";2;98;478;96
"166";"060780491";2020;"REV";9;98;478;96
"167";"060780491";2020;"SLE";67;98;478;96
"168";"060780491";2021;"ABL";4;101;478;96
"169";"060780491";2021;"ANN";1;101;478;96
"170";"060780491";2021;"BPG";18;101;478;96
"171";"060780491";2021;"DBP";2;101;478;96
"172";"060780491";2021;"REV";4;101;478;96
"173";"060780491";2021;"SLE";72;101;478;96
"174";"060780491";2022;"ABL";5;99;478;96
"175";"060780491";2022;"BPG";45;99;478;96
"176";"060780491";2022;"REV";7;99;478;96
"177";"060780491";2022;"SLE";42;99;478;96
"178";"060780491";2023;"ABL";2;78;478;96
"179";"060780491";2023;"BPG";44;78;478;96
"180";"060780491";2023;"REV";13;78;478;96
"181";"060780491";2023;"SLE";19;78;478;96
"182";"060780491";2024;"ANN";1;102;478;96
"183";"060780491";2024;"BPG";55;102;478;96
"184";"060780491";2024;"DBP";1;102;478;96
"185";"060780491";2024;"REV";6;102;478;96
"186";"060780491";2024;"SLE";39;102;478;96
"187";"060780590";2020;"ABL";7;95;336;67
"188";"060780590";2020;"BPG";20;95;336;67
"189";"060780590";2020;"REV";2;95;336;67
"190";"060780590";2020;"SLE";66;95;336;67
"191";"060780590";2021;"ABL";2;84;336;67
"192";"060780590";2021;"ANN";1;84;336;67
"193";"060780590";2021;"BPG";33;84;336;67
"194";"060780590";2021;"REV";1;84;336;67
"195";"060780590";2021;"SLE";47;84;336;67
"196";"060780590";2022;"BPG";27;63;336;67
"197";"060780590";2022;"REV";1;63;336;67
"198";"060780590";2022;"SLE";35;63;336;67
"199";"060780590";2023;"ABL";3;37;336;67
"200";"060780590";2023;"BPG";25;37;336;67
"201";"060780590";2023;"REV";1;37;336;67
"202";"060780590";2023;"SLE";8;37;336;67
"203";"060780590";2024;"ABL";2;57;336;67
"204";"060780590";2024;"BPG";34;57;336;67
"205";"060780590";2024;"REV";4;57;336;67
"206";"060780590";2024;"SLE";17;57;336;67
"207";"060780715";2020;"ABL";1;63;351;70
"208";"060780715";2020;"BPG";7;63;351;70
"209";"060780715";2020;"REV";4;63;351;70
"210";"060780715";2020;"SLE";51;63;351;70
"211";"060780715";2021;"ABL";3;89;351;70
"212";"060780715";2021;"BPG";5;89;351;70
"213";"060780715";2021;"REV";2;89;351;70
"214";"060780715";2021;"SLE";79;89;351;70
"215";"060780715";2022;"ABL";2;75;351;70
"216";"060780715";2022;"BPG";3;75;351;70
"217";"060780715";2022;"REV";4;75;351;70
"218";"060780715";2022;"SLE";66;75;351;70
"219";"060780715";2023;"BPG";12;77;351;70
"220";"060780715";2023;"REV";6;77;351;70
"221";"060780715";2023;"SLE";59;77;351;70
"222";"060780715";2024;"ABL";1;47;351;70
"223";"060780715";2024;"BPG";7;47;351;70
"224";"060780715";2024;"DBP";2;47;351;70
"225";"060780715";2024;"REV";4;47;351;70
"226";"060780715";2024;"SLE";33;47;351;70
"227";"060789195";2020;"ABL";8;213;977;195
"228";"060789195";2020;"BPG";72;213;977;195
"229";"060789195";2020;"REV";3;213;977;195
"230";"060789195";2020;"SLE";130;213;977;195
"231";"060789195";2021;"ABL";5;205;977;195
"232";"060789195";2021;"BPG";64;205;977;195
"233";"060789195";2021;"REV";4;205;977;195
"234";"060789195";2021;"SLE";132;205;977;195
"235";"060789195";2022;"ABL";5;228;977;195
"236";"060789195";2022;"BPG";92;228;977;195
"237";"060789195";2022;"REV";2;228;977;195
"238";"060789195";2022;"SLE";129;228;977;195
"239";"060789195";2023;"ABL";5;196;977;195
"240";"060789195";2023;"BPG";90;196;977;195
"241";"060789195";2023;"REV";3;196;977;195
"242";"060789195";2023;"SLE";98;196;977;195
"243";"060789195";2024;"ABL";5;135;977;195
"244";"060789195";2024;"BPG";38;135;977;195
"245";"060789195";2024;"REV";20;135;977;195
"246";"060789195";2024;"SLE";72;135;977;195
"247";"070780424";2020;"ABL";11;124;612;122
"248";"070780424";2020;"ANN";11;124;612;122
"249";"070780424";2020;"BPG";34;124;612;122
"250";"070780424";2020;"REV";3;124;612;122
"251";"070780424";2020;"SLE";65;124;612;122
"252";"070780424";2021;"ABL";26;147;612;122
"253";"070780424";2021;"ANN";12;147;612;122
"254";"070780424";2021;"BPG";20;147;612;122
"255";"070780424";2021;"REV";7;147;612;122
"256";"070780424";2021;"SLE";82;147;612;122
"257";"070780424";2022;"ABL";17;146;612;122
"258";"070780424";2022;"ANN";13;146;612;122
"259";"070780424";2022;"BPG";38;146;612;122
"260";"070780424";2022;"REV";9;146;612;122
"261";"070780424";2022;"SLE";69;146;612;122
"262";"070780424";2023;"ABL";5;102;612;122
"263";"070780424";2023;"ANN";21;102;612;122
"264";"070780424";2023;"BPG";30;102;612;122
"265";"070780424";2023;"DBP";1;102;612;122
"266";"070780424";2023;"REV";5;102;612;122
"267";"070780424";2023;"SLE";40;102;612;122
"268";"070780424";2024;"ABL";5;93;612;122
"269";"070780424";2024;"ANN";9;93;612;122
"270";"070780424";2024;"BPG";34;93;612;122
"271";"070780424";2024;"REV";2;93;612;122
"272";"070780424";2024;"SLE";43;93;612;122
"273";"080010473";2020;"ABL";8;90;620;124
"274";"080010473";2020;"BPG";13;90;620;124
"275";"080010473";2020;"SLE";69;90;620;124
"276";"080010473";2021;"ABL";8;143;620;124
"277";"080010473";2021;"BPG";10;143;620;124
"278";"080010473";2021;"SLE";125;143;620;124
"279";"080010473";2022;"ABL";13;135;620;124
"280";"080010473";2022;"BPG";6;135;620;124
"281";"080010473";2022;"SLE";116;135;620;124
"282";"080010473";2023;"ABL";6;125;620;124
"283";"080010473";2023;"BPG";14;125;620;124
"284";"080010473";2023;"SLE";105;125;620;124
"285";"080010473";2024;"ABL";16;127;620;124
"286";"080010473";2024;"BPG";3;127;620;124
"287";"080010473";2024;"SLE";108;127;620;124
"288";"100000082";2020;"ABL";9;106;267;89
"289";"100000082";2020;"BPG";1;106;267;89
"290";"100000082";2020;"SLE";96;106;267;89
"291";"100000082";2021;"ABL";4;111;267;89
"292";"100000082";2021;"BPG";5;111;267;89
"293";"100000082";2021;"SLE";102;111;267;89
"294";"100000082";2022;"ABL";3;50;267;89
"295";"100000082";2022;"REV";1;50;267;89
"296";"100000082";2022;"SLE";46;50;267;89
"297";"100000124";2020;"ABL";8;103;675;135
"298";"100000124";2020;"ANN";7;103;675;135
"299";"100000124";2020;"BPG";24;103;675;135
"300";"100000124";2020;"REV";23;103;675;135
"301";"100000124";2020;"SLE";41;103;675;135
"302";"100000124";2021;"ABL";1;134;675;135
"303";"100000124";2021;"ANN";14;134;675;135
"304";"100000124";2021;"BPG";38;134;675;135
"305";"100000124";2021;"REV";30;134;675;135
"306";"100000124";2021;"SLE";51;134;675;135
"307";"100000124";2022;"ABL";5;187;675;135
"308";"100000124";2022;"ANN";12;187;675;135
"309";"100000124";2022;"BPG";77;187;675;135
"310";"100000124";2022;"REV";21;187;675;135
"311";"100000124";2022;"SLE";72;187;675;135
"312";"100000124";2023;"ABL";9;149;675;135
"313";"100000124";2023;"ANN";20;149;675;135
"314";"100000124";2023;"BPG";45;149;675;135
"315";"100000124";2023;"REV";13;149;675;135
"316";"100000124";2023;"SLE";62;149;675;135
"317";"100000124";2024;"ABL";9;102;675;135
"318";"100000124";2024;"ANN";8;102;675;135
"319";"100000124";2024;"BPG";31;102;675;135
"320";"100000124";2024;"REV";17;102;675;135
"321";"100000124";2024;"SLE";37;102;675;135
"322";"100010818";2020;"ABL";3;12;307;61
"323";"100010818";2020;"BPG";1;12;307;61
"324";"100010818";2020;"SLE";8;12;307;61
"325";"100010818";2021;"ABL";6;34;307;61
"326";"100010818";2021;"ANN";1;34;307;61
"327";"100010818";2021;"BPG";3;34;307;61
"328";"100010818";2021;"REV";4;34;307;61
"329";"100010818";2021;"SLE";20;34;307;61
"330";"100010818";2022;"ABL";3;52;307;61
"331";"100010818";2022;"ANN";1;52;307;61
"332";"100010818";2022;"SLE";48;52;307;61
"333";"100010818";2023;"ABL";8;110;307;61
"334";"100010818";2023;"REV";2;110;307;61
"335";"100010818";2023;"SLE";100;110;307;61
"336";"100010818";2024;"ABL";7;99;307;61
"337";"100010818";2024;"REV";1;99;307;61
"338";"100010818";2024;"SLE";91;99;307;61
"339";"110000023";2020;"ABL";2;63;518;104
"340";"110000023";2020;"ANN";4;63;518;104
"341";"110000023";2020;"BPG";7;63;518;104
"342";"110000023";2020;"REV";1;63;518;104
"343";"110000023";2020;"SLE";49;63;518;104
"344";"110000023";2021;"ABL";9;118;518;104
"345";"110000023";2021;"ANN";7;118;518;104
"346";"110000023";2021;"BPG";16;118;518;104
"347";"110000023";2021;"REV";7;118;518;104
"348";"110000023";2021;"SLE";79;118;518;104
"349";"110000023";2022;"ABL";9;117;518;104
"350";"110000023";2022;"ANN";8;117;518;104
"351";"110000023";2022;"BPG";15;117;518;104
"352";"110000023";2022;"REV";3;117;518;104
"353";"110000023";2022;"SLE";82;117;518;104
"354";"110000023";2023;"ABL";9;120;518;104
"355";"110000023";2023;"ANN";2;120;518;104
"356";"110000023";2023;"BPG";16;120;518;104
"357";"110000023";2023;"REV";5;120;518;104
"358";"110000023";2023;"SLE";88;120;518;104
"359";"110000023";2024;"ABL";7;100;518;104
"360";"110000023";2024;"ANN";4;100;518;104
"361";"110000023";2024;"BPG";12;100;518;104
"362";"110000023";2024;"REV";4;100;518;104
"363";"110000023";2024;"SLE";73;100;518;104
"364";"130001225";2020;"ABL";12;56;317;63
"365";"130001225";2020;"BPG";15;56;317;63
"366";"130001225";2020;"SLE";29;56;317;63
"367";"130001225";2021;"ABL";7;65;317;63
"368";"130001225";2021;"BPG";26;65;317;63
"369";"130001225";2021;"REV";1;65;317;63
"370";"130001225";2021;"SLE";31;65;317;63
"371";"130001225";2022;"ABL";8;82;317;63
"372";"130001225";2022;"BPG";29;82;317;63
"373";"130001225";2022;"DBP";1;82;317;63
"374";"130001225";2022;"SLE";44;82;317;63
"375";"130001225";2023;"ABL";3;61;317;63
"376";"130001225";2023;"BPG";17;61;317;63
"377";"130001225";2023;"SLE";41;61;317;63
"378";"130001225";2024;"ABL";5;53;317;63
"379";"130001225";2024;"BPG";19;53;317;63
"380";"130001225";2024;"SLE";29;53;317;63
"381";"130043664";2020;"ABL";30;352;1614;323
"382";"130043664";2020;"ANN";51;352;1614;323
"383";"130043664";2020;"BPG";68;352;1614;323
"384";"130043664";2020;"NDD";1;352;1614;323
"385";"130043664";2020;"REV";17;352;1614;323
"386";"130043664";2020;"SLE";185;352;1614;323
"387";"130043664";2021;"ABL";58;373;1614;323
"388";"130043664";2021;"ANN";45;373;1614;323
"389";"130043664";2021;"BPG";113;373;1614;323
"390";"130043664";2021;"REV";33;373;1614;323
"391";"130043664";2021;"SLE";124;373;1614;323
"392";"130043664";2022;"ABL";42;291;1614;323
"393";"130043664";2022;"ANN";30;291;1614;323
"394";"130043664";2022;"BPG";106;291;1614;323
"395";"130043664";2022;"REV";40;291;1614;323
"396";"130043664";2022;"SLE";73;291;1614;323
"397";"130043664";2023;"ABL";47;297;1614;323
"398";"130043664";2023;"ANN";50;297;1614;323
"399";"130043664";2023;"BPG";95;297;1614;323
"400";"130043664";2023;"GVC";2;297;1614;323
"401";"130043664";2023;"REV";44;297;1614;323
"402";"130043664";2023;"SLE";59;297;1614;323
"403";"130043664";2024;"ABL";40;301;1614;323
"404";"130043664";2024;"ANN";53;301;1614;323
"405";"130043664";2024;"BPG";108;301;1614;323
"406";"130043664";2024;"REV";38;301;1614;323
"407";"130043664";2024;"SLE";62;301;1614;323
"408";"130780521";2020;"ABL";2;51;391;78
"409";"130780521";2020;"BPG";24;51;391;78
"410";"130780521";2020;"REV";6;51;391;78
"411";"130780521";2020;"SLE";19;51;391;78
"412";"130780521";2021;"ABL";4;81;391;78
"413";"130780521";2021;"BPG";22;81;391;78
"414";"130780521";2021;"REV";4;81;391;78
"415";"130780521";2021;"SLE";51;81;391;78
"416";"130780521";2022;"ABL";3;55;391;78
"417";"130780521";2022;"BPG";22;55;391;78
"418";"130780521";2022;"REV";1;55;391;78
"419";"130780521";2022;"SLE";29;55;391;78
"420";"130780521";2023;"ABL";10;89;391;78
"421";"130780521";2023;"BPG";34;89;391;78
"422";"130780521";2023;"REV";8;89;391;78
"423";"130780521";2023;"SLE";37;89;391;78
"424";"130780521";2024;"ABL";9;115;391;78
"425";"130780521";2024;"BPG";34;115;391;78
"426";"130780521";2024;"REV";6;115;391;78
"427";"130780521";2024;"SLE";66;115;391;78
"428";"130781479";2020;"ABL";15;111;780;156
"429";"130781479";2020;"BPG";7;111;780;156
"430";"130781479";2020;"DBP";2;111;780;156
"431";"130781479";2020;"REV";11;111;780;156
"432";"130781479";2020;"SLE";76;111;780;156
"433";"130781479";2021;"ABL";19;164;780;156
"434";"130781479";2021;"ANN";1;164;780;156
"435";"130781479";2021;"BPG";15;164;780;156
"436";"130781479";2021;"DBP";3;164;780;156
"437";"130781479";2021;"REV";9;164;780;156
"438";"130781479";2021;"SLE";117;164;780;156
"439";"130781479";2022;"ABL";9;170;780;156
"440";"130781479";2022;"BPG";27;170;780;156
"441";"130781479";2022;"DBP";5;170;780;156
"442";"130781479";2022;"REV";13;170;780;156
"443";"130781479";2022;"SLE";116;170;780;156
"444";"130781479";2023;"ABL";13;166;780;156
"445";"130781479";2023;"BPG";33;166;780;156
"446";"130781479";2023;"DBP";4;166;780;156
"447";"130781479";2023;"REV";9;166;780;156
"448";"130781479";2023;"SLE";107;166;780;156
"449";"130781479";2024;"ABL";11;169;780;156
"450";"130781479";2024;"BPG";36;169;780;156
"451";"130781479";2024;"REV";16;169;780;156
"452";"130781479";2024;"SLE";106;169;780;156
"453";"130782162";2020;"ABL";10;49;512;102
"454";"130782162";2020;"BPG";14;49;512;102
"455";"130782162";2020;"REV";2;49;512;102
"456";"130782162";2020;"SLE";23;49;512;102
"457";"130782162";2021;"ABL";8;131;512;102
"458";"130782162";2021;"BPG";54;131;512;102
"459";"130782162";2021;"REV";2;131;512;102
"460";"130782162";2021;"SLE";67;131;512;102
"461";"130782162";2022;"ABL";8;130;512;102
"462";"130782162";2022;"BPG";45;130;512;102
"463";"130782162";2022;"REV";5;130;512;102
"464";"130782162";2022;"SLE";72;130;512;102
"465";"130782162";2023;"ABL";7;105;512;102
"466";"130782162";2023;"BPG";48;105;512;102
"467";"130782162";2023;"SLE";50;105;512;102
"468";"130782162";2024;"ABL";7;97;512;102
"469";"130782162";2024;"BPG";40;97;512;102
"470";"130782162";2024;"REV";4;97;512;102
"471";"130782162";2024;"SLE";46;97;512;102
"472";"130783236";2020;"ABL";8;125;618;124
"473";"130783236";2020;"ANN";4;125;618;124
"474";"130783236";2020;"BPG";27;125;618;124
"475";"130783236";2020;"REV";13;125;618;124
"476";"130783236";2020;"SLE";73;125;618;124
"477";"130783236";2021;"ABL";6;150;618;124
"478";"130783236";2021;"BPG";38;150;618;124
"479";"130783236";2021;"REV";19;150;618;124
"480";"130783236";2021;"SLE";87;150;618;124
"481";"130783236";2022;"ABL";9;157;618;124
"482";"130783236";2022;"BPG";32;157;618;124
"483";"130783236";2022;"REV";20;157;618;124
"484";"130783236";2022;"SLE";96;157;618;124
"485";"130783236";2023;"ABL";3;128;618;124
"486";"130783236";2023;"BPG";28;128;618;124
"487";"130783236";2023;"REV";9;128;618;124
"488";"130783236";2023;"SLE";88;128;618;124
"489";"130783236";2024;"ABL";4;58;618;124
"490";"130783236";2024;"BPG";14;58;618;124
"491";"130783236";2024;"REV";6;58;618;124
"492";"130783236";2024;"SLE";34;58;618;124
"493";"130783327";2020;"ABL";6;43;1003;201
"494";"130783327";2020;"BPG";4;43;1003;201
"495";"130783327";2020;"SLE";33;43;1003;201
"496";"130783327";2021;"ABL";11;182;1003;201
"497";"130783327";2021;"ANN";1;182;1003;201
"498";"130783327";2021;"BPG";14;182;1003;201
"499";"130783327";2021;"REV";7;182;1003;201
"500";"130783327";2021;"SLE";149;182;1003;201
"501";"130783327";2022;"ABL";10;252;1003;201
"502";"130783327";2022;"BPG";15;252;1003;201
"503";"130783327";2022;"NDD";1;252;1003;201
"504";"130783327";2022;"REV";10;252;1003;201
"505";"130783327";2022;"SLE";216;252;1003;201
"506";"130783327";2023;"ABL";7;243;1003;201
"507";"130783327";2023;"BPG";28;243;1003;201
"508";"130783327";2023;"REV";12;243;1003;201
"509";"130783327";2023;"SLE";196;243;1003;201
"510";"130783327";2024;"ABL";6;283;1003;201
"511";"130783327";2024;"BPG";37;283;1003;201
"512";"130783327";2024;"REV";28;283;1003;201
"513";"130783327";2024;"SLE";212;283;1003;201
"514";"130785652";2020;"ABL";8;70;525;105
"515";"130785652";2020;"BPG";46;70;525;105
"516";"130785652";2020;"SLE";16;70;525;105
"517";"130785652";2021;"ABL";5;105;525;105
"518";"130785652";2021;"BPG";69;105;525;105
"519";"130785652";2021;"SLE";31;105;525;105
"520";"130785652";2022;"ABL";11;107;525;105
"521";"130785652";2022;"BPG";79;107;525;105
"522";"130785652";2022;"REV";1;107;525;105
"523";"130785652";2022;"SLE";16;107;525;105
"524";"130785652";2023;"ABL";11;115;525;105
"525";"130785652";2023;"BPG";86;115;525;105
"526";"130785652";2023;"REV";5;115;525;105
"527";"130785652";2023;"SLE";13;115;525;105
"528";"130785652";2024;"ABL";10;128;525;105
"529";"130785652";2024;"ANN";1;128;525;105
"530";"130785652";2024;"BPG";86;128;525;105
"531";"130785652";2024;"REV";13;128;525;105
"532";"130785652";2024;"SLE";18;128;525;105
"533";"130786361";2020;"ABL";20;243;1435;287
"534";"130786361";2020;"ANN";6;243;1435;287
"535";"130786361";2020;"BPG";76;243;1435;287
"536";"130786361";2020;"REV";20;243;1435;287
"537";"130786361";2020;"SLE";121;243;1435;287
"538";"130786361";2021;"ABL";19;291;1435;287
"539";"130786361";2021;"ANN";16;291;1435;287
"540";"130786361";2021;"BPG";90;291;1435;287
"541";"130786361";2021;"REV";9;291;1435;287
"542";"130786361";2021;"SLE";157;291;1435;287
"543";"130786361";2022;"ABL";16;294;1435;287
"544";"130786361";2022;"ANN";9;294;1435;287
"545";"130786361";2022;"BPG";96;294;1435;287
"546";"130786361";2022;"REV";15;294;1435;287
"547";"130786361";2022;"SLE";158;294;1435;287
"548";"130786361";2023;"ABL";17;303;1435;287
"549";"130786361";2023;"ANN";8;303;1435;287
"550";"130786361";2023;"BPG";87;303;1435;287
"551";"130786361";2023;"REV";12;303;1435;287
"552";"130786361";2023;"SLE";179;303;1435;287
"553";"130786361";2024;"ABL";15;304;1435;287
"554";"130786361";2024;"ANN";5;304;1435;287
"555";"130786361";2024;"BPG";93;304;1435;287
"556";"130786361";2024;"REV";19;304;1435;287
"557";"130786361";2024;"SLE";172;304;1435;287
"558";"130810740";2020;"ABL";8;116;719;144
"559";"130810740";2020;"BPG";35;116;719;144
"560";"130810740";2020;"REV";7;116;719;144
"561";"130810740";2020;"SLE";66;116;719;144
"562";"130810740";2021;"ABL";4;166;719;144
"563";"130810740";2021;"BPG";45;166;719;144
"564";"130810740";2021;"REV";4;166;719;144
"565";"130810740";2021;"SLE";113;166;719;144
"566";"130810740";2022;"ABL";9;155;719;144
"567";"130810740";2022;"BPG";40;155;719;144
"568";"130810740";2022;"REV";1;155;719;144
"569";"130810740";2022;"SLE";105;155;719;144
"570";"130810740";2023;"ABL";8;154;719;144
"571";"130810740";2023;"BPG";43;154;719;144
"572";"130810740";2023;"REV";4;154;719;144
"573";"130810740";2023;"SLE";99;154;719;144
"574";"130810740";2024;"ABL";6;128;719;144
"575";"130810740";2024;"BPG";42;128;719;144
"576";"130810740";2024;"REV";2;128;719;144
"577";"130810740";2024;"SLE";78;128;719;144
"578";"140000209";2020;"ABL";5;168;892;178
"579";"140000209";2020;"BPG";113;168;892;178
"580";"140000209";2020;"DBP";1;168;892;178
"581";"140000209";2020;"REV";6;168;892;178
"582";"140000209";2020;"SLE";43;168;892;178
"583";"140000209";2021;"ABL";4;192;892;178
