"finessGeoDP","annee","mois","n"
"2A0000139",2025,4,3
"2A0000139",2025,5,1
"2A0000139",2025,6,1
"2B0000145",2021,1,9
"2B0000145",2021,2,8
"2B0000145",2021,3,9
"2B0000145",2021,4,9
"2B0000145",2021,5,10
"2B0000145",2021,6,10
"2B0000145",2021,7,6
"2B0000145",2021,8,2
"2B0000145",2021,9,11
"2B0000145",2021,10,12
"2B0000145",2021,11,7
"2B0000145",2021,12,4
"2B0000145",2022,1,12
"2B0000145",2022,2,9
"2B0000145",2022,3,9
"2B0000145",2022,4,8
"2B0000145",2022,5,6
"2B0000145",2022,6,8
"2B0000145",2022,7,3
"2B0000145",2022,8,1
"2B0000145",2022,9,2
"2B0000145",2022,10,8
"2B0000145",2022,11,4
"2B0000145",2022,12,4
"2B0000145",2023,1,7
"2B0000145",2023,2,3
"2B0000145",2023,3,5
"2B0000145",2023,4,8
"2B0000145",2023,5,7
"2B0000145",2023,6,11
"2B0000145",2023,7,1
"2B0000145",2023,8,7
"2B0000145",2023,9,2
"2B0000145",2023,10,6
"2B0000145",2023,11,4
"2B0000145",2023,12,7
"2B0000145",2024,1,9
"2B0000145",2024,2,3
"2B0000145",2024,3,9
"2B0000145",2024,4,6
"2B0000145",2024,5,9
"2B0000145",2024,6,6
"2B0000145",2024,7,4
"2B0000145",2024,8,2
"2B0000145",2024,9,5
"2B0000145",2024,10,5
"2B0000145",2024,11,5
"2B0000145",2024,12,1
"2B0000145",2025,1,8
"2B0000145",2025,2,7
"2B0000145",2025,3,5
"2B0000145",2025,4,10
"2B0000145",2025,5,9
"2B0000145",2025,6,9
"300000023",2021,1,2
"300000023",2021,6,6
"300000023",2021,7,7
"300000023",2021,8,2
"300000023",2021,9,11
"300000023",2021,10,3
"300000023",2021,11,5
"300000023",2021,12,1
"300000023",2022,2,7
"300000023",2022,3,12
"300000023",2022,4,3
"300000023",2022,5,6
"300000023",2022,9,1
"300000023",2022,10,4
"300000023",2022,11,4
"300000023",2022,12,5
"300000023",2023,2,1
"300000023",2023,3,1
"300000023",2023,4,1
"300000023",2023,5,5
"300000023",2023,6,4
"300000023",2023,9,4
"300000023",2023,10,3
"300000023",2023,12,1
"300000023",2024,1,4
"300000023",2024,2,3
"300000023",2024,3,3
"300000023",2024,4,3
"300000023",2024,5,2
"300000023",2024,6,2
"300000023",2024,8,3
"300000023",2024,9,5
"300000023",2024,10,1
"300000023",2024,11,3
"300000023",2024,12,1
"300000023",2025,1,5
"300000023",2025,2,4
"300000023",2025,3,7
"300000023",2025,4,4
"300000023",2025,5,6
"300000023",2025,6,2
"300780137",2021,1,13
"300780137",2021,2,13
"300780137",2021,3,11
"300780137",2021,4,3
"300780137",2021,5,12
"300780137",2021,6,13
"300780137",2021,7,9
"300780137",2021,8,3
"300780137",2021,9,5
"300780137",2021,10,12
"300780137",2021,11,9
"300780137",2021,12,8
"300780137",2022,1,1
"300780137",2022,2,3
"300780137",2022,3,15
"300780137",2022,4,9
"300780137",2022,5,7
"300780137",2022,7,5
"300780137",2022,8,5
"300780137",2022,9,2
"300780137",2022,10,6
"300780137",2022,11,3
"300780137",2022,12,1
"300780137",2023,1,8
"300780137",2023,2,3
"300780137",2023,3,7
"300780137",2023,4,3
"300780137",2023,5,3
"300780137",2023,6,4
"300780137",2023,7,2
"300780137",2023,8,5
"300780137",2023,9,1
"300780137",2023,10,8
"300780137",2023,11,3
"300780137",2023,12,2
"300780137",2024,1,4
"300780137",2024,2,1
"300780137",2024,3,3
"300780137",2024,6,1
"300780137",2024,7,7
"300780137",2024,8,1
"300780137",2024,9,6
"300780137",2024,10,5
"300780137",2024,11,6
"300780137",2025,1,5
"300780137",2025,2,1
"300780137",2025,3,2
"300780137",2025,4,4
"300780137",2025,5,1
"300780137",2025,6,1
"300782117",2021,1,16
"300782117",2021,2,20
"300782117",2021,3,33
"300782117",2021,4,19
"300782117",2021,5,23
"300782117",2021,6,32
"300782117",2021,7,22
"300782117",2021,8,16
"300782117",2021,9,23
"300782117",2021,10,21
"300782117",2021,11,28
"300782117",2021,12,6
"300782117",2022,1,24
"300782117",2022,2,17
"300782117",2022,3,24
"300782117",2022,4,21
"300782117",2022,5,28
"300782117",2022,6,19
"300782117",2022,7,16
"300782117",2022,8,10
"300782117",2022,9,18
"300782117",2022,10,18
"300782117",2022,11,17
"300782117",2022,12,8
"300782117",2023,1,15
"300782117",2023,2,14
"300782117",2023,3,13
"300782117",2023,4,19
"300782117",2023,5,18
"300782117",2023,6,21
"300782117",2023,7,15
"300782117",2023,9,18
"300782117",2023,10,21
"300782117",2023,11,25
"300782117",2023,12,17
"300782117",2024,1,24
"300782117",2024,2,24
"300782117",2024,3,24
"300782117",2024,4,22
"300782117",2024,5,18
"300782117",2024,6,11
"300782117",2024,7,16
"300782117",2024,9,20
"300782117",2024,10,20
"300782117",2024,11,21
"300782117",2024,12,13
"300782117",2025,1,16
"300782117",2025,2,16
"300782117",2025,3,11
"300782117",2025,4,16
"300782117",2025,5,14
"300782117",2025,6,12
"300788502",2021,1,26
"300788502",2021,2,15
"300788502",2021,3,27
"300788502",2021,5,36
"300788502",2021,6,32
"300788502",2021,7,12
"300788502",2021,8,16
"300788502",2021,9,21
"300788502",2021,10,16
"300788502",2021,11,25
"300788502",2021,12,18
"300788502",2022,1,8
"300788502",2022,2,24
"300788502",2022,3,35
"300788502",2022,4,21
"300788502",2022,5,28
"300788502",2022,6,22
"300788502",2022,7,3
"300788502",2022,8,32
"300788502",2022,9,24
"300788502",2022,10,18
"300788502",2022,11,16
"300788502",2022,12,12
"300788502",2023,1,18
"300788502",2023,2,15
"300788502",2023,3,16
"300788502",2023,4,12
"300788502",2023,5,10
"300788502",2023,6,16
"300788502",2023,7,12
"300788502",2023,8,15
"300788502",2023,9,11
"300788502",2023,10,12
"300788502",2023,11,10
"300788502",2023,12,7
"300788502",2024,1,11
"300788502",2024,2,9
"300788502",2024,3,14
"300788502",2024,4,13
"300788502",2024,5,8
"300788502",2024,6,3
"300788502",2024,7,6
"300788502",2024,8,4
"300788502",2024,9,11
"300788502",2024,10,9
"300788502",2024,11,4
"300788502",2024,12,10
"300788502",2025,1,15
"300788502",2025,2,8
"300788502",2025,3,15
"300788502",2025,4,13
"300788502",2025,5,13
"300788502",2025,6,11
"310026927",2021,1,6
"310026927",2021,2,5
"310026927",2021,3,2
"310026927",2021,4,3
"310026927",2021,5,4
"310026927",2021,6,6
"310026927",2021,8,3
"310026927",2021,9,4
"310026927",2021,10,4
"310026927",2021,11,5
"310026927",2021,12,3
"310026927",2022,1,6
"310026927",2022,2,1
"310026927",2022,3,4
"310026927",2022,4,4
"310026927",2022,5,3
"310026927",2022,6,3
"310026927",2022,7,8
"310026927",2022,8,1
"310026927",2022,9,4
"310026927",2022,10,8
"310026927",2022,11,7
"310026927",2022,12,3
"310026927",2023,1,3
"310026927",2023,2,5
"310026927",2023,3,5
"310026927",2023,4,6
"310026927",2023,5,7
"310026927",2023,6,6
"310026927",2023,7,3
"310026927",2023,8,4
"310026927",2023,9,6
"310026927",2023,10,10
"310026927",2023,11,8
"310026927",2023,12,5
"310026927",2024,1,6
"310026927",2024,2,4
"310026927",2024,3,4
"310026927",2024,4,7
"310026927",2024,5,5
"310026927",2024,6,3
"310026927",2024,7,6
"310026927",2024,8,1
"310026927",2024,9,8
"310026927",2024,10,6
"310026927",2024,11,7
"310026927",2024,12,4
"310026927",2025,1,5
"310026927",2025,2,7
"310026927",2025,3,8
"310026927",2025,4,4
"310026927",2025,5,4
"310026927",2025,6,4
"310780283",2021,1,4
"310780283",2021,2,12
"310780283",2021,3,11
"310780283",2021,4,10
"310780283",2021,5,11
"310780283",2021,6,14
"310780283",2021,7,12
"310780283",2021,8,4
"310780283",2021,9,13
"310780283",2021,10,13
"310780283",2021,11,7
"310780283",2021,12,2
"310780283",2022,1,10
"310780283",2022,2,10
"310780283",2022,3,8
"310780283",2022,4,11
"310780283",2022,5,6
"310780283",2022,6,12
"310780283",2022,7,8
"310780283",2022,8,7
"310780283",2022,9,10
"310780283",2022,10,10
"310780283",2022,11,11
"310780283",2022,12,12
"310780283",2023,1,10
"310780283",2023,2,7
"310780283",2023,3,13
"310780283",2023,4,6
"310780283",2023,5,12
"310780283",2023,6,5
"310780283",2023,7,9
"310780283",2023,8,6
"310780283",2023,9,9
"310780283",2023,10,15
"310780283",2023,11,17
"310780283",2023,12,8
"310780283",2024,1,14
"310780283",2024,2,8
"310780283",2024,3,12
"310780283",2024,4,13
"310780283",2024,5,12
"310780283",2024,6,6
"310780283",2024,7,6
"310780283",2024,8,5
"310780283",2024,9,7
"310780283",2024,10,13
"310780283",2024,11,10
"310780283",2024,12,1
"310780283",2025,1,12
"310780283",2025,2,3
"310780283",2025,3,5
"310780283",2025,4,9
"310780283",2025,5,7
"310780283",2025,6,9
"310780382",2021,1,3
"310780382",2021,2,10
"310780382",2021,3,10
"310780382",2021,4,1
"310780382",2021,5,4
"310780382",2021,6,5
"310780382",2021,7,5
"310780382",2021,8,3
"310780382",2021,9,9
"310780382",2021,10,5
"310780382",2021,11,9
"310780382",2021,12,7
"310780382",2022,1,4
"310780382",2022,2,4
"310780382",2022,3,10
"310780382",2022,4,4
"310780382",2022,5,5
"310780382",2022,6,6
"310780382",2022,7,8
"310780382",2022,9,8
"310780382",2022,10,4
"310780382",2022,11,4
"310780382",2022,12,7
"310780382",2023,1,8
"310780382",2023,2,5
"310780382",2023,3,9
"310780382",2023,4,6
"310780382",2023,5,2
"310780382",2023,6,8
"310780382",2023,7,6
"310780382",2023,8,1
"310780382",2023,9,3
"310780382",2023,10,1
"310780382",2023,11,2
"310780382",2023,12,3
"310780382",2024,1,7
"310780382",2024,2,8
"310780382",2024,3,2
"310780382",2024,4,1
"310780382",2024,5,3
"310780382",2024,6,7
"310780382",2024,7,5
"310780382",2024,8,2
"310780382",2024,9,6
"310780382",2024,10,5
"310780382",2024,11,3
"310780382",2024,12,5
"310780382",2025,1,1
"310780382",2025,2,4
"310780382",2025,3,4
"310780382",2025,4,2
"310780382",2025,5,2
"310780382",2025,6,7
"310781000",2021,1,70
"310781000",2021,2,47
"310781000",2021,3,81
"310781000",2021,4,53
"310781000",2021,5,51
"310781000",2021,6,74
"310781000",2021,7,47
"310781000",2021,8,23
"310781000",2021,9,59
"310781000",2021,10,48
"310781000",2021,11,56
"310781000",2021,12,52
"310781000",2022,1,65
"310781000",2022,2,59
"310781000",2022,3,70
"310781000",2022,4,66
"310781000",2022,5,73
"310781000",2022,6,64
"310781000",2022,7,40
"310781000",2022,8,38
"310781000",2022,9,65
"310781000",2022,10,76
"310781000",2022,11,61
"310781000",2022,12,43
"310781000",2023,1,56
"310781000",2023,2,58
"310781000",2023,3,49
"310781000",2023,4,33
"310781000",2023,5,37
"310781000",2023,6,59
"310781000",2023,7,28
"310781000",2023,8,27
"310781000",2023,9,54
"310781000",2023,10,44
"310781000",2023,11,54
"310781000",2023,12,31
"310781000",2024,1,51
"310781000",2024,2,44
"310781000",2024,3,39
"310781000",2024,4,50
"310781000",2024,5,42
"310781000",2024,6,33
"310781000",2024,7,28
"310781000",2024,8,32
"310781000",2024,9,42
"310781000",2024,10,38
"310781000",2024,11,46
"310781000",2024,12,27
"310781000",2025,1,44
"310781000",2025,2,21
"310781000",2025,3,28
"310781000",2025,4,33
"310781000",2025,5,33
"310781000",2025,6,23
"310781505",2021,1,6
"310781505",2021,2,10
"310781505",2021,3,20
"310781505",2021,4,11
"310781505",2021,5,19
"310781505",2021,6,17
"310781505",2021,7,8
"310781505",2021,8,10
"310781505",2021,9,13
"310781505",2021,10,10
"310781505",2021,11,16
"310781505",2021,12,2
"310781505",2022,1,10
"310781505",2022,2,7
"310781505",2022,3,6
"310781505",2022,4,8
"310781505",2022,5,15
"310781505",2022,6,12
"310781505",2022,7,13
"310781505",2022,8,12
"310781505",2022,9,13
"310781505",2022,10,10
"310781505",2022,11,8
"310781505",2022,12,17
"310781505",2023,1,20
"310781505",2023,2,10
"310781505",2023,3,10
"310781505",2023,4,21
"310781505",2023,5,9
"310781505",2023,6,17
"310781505",2023,7,7
"310781505",2023,8,21
"310781505",2023,9,19
"310781505",2023,10,19
"310781505",2023,11,14
"310781505",2023,12,9
"310781505",2024,1,14
"310781505",2024,2,15
"310781505",2024,3,14
"310781505",2024,4,18
"310781505",2024,5,13
"310781505",2024,6,14
"310781505",2024,7,18
"310781505",2024,8,14
"310781505",2024,9,11
"310781505",2024,10,18
"310781505",2024,11,13
"310781505",2024,12,14
"310781505",2025,1,14
"310781505",2025,2,10
"310781505",2025,3,13
"310781505",2025,4,12
"310781505",2025,5,18
"310781505",2025,6,8
"310783055",2021,1,16
"310783055",2021,2,9
"310783055",2021,3,13
"310783055",2021,4,13
"310783055",2021,5,4
"310783055",2021,6,12
"310783055",2021,7,12
"310783055",2021,9,13
"310783055",2021,10,9
"310783055",2021,11,10
"310783055",2021,12,2
"310783055",2022,1,13
"310783055",2022,2,12
"310783055",2022,3,9
"310783055",2022,4,11
"310783055",2022,5,9
"310783055",2022,6,11
"310783055",2022,7,5
"310783055",2022,8,10
"310783055",2022,9,11
"310783055",2022,10,9
"310783055",2022,11,13
"310783055",2022,12,11
"310783055",2023,1,9
"310783055",2023,2,8
"310783055",2023,3,16
"310783055",2023,4,9
"310783055",2023,5,15
"310783055",2023,6,10
"310783055",2023,7,12
"310783055",2023,8,5
"310783055",2023,9,11
"310783055",2023,10,11
"310783055",2023,11,14
"310783055",2023,12,7
"310783055",2024,1,11
"310783055",2024,2,6
"310783055",2024,3,11
"310783055",2024,4,10
"310783055",2024,5,9
"310783055",2024,6,14
"310783055",2024,7,7
"310783055",2024,8,6
"310783055",2024,9,9
"310783055",2024,10,7
"310783055",2024,11,2
"310783055",2024,12,7
"310783055",2025,1,13
"310783055",2025,2,8
"310783055",2025,3,20
"310783055",2025,4,10
"310783055",2025,5,8
"310783055",2025,6,14
"330000340",2021,1,11
"330000340",2021,3,17
"330000340",2021,4,7
"330000340",2021,5,9
"330000340",2021,6,15
"330000340",2021,7,7
"330000340",2021,8,5
"330000340",2021,9,5
"330000340",2021,10,7
"330000340",2021,11,5
"330000340",2021,12,6
"330000340",2022,1,4
"330000340",2022,2,9
"330000340",2022,3,13
"330000340",2022,4,5
"330000340",2022,5,9
"330000340",2022,6,18
"330000340",2022,7,5
"330000340",2022,8,6
"330000340",2022,9,11
"330000340",2022,10,9
"330000340",2022,11,3
"330000340",2022,12,1
"330000340",2023,1,7
"330000340",2023,2,5
"330000340",2023,3,1
"330000340",2023,4,7
"330000340",2023,5,6
"330000340",2023,6,8
"330000340",2023,7,2
"330000340",2023,8,4
"330000340",2023,9,4
"330000340",2023,10,6
"330000340",2023,11,5
"330000340",2023,12,3
"330000340",2024,1,2
"330000340",2024,2,5
"330000340",2024,3,4
"330000340",2024,4,4
"330000340",2024,5,6
"330000340",2024,6,7
"330000340",2024,7,3
"330000340",2024,8,4
"330000340",2024,9,5
"330000340",2024,10,6
"330000340",2024,11,5
"330000340",2024,12,6
"330000340",2025,1,6
"330000340",2025,2,5
"330000340",2025,3,3
"330000340",2025,4,8
"330000340",2025,5,2
"330000340",2025,6,8
"330780115",2021,1,11
"330780115",2021,2,7
"330780115",2021,3,8
"330780115",2021,4,9
"330780115",2021,5,5
"330780115",2021,6,10
"330780115",2021,7,4
"330780115",2021,8,3
"330780115",2021,9,8
"330780115",2021,10,1
"330780115",2021,11,9
"330780115",2021,12,3
"330780115",2022,1,3
"330780115",2022,2,3
"330780115",2022,3,9
"330780115",2022,4,3
"330780115",2022,5,5
"330780115",2022,6,4
"330780115",2022,7,5
"330780115",2022,8,1
"330780115",2022,9,4
"330780115",2022,10,4
"330780115",2022,11,5
"330780115",2022,12,2
"330780115",2023,1,9
"330780115",2023,2,5
"330780115",2023,3,3
"330780115",2023,4,3
"330780115",2023,5,3
"330780115",2023,6,5
"330780115",2023,7,6
"330780115",2023,9,5
"330780115",2023,10,2
"330780115",2023,11,6
"330780115",2023,12,2
"330780115",2024,1,8
"330780115",2024,2,2
"330780115",2024,3,6
"330780115",2024,4,3
"330780115",2024,5,3
"330780115",2024,6,1
"330780115",2024,7,8
"330780115",2024,8,3
"330780115",2024,9,5
"330780115",2024,10,6
"330780115",2024,11,3
"330780115",2024,12,1
"330780115",2025,1,3
"330780115",2025,2,2
"330780115",2025,3,2
"330780115",2025,4,3
"330780115",2025,5,1
"330780115",2025,6,4
"330780263",2021,1,17
"330780263",2021,2,2
"330780263",2021,4,1
"330780263",2021,5,2
"330780263",2021,6,2
"330780263",2021,7,7
"330780263",2021,8,3
"330780263",2021,9,27
"330780263",2021,10,22
"330780263",2021,11,16
"330780263",2021,12,7
"330780263",2022,1,11
"330780263",2022,2,3
"330780263",2022,3,20
"330780263",2022,4,12
"330780263",2022,5,13
"330780263",2022,6,5
"330780263",2022,7,7
"330780263",2022,8,2
"330780263",2022,9,13
"330780263",2022,10,19
"330780263",2022,11,6
"330780263",2022,12,6
"330780263",2023,1,9
"330780263",2023,2,9
"330780263",2023,3,10
"330780263",2023,4,9
"330780263",2023,5,8
"330780263",2023,6,2
"330780263",2023,7,4
"330780263",2023,8,3
"330780263",2023,9,12
"330780263",2023,10,9
"330780263",2023,11,4
"330780263",2023,12,6
"330780263",2024,1,8
"330780263",2024,2,7
"330780263",2024,3,11
"330780263",2024,4,9
"330780263",2024,5,8
"330780263",2024,6,6
"330780263",2024,7,6
"330780263",2024,8,3
"330780263",2024,9,10
"330780263",2024,10,9
"330780263",2024,11,6
"330780263",2024,12,2
"330780263",2025,1,6
"330780263",2025,2,9
"330780263",2025,3,6
"330780263",2025,4,5
"330780263",2025,5,4
"330780263",2025,6,7
"330780479",2021,1,11
"330780479",2021,2,1
"330780479",2021,3,7
"330780479",2021,4,8
"330780479",2021,5,3
"330780479",2021,6,7
"330780479",2021,7,3
"330780479",2021,8,6
"330780479",2021,9,9
"330780479",2021,10,2
"330780479",2021,11,1
"330780479",2021,12,3
"330780479",2022,1,6
"330780479",2022,2,5
"330780479",2022,3,9
"330780479",2022,4,8
"330780479",2022,5,4
"330780479",2022,6,10
"330780479",2022,7,6
"330780479",2022,8,4
"330780479",2022,9,5
"330780479",2022,10,7
"330780479",2022,11,7
"330780479",2022,12,4
"330780479",2023,1,8
"330780479",2023,2,5
"330780479",2023,3,4
"330780479",2023,4,5
"330780479",2023,5,5
"330780479",2023,6,6
"330780479",2023,7,5
"330780479",2023,8,3
"330780479",2023,9,4
"330780479",2023,10,1
"330780479",2023,11,4
"330780479",2023,12,6
"330780479",2024,1,9
"330780479",2024,2,5
"330780479",2024,3,9
"330780479",2024,4,6
"330780479",2024,5,1
"330780479",2024,6,2
"330780479",2024,7,11
"330780479",2024,8,6
"330780479",2024,9,10
"330780479",2024,10,5
"330780479",2024,11,9
"330780479",2024,12,5
"330780479",2025,1,3
"330780479",2025,2,4
"330780479",2025,3,8
"330780479",2025,4,6
"330780479",2025,5,6
"330780479",2025,6,6
"330780511",2021,2,6
"330780511",2021,4,1
"330780511",2021,5,4
"330780511",2021,6,1
"330780511",2021,7,1
"330780511",2021,9,2
"330780511",2021,10,3
"330780511",2021,11,1
"330780511",2021,12,2
"330780511",2022,1,1
"330780511",2022,2,2
"330780511",2022,3,4
"330780511",2022,4,2
"330780511",2022,5,4
"330780511",2022,6,4
"330780511",2022,8,1
"330780511",2022,9,5
"330780511",2022,10,4
"330780511",2022,11,7
"330780511",2022,12,1
"330780511",2023,1,4
"330780511",2023,2,5
"330780511",2023,3,5
"330780511",2023,4,2
"330780511",2023,6,4
"330780511",2023,7,1
"330780511",2023,8,2
"330780511",2023,9,3
"330780511",2023,10,4
"330780511",2023,11,4
"330780511",2023,12,1
"330780511",2024,1,6
"330780511",2024,2,5
"330780511",2024,3,8
"330780511",2024,4,3
"330780511",2024,5,7
"330780511",2024,6,4
"330780511",2024,7,4
"330780511",2024,8,1
"330780511",2024,9,4
"330780511",2024,10,2
"330780511",2024,11,3
"330780511",2024,12,2
"330780511",2025,1,5
"330780511",2025,2,2
"330780511",2025,3,2
"330780511",2025,5,5
"330780511",2025,6,2
"330780529",2021,1,31
"330780529",2021,2,25
"330780529",2021,3,30
"330780529",2021,5,20
"330780529",2021,6,34
"330780529",2021,7,17
"330780529",2021,8,3
"330780529",2021,9,31
"330780529",2021,10,18
"330780529",2021,11,18
"330780529",2021,12,5
"330780529",2022,1,15
"330780529",2022,2,13
"330780529",2022,3,23
"330780529",2022,4,13
"330780529",2022,5,19
"330780529",2022,6,36
"330780529",2022,7,13
"330780529",2022,8,4
"330780529",2022,9,26
"330780529",2022,10,19
"330780529",2022,11,21
"330780529",2022,12,14
"330780529",2023,1,20
"330780529",2023,2,25
"330780529",2023,3,22
"330780529",2023,4,11
"330780529",2023,5,19
"330780529",2023,6,27
"330780529",2023,7,11
"330780529",2023,9,24
"330780529",2023,10,20
"330780529",2023,11,23
"330780529",2023,12,13
"330780529",2024,1,18
"330780529",2024,2,16
"330780529",2024,3,20
"330780529",2024,4,20
"330780529",2024,5,29
"330780529",2024,6,20
"330780529",2024,7,14
"330780529",2024,8,6
"330780529",2024,9,28
"330780529",2024,10,20
"330780529",2024,11,23
"330780529",2024,12,14
"330780529",2025,1,24
"330780529",2025,2,20
"330780529",2025,3,19
"330780529",2025,4,23
"330780529",2025,5,18
"330780529",2025,6,31
"330781402",2021,1,21
"330781402",2021,2,16
"330781402",2021,3,24
"330781402",2021,4,12
"330781402",2021,5,10
"330781402",2021,6,24
"330781402",2021,7,13
"330781402",2021,8,6
"330781402",2021,9,15
"330781402",2021,10,24
"330781402",2021,11,22
"330781402",2021,12,8
"330781402",2022,1,17
"330781402",2022,2,10
"330781402",2022,3,13
"330781402",2022,4,14
"330781402",2022,5,24
"330781402",2022,6,21
"330781402",2022,7,12
"330781402",2022,8,9
"330781402",2022,9,24
"330781402",2022,10,16
"330781402",2022,11,19
"330781402",2022,12,12
"330781402",2023,1,28
"330781402",2023,2,17
"330781402",2023,3,31
"330781402",2023,4,16
"330781402",2023,5,20
"330781402",2023,6,19
"330781402",2023,7,17
"330781402",2023,8,14
"330781402",2023,9,21
"330781402",2023,10,17
"330781402",2023,11,23
"330781402",2023,12,6
"330781402",2024,1,20
"330781402",2024,2,19
"330781402",2024,3,28
"330781402",2024,4,15
"330781402",2024,5,24
"330781402",2024,6,15
"330781402",2024,7,22
"330781402",2024,8,10
"330781402",2024,9,16
"330781402",2024,10,22
"330781402",2024,11,20
"330781402",2024,12,19
"330781402",2025,1,24
"330781402",2025,2,16
"330781402",2025,3,25
"330781402",2025,4,23
"330781402",2025,5,25
"330781402",2025,6,16
"330782582",2021,1,11
"330782582",2021,2,7
"330782582",2021,3,12
"330782582",2021,4,5
"330782582",2021,5,8
"330782582",2021,6,7
"330782582",2021,7,4
"330782582",2021,8,4
"330782582",2021,9,6
"330782582",2021,10,7
"330782582",2021,11,6
"330782582",2021,12,2
"330782582",2022,1,7
"330782582",2022,2,4
"330782582",2022,3,9
"330782582",2022,4,5
"330782582",2022,5,10
"330782582",2022,6,6
"330782582",2022,7,3
"330782582",2022,8,1
"330782582",2022,9,2
"330782582",2022,10,4
"330782582",2022,11,2
"330782582",2022,12,2
"330782582",2023,1,11
"330782582",2023,2,5
"330782582",2023,3,4
"330782582",2023,4,8
"330782582",2023,5,6
"330782582",2023,6,5
"330782582",2023,7,1
"330782582",2023,8,2
"330782582",2023,9,2
"330782582",2023,10,7
"330782582",2023,11,5
"330782582",2023,12,2
"330782582",2024,1,4
"330782582",2024,2,4
"330782582",2024,3,2
"330782582",2024,4,7
"330782582",2024,5,1
"330782582",2024,6,3
"330782582",2024,7,5
"330782582",2024,8,1
"330782582",2024,9,3
"330782582",2024,10,6
"330782582",2024,11,5
"330782582",2025,1,8
"330782582",2025,2,6
"330782582",2025,3,5
"330782582",2025,4,2
"330782582",2025,5,4
"330783648",2021,1,6
"330783648",2021,2,6
"330783648",2021,3,5
"330783648",2021,4,7
"330783648",2021,5,7
"330783648",2021,6,14
"330783648",2021,7,5
"330783648",2021,8,10
"330783648",2021,9,6
"330783648",2021,10,9
"330783648",2021,11,9
"330783648",2021,12,4
"330783648",2022,1,10
"330783648",2022,2,4
"330783648",2022,3,13
"330783648",2022,4,9
"330783648",2022,5,6
"330783648",2022,6,10
"330783648",2022,7,9
"330783648",2022,8,11
"330783648",2022,9,9
"330783648",2022,10,8
"330783648",2022,11,4
"330783648",2022,12,5
"330783648",2023,1,9
"330783648",2023,2,11
"330783648",2023,3,3
"330783648",2023,4,3
"330783648",2023,5,2
"330783648",2023,6,7
"330783648",2023,7,5
"330783648",2023,8,2
"330783648",2023,9,4
"330783648",2023,10,8
"330783648",2023,11,10
"330783648",2023,12,5
"330783648",2024,1,7
"330783648",2024,2,6
"330783648",2024,3,7
"330783648",2024,4,4
"330783648",2024,5,5
"330783648",2024,6,4
"330783648",2024,7,6
"330783648",2024,8,5
"330783648",2024,9,5
"330783648",2024,10,4
"330783648",2024,11,7
"330783648",2024,12,8
"330783648",2025,1,5
"330783648",2025,2,8
"330783648",2025,3,4
"330783648",2025,4,9
"330783648",2025,5,6
"330783648",2025,6,6
"340000033",2021,1,8
"340000033",2021,2,4
"340000033",2021,3,7
"340000033",2021,5,2
"340000033",2021,6,6
"340000033",2021,7,3
"340000033",2021,8,8
"340000033",2021,9,4
"340000033",2021,10,5
"340000033",2021,11,4
"340000033",2021,12,4
"340000033",2022,1,2
"340000033",2022,2,3
"340000033",2022,3,6
"340000033",2022,4,3
"340000033",2022,5,4
"340000033",2022,6,7
"340000033",2022,7,7
"340000033",2022,8,4
"340000033",2022,9,6
"340000033",2022,10,7
"340000033",2022,11,7
"340000033",2022,12,3
"340000033",2023,1,8
"340000033",2023,2,6
"340000033",2023,3,7
"340000033",2023,4,4
"340000033",2023,5,9
"340000033",2023,6,8
"340000033",2023,7,4
"340000033",2023,8,6
"340000033",2023,9,7
"340000033",2023,10,8
"340000033",2023,11,5
"340000033",2023,12,5
"340000033",2024,1,5
"340000033",2024,2,8
"340000033",2024,3,5
"340000033",2024,4,1
"340000033",2024,5,6
"340000033",2024,6,8
"340000033",2024,7,6
"340000033",2024,8,4
"340000033",2024,9,8
"340000033",2024,10,7
"340000033",2024,11,7
"340000033",2024,12,6
"340000033",2025,1,7
"340000033",2025,2,4
"340000033",2025,3,7
"340000033",2025,4,11
"340000033",2025,5,11
"340000033",2025,6,6
"340009885",2021,1,4
"340009885",2021,2,3
"340009885",2021,3,2
"340009885",2021,4,3
"340009885",2021,5,6
"340009885",2021,6,3
"340009885",2021,7,3
"340009885",2021,8,1
"340009885",2021,9,4
"340009885",2021,10,4
"340009885",2021,11,5
"340009885",2021,12,2
"340009885",2022,1,3
"340009885",2022,2,1
"340009885",2022,3,6
"340009885",2022,4,1
"340009885",2022,5,4
"340009885",2022,6,4
"340009885",2022,7,4
"340009885",2022,8,1
"340009885",2022,9,5
"340009885",2022,10,2
"340009885",2022,11,3
"340009885",2022,12,2
"340009885",2023,1,5
"340009885",2023,2,5
"340009885",2023,3,1
"340009885",2023,4,6
"340009885",2023,5,2
"340009885",2023,6,3
"340009885",2023,7,4
"340009885",2023,8,1
"340009885",2023,9,3
"340009885",2023,10,4
"340009885",2023,11,8
"340009885",2023,12,1
"340009885",2024,1,6
"340009885",2024,2,3
"340009885",2024,3,1
"340009885",2024,4,7
"340009885",2024,5,2
"340009885",2024,6,6
"340009885",2024,7,4
"340009885",2024,9,1
"340009885",2024,10,4
"340009885",2024,11,4
"340009885",2024,12,7
"340009885",2025,1,6
"340009885",2025,2,3
"340009885",2025,3,2
"340009885",2025,4,7
"340009885",2025,5,10
"340009885",2025,6,4
"340015502",2021,1,36
"340015502",2021,2,25
