"finessGeoDP","baria_t","n","pct"
"670783273","BPG",5,100
"680000494","ANN",1,0.4
"680000494","BPG",72,30.9
"680000494","SLE",160,68.7
"680000684","BPG",143,70.8
"680000684","DBP",1,0.5
"680000684","SLE",58,28.7
"680004546","BPG",38,70.4
"680004546","SLE",16,29.6
"690000575","BPG",10,17.9
"690000575","SLE",46,82.1
"690022959","ANN",2,3.6
"690022959","BPG",19,34.5
"690022959","SLE",34,61.8
"690023239","ANN",7,2.2
"690023239","BPG",38,11.8
"690023239","SLE",277,86
"690023411","BPG",29,44.6
"690023411","SLE",36,55.4
"690041124","BPG",53,74.6
"690041124","SLE",18,25.4
"690054713","BPG",38,77.6
"690054713","SLE",11,22.4
"690780390","BPG",9,45
"690780390","SLE",11,55
"690780648","ANN",202,32.8
"690780648","BPG",47,7.6
"690780648","SLE",367,59.6
"690780655","ANN",9,3.7
"690780655","BPG",141,58.3
"690780655","SLE",92,38
"690783154","ANN",2,1.8
"690783154","BPG",35,31.8
"690783154","DBP",10,9.1
"690783154","SLE",63,57.3
"690793468","ANN",3,3.4
"690793468","BPG",3,3.4
"690793468","SLE",83,93.3
"690805361","BPG",17,30.9
"690805361","SLE",38,69.1
"690807367","ANN",2,3.8
"690807367","BPG",9,17.3
"690807367","SLE",41,78.8
"710006859","SLE",12,100
"710010067","BPG",15,38.5
"710010067","SLE",24,61.5
"710780917","ANN",24,30.8
"710780917","BPG",3,3.8
"710780917","SLE",51,65.4
"710978263","BPG",32,60.4
"710978263","SLE",21,39.6
"710978289","BPG",36,49.3
"710978289","SLE",37,50.7
"720000199","BPG",13,19.4
"720000199","SLE",54,80.6
"720017748","BPG",15,37.5
"720017748","SLE",25,62.5
"730000031","BPG",29,43.3
"730000031","SLE",38,56.7
"730004298","BPG",2,10.5
"730004298","SLE",17,89.5
"740014345","BPG",28,38.9
"740014345","SLE",44,61.1
"740780424","ANN",3,3.5
"740780424","BPG",3,3.5
"740780424","DBP",1,1.2
"740780424","SLE",79,91.9
"740781141","ANN",10,6.3
"740781141","BPG",32,20.1
"740781141","SLE",117,73.6
"750000523","BPG",4,10.5
"750000523","DBP",3,7.9
"750000523","SLE",31,81.6
"750100125","BPG",83,85.6
"750100125","SLE",14,14.4
"750100232","ANN",1,0.5
"750100232","BPG",77,40.3
"750100232","DBP",2,1
"750100232","SLE",111,58.1
"750150104","ANN",1,3.1
"750150104","BPG",14,43.8
"750150104","SLE",17,53.1
"750150237","BPG",24,23.1
"750150237","SLE",80,76.9
"750300071","ANN",5,2.4
"750300071","BPG",68,32.9
"750300071","SLE",134,64.7
"750300154","BPG",20,16.7
"750300154","SLE",100,83.3
"750300360","ANN",3,2
"750300360","BPG",18,11.8
"750300360","SLE",131,86.2
"750300766","BPG",21,11.4
"750300766","SLE",163,88.6
"750300881","SLE",5,100
"750300915","BPG",8,11.4
"750300915","SLE",62,88.6
"750301145","ANN",5,3.1
"750301145","BPG",4,2.5
"750301145","SLE",153,94.4
"750803447","BPG",58,56.9
"750803447","SLE",44,43.1
"760000018","BPG",35,76.1
"760000018","SLE",11,23.9
"760000158","BPG",15,16.7
"760000158","SLE",75,83.3
"760000463","BPG",5,7.5
"760000463","SLE",62,92.5
"760021329","ANN",1,0.5
"760021329","BPG",72,32.9
"760021329","SLE",146,66.7
"760025312","BPG",17,23.3
"760025312","SLE",56,76.7
"760027292","BPG",9,20.5
"760027292","SLE",35,79.5
"760780510","BPG",8,16
"760780510","SLE",42,84
"760780619","BPG",15,21.4
"760780619","SLE",55,78.6
"760805770","BPG",8,25.8
"760805770","SLE",23,74.2
"760921809","ANN",4,2.2
"760921809","BPG",19,10.4
"760921809","SLE",160,87.4
"770000156","BPG",7,43.8
"770000156","DBP",1,6.2
"770000156","SLE",8,50
"770000164","SLE",28,100
"770000446","BPG",17,30.4
"770000446","SLE",39,69.6
"770019032","BPG",16,23.2
"770019032","SLE",53,76.8
"770300135","BPG",3,4.5
"770300135","SLE",64,95.5
"770300143","ANN",6,6.9
"770300143","BPG",10,11.5
"770300143","SLE",71,81.6
"780000287","BPG",9,23.1
"780000287","SLE",30,76.9
"780000311","BPG",15,23.8
"780000311","DBP",2,3.2
"780000311","SLE",46,73
"780300208","ANN",1,1.4
"780300208","BPG",2,2.7
"780300208","SLE",70,95.9
"780300323","SLE",1,100
"780300414","BPG",27,12
"780300414","SLE",198,88
"780300422","BPG",4,9.3
"780300422","SLE",39,90.7
"790009948","BPG",42,52.5
"790009948","SLE",38,47.5
"800002503","BPG",11,18.6
"800002503","SLE",48,81.4
"800006124","BPG",18,17.5
"800006124","SLE",85,82.5
"800009466","BPG",4,17.4
"800009466","SLE",19,82.6
"800009920","BPG",3,3.1
"800009920","SLE",93,96.9
"810101170","BPG",26,23.4
"810101170","SLE",85,76.6
"810101444","BPG",8,22.9
"810101444","SLE",27,77.1
"820000040","BPG",2,6.5
"820000040","SLE",29,93.5
"830000311","SLE",21,100
"830000345","BPG",27,32.9
"830000345","DBP",2,2.4
"830000345","SLE",53,64.6
"830100251","BPG",9,6.9
"830100251","SLE",122,93.1
"830100434","BPG",8,12.3
"830100434","SLE",57,87.7
"830100459","ANN",4,1.9
"830100459","BPG",37,18
"830100459","SLE",165,80.1
"840000418","ANN",4,2.4
"840000418","BPG",32,18.8
"840000418","SLE",134,78.8
"840000467","BPG",14,20.6
"840000467","SLE",54,79.4
"850000118","BPG",35,77.8
"850000118","SLE",10,22.2
"850000142","ANN",1,1.6
"850000142","BPG",43,69.4
"850000142","SLE",18,29
"860000223","BPG",85,57.4
"860000223","DBP",1,0.7
"860000223","SLE",62,41.9
"860010321","ANN",1,3.1
"860010321","BPG",6,18.8
"860010321","SLE",25,78.1
"870000064","BPG",27,62.8
"870000064","SLE",16,37.2
"870000288","BPG",100,49.3
"870000288","SLE",103,50.7
"890000169","ANN",1,0.5
"890000169","BPG",40,18.7
"890000169","SLE",173,80.8
"890975550","BPG",29,21
"890975550","SLE",109,79
"900003039","BPG",53,39.6
"900003039","SLE",81,60.4
"910020254","BPG",24,47.1
"910020254","SLE",27,52.9
"910300011","ANN",1,11.1
"910300011","SLE",8,88.9
"910300144","BPG",54,43.9
"910300144","SLE",69,56.1
"910300177","ANN",6,3.9
"910300177","BPG",24,15.5
"910300177","SLE",125,80.6
"910300300","BPG",4,11.8
"910300300","SLE",30,88.2
"910803543","BPG",117,58.8
"910803543","DBP",2,1
"910803543","SLE",80,40.2
"920000643","BPG",20,33.9
"920000643","SLE",39,66.1
"920000650","BPG",12,27.3
"920000650","SLE",32,72.7
"920029550","ANN",1,1
"920029550","BPG",8,7.7
"920029550","SLE",95,91.3
"920100013","BPG",44,69.8
"920100013","SLE",19,30.2
"920100021","BPG",99,34.9
"920100021","SLE",185,65.1
"920100047","BPG",18,47.4
"920100047","SLE",20,52.6
"930000286","BPG",8,17.8
"930000286","SLE",37,82.2
"930000328","BPG",5,5.2
"930000328","SLE",92,94.8
"930100037","BPG",46,35.7
"930100037","DBP",2,1.6
"930100037","SLE",81,62.8
"930300025","BPG",2,2.4
"930300025","SLE",82,97.6
"930300082","BPG",4,9.8
"930300082","SLE",37,90.2
"930300116","ANN",1,1.7
"930300116","BPG",7,11.7
"930300116","SLE",52,86.7
"930300553","BPG",6,11.3
"930300553","SLE",47,88.7
"930300587","SLE",53,100
"930300595","ANN",1,1.1
"930300595","BPG",21,23.1
"930300595","SLE",69,75.8
"940000573","BPG",92,49.5
"940000573","DBP",1,0.5
"940000573","SLE",93,50
"940006679","BPG",21,11.2
"940006679","SLE",166,88.8
"940300494","BPG",18,33.3
"940300494","SLE",36,66.7
"940813033","ANN",12,7.6
"940813033","BPG",35,22.3
"940813033","SLE",110,70.1
"950000307","BPG",6,17.1
"950000307","SLE",29,82.9
"950000323","BPG",8,14
"950000323","SLE",49,86
"950000331","ANN",1,2
"950000331","BPG",7,14
"950000331","SLE",42,84
"950000364","BPG",20,20.4
"950000364","SLE",78,79.6
"950300202","BPG",4,12.1
"950300202","SLE",29,87.9
"950300244","ANN",6,3.9
"950300244","BPG",42,27.1
"950300244","SLE",107,69
"950300277","BPG",10,25.6
"950300277","SLE",29,74.4
"950807982","ANN",2,1.4
"950807982","BPG",35,24.6
"950807982","SLE",105,73.9
"970100392","BPG",7,25.9
"970100392","SLE",20,74.1
"970107249","BPG",1,0.8
"970107249","SLE",125,99.2
"970202313","ANN",2,2.8
"970202313","BPG",7,9.9
"970202313","SLE",62,87.3
"970400024","BPG",20,25.6
"970400024","SLE",58,74.4
"970400065","BPG",26,63.4
"970400065","SLE",15,36.6
"970462081","BPG",15,10.4
"970462081","SLE",129,89.6
"970462107","BPG",4,4.5
"970462107","SLE",85,95.5
