"finessGeoDP","annee","duree_cat","LOS_nb","LOS_pct"
"350000121",2023,"(6,225]",2,0.6
"350000121",2024,"(0,3]",300,94
"350000121",2024,"(3,6]",14,4.4
"350000121",2024,"(6,225]",5,1.6
"350000121",2025,"(0,3]",130,94.2
"350000121",2025,"(3,6]",6,4.3
"350000121",2025,"(6,225]",2,1.4
"350000139",2021,"(3,6]",17,94.4
"350000139",2021,"(6,225]",1,5.6
"350000139",2022,"(3,6]",28,93.3
"350000139",2022,"(6,225]",2,6.7
"350000139",2023,"(0,3]",3,8.6
"350000139",2023,"(3,6]",30,85.7
"350000139",2023,"(6,225]",2,5.7
"350000139",2024,"(0,3]",44,62
"350000139",2024,"(3,6]",26,36.6
"350000139",2024,"(6,225]",1,1.4
"350000139",2025,"(0,3]",26,65
"350000139",2025,"(3,6]",13,32.5
"350000139",2025,"(6,225]",1,2.5
"350000147",2021,"(0,3]",45,90
"350000147",2021,"(3,6]",5,10
"350000147",2022,"(0,3]",48,92.3
"350000147",2022,"(3,6]",4,7.7
"350000147",2023,"(0,3]",41,97.6
"350000147",2023,"(6,225]",1,2.4
"350000147",2024,"(0,3]",48,96
"350000147",2024,"(3,6]",1,2
"350000147",2024,"(6,225]",1,2
"350000147",2025,"(0,3]",17,94.4
"350000147",2025,"(3,6]",1,5.6
"350000741",2021,"(0,3]",21,42.9
"350000741",2021,"(3,6]",26,53.1
"350000741",2021,"(6,225]",2,4.1
"350000741",2022,"(0,3]",25,54.3
"350000741",2022,"(3,6]",21,45.7
"350000741",2023,"(0,3]",24,57.1
"350000741",2023,"(3,6]",14,33.3
"350000741",2023,"(6,225]",4,9.5
"350000741",2025,"(0,3]",10,76.9
"350000741",2025,"(3,6]",2,15.4
"350000741",2025,"(6,225]",1,7.7
"360000129",2021,"(0,3]",22,91.7
"360000129",2021,"(3,6]",2,8.3
"360000129",2022,"(0,3]",45,100
"360000129",2023,"(0,3]",32,97
"360000129",2023,"(6,225]",1,3
"360000129",2024,"(0,3]",56,98.2
"360000129",2024,"(6,225]",1,1.8
"360000129",2025,"(0,3]",47,97.9
"360000129",2025,"(3,6]",1,2.1
"370000093",2021,"(0,3]",156,94
"370000093",2021,"(3,6]",7,4.2
"370000093",2021,"(6,225]",3,1.8
"370000093",2022,"(0,3]",125,89.3
"370000093",2022,"(3,6]",11,7.9
"370000093",2022,"(6,225]",4,2.9
"370000093",2023,"(0,3]",147,94.8
"370000093",2023,"(3,6]",4,2.6
"370000093",2023,"(6,225]",4,2.6
"370000093",2024,"(0,3]",123,94.6
"370000093",2024,"(3,6]",3,2.3
"370000093",2024,"(6,225]",4,3.1
"370000093",2025,"(0,3]",67,95.7
"370000093",2025,"(3,6]",3,4.3
"370004467",2021,"(3,6]",35,85.4
"370004467",2021,"(6,225]",6,14.6
"370004467",2022,"(3,6]",55,88.7
"370004467",2022,"(6,225]",7,11.3
"370004467",2023,"(3,6]",50,94.3
"370004467",2023,"(6,225]",3,5.7
"370004467",2024,"(3,6]",32,78
"370004467",2024,"(6,225]",9,22
"370004467",2025,"(3,6]",20,83.3
"370004467",2025,"(6,225]",4,16.7
"370007569",2021,"(0,3]",45,83.3
"370007569",2021,"(3,6]",8,14.8
"370007569",2021,"(6,225]",1,1.9
"370007569",2022,"(0,3]",41,75.9
"370007569",2022,"(3,6]",11,20.4
"370007569",2022,"(6,225]",2,3.7
"370007569",2023,"(0,3]",51,89.5
"370007569",2023,"(3,6]",5,8.8
"370007569",2023,"(6,225]",1,1.8
"370007569",2024,"(0,3]",39,81.2
"370007569",2024,"(3,6]",7,14.6
"370007569",2024,"(6,225]",2,4.2
"370007569",2025,"(0,3]",8,100
"380000067",2021,"(0,3]",76,72.4
"380000067",2021,"(3,6]",23,21.9
"380000067",2021,"(6,225]",6,5.7
"380000067",2022,"(0,3]",81,79.4
"380000067",2022,"(3,6]",12,11.8
"380000067",2022,"(6,225]",9,8.8
"380000067",2023,"(0,3]",100,90.1
"380000067",2023,"(3,6]",11,9.9
"380000067",2024,"[-1,0]",1,0.9
"380000067",2024,"(0,3]",106,92.2
"380000067",2024,"(3,6]",6,5.2
"380000067",2024,"(6,225]",2,1.7
"380000067",2025,"(0,3]",47,94
"380000067",2025,"(3,6]",2,4
"380000067",2025,"(6,225]",1,2
"380000174",2021,"(0,3]",18,52.9
"380000174",2021,"(3,6]",15,44.1
"380000174",2021,"(6,225]",1,2.9
"380000174",2022,"(0,3]",28,66.7
"380000174",2022,"(3,6]",13,31
"380000174",2022,"(6,225]",1,2.4
"380000174",2023,"(0,3]",20,62.5
"380000174",2023,"(3,6]",10,31.2
"380000174",2023,"(6,225]",2,6.2
"380000174",2024,"(0,3]",40,63.5
"380000174",2024,"(3,6]",22,34.9
"380000174",2024,"(6,225]",1,1.6
"380000174",2025,"(0,3]",17,68
"380000174",2025,"(3,6]",8,32
"380012658",2021,"(0,3]",78,100
"380012658",2022,"(0,3]",87,93.5
"380012658",2022,"(3,6]",5,5.4
"380012658",2022,"(6,225]",1,1.1
"380012658",2023,"(0,3]",66,97.1
"380012658",2023,"(3,6]",1,1.5
"380012658",2023,"(6,225]",1,1.5
"380012658",2024,"(0,3]",45,93.8
"380012658",2024,"(3,6]",1,2.1
"380012658",2024,"(6,225]",2,4.2
"380012658",2025,"(0,3]",11,91.7
"380012658",2025,"(6,225]",1,8.3
"380780197",2021,"(0,3]",86,98.9
"380780197",2021,"(3,6]",1,1.1
"380780197",2022,"(0,3]",54,98.2
"380780197",2022,"(3,6]",1,1.8
"380780197",2023,"(0,3]",64,98.5
"380780197",2023,"(6,225]",1,1.5
"380780197",2024,"(0,3]",107,100
"380780197",2025,"(0,3]",41,100
"380785956",2021,"(0,3]",299,89.3
"380785956",2021,"(3,6]",30,9
"380785956",2021,"(6,225]",6,1.8
"380785956",2022,"[-1,0]",24,9.5
"380785956",2022,"(0,3]",220,87
"380785956",2022,"(3,6]",7,2.8
"380785956",2022,"(6,225]",2,0.8
"380785956",2023,"[-1,0]",23,9.5
"380785956",2023,"(0,3]",216,88.9
"380785956",2023,"(3,6]",3,1.2
"380785956",2023,"(6,225]",1,0.4
"380785956",2024,"[-1,0]",2,1
"380785956",2024,"(0,3]",191,91.4
"380785956",2024,"(3,6]",15,7.2
"380785956",2024,"(6,225]",1,0.5
"380785956",2025,"(0,3]",97,92.4
"380785956",2025,"(3,6]",5,4.8
"380785956",2025,"(6,225]",3,2.9
"400000105",2021,"(0,3]",78,88.6
"400000105",2021,"(3,6]",10,11.4
"400000105",2022,"(0,3]",84,89.4
"400000105",2022,"(3,6]",8,8.5
"400000105",2022,"(6,225]",2,2.1
"400000105",2023,"(0,3]",81,88
"400000105",2023,"(3,6]",7,7.6
"400000105",2023,"(6,225]",4,4.3
"400000105",2024,"(0,3]",109,88.6
"400000105",2024,"(3,6]",11,8.9
"400000105",2024,"(6,225]",3,2.4
"400000105",2025,"(0,3]",41,91.1
"400000105",2025,"(3,6]",1,2.2
"400000105",2025,"(6,225]",3,6.7
"410000020",2021,"(0,3]",49,90.7
"410000020",2021,"(3,6]",3,5.6
"410000020",2021,"(6,225]",2,3.7
"410000020",2022,"(0,3]",48,87.3
"410000020",2022,"(3,6]",4,7.3
"410000020",2022,"(6,225]",3,5.5
"410000020",2023,"(0,3]",53,85.5
"410000020",2023,"(3,6]",6,9.7
"410000020",2023,"(6,225]",3,4.8
"410000020",2024,"(0,3]",39,95.1
"410000020",2024,"(3,6]",1,2.4
"410000020",2024,"(6,225]",1,2.4
"410000020",2025,"(0,3]",19,100
"420010050",2021,"(0,3]",235,79.4
"420010050",2021,"(3,6]",55,18.6
"420010050",2021,"(6,225]",6,2
"420010050",2022,"[-1,0]",3,1.1
"420010050",2022,"(0,3]",234,87
"420010050",2022,"(3,6]",28,10.4
"420010050",2022,"(6,225]",4,1.5
"420010050",2023,"[-1,0]",2,0.9
"420010050",2023,"(0,3]",192,88.1
"420010050",2023,"(3,6]",20,9.2
"420010050",2023,"(6,225]",4,1.8
"420010050",2024,"(0,3]",191,89.7
"420010050",2024,"(3,6]",19,8.9
"420010050",2024,"(6,225]",3,1.4
"420010050",2025,"[-1,0]",1,0.7
"420010050",2025,"(0,3]",120,86.3
"420010050",2025,"(3,6]",17,12.2
"420010050",2025,"(6,225]",1,0.7
"420011413",2021,"[-1,0]",4,2.3
"420011413",2021,"(0,3]",163,93.1
"420011413",2021,"(3,6]",7,4
"420011413",2021,"(6,225]",1,0.6
"420011413",2022,"[-1,0]",3,1.5
"420011413",2022,"(0,3]",189,95.9
"420011413",2022,"(3,6]",1,0.5
"420011413",2022,"(6,225]",4,2
"420011413",2023,"[-1,0]",2,1.1
"420011413",2023,"(0,3]",181,96.3
"420011413",2023,"(3,6]",2,1.1
"420011413",2023,"(6,225]",3,1.6
"420011413",2024,"(0,3]",193,95.1
"420011413",2024,"(3,6]",6,3
"420011413",2024,"(6,225]",4,2
"420011413",2025,"(0,3]",86,97.7
"420011413",2025,"(3,6]",2,2.3
"420785354",2021,"[-1,0]",1,1.7
"420785354",2021,"(0,3]",44,74.6
"420785354",2021,"(3,6]",12,20.3
"420785354",2021,"(6,225]",2,3.4
"420785354",2022,"(0,3]",60,76.9
"420785354",2022,"(3,6]",17,21.8
"420785354",2022,"(6,225]",1,1.3
"420785354",2023,"(0,3]",45,76.3
"420785354",2023,"(3,6]",14,23.7
"420785354",2024,"(0,3]",54,83.1
"420785354",2024,"(3,6]",8,12.3
"420785354",2024,"(6,225]",3,4.6
"420785354",2025,"(0,3]",32,80
"420785354",2025,"(3,6]",5,12.5
"420785354",2025,"(6,225]",3,7.5
"430000117",2021,"[-1,0]",3,6.4
"430000117",2021,"(0,3]",40,85.1
"430000117",2021,"(3,6]",2,4.3
"430000117",2021,"(6,225]",2,4.3
"430000117",2022,"[-1,0]",1,2.4
"430000117",2022,"(0,3]",35,83.3
"430000117",2022,"(3,6]",6,14.3
"430000117",2023,"[-1,0]",1,4
"430000117",2023,"(0,3]",19,76
"430000117",2023,"(3,6]",5,20
"430000117",2024,"[-1,0]",1,2.4
"430000117",2024,"(0,3]",34,81
"430000117",2024,"(3,6]",6,14.3
"430000117",2024,"(6,225]",1,2.4
"430000117",2025,"(0,3]",11,78.6
"430000117",2025,"(3,6]",2,14.3
"430000117",2025,"(6,225]",1,7.1
"440000271",2021,"[-1,0]",9,5.8
"440000271",2021,"(0,3]",139,89.1
"440000271",2021,"(3,6]",6,3.8
"440000271",2021,"(6,225]",2,1.3
"440000271",2022,"[-1,0]",4,2.3
"440000271",2022,"(0,3]",168,94.9
"440000271",2022,"(3,6]",3,1.7
"440000271",2022,"(6,225]",2,1.1
"440000271",2023,"[-1,0]",1,0.8
"440000271",2023,"(0,3]",111,88.1
"440000271",2023,"(3,6]",10,7.9
"440000271",2023,"(6,225]",4,3.2
"440000271",2024,"(0,3]",130,94.2
"440000271",2024,"(3,6]",8,5.8
"440000271",2025,"(0,3]",54,96.4
"440000271",2025,"(6,225]",2,3.6
"440000412",2021,"[-1,0]",1,0.5
"440000412",2021,"(0,3]",163,84.5
"440000412",2021,"(3,6]",25,13
"440000412",2021,"(6,225]",4,2.1
"440000412",2022,"(0,3]",208,92.4
"440000412",2022,"(3,6]",15,6.7
"440000412",2022,"(6,225]",2,0.9
"440000412",2023,"(0,3]",156,96.9
"440000412",2023,"(3,6]",3,1.9
"440000412",2023,"(6,225]",2,1.2
"440000412",2024,"(0,3]",152,97.4
"440000412",2024,"(3,6]",3,1.9
"440000412",2024,"(6,225]",1,0.6
"440000412",2025,"(0,3]",94,98.9
"440000412",2025,"(6,225]",1,1.1
"440029338",2021,"(0,3]",152,96.2
"440029338",2021,"(3,6]",5,3.2
"440029338",2021,"(6,225]",1,0.6
"440029338",2022,"(0,3]",146,95.4
"440029338",2022,"(3,6]",4,2.6
"440029338",2022,"(6,225]",3,2
"440029338",2023,"(0,3]",137,98.6
"440029338",2023,"(3,6]",2,1.4
"440029338",2024,"[-1,0]",1,0.8
"440029338",2024,"(0,3]",126,98.4
"440029338",2024,"(3,6]",1,0.8
"440029338",2025,"(0,3]",63,100
"440033819",2021,"[-1,0]",48,30.8
"440033819",2021,"(0,3]",102,65.4
"440033819",2021,"(3,6]",2,1.3
"440033819",2021,"(6,225]",4,2.6
"440033819",2022,"[-1,0]",47,34.8
"440033819",2022,"(0,3]",86,63.7
"440033819",2022,"(3,6]",2,1.5
"440033819",2023,"[-1,0]",47,29.7
"440033819",2023,"(0,3]",108,68.4
"440033819",2023,"(3,6]",3,1.9
"440033819",2024,"[-1,0]",53,41.1
"440033819",2024,"(0,3]",74,57.4
"440033819",2024,"(3,6]",2,1.6
"440033819",2025,"[-1,0]",34,46.6
"440033819",2025,"(0,3]",38,52.1
"440033819",2025,"(3,6]",1,1.4
"440050433",2021,"[-1,0]",15,12.2
"440050433",2021,"(0,3]",103,83.7
"440050433",2021,"(3,6]",3,2.4
"440050433",2021,"(6,225]",2,1.6
"440050433",2022,"[-1,0]",20,16.5
"440050433",2022,"(0,3]",101,83.5
"440050433",2023,"[-1,0]",17,13.9
"440050433",2023,"(0,3]",102,83.6
"440050433",2023,"(3,6]",3,2.5
"440050433",2024,"[-1,0]",12,14
"440050433",2024,"(0,3]",67,77.9
"440050433",2024,"(3,6]",5,5.8
"440050433",2024,"(6,225]",2,2.3
"440050433",2025,"[-1,0]",5,9.1
"440050433",2025,"(0,3]",48,87.3
"440050433",2025,"(6,225]",2,3.6
"450002613",2021,"[-1,0]",1,0.7
"450002613",2021,"(0,3]",109,81.3
"450002613",2021,"(3,6]",13,9.7
"450002613",2021,"(6,225]",11,8.2
"450002613",2022,"[-1,0]",1,0.6
"450002613",2022,"(0,3]",147,90.7
"450002613",2022,"(3,6]",10,6.2
"450002613",2022,"(6,225]",4,2.5
"450002613",2023,"(0,3]",144,83.7
"450002613",2023,"(3,6]",18,10.5
"450002613",2023,"(6,225]",10,5.8
"450002613",2024,"(0,3]",139,90.3
"450002613",2024,"(3,6]",8,5.2
"450002613",2024,"(6,225]",7,4.5
"450002613",2025,"(0,3]",71,87.7
"450002613",2025,"(3,6]",7,8.6
"450002613",2025,"(6,225]",3,3.7
"450010079",2021,"(0,3]",37,74
"450010079",2021,"(3,6]",11,22
"450010079",2021,"(6,225]",2,4
"450010079",2022,"(0,3]",29,85.3
"450010079",2022,"(3,6]",4,11.8
"450010079",2022,"(6,225]",1,2.9
"450010079",2023,"(0,3]",32,91.4
"450010079",2023,"(3,6]",3,8.6
"450010079",2024,"(0,3]",24,85.7
"450010079",2024,"(3,6]",2,7.1
"450010079",2024,"(6,225]",2,7.1
"450010079",2025,"(0,3]",11,91.7
"450010079",2025,"(3,6]",1,8.3
"460000045",2021,"(0,3]",5,14.3
"460000045",2021,"(3,6]",27,77.1
"460000045",2021,"(6,225]",3,8.6
"460000045",2022,"(0,3]",4,11.8
"460000045",2022,"(3,6]",28,82.4
"460000045",2022,"(6,225]",2,5.9
"460000045",2023,"(0,3]",5,13.9
"460000045",2023,"(3,6]",30,83.3
"460000045",2023,"(6,225]",1,2.8
"460000045",2024,"(0,3]",3,8.6
"460000045",2024,"(3,6]",29,82.9
"460000045",2024,"(6,225]",3,8.6
"460000045",2025,"(0,3]",3,13.6
"460000045",2025,"(3,6]",18,81.8
"460000045",2025,"(6,225]",1,4.5
"470000027",2021,"(0,3]",24,85.7
"470000027",2021,"(3,6]",3,10.7
"470000027",2021,"(6,225]",1,3.6
"470000027",2022,"(0,3]",56,91.8
"470000027",2022,"(3,6]",5,8.2
"470000027",2023,"(0,3]",64,94.1
"470000027",2023,"(3,6]",3,4.4
"470000027",2023,"(6,225]",1,1.5
"470000027",2024,"(0,3]",72,97.3
"470000027",2024,"(3,6]",2,2.7
"470000027",2025,"(0,3]",45,93.8
"470000027",2025,"(3,6]",3,6.2
"470000423",2021,"(0,3]",17,73.9
"470000423",2021,"(3,6]",4,17.4
"470000423",2021,"(6,225]",2,8.7
"470000423",2022,"(0,3]",36,85.7
"470000423",2022,"(3,6]",5,11.9
"470000423",2022,"(6,225]",1,2.4
"470000423",2023,"(0,3]",31,79.5
"470000423",2023,"(3,6]",7,17.9
"470000423",2023,"(6,225]",1,2.6
"470000423",2024,"(0,3]",30,85.7
"470000423",2024,"(3,6]",4,11.4
"470000423",2024,"(6,225]",1,2.9
"470000423",2025,"(0,3]",14,87.5
"470000423",2025,"(3,6]",2,12.5
"470016049",2021,"[-1,0]",1,1
"470016049",2021,"(0,3]",95,91.3
"470016049",2021,"(3,6]",5,4.8
"470016049",2021,"(6,225]",3,2.9
"470016049",2022,"(0,3]",87,93.5
"470016049",2022,"(3,6]",4,4.3
"470016049",2022,"(6,225]",2,2.2
"470016049",2023,"(0,3]",97,94.2
"470016049",2023,"(3,6]",5,4.9
"470016049",2023,"(6,225]",1,1
"470016049",2024,"(0,3]",93,94.9
"470016049",2024,"(3,6]",3,3.1
"470016049",2024,"(6,225]",2,2
"470016049",2025,"(0,3]",31,83.8
"470016049",2025,"(3,6]",6,16.2
"490000049",2021,"(0,3]",10,41.7
"490000049",2021,"(3,6]",12,50
"490000049",2021,"(6,225]",2,8.3
"490000049",2022,"(0,3]",31,81.6
"490000049",2022,"(3,6]",6,15.8
"490000049",2022,"(6,225]",1,2.6
"490000049",2023,"(0,3]",34,82.9
"490000049",2023,"(3,6]",6,14.6
"490000049",2023,"(6,225]",1,2.4
"490000049",2024,"(0,3]",24,77.4
"490000049",2024,"(3,6]",5,16.1
"490000049",2024,"(6,225]",2,6.5
"490000049",2025,"(0,3]",11,55
"490000049",2025,"(3,6]",7,35
"490000049",2025,"(6,225]",2,10
"490014909",2021,"[-1,0]",3,0.6
"490014909",2021,"(0,3]",417,90.3
"490014909",2021,"(3,6]",30,6.5
"490014909",2021,"(6,225]",12,2.6
"490014909",2022,"[-1,0]",12,2.6
"490014909",2022,"(0,3]",420,91.3
"490014909",2022,"(3,6]",21,4.6
"490014909",2022,"(6,225]",7,1.5
"490014909",2023,"[-1,0]",9,2.2
"490014909",2023,"(0,3]",381,91.4
"490014909",2023,"(3,6]",21,5
"490014909",2023,"(6,225]",6,1.4
"490014909",2024,"[-1,0]",10,2.4
"490014909",2024,"(0,3]",373,89.9
"490014909",2024,"(3,6]",23,5.5
"490014909",2024,"(6,225]",9,2.2
"490014909",2025,"[-1,0]",9,6
"490014909",2025,"(0,3]",130,86.7
"490014909",2025,"(3,6]",9,6
"490014909",2025,"(6,225]",2,1.3
"500000146",2023,"(0,3]",22,95.7
"500000146",2023,"(3,6]",1,4.3
"500000146",2024,"(0,3]",54,96.4
"500000146",2024,"(3,6]",1,1.8
"500000146",2024,"(6,225]",1,1.8
"500000146",2025,"(0,3]",42,97.7
"500000146",2025,"(3,6]",1,2.3
"500000187",2021,"(0,3]",48,98
"500000187",2021,"(3,6]",1,2
"500000187",2022,"(0,3]",39,92.9
"500000187",2022,"(3,6]",3,7.1
"500000187",2023,"(0,3]",45,90
"500000187",2023,"(3,6]",5,10
"500000187",2024,"(0,3]",25,89.3
"500000187",2024,"(3,6]",3,10.7
"500000187",2025,"(0,3]",14,100
"500000203",2021,"(0,3]",37,94.9
"500000203",2021,"(3,6]",1,2.6
"500000203",2021,"(6,225]",1,2.6
"500000203",2022,"(0,3]",38,95
"500000203",2022,"(3,6]",1,2.5
"500000203",2022,"(6,225]",1,2.5
"500000203",2023,"[-1,0]",9,16.4
"500000203",2023,"(0,3]",46,83.6
"500000203",2024,"[-1,0]",2,7.4
"500000203",2024,"(0,3]",25,92.6
"500000450",2021,"(0,3]",56,83.6
"500000450",2021,"(3,6]",9,13.4
"500000450",2021,"(6,225]",2,3
"500000450",2022,"[-1,0]",2,3
"500000450",2022,"(0,3]",59,89.4
"500000450",2022,"(3,6]",5,7.6
"500000450",2023,"[-1,0]",8,15.1
"500000450",2023,"(0,3]",41,77.4
"500000450",2023,"(3,6]",3,5.7
"500000450",2023,"(6,225]",1,1.9
"500000450",2024,"[-1,0]",6,10.3
"500000450",2024,"(0,3]",51,87.9
"500000450",2024,"(3,6]",1,1.7
"500000450",2025,"[-1,0]",4,12.5
"500000450",2025,"(0,3]",26,81.2
"500000450",2025,"(3,6]",1,3.1
"500000450",2025,"(6,225]",1,3.1
"500002357",2021,"(0,3]",12,37.5
"500002357",2021,"(3,6]",19,59.4
"500002357",2021,"(6,225]",1,3.1
"500002357",2022,"(0,3]",20,39.2
"500002357",2022,"(3,6]",28,54.9
"500002357",2022,"(6,225]",3,5.9
"500002357",2023,"[-1,0]",1,1.9
"500002357",2023,"(0,3]",19,35.2
"500002357",2023,"(3,6]",30,55.6
"500002357",2023,"(6,225]",4,7.4
"500002357",2024,"(0,3]",23,42.6
"500002357",2024,"(3,6]",28,51.9
"500002357",2024,"(6,225]",3,5.6
"500002357",2025,"(0,3]",17,51.5
"500002357",2025,"(3,6]",15,45.5
"500002357",2025,"(6,225]",1,3
"510002447",2021,"(0,3]",38,79.2
"510002447",2021,"(3,6]",9,18.8
"510002447",2021,"(6,225]",1,2.1
"510002447",2022,"(0,3]",56,81.2
"510002447",2022,"(3,6]",11,15.9
"510002447",2022,"(6,225]",2,2.9
"510002447",2023,"(0,3]",69,69
"510002447",2023,"(3,6]",23,23
"510002447",2023,"(6,225]",8,8
"510002447",2024,"(0,3]",65,70.7
"510002447",2024,"(3,6]",21,22.8
"510002447",2024,"(6,225]",6,6.5
"510002447",2025,"(0,3]",37,84.1
"510002447",2025,"(3,6]",4,9.1
"510002447",2025,"(6,225]",3,6.8
"510024979",2021,"[-1,0]",14,5.8
"510024979",2021,"(0,3]",220,91.7
"510024979",2021,"(3,6]",6,2.5
"510024979",2022,"[-1,0]",6,2.7
"510024979",2022,"(0,3]",205,92.3
"510024979",2022,"(3,6]",9,4.1
"510024979",2022,"(6,225]",2,0.9
"510024979",2023,"[-1,0]",2,0.9
"510024979",2023,"(0,3]",218,94.8
"510024979",2023,"(3,6]",9,3.9
"510024979",2023,"(6,225]",1,0.4
"510024979",2024,"(0,3]",174,96.7
"510024979",2024,"(3,6]",5,2.8
"510024979",2024,"(6,225]",1,0.6
"510024979",2025,"(0,3]",113,95
"510024979",2025,"(3,6]",5,4.2
"510024979",2025,"(6,225]",1,0.8
"540000478",2021,"(0,3]",53,98.1
"540000478",2021,"(3,6]",1,1.9
"540000478",2022,"(0,3]",64,98.5
"540000478",2022,"(3,6]",1,1.5
"540000478",2023,"(0,3]",58,93.5
"540000478",2023,"(3,6]",3,4.8
"540000478",2023,"(6,225]",1,1.6
"540000478",2024,"(0,3]",65,94.2
"540000478",2024,"(3,6]",2,2.9
"540000478",2024,"(6,225]",2,2.9
"540000478",2025,"(0,3]",48,98
"540000478",2025,"(3,6]",1,2
"540000486",2021,"(0,3]",201,95.7
"540000486",2021,"(3,6]",8,3.8
"540000486",2021,"(6,225]",1,0.5
"540000486",2022,"(0,3]",135,95.1
"540000486",2022,"(3,6]",5,3.5
"540000486",2022,"(6,225]",2,1.4
"540001096",2021,"(0,3]",42,85.7
"540001096",2021,"(3,6]",7,14.3
"540001096",2022,"(0,3]",36,72
"540001096",2022,"(3,6]",14,28
"540001096",2023,"(0,3]",55,91.7
"540001096",2023,"(3,6]",5,8.3
"540001096",2024,"(0,3]",70,89.7
"540001096",2024,"(3,6]",8,10.3
"540001096",2025,"(0,3]",37,100
"540002698",2021,"(0,3]",76,40.4
"540002698",2021,"(3,6]",107,56.9
"540002698",2021,"(6,225]",5,2.7
"540002698",2022,"(0,3]",151,63.7
"540002698",2022,"(3,6]",75,31.6
"540002698",2022,"(6,225]",11,4.6
"540002698",2023,"(0,3]",150,68.8
"540002698",2023,"(3,6]",60,27.5
"540002698",2023,"(6,225]",8,3.7
"540002698",2024,"(0,3]",167,69.3
"540002698",2024,"(3,6]",63,26.1
"540002698",2024,"(6,225]",11,4.6
"540002698",2025,"(0,3]",86,68.8
"540002698",2025,"(3,6]",35,28
"540002698",2025,"(6,225]",4,3.2
"540026895",2022,"(0,3]",42,97.7
"540026895",2022,"(3,6]",1,2.3
"540026895",2023,"(0,3]",187,95.9
"540026895",2023,"(3,6]",8,4.1
"540026895",2024,"(0,3]",121,94.5
"540026895",2024,"(3,6]",6,4.7
"540026895",2024,"(6,225]",1,0.8
"540026895",2025,"(0,3]",81,100
"550000178",2021,"(0,3]",30,81.1
"550000178",2021,"(3,6]",7,18.9
"550000178",2022,"(0,3]",24,88.9
"550000178",2022,"(3,6]",3,11.1
"550000178",2023,"[-1,0]",1,2.6
"550000178",2023,"(0,3]",34,89.5
"550000178",2023,"(3,6]",3,7.9
"550000178",2024,"[-1,0]",1,5.9
"550000178",2024,"(0,3]",12,70.6
"550000178",2024,"(3,6]",4,23.5
"560000127",2021,"(0,3]",35,94.6
"560000127",2021,"(3,6]",1,2.7
"560000127",2021,"(6,225]",1,2.7
"560000127",2022,"(0,3]",32,88.9
"560000127",2022,"(3,6]",3,8.3
"560000127",2022,"(6,225]",1,2.8
"560000127",2023,"(0,3]",41,89.1
"560000127",2023,"(3,6]",4,8.7
"560000127",2023,"(6,225]",1,2.2
"560000127",2024,"(0,3]",41,87.2
"560000127",2024,"(3,6]",3,6.4
"560000127",2024,"(6,225]",3,6.4
"560000127",2025,"(0,3]",17,85
"560000127",2025,"(3,6]",2,10
"560000127",2025,"(6,225]",1,5
"560000135",2021,"(0,3]",13,29.5
"560000135",2021,"(3,6]",27,61.4
"560000135",2021,"(6,225]",4,9.1
"560000135",2022,"(0,3]",30,54.5
"560000135",2022,"(3,6]",21,38.2
"560000135",2022,"(6,225]",4,7.3
"560000135",2023,"(0,3]",28,54.9
"560000135",2023,"(3,6]",22,43.1
"560000135",2023,"(6,225]",1,2
"560000135",2024,"(0,3]",36,65.5
"560000135",2024,"(3,6]",14,25.5
"560000135",2024,"(6,225]",5,9.1
"560000135",2025,"(0,3]",16,84.2
"560000135",2025,"(3,6]",3,15.8
"560000143",2021,"(0,3]",39,78
"560000143",2021,"(3,6]",10,20
"560000143",2021,"(6,225]",1,2
"560000143",2022,"(0,3]",30,78.9
"560000143",2022,"(3,6]",6,15.8
"560000143",2022,"(6,225]",2,5.3
"560000143",2023,"(0,3]",37,78.7
"560000143",2023,"(3,6]",6,12.8
"560000143",2023,"(6,225]",4,8.5
"560000143",2024,"(0,3]",29,80.6
"560000143",2024,"(3,6]",4,11.1
"560000143",2024,"(6,225]",3,8.3
"560000143",2025,"(0,3]",21,87.5
"560000143",2025,"(3,6]",1,4.2
"560000143",2025,"(6,225]",2,8.3
"560008799",2021,"[-1,0]",1,0.6
"560008799",2021,"(0,3]",162,90.5
"560008799",2021,"(3,6]",13,7.3
"560008799",2021,"(6,225]",3,1.7
"560008799",2022,"[-1,0]",1,0.6
"560008799",2022,"(0,3]",161,91.5
"560008799",2022,"(3,6]",10,5.7
"560008799",2022,"(6,225]",4,2.3
"560008799",2023,"(0,3]",144,91.7
"560008799",2023,"(3,6]",13,8.3
"560008799",2024,"(0,3]",102,94.4
"560008799",2024,"(3,6]",6,5.6
"560008799",2025,"(0,3]",39,100
"560029068",2021,"(0,3]",35,89.7
"560029068",2021,"(3,6]",4,10.3
"560029068",2022,"(0,3]",39,97.5
"560029068",2022,"(3,6]",1,2.5
"560029068",2023,"(0,3]",34,94.4
"560029068",2023,"(3,6]",2,5.6
"560029068",2024,"(0,3]",22,100
"560029068",2025,"(0,3]",12,100
"570000059",2021,"(0,3]",79,63.7
"570000059",2021,"(3,6]",42,33.9
"570000059",2021,"(6,225]",3,2.4
"570000059",2022,"(0,3]",75,64.7
"570000059",2022,"(3,6]",39,33.6
"570000059",2022,"(6,225]",2,1.7
"570000059",2023,"(0,3]",66,69.5
"570000059",2023,"(3,6]",26,27.4
"570000059",2023,"(6,225]",3,3.2
