"finessGeoDP","annee","duree_cat","LOS_nb","LOS_pct"
"210012670",2021,"[-1,0]",1,0.4
"210012670",2021,"(0,3]",220,82.4
"210012670",2021,"(3,6]",40,15
"210012670",2021,"(6,225]",6,2.2
"210012670",2022,"[-1,0]",18,7.6
"210012670",2022,"(0,3]",200,84
"210012670",2022,"(3,6]",18,7.6
"210012670",2022,"(6,225]",2,0.8
"210012670",2023,"[-1,0]",19,9.4
"210012670",2023,"(0,3]",178,88.1
"210012670",2023,"(3,6]",5,2.5
"210012670",2024,"[-1,0]",45,21.5
"210012670",2024,"(0,3]",161,77
"210012670",2024,"(3,6]",3,1.4
"210012670",2025,"[-1,0]",28,23
"210012670",2025,"(0,3]",93,76.2
"210012670",2025,"(6,225]",1,0.8
"210780789",2021,"(0,3]",133,76.4
"210780789",2021,"(3,6]",36,20.7
"210780789",2021,"(6,225]",5,2.9
"210780789",2022,"(0,3]",120,82.8
"210780789",2022,"(3,6]",24,16.6
"210780789",2022,"(6,225]",1,0.7
"210780789",2023,"(0,3]",99,91.7
"210780789",2023,"(3,6]",8,7.4
"210780789",2023,"(6,225]",1,0.9
"210780789",2024,"(0,3]",103,90.4
"210780789",2024,"(3,6]",10,8.8
"210780789",2024,"(6,225]",1,0.9
"210780789",2025,"(0,3]",42,93.3
"210780789",2025,"(3,6]",2,4.4
"210780789",2025,"(6,225]",1,2.2
"210987558",2021,"(0,3]",39,78
"210987558",2021,"(3,6]",8,16
"210987558",2021,"(6,225]",3,6
"210987558",2022,"(0,3]",2,20
"210987558",2022,"(3,6]",6,60
"210987558",2022,"(6,225]",2,20
"210987558",2023,"(0,3]",31,77.5
"210987558",2023,"(3,6]",7,17.5
"210987558",2023,"(6,225]",2,5
"210987558",2024,"(0,3]",23,74.2
"210987558",2024,"(3,6]",6,19.4
"210987558",2024,"(6,225]",2,6.5
"210987558",2025,"(0,3]",22,84.6
"210987558",2025,"(3,6]",3,11.5
"210987558",2025,"(6,225]",1,3.8
"220000012",2021,"(0,3]",31,79.5
"220000012",2021,"(3,6]",6,15.4
"220000012",2021,"(6,225]",2,5.1
"220000012",2022,"(0,3]",18,81.8
"220000012",2022,"(3,6]",4,18.2
"220000012",2023,"(0,3]",29,82.9
"220000012",2023,"(3,6]",5,14.3
"220000012",2023,"(6,225]",1,2.9
"220000012",2024,"(0,3]",21,80.8
"220000012",2024,"(3,6]",5,19.2
"220000012",2025,"(0,3]",16,84.2
"220000012",2025,"(3,6]",2,10.5
"220000012",2025,"(6,225]",1,5.3
"220005599",2021,"(0,3]",32,97
"220005599",2021,"(3,6]",1,3
"220005599",2022,"(0,3]",33,94.3
"220005599",2022,"(3,6]",1,2.9
"220005599",2022,"(6,225]",1,2.9
"220005599",2023,"(0,3]",36,97.3
"220005599",2023,"(3,6]",1,2.7
"220005599",2024,"(0,3]",26,96.3
"220005599",2024,"(6,225]",1,3.7
"220005599",2025,"(0,3]",19,95
"220005599",2025,"(3,6]",1,5
"220022800",2021,"[-1,0]",37,32.2
"220022800",2021,"(0,3]",71,61.7
"220022800",2021,"(3,6]",6,5.2
"220022800",2021,"(6,225]",1,0.9
"220022800",2022,"[-1,0]",26,28.3
"220022800",2022,"(0,3]",63,68.5
"220022800",2022,"(3,6]",1,1.1
"220022800",2022,"(6,225]",2,2.2
"220022800",2023,"[-1,0]",16,26.7
"220022800",2023,"(0,3]",41,68.3
"220022800",2023,"(3,6]",1,1.7
"220022800",2023,"(6,225]",2,3.3
"220022800",2024,"[-1,0]",5,5.9
"220022800",2024,"(0,3]",77,90.6
"220022800",2024,"(3,6]",2,2.4
"220022800",2024,"(6,225]",1,1.2
"220022800",2025,"(0,3]",43,100
"250011848",2021,"[-1,0]",1,0.6
"250011848",2021,"(0,3]",166,97.1
"250011848",2021,"(3,6]",3,1.8
"250011848",2021,"(6,225]",1,0.6
"250011848",2022,"[-1,0]",2,0.9
"250011848",2022,"(0,3]",203,95.3
"250011848",2022,"(3,6]",7,3.3
"250011848",2022,"(6,225]",1,0.5
"250011848",2023,"[-1,0]",2,0.9
"250011848",2023,"(0,3]",198,91.2
"250011848",2023,"(3,6]",14,6.5
"250011848",2023,"(6,225]",3,1.4
"250011848",2024,"[-1,0]",3,1.5
"250011848",2024,"(0,3]",188,92.2
"250011848",2024,"(3,6]",8,3.9
"250011848",2024,"(6,225]",5,2.5
"250011848",2025,"[-1,0]",2,2.1
"250011848",2025,"(0,3]",91,93.8
"250011848",2025,"(3,6]",3,3.1
"250011848",2025,"(6,225]",1,1
"260000260",2021,"[-1,0]",13,10.9
"260000260",2021,"(0,3]",97,81.5
"260000260",2021,"(3,6]",3,2.5
"260000260",2021,"(6,225]",6,5
"260000260",2022,"[-1,0]",7,7.5
"260000260",2022,"(0,3]",82,88.2
"260000260",2022,"(3,6]",4,4.3
"260000260",2023,"[-1,0]",12,14.3
"260000260",2023,"(0,3]",69,82.1
"260000260",2023,"(3,6]",1,1.2
"260000260",2023,"(6,225]",2,2.4
"260000260",2024,"[-1,0]",10,11.8
"260000260",2024,"(0,3]",75,88.2
"260000260",2025,"[-1,0]",16,33.3
"260000260",2025,"(0,3]",29,60.4
"260000260",2025,"(3,6]",1,2.1
"260000260",2025,"(6,225]",2,4.2
"260003017",2021,"(0,3]",44,100
"260003017",2022,"(0,3]",63,98.4
"260003017",2022,"(3,6]",1,1.6
"260003017",2023,"(0,3]",55,100
"260003017",2024,"[-1,0]",2,2.9
"260003017",2024,"(0,3]",67,97.1
"260003017",2025,"[-1,0]",10,23.3
"260003017",2025,"(0,3]",33,76.7
"280000084",2021,"[-1,0]",1,3
"280000084",2021,"(0,3]",9,27.3
"280000084",2021,"(3,6]",22,66.7
"280000084",2021,"(6,225]",1,3
"280000084",2022,"[-1,0]",2,6.1
"280000084",2022,"(0,3]",8,24.2
"280000084",2022,"(3,6]",21,63.6
"280000084",2022,"(6,225]",2,6.1
"280000084",2023,"(0,3]",11,42.3
"280000084",2023,"(3,6]",13,50
"280000084",2023,"(6,225]",2,7.7
"280000084",2024,"[-1,0]",1,3.2
"280000084",2024,"(0,3]",17,54.8
"280000084",2024,"(3,6]",12,38.7
"280000084",2024,"(6,225]",1,3.2
"280000084",2025,"[-1,0]",1,6.7
"280000084",2025,"(0,3]",9,60
"280000084",2025,"(3,6]",4,26.7
"280000084",2025,"(6,225]",1,6.7
"280504267",2021,"(0,3]",26,45.6
"280504267",2021,"(3,6]",26,45.6
"280504267",2021,"(6,225]",5,8.8
"280504267",2022,"(0,3]",27,46.6
"280504267",2022,"(3,6]",28,48.3
"280504267",2022,"(6,225]",3,5.2
"280504267",2023,"(0,3]",22,44
"280504267",2023,"(3,6]",24,48
"280504267",2023,"(6,225]",4,8
"280504267",2024,"(0,3]",24,49
"280504267",2024,"(3,6]",24,49
"280504267",2024,"(6,225]",1,2
"280504267",2025,"(0,3]",13,59.1
"280504267",2025,"(3,6]",9,40.9
"280505777",2022,"(0,3]",6,100
"280505777",2023,"(0,3]",50,100
"280505777",2024,"(0,3]",68,98.6
"280505777",2024,"(3,6]",1,1.4
"280505777",2025,"(0,3]",45,100
"290000025",2021,"(0,3]",18,66.7
"290000025",2021,"(3,6]",7,25.9
"290000025",2021,"(6,225]",2,7.4
"290000025",2022,"(0,3]",9,40.9
"290000025",2022,"(3,6]",12,54.5
"290000025",2022,"(6,225]",1,4.5
"290000025",2023,"(0,3]",23,52.3
"290000025",2023,"(3,6]",19,43.2
"290000025",2023,"(6,225]",2,4.5
"290000025",2024,"(0,3]",21,58.3
"290000025",2024,"(3,6]",12,33.3
"290000025",2024,"(6,225]",3,8.3
"290000025",2025,"(0,3]",8,53.3
"290000025",2025,"(3,6]",5,33.3
"290000025",2025,"(6,225]",2,13.3
"290000215",2021,"(0,3]",41,80.4
"290000215",2021,"(3,6]",9,17.6
"290000215",2021,"(6,225]",1,2
"290000215",2022,"(0,3]",32,91.4
"290000215",2022,"(3,6]",2,5.7
"290000215",2022,"(6,225]",1,2.9
"290004324",2021,"(0,3]",41,74.5
"290004324",2021,"(3,6]",7,12.7
"290004324",2021,"(6,225]",7,12.7
"290004324",2022,"(0,3]",65,79.3
"290004324",2022,"(3,6]",11,13.4
"290004324",2022,"(6,225]",6,7.3
"290004324",2023,"(0,3]",90,88.2
"290004324",2023,"(3,6]",6,5.9
"290004324",2023,"(6,225]",6,5.9
"290004324",2024,"(0,3]",61,85.9
"290004324",2024,"(3,6]",6,8.5
"290004324",2024,"(6,225]",4,5.6
"290004324",2025,"(0,3]",29,85.3
"290004324",2025,"(3,6]",3,8.8
"290004324",2025,"(6,225]",2,5.9
"290019777",2021,"(0,3]",66,94.3
"290019777",2021,"(3,6]",2,2.9
"290019777",2021,"(6,225]",2,2.9
"290019777",2022,"(0,3]",81,94.2
"290019777",2022,"(3,6]",3,3.5
"290019777",2022,"(6,225]",2,2.3
"290019777",2023,"[-1,0]",1,1.3
"290019777",2023,"(0,3]",73,91.2
"290019777",2023,"(3,6]",5,6.2
"290019777",2023,"(6,225]",1,1.3
"290019777",2024,"(0,3]",68,98.6
"290019777",2024,"(3,6]",1,1.4
"290019777",2025,"(0,3]",45,100
"290036540",2022,"(0,3]",18,81.8
"290036540",2022,"(3,6]",4,18.2
"290036540",2023,"(0,3]",38,77.6
"290036540",2023,"(3,6]",10,20.4
"290036540",2023,"(6,225]",1,2
"290036540",2024,"(0,3]",27,75
"290036540",2024,"(3,6]",7,19.4
"290036540",2024,"(6,225]",2,5.6
"290036540",2025,"(0,3]",17,63
"290036540",2025,"(3,6]",9,33.3
"290036540",2025,"(6,225]",1,3.7
"2A0000139",2021,"(3,6]",30,96.8
"2A0000139",2021,"(6,225]",1,3.2
"2A0000139",2022,"(3,6]",28,96.6
"2A0000139",2022,"(6,225]",1,3.4
"2A0000139",2023,"(3,6]",23,95.8
"2A0000139",2023,"(6,225]",1,4.2
"2A0000139",2024,"(3,6]",20,100
"2A0000139",2025,"(3,6]",7,100
"2B0000145",2021,"[-1,0]",2,2.1
"2B0000145",2021,"(0,3]",78,80.4
"2B0000145",2021,"(3,6]",12,12.4
"2B0000145",2021,"(6,225]",5,5.2
"2B0000145",2022,"[-1,0]",2,2.7
"2B0000145",2022,"(0,3]",53,71.6
"2B0000145",2022,"(3,6]",12,16.2
"2B0000145",2022,"(6,225]",7,9.5
"2B0000145",2023,"[-1,0]",1,1.5
"2B0000145",2023,"(0,3]",53,77.9
"2B0000145",2023,"(3,6]",13,19.1
"2B0000145",2023,"(6,225]",1,1.5
"2B0000145",2024,"[-1,0]",1,1.6
"2B0000145",2024,"(0,3]",50,78.1
"2B0000145",2024,"(3,6]",10,15.6
"2B0000145",2024,"(6,225]",3,4.7
"2B0000145",2025,"(0,3]",44,91.7
"2B0000145",2025,"(3,6]",4,8.3
"300000023",2021,"(0,3]",26,70.3
"300000023",2021,"(3,6]",11,29.7
"300000023",2022,"(0,3]",18,42.9
"300000023",2022,"(3,6]",23,54.8
"300000023",2022,"(6,225]",1,2.4
"300000023",2023,"(0,3]",8,40
"300000023",2023,"(3,6]",11,55
"300000023",2023,"(6,225]",1,5
"300000023",2024,"(0,3]",14,46.7
"300000023",2024,"(3,6]",16,53.3
"300000023",2025,"(0,3]",17,60.7
"300000023",2025,"(3,6]",9,32.1
"300000023",2025,"(6,225]",2,7.1
"300780137",2021,"(0,3]",75,67.6
"300780137",2021,"(3,6]",35,31.5
"300780137",2021,"(6,225]",1,0.9
"300780137",2022,"(0,3]",41,71.9
"300780137",2022,"(3,6]",16,28.1
"300780137",2023,"(0,3]",33,67.3
"300780137",2023,"(3,6]",13,26.5
"300780137",2023,"(6,225]",3,6.1
"300780137",2024,"(0,3]",27,79.4
"300780137",2024,"(3,6]",4,11.8
"300780137",2024,"(6,225]",3,8.8
"300780137",2025,"(0,3]",3,21.4
"300780137",2025,"(3,6]",10,71.4
"300780137",2025,"(6,225]",1,7.1
"300782117",2021,"(0,3]",240,92.7
"300782117",2021,"(3,6]",17,6.6
"300782117",2021,"(6,225]",2,0.8
"300782117",2022,"(0,3]",187,85
"300782117",2022,"(3,6]",22,10
"300782117",2022,"(6,225]",11,5
"300782117",2023,"(0,3]",179,91.3
"300782117",2023,"(3,6]",11,5.6
"300782117",2023,"(6,225]",6,3.1
"300782117",2024,"(0,3]",193,90.6
"300782117",2024,"(3,6]",11,5.2
"300782117",2024,"(6,225]",9,4.2
"300782117",2025,"(0,3]",81,95.3
"300782117",2025,"(3,6]",4,4.7
"300788502",2021,"(0,3]",199,81.6
"300788502",2021,"(3,6]",34,13.9
"300788502",2021,"(6,225]",11,4.5
"300788502",2022,"[-1,0]",1,0.4
"300788502",2022,"(0,3]",214,88.1
"300788502",2022,"(3,6]",24,9.9
"300788502",2022,"(6,225]",4,1.6
"300788502",2023,"[-1,0]",4,2.6
"300788502",2023,"(0,3]",130,84.4
"300788502",2023,"(3,6]",17,11
"300788502",2023,"(6,225]",3,1.9
"300788502",2024,"(0,3]",90,88.2
"300788502",2024,"(3,6]",8,7.8
"300788502",2024,"(6,225]",4,3.9
"300788502",2025,"[-1,0]",3,4
"300788502",2025,"(0,3]",65,86.7
"300788502",2025,"(3,6]",5,6.7
"300788502",2025,"(6,225]",2,2.7
"310026927",2021,"(0,3]",32,71.1
"310026927",2021,"(3,6]",10,22.2
"310026927",2021,"(6,225]",3,6.7
"310026927",2022,"(0,3]",45,86.5
"310026927",2022,"(3,6]",5,9.6
"310026927",2022,"(6,225]",2,3.8
"310026927",2023,"(0,3]",63,92.6
"310026927",2023,"(3,6]",4,5.9
"310026927",2023,"(6,225]",1,1.5
"310026927",2024,"(0,3]",58,95.1
"310026927",2024,"(6,225]",3,4.9
"310026927",2025,"(0,3]",28,87.5
"310026927",2025,"(3,6]",3,9.4
"310026927",2025,"(6,225]",1,3.1
"310780283",2021,"(0,3]",13,11.5
"310780283",2021,"(3,6]",98,86.7
"310780283",2021,"(6,225]",2,1.8
"310780283",2022,"(0,3]",62,53.9
"310780283",2022,"(3,6]",49,42.6
"310780283",2022,"(6,225]",4,3.5
"310780283",2023,"(0,3]",75,64.1
"310780283",2023,"(3,6]",41,35
"310780283",2023,"(6,225]",1,0.9
"310780283",2024,"(0,3]",82,76.6
"310780283",2024,"(3,6]",23,21.5
"310780283",2024,"(6,225]",2,1.9
"310780283",2025,"(0,3]",25,55.6
"310780283",2025,"(3,6]",20,44.4
"310780382",2021,"(0,3]",51,71.8
"310780382",2021,"(3,6]",19,26.8
"310780382",2021,"(6,225]",1,1.4
"310780382",2022,"(0,3]",42,65.6
"310780382",2022,"(3,6]",21,32.8
"310780382",2022,"(6,225]",1,1.6
"310780382",2023,"(0,3]",49,90.7
"310780382",2023,"(3,6]",4,7.4
"310780382",2023,"(6,225]",1,1.9
"310780382",2024,"(0,3]",47,87
"310780382",2024,"(3,6]",4,7.4
"310780382",2024,"(6,225]",3,5.6
"310780382",2025,"(0,3]",19,95
"310780382",2025,"(3,6]",1,5
"310781000",2021,"[-1,0]",7,1.1
"310781000",2021,"(0,3]",605,91.5
"310781000",2021,"(3,6]",34,5.1
"310781000",2021,"(6,225]",15,2.3
"310781000",2022,"[-1,0]",110,15.3
"310781000",2022,"(0,3]",578,80.3
"310781000",2022,"(3,6]",27,3.8
"310781000",2022,"(6,225]",5,0.7
"310781000",2023,"[-1,0]",59,11.1
"310781000",2023,"(0,3]",446,84.2
"310781000",2023,"(3,6]",15,2.8
"310781000",2023,"(6,225]",10,1.9
"310781000",2024,"[-1,0]",34,7.2
"310781000",2024,"(0,3]",396,83.9
"310781000",2024,"(3,6]",33,7
"310781000",2024,"(6,225]",9,1.9
"310781000",2025,"[-1,0]",12,6.6
"310781000",2025,"(0,3]",157,86.3
"310781000",2025,"(3,6]",11,6
"310781000",2025,"(6,225]",2,1.1
"310781505",2021,"[-1,0]",2,1.4
"310781505",2021,"(0,3]",92,64.8
"310781505",2021,"(3,6]",43,30.3
"310781505",2021,"(6,225]",5,3.5
"310781505",2022,"(0,3]",93,71
"310781505",2022,"(3,6]",36,27.5
"310781505",2022,"(6,225]",2,1.5
"310781505",2023,"(0,3]",101,57.4
"310781505",2023,"(3,6]",67,38.1
"310781505",2023,"(6,225]",8,4.5
"310781505",2024,"(0,3]",102,58
"310781505",2024,"(3,6]",65,36.9
"310781505",2024,"(6,225]",9,5.1
"310781505",2025,"(0,3]",49,65.3
"310781505",2025,"(3,6]",22,29.3
"310781505",2025,"(6,225]",4,5.3
"310783055",2021,"(0,3]",92,81.4
"310783055",2021,"(3,6]",18,15.9
"310783055",2021,"(6,225]",3,2.7
"310783055",2022,"(0,3]",115,92.7
"310783055",2022,"(3,6]",5,4
"310783055",2022,"(6,225]",4,3.2
"310783055",2023,"(0,3]",117,92.1
"310783055",2023,"(3,6]",5,3.9
"310783055",2023,"(6,225]",5,3.9
"310783055",2024,"(0,3]",90,90.9
"310783055",2024,"(3,6]",7,7.1
"310783055",2024,"(6,225]",2,2
"310783055",2025,"(0,3]",66,90.4
"310783055",2025,"(3,6]",4,5.5
"310783055",2025,"(6,225]",3,4.1
"330000340",2021,"(0,3]",5,5.3
"330000340",2021,"(3,6]",82,87.2
"330000340",2021,"(6,225]",7,7.4
"330000340",2022,"(0,3]",1,1.1
"330000340",2022,"(3,6]",88,94.6
"330000340",2022,"(6,225]",4,4.3
"330000340",2023,"(3,6]",52,89.7
"330000340",2023,"(6,225]",6,10.3
"330000340",2024,"(3,6]",54,94.7
"330000340",2024,"(6,225]",3,5.3
"330000340",2025,"(3,6]",29,90.6
"330000340",2025,"(6,225]",3,9.4
"330780115",2021,"(0,3]",76,97.4
"330780115",2021,"(3,6]",2,2.6
"330780115",2022,"(0,3]",47,97.9
"330780115",2022,"(6,225]",1,2.1
"330780115",2023,"(0,3]",48,98
"330780115",2023,"(3,6]",1,2
"330780115",2024,"(0,3]",47,95.9
"330780115",2024,"(3,6]",2,4.1
"330780115",2025,"(0,3]",15,100
"330780263",2021,"[-1,0]",1,0.9
"330780263",2021,"(0,3]",90,84.9
"330780263",2021,"(3,6]",12,11.3
"330780263",2021,"(6,225]",3,2.8
"330780263",2022,"[-1,0]",1,0.9
"330780263",2022,"(0,3]",106,90.6
"330780263",2022,"(3,6]",7,6
"330780263",2022,"(6,225]",3,2.6
"330780263",2023,"(0,3]",78,91.8
"330780263",2023,"(3,6]",7,8.2
"330780263",2024,"(0,3]",76,89.4
"330780263",2024,"(3,6]",4,4.7
"330780263",2024,"(6,225]",5,5.9
"330780263",2025,"(0,3]",34,91.9
"330780263",2025,"(3,6]",1,2.7
"330780263",2025,"(6,225]",2,5.4
"330780479",2021,"(0,3]",56,91.8
"330780479",2021,"(3,6]",5,8.2
"330780479",2022,"(0,3]",66,88
"330780479",2022,"(3,6]",6,8
"330780479",2022,"(6,225]",3,4
"330780479",2023,"(0,3]",53,94.6
"330780479",2023,"(3,6]",3,5.4
"330780479",2024,"(0,3]",74,94.9
"330780479",2024,"(3,6]",3,3.8
"330780479",2024,"(6,225]",1,1.3
"330780479",2025,"(0,3]",32,97
"330780479",2025,"(3,6]",1,3
"330780511",2021,"(0,3]",20,95.2
"330780511",2021,"(6,225]",1,4.8
"330780511",2022,"(0,3]",33,94.3
"330780511",2022,"(3,6]",2,5.7
"330780511",2023,"(0,3]",34,97.1
"330780511",2023,"(3,6]",1,2.9
"330780511",2024,"(0,3]",47,95.9
"330780511",2024,"(3,6]",2,4.1
"330780511",2025,"(0,3]",16,100
"330780529",2021,"(0,3]",126,54.3
"330780529",2021,"(3,6]",99,42.7
"330780529",2021,"(6,225]",7,3
"330780529",2022,"(0,3]",179,82.9
"330780529",2022,"(3,6]",32,14.8
"330780529",2022,"(6,225]",5,2.3
"330780529",2023,"(0,3]",181,84.2
"330780529",2023,"(3,6]",25,11.6
"330780529",2023,"(6,225]",9,4.2
"330780529",2024,"(0,3]",205,89.9
"330780529",2024,"(3,6]",18,7.9
"330780529",2024,"(6,225]",5,2.2
"330780529",2025,"(0,3]",113,83.7
"330780529",2025,"(3,6]",20,14.8
"330780529",2025,"(6,225]",2,1.5
"330781402",2021,"[-1,0]",1,0.5
"330781402",2021,"(0,3]",186,95.4
"330781402",2021,"(3,6]",6,3.1
"330781402",2021,"(6,225]",2,1
"330781402",2022,"(0,3]",180,94.2
"330781402",2022,"(3,6]",9,4.7
"330781402",2022,"(6,225]",2,1
"330781402",2023,"(0,3]",220,96.1
"330781402",2023,"(3,6]",8,3.5
"330781402",2023,"(6,225]",1,0.4
"330781402",2024,"(0,3]",224,97.4
"330781402",2024,"(3,6]",2,0.9
"330781402",2024,"(6,225]",4,1.7
"330781402",2025,"(0,3]",121,93.8
"330781402",2025,"(3,6]",5,3.9
"330781402",2025,"(6,225]",3,2.3
"330782582",2021,"(0,3]",74,93.7
"330782582",2021,"(6,225]",5,6.3
"330782582",2022,"(0,3]",53,96.4
"330782582",2022,"(3,6]",1,1.8
"330782582",2022,"(6,225]",1,1.8
"330782582",2023,"(0,3]",52,89.7
"330782582",2023,"(3,6]",5,8.6
"330782582",2023,"(6,225]",1,1.7
"330782582",2024,"(0,3]",39,95.1
"330782582",2024,"(3,6]",2,4.9
"330782582",2025,"(0,3]",24,96
"330782582",2025,"(6,225]",1,4
"330783648",2021,"(0,3]",20,22.7
"330783648",2021,"(3,6]",52,59.1
"330783648",2021,"(6,225]",16,18.2
"330783648",2022,"(0,3]",28,28.6
"330783648",2022,"(3,6]",56,57.1
"330783648",2022,"(6,225]",14,14.3
"330783648",2023,"(0,3]",30,43.5
"330783648",2023,"(3,6]",31,44.9
"330783648",2023,"(6,225]",8,11.6
"330783648",2024,"(0,3]",34,50
"330783648",2024,"(3,6]",27,39.7
"330783648",2024,"(6,225]",7,10.3
"330783648",2025,"(0,3]",26,68.4
"330783648",2025,"(3,6]",8,21.1
"330783648",2025,"(6,225]",4,10.5
"340000033",2021,"(0,3]",36,65.5
"340000033",2021,"(3,6]",16,29.1
"340000033",2021,"(6,225]",3,5.5
"340000033",2022,"(0,3]",44,74.6
"340000033",2022,"(3,6]",11,18.6
"340000033",2022,"(6,225]",4,6.8
"340000033",2023,"(0,3]",71,92.2
"340000033",2023,"(3,6]",5,6.5
"340000033",2023,"(6,225]",1,1.3
"340000033",2024,"(0,3]",68,95.8
"340000033",2024,"(3,6]",3,4.2
"340000033",2025,"(0,3]",42,91.3
"340000033",2025,"(3,6]",3,6.5
"340000033",2025,"(6,225]",1,2.2
"340009885",2021,"(3,6]",40,100
"340009885",2022,"(0,3]",1,2.8
"340009885",2022,"(3,6]",30,83.3
"340009885",2022,"(6,225]",5,13.9
"340009885",2023,"(3,6]",38,88.4
"340009885",2023,"(6,225]",5,11.6
"340009885",2024,"(0,3]",4,8.9
"340009885",2024,"(3,6]",37,82.2
"340009885",2024,"(6,225]",4,8.9
"340009885",2025,"(0,3]",10,31.2
"340009885",2025,"(3,6]",20,62.5
"340009885",2025,"(6,225]",2,6.2
"340015502",2021,"(0,3]",259,78
"340015502",2021,"(3,6]",60,18.1
"340015502",2021,"(6,225]",13,3.9
"340015502",2022,"(0,3]",211,78.7
"340015502",2022,"(3,6]",44,16.4
"340015502",2022,"(6,225]",13,4.9
"340015502",2023,"(0,3]",197,82.4
"340015502",2023,"(3,6]",33,13.8
"340015502",2023,"(6,225]",9,3.8
"340015502",2024,"(0,3]",153,80.1
"340015502",2024,"(3,6]",30,15.7
"340015502",2024,"(6,225]",8,4.2
"340015502",2025,"(0,3]",79,79.8
"340015502",2025,"(3,6]",18,18.2
"340015502",2025,"(6,225]",2,2
"340015965",2021,"[-1,0]",14,7.7
"340015965",2021,"(0,3]",90,49.5
"340015965",2021,"(3,6]",72,39.6
"340015965",2021,"(6,225]",6,3.3
"340015965",2022,"[-1,0]",6,4.1
"340015965",2022,"(0,3]",86,58.1
"340015965",2022,"(3,6]",49,33.1
"340015965",2022,"(6,225]",7,4.7
"340015965",2023,"[-1,0]",1,0.6
"340015965",2023,"(0,3]",95,60.9
"340015965",2023,"(3,6]",58,37.2
"340015965",2023,"(6,225]",2,1.3
"340015965",2024,"[-1,0]",5,3.4
"340015965",2024,"(0,3]",90,60.8
"340015965",2024,"(3,6]",50,33.8
"340015965",2024,"(6,225]",3,2
"340015965",2025,"[-1,0]",1,1.5
"340015965",2025,"(0,3]",47,69.1
"340015965",2025,"(3,6]",18,26.5
"340015965",2025,"(6,225]",2,2.9
"340024314",2021,"(0,3]",3,6.8
"340024314",2021,"(3,6]",37,84.1
"340024314",2021,"(6,225]",4,9.1
"340024314",2022,"(0,3]",11,17.5
"340024314",2022,"(3,6]",46,73
"340024314",2022,"(6,225]",6,9.5
"340024314",2023,"(0,3]",8,16
"340024314",2023,"(3,6]",37,74
"340024314",2023,"(6,225]",5,10
"340024314",2024,"(0,3]",9,29
"340024314",2024,"(3,6]",22,71
"340024314",2025,"(0,3]",7,35
"340024314",2025,"(3,6]",12,60
"340024314",2025,"(6,225]",1,5
"340780667",2021,"(0,3]",65,86.7
"340780667",2021,"(3,6]",9,12
"340780667",2021,"(6,225]",1,1.3
"340780667",2022,"(0,3]",68,91.9
"340780667",2022,"(3,6]",5,6.8
"340780667",2022,"(6,225]",1,1.4
"340780667",2023,"(0,3]",69,94.5
"340780667",2023,"(3,6]",3,4.1
"340780667",2023,"(6,225]",1,1.4
"340780667",2024,"(0,3]",61,88.4
"340780667",2024,"(3,6]",5,7.2
"340780667",2024,"(6,225]",3,4.3
"340780667",2025,"(0,3]",29,82.9
"340780667",2025,"(3,6]",6,17.1
"340780675",2021,"[-1,0]",1,1
"340780675",2021,"(0,3]",92,90.2
"340780675",2021,"(3,6]",7,6.9
"340780675",2021,"(6,225]",2,2
"340780675",2022,"(0,3]",103,92.8
"340780675",2022,"(3,6]",7,6.3
"340780675",2022,"(6,225]",1,0.9
"340780675",2023,"(0,3]",111,89.5
"340780675",2023,"(3,6]",8,6.5
"340780675",2023,"(6,225]",5,4
"340780675",2024,"(0,3]",121,92.4
"340780675",2024,"(3,6]",9,6.9
"340780675",2024,"(6,225]",1,0.8
"340780675",2025,"(0,3]",18,72
"340780675",2025,"(3,6]",6,24
"340780675",2025,"(6,225]",1,4
"340780741",2021,"[-1,0]",1,2
"340780741",2021,"(0,3]",42,84
"340780741",2021,"(3,6]",7,14
"340780741",2022,"[-1,0]",1,2.5
"340780741",2022,"(0,3]",36,90
"340780741",2022,"(3,6]",2,5
"340780741",2022,"(6,225]",1,2.5
"340780741",2023,"(0,3]",39,95.1
"340780741",2023,"(3,6]",1,2.4
"340780741",2023,"(6,225]",1,2.4
"340780741",2024,"[-1,0]",5,8.6
"340780741",2024,"(0,3]",51,87.9
"340780741",2024,"(3,6]",1,1.7
"340780741",2024,"(6,225]",1,1.7
"340780741",2025,"[-1,0]",5,10
"340780741",2025,"(0,3]",44,88
"340780741",2025,"(6,225]",1,2
"340782036",2021,"(0,3]",155,66
"340782036",2021,"(3,6]",69,29.4
"340782036",2021,"(6,225]",11,4.7
"340782036",2022,"(0,3]",181,66.3
"340782036",2022,"(3,6]",76,27.8
"340782036",2022,"(6,225]",16,5.9
"340782036",2023,"(0,3]",177,69.1
"340782036",2023,"(3,6]",61,23.8
"340782036",2023,"(6,225]",18,7
"340782036",2024,"(0,3]",142,62.8
"340782036",2024,"(3,6]",60,26.5
"340782036",2024,"(6,225]",24,10.6
"340782036",2025,"(0,3]",92,66.7
"340782036",2025,"(3,6]",34,24.6
"340782036",2025,"(6,225]",12,8.7
"350000121",2021,"(0,3]",354,89.2
"350000121",2021,"(3,6]",33,8.3
"350000121",2021,"(6,225]",10,2.5
"350000121",2022,"(0,3]",295,92.2
"350000121",2022,"(3,6]",19,5.9
"350000121",2022,"(6,225]",6,1.9
"350000121",2023,"(0,3]",318,95.5
"350000121",2023,"(3,6]",13,3.9
