"finessGeoDP","annee","vda","n","pct"
"670018068",2022,"COE",281,100
"670018068",2023,"COE",279,100
"670018068",2024,"COE",283,100
"670018068",2025,"COE",147,100
"670780170",2021,"COE",159,100
"670780170",2022,"COE",149,99.3
"670780170",2022,"ROB",1,0.7
"670780170",2023,"COE",164,100
"670780170",2024,"COE",135,100
"670780170",2025,"COE",116,100
"670780212",2021,"COE",123,99.2
"670780212",2021,"LAP",1,0.8
"670780212",2022,"COE",109,94.8
"670780212",2022,"LAP",6,5.2
"670780212",2023,"COE",101,99
"670780212",2023,"LAP",1,1
"670780212",2024,"COE",81,98.8
"670780212",2024,"LAP",1,1.2
"670780212",2025,"COE",55,96.5
"670780212",2025,"LAP",2,3.5
"670780378",2021,"COE",41,100
"670780378",2022,"COE",58,100
"670780378",2023,"COE",59,96.7
"670780378",2023,"LAP",2,3.3
"670780378",2024,"COE",41,100
"670780378",2025,"COE",28,96.6
"670780378",2025,"LAP",1,3.4
"670780386",2021,"COE",23,100
"670780386",2022,"COE",29,100
"670780386",2023,"COE",30,100
"670780386",2024,"COE",25,96.2
"670780386",2024,"ROB",1,3.8
"670783273",2021,"COE",36,97.3
"670783273",2021,"LAP",1,2.7
"670783273",2022,"COE",25,100
"670783273",2023,"COE",37,100
"670783273",2024,"COE",11,100
"670783273",2025,"COE",2,100
"680000494",2021,"COE",391,99.5
"680000494",2021,"ROB",2,0.5
"680000494",2022,"COE",320,99.7
"680000494",2022,"ROB",1,0.3
"680000494",2023,"COE",296,98.7
"680000494",2023,"ROB",4,1.3
"680000494",2024,"COE",247,100
"680000494",2025,"COE",129,100
"680000684",2021,"COE",140,100
"680000684",2022,"COE",149,100
"680000684",2023,"COE",142,94
"680000684",2023,"LAP",2,1.3
"680000684",2023,"ROB",7,4.6
"680000684",2024,"COE",164,89.1
"680000684",2024,"LAP",1,0.5
"680000684",2024,"ROB",19,10.3
"680000684",2025,"COE",80,81.6
"680000684",2025,"ROB",18,18.4
"680004546",2021,"COE",19,95
"680004546",2021,"LAP",1,5
"680004546",2022,"COE",42,97.7
"680004546",2022,"ROB",1,2.3
"680004546",2023,"COE",47,97.9
"680004546",2023,"ROB",1,2.1
"680004546",2024,"COE",53,98.1
"680004546",2024,"LAP",1,1.9
"680004546",2025,"COE",10,50
"680004546",2025,"ROB",10,50
"690000575",2021,"COE",109,99.1
"690000575",2021,"LAP",1,0.9
"690000575",2022,"COE",67,100
"690000575",2023,"COE",94,100
"690000575",2024,"COE",63,100
"690000575",2025,"COE",29,100
"690022959",2021,"COE",29,96.7
"690022959",2021,"LAP",1,3.3
"690022959",2022,"COE",54,100
"690022959",2023,"COE",51,100
"690022959",2024,"COE",50,98
"690022959",2024,"LAP",1,2
"690022959",2025,"COE",36,97.3
"690022959",2025,"LAP",1,2.7
"690023239",2021,"COE",499,99.2
"690023239",2021,"LAP",3,0.6
"690023239",2021,"ROB",1,0.2
"690023239",2022,"COE",349,100
"690023239",2023,"COE",342,99.7
"690023239",2023,"LAP",1,0.3
"690023239",2024,"COE",320,100
"690023239",2025,"COE",168,99.4
"690023239",2025,"LAP",1,0.6
"690023411",2021,"COE",140,94
"690023411",2021,"LAP",8,5.4
"690023411",2021,"ROB",1,0.7
"690023411",2022,"COE",77,92.8
"690023411",2022,"LAP",6,7.2
"690023411",2023,"COE",84,96.6
"690023411",2023,"LAP",3,3.4
"690023411",2024,"COE",60,98.4
"690023411",2024,"ROB",1,1.6
"690023411",2025,"COE",36,97.3
"690023411",2025,"ROB",1,2.7
"690041124",2021,"COE",94,100
"690041124",2022,"COE",86,100
"690041124",2023,"COE",79,100
"690041124",2024,"COE",82,100
"690041124",2025,"COE",39,100
"690054713",2024,"COE",56,98.2
"690054713",2024,"LAP",1,1.8
"690054713",2025,"COE",22,91.7
"690054713",2025,"LAP",2,8.3
"690780390",2021,"COE",220,100
"690780390",2022,"COE",166,100
"690780390",2023,"COE",110,99.1
"690780390",2023,"LAP",1,0.9
"690780390",2024,"COE",45,97.8
"690780390",2024,"LAP",1,2.2
"690780390",2025,"COE",6,100
"690780416",2021,"COE",93,97.9
"690780416",2021,"LAP",2,2.1
"690780416",2022,"COE",53,100
"690780416",2023,"COE",60,98.4
"690780416",2023,"LAP",1,1.6
"690780648",2021,"COE",978,100
"690780648",2022,"COE",794,100
"690780648",2023,"COE",749,100
"690780648",2024,"COE",663,100
"690780648",2025,"COE",328,100
"690780655",2021,"COE",272,100
"690780655",2022,"COE",311,99.7
"690780655",2022,"LAP",1,0.3
"690780655",2023,"COE",297,100
"690780655",2024,"COE",254,99.6
"690780655",2024,"LAP",1,0.4
"690780655",2025,"COE",98,74.8
"690780655",2025,"ROB",33,25.2
"690783154",2021,"COE",161,93.1
"690783154",2021,"LAP",3,1.7
"690783154",2021,"ROB",9,5.2
"690783154",2022,"COE",91,73.4
"690783154",2022,"ROB",33,26.6
"690783154",2023,"COE",84,63.2
"690783154",2023,"LAP",2,1.5
"690783154",2023,"ROB",47,35.3
"690783154",2024,"COE",72,69.2
"690783154",2024,"LAP",1,1
"690783154",2024,"ROB",31,29.8
"690783154",2025,"COE",38,66.7
"690783154",2025,"LAP",1,1.8
"690783154",2025,"ROB",18,31.6
"690793468",2021,"COE",122,100
"690793468",2022,"COE",112,99.1
"690793468",2022,"LAP",1,0.9
"690793468",2023,"COE",102,100
"690793468",2024,"COE",85,100
"690793468",2025,"COE",56,100
"690805361",2021,"COE",25,100
"690805361",2022,"COE",40,97.6
"690805361",2022,"ROB",1,2.4
"690805361",2023,"COE",35,81.4
"690805361",2023,"ROB",8,18.6
"690805361",2024,"COE",44,89.8
"690805361",2024,"ROB",5,10.2
"690805361",2025,"COE",17,89.5
"690805361",2025,"ROB",2,10.5
"690807367",2021,"COE",58,100
"690807367",2022,"COE",41,97.6
"690807367",2022,"LAP",1,2.4
"690807367",2023,"COE",50,100
"690807367",2024,"COE",38,97.4
"690807367",2024,"LAP",1,2.6
"690807367",2025,"COE",35,100
"710006859",2021,"COE",89,96.7
"710006859",2021,"LAP",3,3.3
"710006859",2022,"COE",65,100
"710006859",2023,"COE",47,100
"710006859",2024,"COE",22,100
"710006859",2025,"COE",7,100
"710010067",2021,"COE",36,100
"710010067",2022,"COE",29,96.7
"710010067",2022,"LAP",1,3.3
"710010067",2023,"COE",48,96
"710010067",2023,"LAP",1,2
"710010067",2023,"ROB",1,2
"710010067",2024,"COE",37,100
"710010067",2025,"COE",17,100
"710780917",2021,"COE",105,100
"710780917",2022,"COE",62,96.9
"710780917",2022,"ROB",2,3.1
"710780917",2023,"COE",59,90.8
"710780917",2023,"ROB",6,9.2
"710780917",2024,"COE",76,97.4
"710780917",2024,"ROB",2,2.6
"710780917",2025,"COE",42,100
"710978263",2021,"COE",48,98
"710978263",2021,"ROB",1,2
"710978263",2022,"COE",68,98.6
"710978263",2022,"LAP",1,1.4
"710978263",2023,"COE",44,100
"710978263",2024,"COE",55,100
"710978263",2025,"COE",6,19.4
"710978263",2025,"ROB",25,80.6
"710978289",2021,"COE",62,93.9
"710978289",2021,"LAP",4,6.1
"710978289",2022,"COE",50,98
"710978289",2022,"LAP",1,2
"710978289",2023,"COE",52,91.2
"710978289",2023,"LAP",5,8.8
"710978289",2024,"COE",56,83.6
"710978289",2024,"LAP",11,16.4
"710978289",2025,"COE",43,100
"720000199",2021,"COE",82,100
"720000199",2022,"COE",85,100
"720000199",2023,"COE",71,97.3
"720000199",2023,"ROB",2,2.7
"720000199",2024,"COE",66,95.7
"720000199",2024,"LAP",1,1.4
"720000199",2024,"ROB",2,2.9
"720000199",2025,"COE",41,100
"720017748",2021,"COE",53,100
"720017748",2022,"COE",40,100
"720017748",2023,"COE",47,100
"720017748",2024,"COE",47,100
"720017748",2025,"COE",14,100
"730000031",2021,"COE",46,76.7
"730000031",2021,"ROB",14,23.3
"730000031",2022,"COE",49,74.2
"730000031",2022,"ROB",17,25.8
"730000031",2023,"COE",35,64.8
"730000031",2023,"LAP",1,1.9
"730000031",2023,"ROB",18,33.3
"730000031",2024,"COE",69,87.3
"730000031",2024,"LAP",4,5.1
"730000031",2024,"ROB",6,7.6
"730000031",2025,"COE",28,90.3
"730000031",2025,"LAP",1,3.2
"730000031",2025,"ROB",2,6.5
"730004298",2021,"COE",53,100
"730004298",2022,"COE",39,100
"730004298",2023,"COE",36,100
"730004298",2024,"COE",26,96.3
"730004298",2024,"ROB",1,3.7
"730004298",2025,"COE",8,100
"740014345",2021,"COE",109,100
"740014345",2022,"COE",101,100
"740014345",2023,"COE",81,98.8
"740014345",2023,"ROB",1,1.2
"740014345",2024,"COE",91,98.9
"740014345",2024,"ROB",1,1.1
"740014345",2025,"COE",31,96.9
"740014345",2025,"ROB",1,3.1
"740780424",2021,"COE",109,94
"740780424",2021,"LAP",7,6
"740780424",2022,"COE",103,99
"740780424",2022,"LAP",1,1
"740780424",2023,"COE",85,100
"740780424",2024,"COE",75,98.7
"740780424",2024,"LAP",1,1.3
"740780424",2025,"COE",47,100
"740781141",2021,"COE",134,99.3
"740781141",2021,"LAP",1,0.7
"740781141",2022,"COE",146,99.3
"740781141",2022,"LAP",1,0.7
"740781141",2023,"COE",152,100
"740781141",2024,"COE",168,99.4
"740781141",2024,"LAP",1,0.6
"740781141",2025,"COE",46,63.9
"740781141",2025,"ROB",26,36.1
"750000523",2021,"COE",84,97.7
"750000523",2021,"LAP",1,1.2
"750000523",2021,"ROB",1,1.2
"750000523",2022,"COE",74,100
"750000523",2023,"COE",51,100
"750000523",2024,"COE",34,100
"750000523",2025,"COE",27,100
"750100125",2021,"COE",87,66.9
"750100125",2021,"LAP",3,2.3
"750100125",2021,"ROB",40,30.8
"750100125",2022,"COE",56,45.2
"750100125",2022,"LAP",4,3.2
"750100125",2022,"ROB",64,51.6
"750100125",2023,"COE",49,43.8
"750100125",2023,"LAP",5,4.5
"750100125",2023,"ROB",58,51.8
"750100125",2024,"COE",58,61.1
"750100125",2024,"LAP",3,3.2
"750100125",2024,"ROB",34,35.8
"750100125",2025,"COE",13,25
"750100125",2025,"LAP",1,1.9
"750100125",2025,"ROB",38,73.1
"750100232",2021,"COE",152,84.4
"750100232",2021,"LAP",4,2.2
"750100232",2021,"ROB",24,13.3
"750100232",2022,"COE",175,83.3
"750100232",2022,"LAP",2,1
"750100232",2022,"ROB",33,15.7
"750100232",2023,"COE",156,75.7
"750100232",2023,"LAP",2,1
"750100232",2023,"ROB",48,23.3
"750100232",2024,"COE",131,72.8
"750100232",2024,"LAP",2,1.1
"750100232",2024,"ROB",47,26.1
"750100232",2025,"COE",80,70.2
"750100232",2025,"ROB",34,29.8
"750150104",2021,"COE",154,97.5
"750150104",2021,"ROB",4,2.5
"750150104",2022,"COE",149,99.3
"750150104",2022,"LAP",1,0.7
"750150104",2023,"COE",132,95
"750150104",2023,"LAP",1,0.7
"750150104",2023,"ROB",6,4.3
"750150104",2024,"COE",73,97.3
"750150104",2024,"ROB",2,2.7
"750150104",2025,"COE",15,100
"750150237",2021,"COE",57,83.8
"750150237",2021,"ROB",11,16.2
"750150237",2022,"COE",61,88.4
"750150237",2022,"ROB",8,11.6
"750150237",2023,"COE",66,80.5
"750150237",2023,"LAP",1,1.2
"750150237",2023,"ROB",15,18.3
"750150237",2024,"COE",96,87.3
"750150237",2024,"ROB",14,12.7
"750150237",2025,"COE",42,82.4
"750150237",2025,"ROB",9,17.6
"750300071",2021,"COE",318,100
"750300071",2022,"COE",222,99.6
"750300071",2022,"LAP",1,0.4
"750300071",2023,"COE",217,97.3
"750300071",2023,"ROB",6,2.7
"750300071",2024,"COE",210,100
"750300071",2025,"COE",126,100
"750300154",2021,"COE",302,100
"750300154",2022,"COE",216,99.1
"750300154",2022,"LAP",2,0.9
"750300154",2023,"COE",131,99.2
"750300154",2023,"ROB",1,0.8
"750300154",2024,"COE",130,99.2
"750300154",2024,"ROB",1,0.8
"750300154",2025,"COE",57,100
"750300360",2021,"COE",208,98.1
"750300360",2021,"LAP",4,1.9
"750300360",2022,"COE",211,99.1
"750300360",2022,"LAP",2,0.9
"750300360",2023,"COE",176,96.7
"750300360",2023,"LAP",3,1.6
"750300360",2023,"ROB",3,1.6
"750300360",2024,"COE",137,96.5
"750300360",2024,"LAP",3,2.1
"750300360",2024,"ROB",2,1.4
"750300360",2025,"COE",97,98
"750300360",2025,"LAP",1,1
"750300360",2025,"ROB",1,1
"750300766",2021,"COE",94,100
"750300766",2022,"COE",92,98.9
"750300766",2022,"ROB",1,1.1
"750300766",2023,"COE",81,100
"750300766",2024,"COE",144,100
"750300766",2025,"COE",101,98.1
"750300766",2025,"ROB",2,1.9
"750300881",2021,"COE",226,100
"750300881",2022,"COE",208,100
"750300881",2023,"COE",162,100
"750300881",2024,"COE",71,100
"750300915",2021,"COE",233,98.7
"750300915",2021,"LAP",2,0.8
"750300915",2021,"ROB",1,0.4
"750300915",2022,"COE",13,92.9
"750300915",2022,"LAP",1,7.1
"750300915",2023,"COE",169,97.7
"750300915",2023,"ROB",4,2.3
"750300915",2024,"COE",91,98.9
"750300915",2024,"LAP",1,1.1
"750300915",2025,"COE",39,100
"750301145",2021,"COE",199,99
"750301145",2021,"LAP",2,1
"750301145",2022,"COE",173,100
"750301145",2023,"COE",137,99.3
"750301145",2023,"LAP",1,0.7
"750301145",2024,"COE",151,98.1
"750301145",2024,"LAP",3,1.9
"750301145",2025,"COE",90,98.9
"750301145",2025,"LAP",1,1.1
"750803447",2021,"COE",109,78.4
"750803447",2021,"LAP",1,0.7
"750803447",2021,"ROB",29,20.9
"750803447",2022,"COE",70,65.4
"750803447",2022,"ROB",37,34.6
"750803447",2023,"COE",76,70.4
"750803447",2023,"LAP",9,8.3
"750803447",2023,"ROB",23,21.3
"750803447",2024,"COE",74,78.7
"750803447",2024,"LAP",7,7.4
"750803447",2024,"ROB",13,13.8
"750803447",2025,"COE",47,71.2
"750803447",2025,"LAP",2,3
"750803447",2025,"ROB",17,25.8
"760000018",2021,"COE",34,100
"760000018",2022,"COE",39,95.1
"760000018",2022,"LAP",2,4.9
"760000018",2023,"COE",66,100
"760000018",2024,"COE",55,100
"760000018",2025,"COE",21,95.5
"760000018",2025,"LAP",1,4.5
"760000158",2021,"COE",148,99.3
"760000158",2021,"LAP",1,0.7
"760000158",2022,"COE",155,96.9
"760000158",2022,"LAP",1,0.6
"760000158",2022,"ROB",4,2.5
"760000158",2023,"COE",86,85.1
"760000158",2023,"ROB",15,14.9
"760000158",2024,"COE",91,95.8
"760000158",2024,"LAP",1,1.1
"760000158",2024,"ROB",3,3.2
"760000158",2025,"COE",45,80.4
"760000158",2025,"LAP",1,1.8
"760000158",2025,"ROB",10,17.9
"760000463",2021,"COE",28,100
"760000463",2022,"COE",66,100
"760000463",2023,"COE",57,100
"760000463",2024,"COE",74,100
"760000463",2025,"COE",33,100
"760021329",2021,"COE",225,99.6
"760021329",2021,"LAP",1,0.4
"760021329",2022,"COE",212,100
"760021329",2023,"COE",219,100
"760021329",2024,"COE",229,100
"760021329",2025,"COE",111,100
"760025312",2021,"COE",145,98
"760025312",2021,"ROB",3,2
"760025312",2022,"COE",112,94.9
"760025312",2022,"ROB",6,5.1
"760025312",2023,"COE",99,97.1
"760025312",2023,"ROB",3,2.9
"760025312",2024,"COE",67,93.1
"760025312",2024,"ROB",5,6.9
"760025312",2025,"COE",53,98.1
"760025312",2025,"ROB",1,1.9
"760027292",2021,"COE",68,98.6
"760027292",2021,"LAP",1,1.4
"760027292",2022,"COE",49,100
"760027292",2023,"COE",50,100
"760027292",2024,"COE",63,100
"760027292",2025,"COE",19,100
"760780510",2021,"COE",52,100
"760780510",2022,"COE",52,100
"760780510",2023,"COE",39,97.5
"760780510",2023,"ROB",1,2.5
"760780510",2024,"COE",35,100
"760780510",2025,"COE",33,100
"760780619",2021,"COE",111,100
"760780619",2022,"COE",87,100
"760780619",2023,"COE",92,98.9
"760780619",2023,"LAP",1,1.1
"760780619",2024,"COE",93,100
"760780619",2025,"COE",36,100
"760780825",2021,"COE",47,100
"760780825",2022,"COE",38,100
"760780825",2023,"COE",36,100
"760805770",2021,"COE",33,100
"760805770",2022,"COE",42,93.3
"760805770",2022,"LAP",2,4.4
"760805770",2022,"ROB",1,2.2
"760805770",2023,"COE",47,100
"760805770",2024,"COE",45,100
"760805770",2025,"COE",10,100
"760921809",2021,"COE",221,99.5
"760921809",2021,"LAP",1,0.5
"760921809",2022,"COE",210,100
"760921809",2023,"COE",164,100
"760921809",2024,"COE",169,100
"760921809",2025,"COE",110,100
"770000156",2021,"COE",21,77.8
"770000156",2021,"LAP",5,18.5
"770000156",2021,"ROB",1,3.7
"770000156",2022,"COE",26,92.9
"770000156",2022,"LAP",1,3.6
"770000156",2022,"ROB",1,3.6
"770000156",2023,"COE",25,86.2
"770000156",2023,"LAP",3,10.3
"770000156",2023,"ROB",1,3.4
"770000156",2024,"COE",22,91.7
"770000156",2024,"LAP",2,8.3
"770000164",2021,"COE",51,100
"770000164",2022,"COE",45,100
"770000164",2023,"COE",37,100
"770000164",2024,"COE",33,97.1
"770000164",2024,"LAP",1,2.9
"770000164",2025,"COE",7,87.5
"770000164",2025,"LAP",1,12.5
"770000446",2021,"COE",18,42.9
"770000446",2021,"ROB",24,57.1
"770000446",2022,"COE",19,38.8
"770000446",2022,"ROB",30,61.2
"770000446",2023,"COE",6,10.3
"770000446",2023,"ROB",52,89.7
"770000446",2024,"COE",18,39.1
"770000446",2024,"ROB",28,60.9
"770000446",2025,"COE",4,14.3
"770000446",2025,"ROB",24,85.7
"770019032",2021,"COE",62,89.9
"770019032",2021,"LAP",1,1.4
"770019032",2021,"ROB",6,8.7
"770019032",2022,"COE",60,78.9
"770019032",2022,"LAP",1,1.3
"770019032",2022,"ROB",15,19.7
"770019032",2023,"COE",44,74.6
"770019032",2023,"ROB",15,25.4
"770019032",2024,"COE",73,92.4
"770019032",2024,"ROB",6,7.6
"770019032",2025,"COE",31,86.1
"770019032",2025,"ROB",5,13.9
"770300135",2021,"COE",38,100
"770300135",2022,"COE",20,100
"770300135",2023,"COE",55,100
"770300135",2024,"COE",66,100
"770300135",2025,"COE",38,100
"770300143",2021,"COE",163,99.4
"770300143",2021,"LAP",1,0.6
"770300143",2022,"COE",143,97.9
"770300143",2022,"LAP",2,1.4
"770300143",2022,"ROB",1,0.7
"770300143",2023,"COE",108,98.2
"770300143",2023,"LAP",1,0.9
"770300143",2023,"ROB",1,0.9
"770300143",2024,"COE",100,100
"770300143",2025,"COE",44,100
"780000287",2021,"COE",76,100
"780000287",2022,"COE",60,98.4
"780000287",2022,"LAP",1,1.6
"780000287",2023,"COE",59,100
"780000287",2024,"COE",65,100
"780000287",2025,"COE",14,100
"780000311",2021,"COE",235,99.2
"780000311",2021,"LAP",2,0.8
"780000311",2022,"COE",78,100
"780000311",2023,"COE",41,100
"780000311",2024,"COE",57,85.1
"780000311",2024,"LAP",1,1.5
"780000311",2024,"ROB",9,13.4
"780000311",2025,"COE",26,78.8
"780000311",2025,"ROB",7,21.2
"780300208",2021,"COE",61,100
"780300208",2022,"COE",142,100
"780300208",2023,"COE",152,100
"780300208",2024,"COE",80,100
"780300208",2025,"COE",49,100
"780300323",2021,"COE",76,93.8
"780300323",2021,"LAP",5,6.2
"780300323",2022,"COE",49,90.7
"780300323",2022,"LAP",5,9.3
"780300323",2023,"COE",22,95.7
"780300323",2023,"ROB",1,4.3
"780300323",2024,"COE",14,93.3
"780300323",2024,"ROB",1,6.7
"780300414",2021,"COE",382,99
"780300414",2021,"LAP",2,0.5
"780300414",2021,"ROB",2,0.5
"780300414",2022,"COE",391,99.7
"780300414",2022,"LAP",1,0.3
"780300414",2023,"COE",273,99.3
"780300414",2023,"ROB",2,0.7
"780300414",2024,"COE",227,99.6
"780300414",2024,"LAP",1,0.4
"780300414",2025,"COE",125,97.7
"780300414",2025,"ROB",3,2.3
"780300422",2021,"COE",61,100
"780300422",2022,"COE",48,100
"780300422",2023,"COE",42,100
"780300422",2024,"COE",45,100
"780300422",2025,"COE",24,100
"790009948",2021,"COE",60,98.4
"790009948",2021,"LAP",1,1.6
"790009948",2022,"COE",73,98.6
"790009948",2022,"ROB",1,1.4
"790009948",2023,"COE",69,98.6
"790009948",2023,"LAP",1,1.4
"790009948",2024,"COE",76,100
"790009948",2025,"COE",48,100
"800002503",2021,"COE",45,100
"800002503",2022,"COE",29,100
"800002503",2023,"COE",40,100
"800002503",2024,"COE",51,98.1
"800002503",2024,"LAP",1,1.9
"800002503",2025,"COE",34,100
"800006124",2021,"COE",140,99.3
"800006124",2021,"LAP",1,0.7
"800006124",2022,"COE",136,99.3
"800006124",2022,"LAP",1,0.7
"800006124",2023,"COE",129,99.2
"800006124",2023,"LAP",1,0.8
"800006124",2024,"COE",103,100
"800006124",2025,"COE",39,81.2
"800006124",2025,"ROB",9,18.8
"800009466",2021,"COE",6,100
"800009466",2022,"COE",34,100
"800009466",2023,"COE",46,95.8
"800009466",2023,"LAP",2,4.2
"800009466",2024,"COE",49,100
"800009920",2021,"COE",104,100
"800009920",2022,"COE",117,100
"800009920",2023,"COE",93,100
"800009920",2024,"COE",89,98.9
"800009920",2024,"LAP",1,1.1
"800009920",2025,"COE",51,100
"810101170",2021,"COE",120,100
"810101170",2022,"COE",101,100
"810101170",2023,"COE",74,70.5
"810101170",2023,"ROB",31,29.5
"810101170",2024,"COE",72,69.2
"810101170",2024,"LAP",1,1
"810101170",2024,"ROB",31,29.8
"810101170",2025,"COE",35,64.8
"810101170",2025,"ROB",19,35.2
"810101444",2021,"COE",110,100
"810101444",2022,"COE",107,100
"810101444",2023,"COE",93,100
"810101444",2024,"COE",78,97.5
"810101444",2024,"LAP",2,2.5
"820000040",2021,"COE",64,98.5
"820000040",2021,"LAP",1,1.5
"820000040",2022,"COE",53,96.4
"820000040",2022,"LAP",2,3.6
"820000040",2023,"COE",31,96.9
"820000040",2023,"LAP",1,3.1
"820000040",2024,"COE",27,100
"820000040",2025,"COE",14,100
"830000311",2021,"COE",86,100
"830000311",2022,"COE",52,100
"830000311",2023,"COE",45,100
"830000311",2024,"COE",19,100
"830000311",2025,"COE",11,100
"830000345",2021,"COE",94,88.7
"830000345",2021,"ROB",12,11.3
"830000345",2022,"COE",71,76.3
"830000345",2022,"ROB",22,23.7
"830000345",2023,"COE",68,68
"830000345",2023,"ROB",32,32
"830000345",2024,"COE",62,83.8
"830000345",2024,"ROB",12,16.2
"830000345",2025,"COE",33,71.7
"830000345",2025,"ROB",13,28.3
"830100251",2021,"COE",96,100
"830100251",2022,"COE",78,100
"830100251",2023,"COE",73,100
"830100251",2024,"COE",123,99.2
"830100251",2024,"LAP",1,0.8
"830100251",2025,"COE",80,100
"830100434",2021,"COE",150,96.8
"830100434",2021,"ROB",5,3.2
"830100434",2022,"COE",110,96.5
"830100434",2022,"ROB",4,3.5
"830100434",2023,"COE",78,91.8
"830100434",2023,"LAP",1,1.2
"830100434",2023,"ROB",6,7.1
"830100434",2024,"COE",78,96.3
"830100434",2024,"LAP",1,1.2
"830100434",2024,"ROB",2,2.5
"830100434",2025,"COE",40,97.6
"830100434",2025,"ROB",1,2.4
"830100459",2021,"COE",394,100
"830100459",2022,"COE",312,100
"830100459",2023,"COE",305,100
"830100459",2024,"COE",218,100
"830100459",2025,"COE",123,100
"840000400",2021,"COE",251,100
"840000400",2022,"COE",202,100
"840000400",2023,"COE",204,100
"840000400",2024,"COE",91,100
"840000418",2024,"COE",76,100
"840000418",2025,"COE",94,100
"840000467",2021,"COE",88,98.9
"840000467",2021,"ROB",1,1.1
"840000467",2022,"COE",75,100
"840000467",2023,"COE",80,98.8
"840000467",2023,"LAP",1,1.2
"840000467",2024,"COE",69,98.6
"840000467",2024,"LAP",1,1.4
"840000467",2025,"COE",46,100
"850000118",2021,"COE",11,91.7
"850000118",2021,"ROB",1,8.3
"850000118",2022,"COE",25,100
"850000118",2023,"COE",41,97.6
"850000118",2023,"LAP",1,2.4
"850000118",2024,"COE",35,100
"850000118",2025,"COE",35,100
"850000142",2021,"COE",72,100
"850000142",2022,"COE",61,100
"850000142",2023,"COE",48,94.1
"850000142",2023,"ROB",3,5.9
"850000142",2024,"COE",55,82.1
"850000142",2024,"ROB",12,17.9
"850000142",2025,"COE",23,67.6
"850000142",2025,"ROB",11,32.4
"860000223",2021,"COE",157,60.2
"860000223",2021,"LAP",1,0.4
"860000223",2021,"ROB",103,39.5
"860000223",2022,"COE",115,57.2
"860000223",2022,"ROB",86,42.8
"860000223",2023,"COE",116,62
"860000223",2023,"ROB",71,38
"860000223",2024,"COE",91,57.2
"860000223",2024,"LAP",2,1.3
"860000223",2024,"ROB",66,41.5
"860000223",2025,"COE",41,47.1
"860000223",2025,"ROB",46,52.9
"860010321",2021,"COE",30,100
"860010321",2022,"COE",28,100
"860010321",2023,"COE",29,96.7
"860010321",2023,"LAP",1,3.3
"860010321",2024,"COE",28,100
"860010321",2025,"COE",17,100
"870000064",2021,"COE",28,56
"870000064",2021,"LAP",1,2
"870000064",2021,"ROB",21,42
"870000064",2022,"COE",33,67.3
"870000064",2022,"LAP",3,6.1
"870000064",2022,"ROB",13,26.5
"870000064",2023,"COE",31,60.8
"870000064",2023,"ROB",20,39.2
"870000064",2024,"COE",25,59.5
"870000064",2024,"ROB",17,40.5
"870000064",2025,"COE",11,44
"870000064",2025,"ROB",14,56
"870000288",2021,"COE",248,100
"870000288",2022,"COE",243,100
"870000288",2023,"COE",216,100
"870000288",2024,"COE",216,100
"870000288",2025,"COE",111,100
"890000169",2021,"COE",166,93.3
"890000169",2021,"LAP",12,6.7
"890000169",2022,"COE",153,93.9
"890000169",2022,"LAP",10,6.1
"890000169",2023,"COE",173,95.1
"890000169",2023,"LAP",9,4.9
"890000169",2024,"COE",146,95.4
"890000169",2024,"LAP",7,4.6
"890000169",2025,"COE",139,98.6
"890000169",2025,"LAP",2,1.4
"890975550",2021,"COE",200,100
"890975550",2022,"COE",143,87.2
"890975550",2022,"ROB",21,12.8
"890975550",2023,"COE",61,44.9
"890975550",2023,"LAP",1,0.7
"890975550",2023,"ROB",74,54.4
"890975550",2024,"COE",100,68.5
"890975550",2024,"LAP",1,0.7
"890975550",2024,"ROB",45,30.8
"890975550",2025,"COE",32,40
"890975550",2025,"ROB",48,60
"900000035",2021,"COE",84,98.8
"900000035",2021,"LAP",1,1.2
"900000035",2022,"COE",31,100
"900000035",2024,"COE",1,100
"900003039",2021,"COE",91,96.8
"900003039",2021,"ROB",3,3.2
"900003039",2022,"COE",108,99.1
"900003039",2022,"LAP",1,0.9
"900003039",2023,"COE",141,100
"900003039",2024,"COE",131,98.5
"900003039",2024,"LAP",2,1.5
"900003039",2025,"COE",68,100
"910000306",2021,"COE",27,90
"910000306",2021,"LAP",3,10
"910000306",2022,"COE",25,89.3
"910000306",2022,"LAP",2,7.1
"910000306",2022,"ROB",1,3.6
"910000306",2023,"COE",42,97.7
"910000306",2023,"LAP",1,2.3
"910000306",2024,"COE",15,100
"910020254",2021,"COE",60,100
"910020254",2022,"COE",47,97.9
"910020254",2022,"LAP",1,2.1
"910020254",2023,"COE",16,33.3
"910020254",2023,"ROB",32,66.7
"910020254",2024,"COE",15,37.5
"910020254",2024,"ROB",25,62.5
"910020254",2025,"COE",9,29
"910020254",2025,"ROB",22,71
"910300011",2021,"COE",39,84.8
"910300011",2021,"ROB",7,15.2
"910300011",2022,"COE",48,100
"910300011",2023,"COE",43,100
"910300011",2024,"COE",28,100
"910300144",2021,"COE",167,98.8
"910300144",2021,"LAP",2,1.2
"910300144",2022,"COE",183,97.9
"910300144",2022,"LAP",2,1.1
"910300144",2022,"ROB",2,1.1
"910300144",2023,"COE",151,100
"910300144",2024,"COE",121,96.8
"910300144",2024,"ROB",4,3.2
