"finessGeoDP","annee","baria_t","n","pct"
"2B0000145",2022,"BPG",25,33.8
"2B0000145",2022,"SLE",47,63.5
"2B0000145",2023,"ANN",1,1.5
"2B0000145",2023,"BPG",26,38.2
"2B0000145",2023,"SLE",41,60.3
"2B0000145",2024,"ANN",1,1.6
"2B0000145",2024,"BPG",27,42.2
"2B0000145",2024,"SLE",36,56.2
"2B0000145",2025,"BPG",20,41.7
"2B0000145",2025,"SLE",28,58.3
"300000023",2021,"BPG",10,27
"300000023",2021,"SLE",27,73
"300000023",2022,"BPG",11,26.2
"300000023",2022,"SLE",31,73.8
"300000023",2023,"ANN",1,5
"300000023",2023,"BPG",9,45
"300000023",2023,"SLE",10,50
"300000023",2024,"BPG",14,46.7
"300000023",2024,"SLE",16,53.3
"300000023",2025,"BPG",9,32.1
"300000023",2025,"SLE",19,67.9
"300780137",2021,"BPG",99,89.2
"300780137",2021,"DBP",1,0.9
"300780137",2021,"SLE",11,9.9
"300780137",2022,"BPG",54,94.7
"300780137",2022,"DBP",2,3.5
"300780137",2022,"SLE",1,1.8
"300780137",2023,"BPG",37,75.5
"300780137",2023,"DBP",3,6.1
"300780137",2023,"SLE",9,18.4
"300780137",2024,"BPG",30,88.2
"300780137",2024,"SLE",4,11.8
"300780137",2025,"BPG",2,14.3
"300780137",2025,"SLE",12,85.7
"300782117",2021,"BPG",15,5.8
"300782117",2021,"SLE",244,94.2
"300782117",2022,"BPG",8,3.6
"300782117",2022,"SLE",212,96.4
"300782117",2023,"BPG",11,5.6
"300782117",2023,"SLE",185,94.4
"300782117",2024,"BPG",10,4.7
"300782117",2024,"SLE",203,95.3
"300782117",2025,"BPG",2,2.4
"300782117",2025,"SLE",83,97.6
"300788502",2021,"ANN",1,0.4
"300788502",2021,"BPG",64,26.2
"300788502",2021,"SLE",179,73.4
"300788502",2022,"ANN",3,1.2
"300788502",2022,"BPG",63,25.9
"300788502",2022,"SLE",177,72.8
"300788502",2023,"ANN",4,2.6
"300788502",2023,"BPG",54,35.1
"300788502",2023,"SLE",96,62.3
"300788502",2024,"ANN",2,2
"300788502",2024,"BPG",30,29.4
"300788502",2024,"SLE",70,68.6
"300788502",2025,"ANN",5,6.7
"300788502",2025,"BPG",20,26.7
"300788502",2025,"SLE",50,66.7
"310026927",2021,"ANN",1,2.2
"310026927",2021,"BPG",6,13.3
"310026927",2021,"SLE",38,84.4
"310026927",2022,"BPG",7,13.5
"310026927",2022,"SLE",45,86.5
"310026927",2023,"BPG",14,20.6
"310026927",2023,"SLE",54,79.4
"310026927",2024,"BPG",15,24.6
"310026927",2024,"SLE",46,75.4
"310026927",2025,"BPG",5,15.6
"310026927",2025,"SLE",27,84.4
"310780283",2021,"BPG",44,38.9
"310780283",2021,"SLE",69,61.1
"310780283",2022,"BPG",53,46.1
"310780283",2022,"DBP",1,0.9
"310780283",2022,"SLE",61,53
"310780283",2023,"BPG",52,44.4
"310780283",2023,"DBP",2,1.7
"310780283",2023,"SLE",63,53.8
"310780283",2024,"BPG",42,39.3
"310780283",2024,"SLE",65,60.7
"310780283",2025,"BPG",20,44.4
"310780283",2025,"DBP",1,2.2
"310780283",2025,"SLE",24,53.3
"310780382",2021,"BPG",30,42.3
"310780382",2021,"SLE",41,57.7
"310780382",2022,"BPG",42,65.6
"310780382",2022,"SLE",22,34.4
"310780382",2023,"BPG",38,70.4
"310780382",2023,"SLE",16,29.6
"310780382",2024,"BPG",41,75.9
"310780382",2024,"SLE",13,24.1
"310780382",2025,"BPG",12,60
"310780382",2025,"SLE",8,40
"310781000",2021,"ANN",2,0.3
"310781000",2021,"BPG",600,90.8
"310781000",2021,"DBP",3,0.5
"310781000",2021,"SLE",56,8.5
"310781000",2022,"ANN",1,0.1
"310781000",2022,"BPG",683,94.9
"310781000",2022,"DBP",2,0.3
"310781000",2022,"SLE",34,4.7
"310781000",2023,"ANN",2,0.4
"310781000",2023,"BPG",510,96.2
"310781000",2023,"DBP",1,0.2
"310781000",2023,"SLE",17,3.2
"310781000",2024,"BPG",460,97.5
"310781000",2024,"DBP",1,0.2
"310781000",2024,"SLE",11,2.3
"310781000",2025,"BPG",180,98.9
"310781000",2025,"SLE",2,1.1
"310781505",2021,"BPG",24,16.9
"310781505",2021,"SLE",118,83.1
"310781505",2022,"BPG",14,10.7
"310781505",2022,"SLE",117,89.3
"310781505",2023,"ANN",1,0.6
"310781505",2023,"BPG",24,13.6
"310781505",2023,"SLE",151,85.8
"310781505",2024,"BPG",31,17.6
"310781505",2024,"SLE",145,82.4
"310781505",2025,"BPG",26,34.7
"310781505",2025,"SLE",49,65.3
"310783055",2021,"BPG",41,36.3
"310783055",2021,"SLE",72,63.7
"310783055",2022,"BPG",38,30.6
"310783055",2022,"SLE",86,69.4
"310783055",2023,"BPG",35,27.6
"310783055",2023,"SLE",92,72.4
"310783055",2024,"BPG",40,40.4
"310783055",2024,"DBP",4,4
"310783055",2024,"SLE",55,55.6
"310783055",2025,"BPG",23,31.5
"310783055",2025,"DBP",1,1.4
"310783055",2025,"SLE",49,67.1
"330000340",2021,"BPG",42,44.7
"330000340",2021,"SLE",52,55.3
"330000340",2022,"BPG",39,41.9
"330000340",2022,"SLE",54,58.1
"330000340",2023,"BPG",20,34.5
"330000340",2023,"SLE",38,65.5
"330000340",2024,"BPG",15,26.3
"330000340",2024,"SLE",42,73.7
"330000340",2025,"BPG",12,37.5
"330000340",2025,"SLE",20,62.5
"330780115",2021,"ANN",1,1.3
"330780115",2021,"BPG",16,20.5
"330780115",2021,"SLE",61,78.2
"330780115",2022,"BPG",4,8.3
"330780115",2022,"SLE",44,91.7
"330780115",2023,"BPG",4,8.2
"330780115",2023,"SLE",45,91.8
"330780115",2024,"ANN",1,2
"330780115",2024,"BPG",6,12.2
"330780115",2024,"SLE",42,85.7
"330780115",2025,"BPG",3,20
"330780115",2025,"SLE",12,80
"330780263",2021,"ANN",1,0.9
"330780263",2021,"BPG",15,14.2
"330780263",2021,"DBP",2,1.9
"330780263",2021,"SLE",88,83
"330780263",2022,"ANN",1,0.9
"330780263",2022,"BPG",20,17.1
"330780263",2022,"SLE",96,82.1
"330780263",2023,"BPG",8,9.4
"330780263",2023,"SLE",77,90.6
"330780263",2024,"BPG",11,12.9
"330780263",2024,"SLE",74,87.1
"330780263",2025,"BPG",9,24.3
"330780263",2025,"SLE",28,75.7
"330780479",2021,"BPG",18,29.5
"330780479",2021,"DBP",2,3.3
"330780479",2021,"SLE",41,67.2
"330780479",2022,"BPG",23,30.7
"330780479",2022,"DBP",2,2.7
"330780479",2022,"SLE",50,66.7
"330780479",2023,"BPG",18,32.1
"330780479",2023,"SLE",38,67.9
"330780479",2024,"BPG",25,32.1
"330780479",2024,"SLE",53,67.9
"330780479",2025,"BPG",13,39.4
"330780479",2025,"SLE",20,60.6
"330780511",2021,"SLE",21,100
"330780511",2022,"SLE",35,100
"330780511",2023,"SLE",35,100
"330780511",2024,"SLE",49,100
"330780511",2025,"SLE",16,100
"330780529",2021,"BPG",28,12.1
"330780529",2021,"SLE",204,87.9
"330780529",2022,"BPG",32,14.8
"330780529",2022,"SLE",184,85.2
"330780529",2023,"BPG",55,25.6
"330780529",2023,"SLE",160,74.4
"330780529",2024,"BPG",50,21.9
"330780529",2024,"SLE",178,78.1
"330780529",2025,"BPG",31,23
"330780529",2025,"SLE",104,77
"330781402",2021,"BPG",61,31.3
"330781402",2021,"SLE",134,68.7
"330781402",2022,"BPG",93,48.7
"330781402",2022,"SLE",98,51.3
"330781402",2023,"BPG",82,35.8
"330781402",2023,"DBP",1,0.4
"330781402",2023,"SLE",146,63.8
"330781402",2024,"BPG",87,37.8
"330781402",2024,"SLE",143,62.2
"330781402",2025,"BPG",56,43.4
"330781402",2025,"SLE",73,56.6
"330782582",2021,"BPG",12,15.2
"330782582",2021,"SLE",67,84.8
"330782582",2022,"BPG",12,21.8
"330782582",2022,"SLE",43,78.2
"330782582",2023,"BPG",13,22.4
"330782582",2023,"SLE",45,77.6
"330782582",2024,"ANN",1,2.4
"330782582",2024,"BPG",9,22
"330782582",2024,"SLE",31,75.6
"330782582",2025,"BPG",3,12
"330782582",2025,"SLE",22,88
"330783648",2021,"ANN",3,3.4
"330783648",2021,"BPG",66,75
"330783648",2021,"DBP",1,1.1
"330783648",2021,"SLE",18,20.5
"330783648",2022,"ANN",2,2
"330783648",2022,"BPG",65,66.3
"330783648",2022,"SLE",31,31.6
"330783648",2023,"ANN",1,1.4
"330783648",2023,"BPG",56,81.2
"330783648",2023,"SLE",12,17.4
"330783648",2024,"ANN",2,2.9
"330783648",2024,"BPG",54,79.4
"330783648",2024,"DBP",1,1.5
"330783648",2024,"SLE",11,16.2
"330783648",2025,"BPG",27,71.1
"330783648",2025,"SLE",11,28.9
"340000033",2021,"SLE",55,100
"340000033",2022,"SLE",59,100
"340000033",2023,"BPG",1,1.3
"340000033",2023,"SLE",76,98.7
"340000033",2024,"BPG",2,2.8
"340000033",2024,"SLE",69,97.2
"340000033",2025,"BPG",6,13
"340000033",2025,"SLE",40,87
"340009885",2021,"SLE",40,100
"340009885",2022,"SLE",36,100
"340009885",2023,"BPG",10,23.3
"340009885",2023,"SLE",33,76.7
"340009885",2024,"BPG",10,22.2
"340009885",2024,"SLE",35,77.8
"340009885",2025,"BPG",8,25
"340009885",2025,"SLE",24,75
"340015502",2021,"BPG",193,58.1
"340015502",2021,"SLE",139,41.9
"340015502",2022,"BPG",175,65.3
"340015502",2022,"SLE",93,34.7
"340015502",2023,"ANN",2,0.8
"340015502",2023,"BPG",194,81.2
"340015502",2023,"SLE",43,18
"340015502",2024,"BPG",143,74.9
"340015502",2024,"SLE",48,25.1
"340015502",2025,"ANN",1,1
"340015502",2025,"BPG",61,61.6
"340015502",2025,"SLE",37,37.4
"340015965",2021,"ANN",6,3.3
"340015965",2021,"BPG",7,3.8
"340015965",2021,"SLE",169,92.9
"340015965",2022,"ANN",5,3.4
"340015965",2022,"BPG",3,2
"340015965",2022,"SLE",140,94.6
"340015965",2023,"ANN",3,1.9
"340015965",2023,"BPG",6,3.8
"340015965",2023,"SLE",147,94.2
"340015965",2024,"ANN",3,2
"340015965",2024,"BPG",7,4.7
"340015965",2024,"SLE",138,93.2
"340015965",2025,"ANN",3,4.4
"340015965",2025,"BPG",1,1.5
"340015965",2025,"SLE",64,94.1
"340024314",2021,"ANN",1,2.3
"340024314",2021,"BPG",7,15.9
"340024314",2021,"SLE",36,81.8
"340024314",2022,"ANN",2,3.2
"340024314",2022,"BPG",8,12.7
"340024314",2022,"SLE",53,84.1
"340024314",2023,"ANN",1,2
"340024314",2023,"BPG",9,18
"340024314",2023,"SLE",40,80
"340024314",2024,"BPG",7,22.6
"340024314",2024,"SLE",24,77.4
"340024314",2025,"ANN",1,5
"340024314",2025,"BPG",4,20
"340024314",2025,"SLE",15,75
"340780667",2021,"BPG",4,5.3
"340780667",2021,"SLE",71,94.7
"340780667",2022,"BPG",5,6.8
"340780667",2022,"SLE",69,93.2
"340780667",2023,"BPG",5,6.8
"340780667",2023,"SLE",68,93.2
"340780667",2024,"BPG",7,10.1
"340780667",2024,"SLE",62,89.9
"340780667",2025,"BPG",2,5.7
"340780667",2025,"SLE",33,94.3
"340780675",2021,"ANN",3,2.9
"340780675",2021,"BPG",18,17.6
"340780675",2021,"SLE",81,79.4
"340780675",2022,"ANN",1,0.9
"340780675",2022,"BPG",8,7.2
"340780675",2022,"SLE",102,91.9
"340780675",2023,"BPG",10,8.1
"340780675",2023,"SLE",114,91.9
"340780675",2024,"BPG",15,11.5
"340780675",2024,"SLE",116,88.5
"340780675",2025,"BPG",3,12
"340780675",2025,"DBP",1,4
"340780675",2025,"SLE",21,84
"340780741",2021,"ANN",2,4
"340780741",2021,"BPG",12,24
"340780741",2021,"SLE",36,72
"340780741",2022,"ANN",1,2.5
"340780741",2022,"BPG",12,30
"340780741",2022,"SLE",27,67.5
"340780741",2023,"BPG",12,29.3
"340780741",2023,"SLE",29,70.7
"340780741",2024,"BPG",21,36.2
"340780741",2024,"SLE",37,63.8
"340780741",2025,"BPG",16,32
"340780741",2025,"SLE",34,68
"340782036",2021,"BPG",44,18.7
"340782036",2021,"DBP",1,0.4
"340782036",2021,"SLE",190,80.9
"340782036",2022,"ANN",1,0.4
"340782036",2022,"BPG",37,13.6
"340782036",2022,"SLE",235,86.1
"340782036",2023,"BPG",52,20.3
"340782036",2023,"SLE",204,79.7
"340782036",2024,"ANN",2,0.9
"340782036",2024,"BPG",51,22.6
"340782036",2024,"SLE",173,76.5
"340782036",2025,"ANN",1,0.7
"340782036",2025,"BPG",27,19.6
"340782036",2025,"DBP",1,0.7
"340782036",2025,"SLE",109,79
"350000121",2021,"ANN",5,1.3
"350000121",2021,"BPG",199,50.1
"350000121",2021,"DBP",6,1.5
"350000121",2021,"SLE",187,47.1
"350000121",2022,"ANN",3,0.9
"350000121",2022,"BPG",159,49.7
"350000121",2022,"DBP",6,1.9
"350000121",2022,"SLE",152,47.5
"350000121",2023,"ANN",3,0.9
"350000121",2023,"BPG",161,48.3
"350000121",2023,"DBP",4,1.2
"350000121",2023,"SLE",165,49.5
"350000121",2024,"ANN",3,0.9
"350000121",2024,"BPG",172,53.9
"350000121",2024,"DBP",3,0.9
"350000121",2024,"SLE",141,44.2
"350000121",2025,"BPG",75,54.3
"350000121",2025,"DBP",1,0.7
"350000121",2025,"SLE",62,44.9
"350000139",2021,"BPG",12,66.7
"350000139",2021,"SLE",6,33.3
"350000139",2022,"BPG",20,66.7
"350000139",2022,"SLE",10,33.3
"350000139",2023,"BPG",24,68.6
"350000139",2023,"SLE",11,31.4
"350000139",2024,"BPG",48,67.6
"350000139",2024,"SLE",23,32.4
"350000139",2025,"BPG",32,80
"350000139",2025,"SLE",8,20
"350000147",2021,"ANN",1,2
"350000147",2021,"BPG",3,6
"350000147",2021,"SLE",46,92
"350000147",2022,"BPG",1,1.9
"350000147",2022,"SLE",51,98.1
"350000147",2023,"BPG",3,7.1
"350000147",2023,"SLE",39,92.9
"350000147",2024,"BPG",9,18
"350000147",2024,"SLE",41,82
"350000147",2025,"BPG",1,5.6
"350000147",2025,"SLE",17,94.4
"350000741",2021,"BPG",29,59.2
"350000741",2021,"SLE",20,40.8
"350000741",2022,"BPG",35,76.1
"350000741",2022,"SLE",11,23.9
"350000741",2023,"BPG",33,78.6
"350000741",2023,"SLE",9,21.4
"350000741",2025,"BPG",9,69.2
"350000741",2025,"SLE",4,30.8
"360000129",2021,"SLE",24,100
"360000129",2022,"SLE",45,100
"360000129",2023,"SLE",33,100
"360000129",2024,"ANN",1,1.8
"360000129",2024,"SLE",56,98.2
"360000129",2025,"SLE",48,100
"370000093",2021,"ANN",1,0.6
"370000093",2021,"BPG",56,33.7
"370000093",2021,"SLE",109,65.7
"370000093",2022,"BPG",52,37.1
"370000093",2022,"SLE",88,62.9
"370000093",2023,"BPG",59,38.1
"370000093",2023,"SLE",96,61.9
"370000093",2024,"BPG",66,50.8
"370000093",2024,"SLE",64,49.2
"370000093",2025,"BPG",27,38.6
"370000093",2025,"SLE",43,61.4
"370004467",2021,"BPG",17,41.5
"370004467",2021,"SLE",24,58.5
"370004467",2022,"BPG",22,35.5
"370004467",2022,"DBP",1,1.6
"370004467",2022,"SLE",39,62.9
"370004467",2023,"BPG",19,35.8
"370004467",2023,"SLE",34,64.2
"370004467",2024,"BPG",19,46.3
"370004467",2024,"SLE",22,53.7
"370004467",2025,"BPG",12,50
"370004467",2025,"SLE",12,50
"370007569",2021,"BPG",24,44.4
"370007569",2021,"SLE",30,55.6
"370007569",2022,"BPG",21,38.9
"370007569",2022,"SLE",33,61.1
"370007569",2023,"BPG",22,38.6
"370007569",2023,"SLE",35,61.4
"370007569",2024,"BPG",21,43.8
"370007569",2024,"SLE",27,56.2
"370007569",2025,"BPG",3,37.5
"370007569",2025,"SLE",5,62.5
"380000067",2021,"BPG",57,54.3
"380000067",2021,"SLE",48,45.7
"380000067",2022,"BPG",50,49
"380000067",2022,"SLE",52,51
"380000067",2023,"BPG",44,39.6
"380000067",2023,"SLE",67,60.4
"380000067",2024,"BPG",48,41.7
"380000067",2024,"SLE",67,58.3
"380000067",2025,"BPG",20,40
"380000067",2025,"SLE",30,60
"380000174",2021,"ANN",1,2.9
"380000174",2021,"BPG",7,20.6
"380000174",2021,"SLE",26,76.5
"380000174",2022,"ANN",1,2.4
"380000174",2022,"BPG",6,14.3
"380000174",2022,"SLE",35,83.3
"380000174",2023,"ANN",2,6.2
"380000174",2023,"BPG",3,9.4
"380000174",2023,"SLE",27,84.4
"380000174",2024,"ANN",4,6.3
"380000174",2024,"BPG",7,11.1
"380000174",2024,"SLE",52,82.5
"380000174",2025,"ANN",2,8
"380000174",2025,"BPG",3,12
"380000174",2025,"SLE",20,80
"380012658",2021,"BPG",8,10.3
"380012658",2021,"SLE",70,89.7
"380012658",2022,"BPG",16,17.2
"380012658",2022,"DBP",1,1.1
"380012658",2022,"SLE",76,81.7
"380012658",2023,"BPG",22,32.4
"380012658",2023,"SLE",46,67.6
"380012658",2024,"BPG",9,18.8
"380012658",2024,"SLE",39,81.2
"380012658",2025,"BPG",3,25
"380012658",2025,"SLE",9,75
"380780197",2021,"BPG",2,2.3
"380780197",2021,"SLE",85,97.7
"380780197",2022,"BPG",2,3.6
"380780197",2022,"SLE",53,96.4
"380780197",2023,"BPG",2,3.1
"380780197",2023,"SLE",63,96.9
"380780197",2024,"BPG",9,8.4
"380780197",2024,"SLE",98,91.6
"380780197",2025,"BPG",8,19.5
"380780197",2025,"SLE",33,80.5
"380785956",2021,"BPG",105,31.3
"380785956",2021,"DBP",2,0.6
"380785956",2021,"SLE",228,68.1
"380785956",2022,"BPG",68,26.9
"380785956",2022,"SLE",185,73.1
"380785956",2023,"BPG",51,21
"380785956",2023,"SLE",192,79
"380785956",2024,"ANN",1,0.5
"380785956",2024,"BPG",25,12
"380785956",2024,"SLE",183,87.6
"380785956",2025,"ANN",1,1
"380785956",2025,"BPG",24,22.9
"380785956",2025,"SLE",80,76.2
"400000105",2021,"BPG",76,86.4
"400000105",2021,"SLE",12,13.6
"400000105",2022,"BPG",85,90.4
"400000105",2022,"SLE",9,9.6
"400000105",2023,"BPG",83,90.2
"400000105",2023,"SLE",9,9.8
"400000105",2024,"BPG",117,95.1
"400000105",2024,"SLE",6,4.9
"400000105",2025,"BPG",38,84.4
"400000105",2025,"SLE",7,15.6
"410000020",2021,"BPG",10,18.5
"410000020",2021,"SLE",44,81.5
"410000020",2022,"BPG",10,18.2
"410000020",2022,"DBP",8,14.5
"410000020",2022,"SLE",37,67.3
"410000020",2023,"BPG",20,32.3
"410000020",2023,"SLE",42,67.7
"410000020",2024,"BPG",13,31.7
"410000020",2024,"SLE",28,68.3
"410000020",2025,"BPG",12,63.2
"410000020",2025,"SLE",7,36.8
"420010050",2021,"ANN",1,0.3
"420010050",2021,"BPG",89,30.1
"420010050",2021,"SLE",206,69.6
"420010050",2022,"ANN",5,1.9
"420010050",2022,"BPG",72,26.8
"420010050",2022,"SLE",192,71.4
"420010050",2023,"ANN",3,1.4
"420010050",2023,"BPG",69,31.7
"420010050",2023,"SLE",146,67
"420010050",2024,"ANN",2,0.9
"420010050",2024,"BPG",75,35.2
"420010050",2024,"SLE",136,63.8
"420010050",2025,"ANN",1,0.7
"420010050",2025,"BPG",61,43.9
"420010050",2025,"SLE",77,55.4
"420011413",2021,"ANN",6,3.4
"420011413",2021,"BPG",81,46.3
"420011413",2021,"SLE",88,50.3
"420011413",2022,"ANN",10,5.1
"420011413",2022,"BPG",97,49.2
"420011413",2022,"SLE",90,45.7
"420011413",2023,"ANN",3,1.6
"420011413",2023,"BPG",94,50
"420011413",2023,"SLE",91,48.4
"420011413",2024,"ANN",4,2
"420011413",2024,"BPG",90,44.3
"420011413",2024,"SLE",109,53.7
"420011413",2025,"ANN",3,3.4
"420011413",2025,"BPG",31,35.2
"420011413",2025,"SLE",54,61.4
"420785354",2021,"ANN",1,1.7
"420785354",2021,"BPG",19,32.2
"420785354",2021,"SLE",39,66.1
"420785354",2022,"BPG",19,24.4
"420785354",2022,"SLE",59,75.6
"420785354",2023,"BPG",16,27.1
"420785354",2023,"SLE",43,72.9
"420785354",2024,"BPG",20,30.8
"420785354",2024,"SLE",45,69.2
"420785354",2025,"BPG",10,25
"420785354",2025,"SLE",30,75
"430000117",2021,"BPG",6,12.8
"430000117",2021,"SLE",41,87.2
"430000117",2022,"BPG",2,4.8
"430000117",2022,"SLE",40,95.2
"430000117",2023,"BPG",2,8
"430000117",2023,"SLE",23,92
"430000117",2024,"BPG",2,4.8
"430000117",2024,"SLE",40,95.2
"430000117",2025,"ANN",1,7.1
"430000117",2025,"BPG",1,7.1
"430000117",2025,"SLE",12,85.7
"440000271",2021,"ANN",3,1.9
"440000271",2021,"BPG",61,39.1
"440000271",2021,"DBP",4,2.6
"440000271",2021,"SLE",88,56.4
"440000271",2022,"ANN",1,0.6
"440000271",2022,"BPG",102,57.6
"440000271",2022,"DBP",2,1.1
"440000271",2022,"SLE",72,40.7
"440000271",2023,"BPG",82,65.1
"440000271",2023,"DBP",1,0.8
"440000271",2023,"SLE",43,34.1
"440000271",2024,"BPG",76,55.1
"440000271",2024,"SLE",62,44.9
"440000271",2025,"BPG",35,62.5
"440000271",2025,"SLE",21,37.5
"440000412",2021,"ANN",1,0.5
"440000412",2021,"BPG",56,29
"440000412",2021,"DBP",1,0.5
"440000412",2021,"SLE",135,69.9
"440000412",2022,"BPG",40,17.8
"440000412",2022,"DBP",2,0.9
"440000412",2022,"SLE",183,81.3
"440000412",2023,"BPG",28,17.4
"440000412",2023,"SLE",133,82.6
"440000412",2024,"BPG",20,12.8
"440000412",2024,"SLE",136,87.2
"440000412",2025,"BPG",8,8.4
"440000412",2025,"SLE",87,91.6
"440029338",2021,"ANN",1,0.6
"440029338",2021,"BPG",37,23.4
"440029338",2021,"SLE",120,75.9
"440029338",2022,"BPG",32,20.9
"440029338",2022,"SLE",121,79.1
"440029338",2023,"ANN",1,0.7
"440029338",2023,"BPG",37,26.6
"440029338",2023,"SLE",101,72.7
"440029338",2024,"ANN",1,0.8
"440029338",2024,"BPG",33,25.8
"440029338",2024,"DBP",1,0.8
"440029338",2024,"SLE",93,72.7
"440029338",2025,"ANN",2,3.2
"440029338",2025,"BPG",17,27
"440029338",2025,"SLE",44,69.8
"440033819",2021,"BPG",72,46.2
"440033819",2021,"DBP",2,1.3
"440033819",2021,"SLE",82,52.6
"440033819",2022,"BPG",62,45.9
"440033819",2022,"SLE",73,54.1
"440033819",2023,"BPG",62,39.2
"440033819",2023,"SLE",96,60.8
"440033819",2024,"BPG",46,35.7
"440033819",2024,"SLE",83,64.3
"440033819",2025,"BPG",26,35.6
"440033819",2025,"DBP",4,5.5
"440033819",2025,"SLE",43,58.9
"440050433",2021,"BPG",27,22
"440050433",2021,"SLE",96,78
"440050433",2022,"BPG",21,17.4
"440050433",2022,"DBP",2,1.7
"440050433",2022,"SLE",98,81
"440050433",2023,"BPG",24,19.7
"440050433",2023,"SLE",98,80.3
"440050433",2024,"ANN",1,1.2
"440050433",2024,"BPG",19,22.1
"440050433",2024,"SLE",66,76.7
"440050433",2025,"BPG",15,27.3
"440050433",2025,"SLE",40,72.7
"450002613",2021,"ANN",1,0.7
"450002613",2021,"BPG",91,67.9
"450002613",2021,"SLE",42,31.3
"450002613",2022,"BPG",105,64.8
"450002613",2022,"SLE",57,35.2
"450002613",2023,"BPG",120,69.8
"450002613",2023,"SLE",52,30.2
"450002613",2024,"BPG",112,72.7
"450002613",2024,"SLE",42,27.3
"450002613",2025,"BPG",47,58
"450002613",2025,"SLE",34,42
"450010079",2021,"BPG",6,12
"450010079",2021,"SLE",44,88
"450010079",2022,"BPG",6,17.6
"450010079",2022,"SLE",28,82.4
"450010079",2023,"BPG",6,17.1
"450010079",2023,"SLE",29,82.9
"450010079",2024,"BPG",1,3.6
"450010079",2024,"SLE",27,96.4
"450010079",2025,"SLE",12,100
"460000045",2021,"BPG",16,45.7
"460000045",2021,"SLE",19,54.3
"460000045",2022,"BPG",16,47.1
"460000045",2022,"SLE",18,52.9
"460000045",2023,"BPG",13,36.1
"460000045",2023,"SLE",23,63.9
"460000045",2024,"BPG",18,51.4
"460000045",2024,"SLE",17,48.6
"460000045",2025,"BPG",13,59.1
"460000045",2025,"SLE",9,40.9
"470000027",2021,"BPG",14,50
"470000027",2021,"SLE",14,50
"470000027",2022,"BPG",23,37.7
"470000027",2022,"SLE",38,62.3
"470000027",2023,"BPG",22,32.4
"470000027",2023,"SLE",46,67.6
"470000027",2024,"BPG",26,35.1
"470000027",2024,"SLE",48,64.9
"470000027",2025,"BPG",16,33.3
"470000027",2025,"SLE",32,66.7
"470000423",2021,"BPG",2,8.7
"470000423",2021,"SLE",21,91.3
"470000423",2022,"BPG",3,7.1
"470000423",2022,"SLE",39,92.9
"470000423",2023,"BPG",4,10.3
"470000423",2023,"SLE",35,89.7
"470000423",2024,"BPG",2,5.7
"470000423",2024,"SLE",33,94.3
"470000423",2025,"DBP",1,6.2
"470000423",2025,"SLE",15,93.8
"470016049",2021,"ANN",1,1
"470016049",2021,"BPG",15,14.4
"470016049",2021,"SLE",88,84.6
"470016049",2022,"ANN",3,3.2
"470016049",2022,"BPG",26,28
"470016049",2022,"DBP",1,1.1
"470016049",2022,"SLE",63,67.7
"470016049",2023,"ANN",3,2.9
"470016049",2023,"BPG",8,7.8
"470016049",2023,"DBP",1,1
"470016049",2023,"SLE",91,88.3
"470016049",2024,"ANN",6,6.1
"470016049",2024,"BPG",5,5.1
"470016049",2024,"SLE",87,88.8
"470016049",2025,"BPG",6,16.2
"470016049",2025,"SLE",31,83.8
"490000049",2021,"BPG",15,62.5
"490000049",2021,"SLE",9,37.5
"490000049",2022,"BPG",21,55.3
"490000049",2022,"SLE",17,44.7
"490000049",2023,"BPG",24,58.5
"490000049",2023,"SLE",17,41.5
"490000049",2024,"ANN",1,3.2
"490000049",2024,"BPG",19,61.3
"490000049",2024,"SLE",11,35.5
"490000049",2025,"ANN",1,5
"490000049",2025,"BPG",11,55
"490000049",2025,"SLE",8,40
"490014909",2021,"ANN",1,0.2
"490014909",2021,"BPG",308,66.7
"490014909",2021,"DBP",29,6.3
"490014909",2021,"SLE",124,26.8
"490014909",2022,"ANN",1,0.2
"490014909",2022,"BPG",321,69.8
"490014909",2022,"DBP",25,5.4
"490014909",2022,"SLE",113,24.6
"490014909",2023,"ANN",1,0.2
"490014909",2023,"BPG",272,65.2
"490014909",2023,"DBP",15,3.6
"490014909",2023,"SLE",129,30.9
"490014909",2024,"ANN",2,0.5
"490014909",2024,"BPG",254,61.2
"490014909",2024,"DBP",8,1.9
"490014909",2024,"SLE",151,36.4
"490014909",2025,"BPG",100,66.7
"490014909",2025,"DBP",9,6
"490014909",2025,"SLE",41,27.3
"500000146",2023,"BPG",8,34.8
"500000146",2023,"SLE",15,65.2
"500000146",2024,"BPG",18,32.1
"500000146",2024,"SLE",38,67.9
"500000146",2025,"BPG",22,51.2
"500000146",2025,"SLE",21,48.8
"500000187",2021,"BPG",22,44.9
"500000187",2021,"SLE",27,55.1
"500000187",2022,"BPG",17,40.5
"500000187",2022,"SLE",25,59.5
"500000187",2023,"BPG",25,50
"500000187",2023,"SLE",25,50
"500000187",2024,"BPG",7,25
"500000187",2024,"SLE",21,75
"500000187",2025,"BPG",4,28.6
"500000187",2025,"SLE",10,71.4
"500000203",2021,"BPG",35,89.7
"500000203",2021,"SLE",4,10.3
"500000203",2022,"BPG",37,92.5
"500000203",2022,"SLE",3,7.5
"500000203",2023,"BPG",47,85.5
"500000203",2023,"SLE",8,14.5
"500000203",2024,"BPG",26,96.3
"500000203",2024,"SLE",1,3.7
